GEO_ID,B17015_001E,B17015_001M,B17015_002E,B17015_002M,B17015_003E,B17015_003M,B17015_004E,B17015_004M,B17015_005E,B17015_005M,B17015_006E,B17015_006M,B17015_007E,B17015_007M,B17015_008E,B17015_008M,B17015_009E,B17015_009M,B17015_010E,B17015_010M,B17015_011E,B17015_011M,B17015_012E,B17015_012M,B17015_013E,B17015_013M,B17015_014E,B17015_014M,B17015_015E,B17015_015M,B17015_016E,B17015_016M,B17015_017E,B17015_017M,B17015_018E,B17015_018M,B17015_019E,B17015_019M,B17015_020E,B17015_020M,B17015_021E,B17015_021M,B17015_022E,B17015_022M,B17015_023E,B17015_023M,B17015_024E,B17015_024M,B17015_025E,B17015_025M,B17015_026E,B17015_026M,B17015_027E,B17015_027M,B17015_028E,B17015_028M,B17015_029E,B17015_029M,B17015_030E,B17015_030M,B17015_031E,B17015_031M,B17015_032E,B17015_032M,B17015_033E,B17015_033M,B17015_034E,B17015_034M,B17015_035E,B17015_035M,B17015_036E,B17015_036M,B17015_037E,B17015_037M,B17015_038E,B17015_038M,B17015_039E,B17015_039M,B17015_040E,B17015_040M,B17015_041E,B17015_041M,B17015_042E,B17015_042M,B17015_043E,B17015_043M,B17015_044E,B17015_044M,B17015_045E,B17015_045M,B17015_046E,B17015_046M,B17015_047E,B17015_047M,NAME,B17015_001EA,B17015_001MA,B17015_002MA,B17015_002EA,B17015_003MA,B17015_003EA,B17015_004EA,B17015_004MA,B17015_005EA,B17015_005MA,B17015_006EA,B17015_006MA,B17015_007EA,B17015_007MA,B17015_008MA,B17015_008EA,B17015_009MA,B17015_009EA,B17015_010EA,B17015_010MA,B17015_011EA,B17015_011MA,B17015_012EA,B17015_012MA,B17015_013MA,B17015_013EA,B17015_014MA,B17015_014EA,B17015_015MA,B17015_015EA,B17015_016EA,B17015_016MA,B17015_017EA,B17015_017MA,B17015_018EA,B17015_018MA,B17015_019EA,B17015_019MA,B17015_020MA,B17015_020EA,B17015_021EA,B17015_021MA,B17015_022EA,B17015_022MA,B17015_023EA,B17015_023MA,B17015_024EA,B17015_024MA,B17015_025MA,B17015_025EA,B17015_026MA,B17015_026EA,B17015_027EA,B17015_027MA,B17015_028EA,B17015_028MA,B17015_029MA,B17015_029EA,B17015_030EA,B17015_030MA,B17015_031MA,B17015_031EA,B17015_032EA,B17015_032MA,B17015_033MA,B17015_033EA,B17015_034MA,B17015_034EA,B17015_035EA,B17015_035MA,B17015_036MA,B17015_036EA,B17015_037EA,B17015_037MA,B17015_038MA,B17015_038EA,B17015_039EA,B17015_039MA,B17015_040EA,B17015_040MA,B17015_041MA,B17015_041EA,B17015_042MA,B17015_042EA,B17015_043MA,B17015_043EA,B17015_044MA,B17015_044EA,B17015_045EA,B17015_045MA,B17015_046MA,B17015_046EA,B17015_047MA,B17015_047EA,state
0400000US01,1251795,13646,185909,6956,59150,3773,15679,2028,2844,755,12835,1841,43471,2931,5806,1374,37665,2672,126759,6010,17144,2148,4268,937,1162,515,3106,810,12876,1872,1952,722,10924,1737,109615,5436,19274,2209,5331,1160,13943,1774,90341,5045,20015,2347,70326,4227,1065886,12576,830660,13121,270108,5333,15773,1501,254335,5239,560552,10802,20792,2534,539760,11019,235226,9305,62434,4569,18884,2028,3048,743,15836,2019,43550,3962,2347,703,41203,4086,172792,7372,57282,3538,12542,1648,44740,3117,115510,5899,12082,1588,103428,5474,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,12024,1704,3842,813,548,413,282,290,266,292,3294,650,542,303,2752,591,8182,1485,2416,849,249,299,9,14,240,298,2167,782,339,347,1828,700,5766,1148,706,389,433,354,273,171,5060,1145,1255,557,3805,949,161255,4646,123435,4083,23254,1572,2704,803,20550,1631,100181,3847,2506,751,97675,3903,37820,2584,13328,1464,1749,574,392,196,1357,474,11579,1473,455,289,11124,1459,24492,2226,4671,769,1142,307,3529,785,19821,2044,2306,727,17515,1838,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,217603,9605,86195,6025,12778,1777,2029,722,10749,1797,73417,5592,6789,1114,66628,5458,131408,7640,29605,3457,2336,771,637,392,1699,657,27269,3268,3724,1296,23545,3129,101803,6253,12653,2388,3052,1059,9601,2016,89150,5930,14227,2722,74923,5761,1326320,15922,1024155,15246,342242,8228,20177,2762,322065,8084,681913,14444,24679,3043,657234,14650,302165,11081,97891,6129,18540,2620,3135,897,15405,2524,79351,5502,4094,1284,75257,5565,204274,9043,52894,3564,7739,1638,45155,3513,151380,8488,12338,1944,139042,8223,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,112534,5422,41651,3089,11095,1498,2377,787,8718,1262,30556,2897,5123,1065,25433,2741,70883,4674,11297,1840,2854,861,982,552,1872,631,8443,1653,1351,779,7092,1466,59586,4236,9498,1647,2806,803,6692,1578,50088,3799,11864,1520,38224,3323,644671,9383,514457,9045,174274,4469,10227,1499,164047,4241,340183,8367,15769,2162,324414,8063,130214,5525,36704,3575,9433,1434,2319,817,7114,1171,27271,3049,2432,825,24839,2758,93510,4397,29806,2413,6285,1206,23521,2235,63704,4030,7752,1432,55952,3700,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,1056152,15484,455238,10817,61560,3836,12379,2044,49181,3286,393678,9923,61342,3790,332336,9353,600914,12384,126510,6051,12560,1727,3472,1010,9088,1436,113950,6004,20089,2240,93861,5245,474404,11719,48348,3197,17625,2348,30723,2576,426056,11303,145070,6545,280986,9305,7462366,32642,5603947,36627,1379853,16158,131255,5609,1248598,14941,4224094,31610,211328,8542,4012766,30414,1858419,25132,621922,13214,126029,6427,25628,2371,100401,5410,495893,11523,39142,4106,456751,10752,1236497,18248,317595,8258,70998,4336,246597,6530,918902,16570,114587,5470,804315,15829,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,114546,5172,45650,3697,5112,926,293,243,4819,907,40538,3674,3008,889,37530,3562,68896,4246,13492,2118,1012,579,34,60,978,581,12480,2021,1322,613,11158,1969,55404,3914,5413,1464,2027,725,3386,1244,49991,3697,7818,1183,42173,3766,1141925,11786,924906,12060,212008,5360,12170,1536,199838,5117,712898,11310,21296,2109,691602,11041,217019,7600,74302,5184,11560,1641,1617,515,9943,1623,62742,5179,1789,622,60953,5062,142717,5553,31023,2514,4818,990,26205,2312,111694,5150,7856,1479,103838,5241,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,70551,4637,19023,2289,3754,964,777,506,2977,796,15269,1945,3136,899,12133,1762,51528,4149,7519,1540,1685,708,235,326,1450,634,5834,1306,618,501,5216,1273,44009,3672,4177,1079,1424,576,2753,907,39832,3488,12672,1982,27160,2975,822550,9225,641276,8599,171160,4694,10104,1660,161056,4691,470116,7401,12673,1847,457443,7879,181274,6406,45948,3395,11425,1624,1210,416,10215,1521,34523,3460,1970,704,32553,3431,135326,5171,31701,2134,5203,1048,26498,1916,103625,4745,9125,1715,94500,4496,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,18261,1977,4541,1002,1091,550,72,81,1019,539,3450,794,671,447,2779,643,13720,1944,2561,1057,679,495,106,163,573,458,1882,921,154,142,1728,908,11159,1600,974,406,185,147,789,414,10185,1637,1823,603,8362,1594,208840,3727,157214,3452,51200,2354,2931,805,48269,2354,106014,3080,4319,1219,101695,3072,51626,3455,16124,2367,3462,963,559,385,2903,877,12662,2024,1446,669,11216,1916,35502,2826,9259,1398,1091,463,8168,1355,26243,2487,2397,1002,23846,2389,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,17608,2027,2165,759,393,272,166,204,227,174,1772,719,390,267,1382,672,15443,2076,2022,732,371,210,222,167,149,129,1651,738,85,83,1566,730,13421,1862,2025,704,553,302,1472,572,11396,1754,6577,1348,4819,1365,96437,3750,55082,3009,12228,1092,657,309,11571,1165,42854,2906,1180,557,41674,2907,41355,3014,9106,1575,1771,527,275,175,1496,553,7335,1567,359,312,6976,1520,32249,2514,7547,1136,1588,569,5959,906,24702,2391,3334,745,21368,2295,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,564395,15175,227560,9748,52289,5083,7369,1412,44920,4610,175271,7568,18412,2766,156859,7317,336835,10750,64057,5288,10154,1891,2689,881,7465,1613,53903,4732,6365,1442,47538,4362,272778,8881,36136,3626,8493,1682,27643,3203,236642,8510,41644,3469,194998,7838,3995463,26744,3065495,26185,1144852,12570,55612,3915,1089240,11805,1920643,23852,67051,4449,1853592,23167,929968,15536,260028,9424,67979,4215,12165,1865,55814,4022,192049,8528,9167,1532,182882,8297,669940,12950,186813,7373,29387,2633,157426,7099,483127,11617,38644,3712,444483,11366,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
