GEO_ID,C19131_001E,C19131_001M,C19131_002E,C19131_002M,C19131_003E,C19131_003M,C19131_004E,C19131_004M,C19131_005E,C19131_005M,C19131_006E,C19131_006M,C19131_007E,C19131_007M,C19131_008E,C19131_008M,C19131_009E,C19131_009M,C19131_010E,C19131_010M,C19131_011E,C19131_011M,C19131_012E,C19131_012M,C19131_013E,C19131_013M,C19131_014E,C19131_014M,C19131_015E,C19131_015M,C19131_016E,C19131_016M,C19131_017E,C19131_017M,C19131_018E,C19131_018M,C19131_019E,C19131_019M,C19131_020E,C19131_020M,C19131_021E,C19131_021M,C19131_022E,C19131_022M,C19131_023E,C19131_023M,C19131_024E,C19131_024M,C19131_025E,C19131_025M,C19131_026E,C19131_026M,C19131_027E,C19131_027M,C19131_028E,C19131_028M,C19131_029E,C19131_029M,C19131_030E,C19131_030M,C19131_031E,C19131_031M,C19131_032E,C19131_032M,C19131_033E,C19131_033M,C19131_034E,C19131_034M,C19131_035E,C19131_035M,C19131_036E,C19131_036M,C19131_037E,C19131_037M,C19131_038E,C19131_038M,C19131_039E,C19131_039M,C19131_040E,C19131_040M,C19131_041E,C19131_041M,C19131_042E,C19131_042M,C19131_043E,C19131_043M,C19131_044E,C19131_044M,C19131_045E,C19131_045M,C19131_046E,C19131_046M,C19131_047E,C19131_047M,C19131_048E,C19131_048M,C19131_049E,C19131_049M,C19131_050E,C19131_050M,C19131_051E,C19131_051M,C19131_052E,C19131_052M,C19131_053E,C19131_053M,C19131_054E,C19131_054M,C19131_055E,C19131_055M,C19131_056E,C19131_056M,C19131_057E,C19131_057M,C19131_058E,C19131_058M,C19131_059E,C19131_059M,C19131_060E,C19131_060M,C19131_061E,C19131_061M,C19131_062E,C19131_062M,C19131_063E,C19131_063M,C19131_064E,C19131_064M,C19131_065E,C19131_065M,C19131_066E,C19131_066M,C19131_067E,C19131_067M,C19131_068E,C19131_068M,C19131_069E,C19131_069M,C19131_070E,C19131_070M,C19131_071E,C19131_071M,NAME,C19131_001EA,C19131_001MA,C19131_002MA,C19131_002EA,C19131_003MA,C19131_003EA,C19131_004MA,C19131_004EA,C19131_005EA,C19131_005MA,C19131_006EA,C19131_006MA,C19131_007MA,C19131_007EA,C19131_008EA,C19131_008MA,C19131_009EA,C19131_009MA,C19131_010EA,C19131_010MA,C19131_011MA,C19131_011EA,C19131_012EA,C19131_012MA,C19131_013EA,C19131_013MA,C19131_014EA,C19131_014MA,C19131_015MA,C19131_015EA,C19131_016MA,C19131_016EA,C19131_017EA,C19131_017MA,C19131_018MA,C19131_018EA,C19131_019EA,C19131_019MA,C19131_020EA,C19131_020MA,C19131_021MA,C19131_021EA,C19131_022MA,C19131_022EA,C19131_023EA,C19131_023MA,C19131_024EA,C19131_024MA,C19131_025MA,C19131_025EA,C19131_026MA,C19131_026EA,C19131_027MA,C19131_027EA,C19131_028EA,C19131_028MA,C19131_029MA,C19131_029EA,C19131_030MA,C19131_030EA,C19131_031EA,C19131_031MA,C19131_032MA,C19131_032EA,C19131_033MA,C19131_033EA,C19131_034EA,C19131_034MA,C19131_035MA,C19131_035EA,C19131_036MA,C19131_036EA,C19131_037MA,C19131_037EA,C19131_038MA,C19131_038EA,C19131_039EA,C19131_039MA,C19131_040MA,C19131_040EA,C19131_041EA,C19131_041MA,C19131_042EA,C19131_042MA,C19131_043MA,C19131_043EA,C19131_044MA,C19131_044EA,C19131_045EA,C19131_045MA,C19131_046MA,C19131_046EA,C19131_047MA,C19131_047EA,C19131_048MA,C19131_048EA,C19131_049EA,C19131_049MA,C19131_050EA,C19131_050MA,C19131_051MA,C19131_051EA,C19131_052MA,C19131_052EA,C19131_053EA,C19131_053MA,C19131_054EA,C19131_054MA,C19131_055EA,C19131_055MA,C19131_056EA,C19131_056MA,C19131_057EA,C19131_057MA,C19131_058EA,C19131_058MA,C19131_059MA,C19131_059EA,C19131_060EA,C19131_060MA,C19131_061EA,C19131_061MA,C19131_062MA,C19131_062EA,C19131_063EA,C19131_063MA,C19131_064EA,C19131_064MA,C19131_065EA,C19131_065MA,C19131_066MA,C19131_066EA,C19131_067EA,C19131_067MA,C19131_068EA,C19131_068MA,C19131_069EA,C19131_069MA,C19131_070MA,C19131_070EA,C19131_071MA,C19131_071EA,state
0400000US01,1251795,13646,889810,13277,331712,8749,7264,1539,7130,1390,22422,2579,24082,2703,45070,3688,71370,4461,63278,4279,59196,4274,17824,2162,14076,1833,558098,8830,10530,1682,13078,1920,45787,3180,59201,3736,88596,3977,123546,5151,82959,4074,85966,3600,26304,2733,22131,2017,361985,11523,79578,5409,34943,3606,4123,1081,3408,1337,5680,1337,5175,1212,5234,1400,6227,1332,2014,985,1895,778,513,501,674,687,44635,3533,3195,856,3386,911,7013,1552,5776,1130,6925,1478,10137,1603,3997,1170,3332,1029,377,270,497,307,282407,9437,152614,7028,42657,3755,22584,2736,33443,3242,21287,2690,14071,1881,11503,1590,4364,1105,2141,801,312,234,252,189,129793,5740,12497,1444,12545,1768,26714,2583,20067,2545,21511,2047,21533,2060,9353,1506,3932,1035,860,467,781,490,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,127277,4123,56973,3252,759,329,438,265,1252,392,2703,789,5768,1147,11256,1865,10004,1637,13490,1872,7359,1633,3944,1002,70304,3083,502,356,600,356,2068,604,3683,1194,5668,1034,15684,2048,12838,1625,17142,1554,7473,1202,4646,987,46002,2663,15744,1682,10324,1527,1206,641,297,178,1326,551,1123,483,1655,668,2465,916,827,375,1072,680,326,182,27,45,5420,876,36,30,73,42,462,335,367,234,656,303,1255,507,1204,604,1007,450,323,329,37,61,30258,2250,19215,2045,2139,716,1594,661,3888,1063,3727,968,3144,818,2709,915,1169,550,762,370,83,111,0,149,11043,1337,501,357,303,192,960,370,824,305,2072,723,2542,878,1291,445,1904,603,579,282,67,72,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,1110350,16463,428287,12731,12298,2563,10810,2063,33822,3987,36516,3610,53079,4771,87277,6758,68465,5545,80974,5859,24017,2988,21029,2777,682063,12778,14145,2253,12734,1992,47764,3698,60760,3871,103320,5684,145861,6691,106606,6075,110733,5760,41595,3728,38545,3607,433573,12273,127496,7010,69460,5597,9158,2088,6090,1710,9823,1853,11548,2099,11816,2153,11997,3320,3844,1088,2580,965,1248,668,1356,726,58036,4540,4542,1475,2859,1110,9065,2126,7232,1604,9421,1903,12365,2011,7481,1931,3976,1058,707,427,388,246,306077,10468,176410,8161,42027,4710,18454,3551,30448,3130,24805,3126,27265,3136,21567,3629,6187,1529,4115,1508,879,442,663,480,129667,6565,10529,1837,8741,1684,17090,2420,18055,2549,24560,2831,26175,3083,12816,2264,8223,1832,2684,1149,794,470,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,556108,8896,205856,6633,5457,1190,5400,1360,15899,2033,18627,2524,31261,2692,46756,3306,32438,2605,32851,2888,9250,1813,7917,1506,350252,6944,7498,1118,10317,1724,33471,2391,41205,2913,59265,3186,79169,4022,51897,3207,44385,2612,13454,1941,9591,1451,201097,7113,48001,3822,24594,3084,2696,893,2016,782,6334,1330,4155,1198,3906,1161,3770,1180,708,499,820,662,158,133,31,54,23407,2607,2168,943,1648,682,3576,1142,2993,847,4072,930,4554,956,2405,839,1511,682,200,170,280,230,153096,5798,89603,4673,23803,2639,11927,1765,21620,2837,14248,2073,8871,1394,5701,1400,1631,699,1501,903,196,206,105,162,63493,4015,6306,1271,4741,1016,12464,1641,10457,1486,10689,1579,11861,1822,4371,1004,1898,641,671,418,35,58,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,6059185,36520,2793349,22600,60236,4628,60017,4282,196142,7051,212868,7689,325054,8262,463429,9403,383067,11415,538309,12750,258365,9368,295862,7728,3265836,28112,61872,3685,58828,3543,214719,7710,223052,8456,359864,9050,577441,11986,486587,12480,642806,11715,308592,9791,332075,7920,2459333,27065,748432,13450,353329,10942,36163,3466,23101,2258,62597,5135,44664,3532,54386,4304,59385,5369,30210,3208,27408,3012,6387,1619,9028,1553,395103,9857,16995,2531,16827,2259,39516,3681,45385,3582,64105,4136,86673,5293,49927,3602,47722,4091,16130,2113,11823,1906,1710901,22132,917686,17384,181450,7654,94490,5076,163807,6510,123763,6426,130852,6971,119580,7163,50895,3490,37395,2999,8651,1667,6803,1399,793215,14692,45515,4111,41652,3555,106335,6047,97833,5196,132085,6330,160138,5657,93450,5378,79169,5035,24063,2797,12975,1607,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,970556,12220,420122,9807,6216,1431,5908,1506,19425,2335,26164,2690,47420,3990,79220,4841,64879,4708,96629,6307,39217,3639,35044,2894,550434,9261,8588,1351,6059,1023,28520,2902,36639,2789,67832,4311,115311,5523,92126,4807,106365,4290,47014,3399,41980,2829,285915,8136,87794,5768,50673,4527,4454,1210,2375,877,6822,1541,5486,1511,10875,2043,10547,2242,4952,1322,3224,1168,1064,533,874,790,37121,3551,2069,704,1272,535,4890,1300,4797,1024,5453,1153,6798,1494,4949,1255,4235,1268,1185,558,1473,713,198121,6189,116267,4482,25405,2671,9856,1691,20284,2496,15674,1843,18946,2338,16366,1959,4854,1114,2262,646,2012,1020,608,337,81854,4508,5526,1297,4387,1195,11401,1679,10492,1423,13083,1765,17881,2141,8979,1606,6871,1191,2046,1029,1188,739,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,660299,8937,275446,6704,1733,636,2268,799,7159,1630,10841,1982,18040,2459,38647,2979,45641,3595,69571,3700,35947,2433,45599,2425,384853,8496,4549,1115,3092,895,13417,1836,22090,2229,36024,2981,63789,3802,60873,3544,85506,3738,45454,3102,50059,3130,232802,6766,53467,3560,24550,2681,1816,697,1060,746,2706,864,3614,1239,3503,1122,4610,1149,3348,1140,2446,964,840,445,607,365,28917,2304,1192,656,922,662,2587,883,2577,907,4240,943,5990,1292,4708,1034,4303,1154,1583,692,815,419,179335,5716,102428,4602,18097,2313,9989,1648,17924,2363,14313,2284,14751,2194,14679,1820,6155,1193,3885,1052,1212,563,1423,640,76907,4365,5498,1277,2947,1018,7821,1196,8831,1409,13946,1780,14494,2067,11019,1727,8467,1447,2145,647,1739,665,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,161755,3367,59348,2944,724,394,546,341,1496,609,2989,784,5969,1336,9591,1588,12362,1846,14367,2006,5817,1186,5487,989,102407,3125,1423,655,514,219,3994,779,6802,1366,12222,1731,21489,1744,20052,2267,21014,2003,7642,1384,7255,1288,65346,3593,18685,2563,9890,1710,499,510,571,385,967,556,1604,772,2710,1048,2340,797,401,270,671,481,64,92,63,104,8795,1622,282,241,593,496,653,399,822,461,1310,682,1749,575,1280,593,1329,782,508,356,269,178,46661,3154,24991,2945,4582,1154,2181,807,3941,1083,4943,1448,4384,1317,3107,901,1031,647,594,352,75,88,153,155,21670,2084,1420,521,1226,540,2196,819,2980,936,3339,870,4718,1031,2739,801,2258,931,596,574,198,181,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,57247,3022,19337,1776,204,277,83,100,640,533,555,364,754,469,1822,739,1256,614,2754,602,3652,1029,7617,949,37910,2747,581,403,575,312,1206,558,1595,628,1926,522,3564,767,4005,1029,7634,1204,4426,947,12398,1640,56798,3347,11128,1753,4787,1187,918,650,54,63,646,489,457,391,755,507,925,660,342,343,334,281,175,172,181,253,6341,1345,391,273,326,253,573,494,435,311,474,242,1359,691,708,422,1003,527,382,372,690,689,45670,2779,22416,2233,5886,1348,1465,589,3877,1024,2078,685,3611,1193,2554,828,1171,501,1328,684,300,252,146,188,23254,2028,2035,638,1888,637,2615,912,2139,633,3012,831,4641,1144,2378,643,2871,766,1308,632,367,227,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,3293055,25616,1126757,17804,27862,3299,27005,3518,74975,5101,94977,6391,144410,7631,233723,9684,179110,8531,194426,9025,73824,5173,76445,5695,2166298,20854,50213,4447,51332,4402,164401,6539,230341,8869,324934,9063,479477,16808,317138,10777,323398,9868,111389,5127,113675,5125,1266803,19197,324085,10065,151966,7645,20908,3078,11707,2182,27276,3820,22280,3254,23175,3343,22867,2815,11845,2454,7872,1781,1615,819,2421,878,172119,7012,11566,1801,8536,1752,21721,2536,27733,3214,29027,3441,39057,4047,17192,2906,10929,1832,3815,1136,2543,942,942718,16455,509982,14032,99036,5745,54336,4035,108900,6095,82058,5893,81473,5638,53610,4176,16857,2421,9743,1875,2665,1676,1304,604,432736,11609,35096,3595,27365,3466,69518,4751,64730,4332,81584,4353,82464,4978,42112,3881,21674,2797,5165,1162,3028,1031,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
