GEO_ID,B12006_001E,B12006_001M,B12006_002E,B12006_002M,B12006_003E,B12006_003M,B12006_004E,B12006_004M,B12006_005E,B12006_005M,B12006_006E,B12006_006M,B12006_007E,B12006_007M,B12006_008E,B12006_008M,B12006_009E,B12006_009M,B12006_010E,B12006_010M,B12006_011E,B12006_011M,B12006_012E,B12006_012M,B12006_013E,B12006_013M,B12006_014E,B12006_014M,B12006_015E,B12006_015M,B12006_016E,B12006_016M,B12006_017E,B12006_017M,B12006_018E,B12006_018M,B12006_019E,B12006_019M,B12006_020E,B12006_020M,B12006_021E,B12006_021M,B12006_022E,B12006_022M,B12006_023E,B12006_023M,B12006_024E,B12006_024M,B12006_025E,B12006_025M,B12006_026E,B12006_026M,B12006_027E,B12006_027M,B12006_028E,B12006_028M,B12006_029E,B12006_029M,B12006_030E,B12006_030M,B12006_031E,B12006_031M,B12006_032E,B12006_032M,B12006_033E,B12006_033M,B12006_034E,B12006_034M,B12006_035E,B12006_035M,B12006_036E,B12006_036M,B12006_037E,B12006_037M,B12006_038E,B12006_038M,B12006_039E,B12006_039M,B12006_040E,B12006_040M,B12006_041E,B12006_041M,B12006_042E,B12006_042M,B12006_043E,B12006_043M,B12006_044E,B12006_044M,B12006_045E,B12006_045M,B12006_046E,B12006_046M,B12006_047E,B12006_047M,B12006_048E,B12006_048M,B12006_049E,B12006_049M,B12006_050E,B12006_050M,B12006_051E,B12006_051M,B12006_052E,B12006_052M,B12006_053E,B12006_053M,B12006_054E,B12006_054M,B12006_055E,B12006_055M,B12006_056E,B12006_056M,NAME,B12006_001MA,B12006_001EA,B12006_002EA,B12006_002MA,B12006_003EA,B12006_003MA,B12006_004EA,B12006_004MA,B12006_005MA,B12006_005EA,B12006_006MA,B12006_006EA,B12006_007EA,B12006_007MA,B12006_008EA,B12006_008MA,B12006_009EA,B12006_009MA,B12006_010EA,B12006_010MA,B12006_011MA,B12006_011EA,B12006_012MA,B12006_012EA,B12006_013EA,B12006_013MA,B12006_014EA,B12006_014MA,B12006_015EA,B12006_015MA,B12006_016MA,B12006_016EA,B12006_017MA,B12006_017EA,B12006_018EA,B12006_018MA,B12006_019EA,B12006_019MA,B12006_020EA,B12006_020MA,B12006_021EA,B12006_021MA,B12006_022MA,B12006_022EA,B12006_023MA,B12006_023EA,B12006_024EA,B12006_024MA,B12006_025EA,B12006_025MA,B12006_026EA,B12006_026MA,B12006_027MA,B12006_027EA,B12006_028MA,B12006_028EA,B12006_029EA,B12006_029MA,B12006_030EA,B12006_030MA,B12006_031EA,B12006_031MA,B12006_032EA,B12006_032MA,B12006_033MA,B12006_033EA,B12006_034MA,B12006_034EA,B12006_035EA,B12006_035MA,B12006_036EA,B12006_036MA,B12006_037EA,B12006_037MA,B12006_038MA,B12006_038EA,B12006_039MA,B12006_039EA,B12006_040MA,B12006_040EA,B12006_041EA,B12006_041MA,B12006_042EA,B12006_042MA,B12006_043EA,B12006_043MA,B12006_044MA,B12006_044EA,B12006_045MA,B12006_045EA,B12006_046EA,B12006_046MA,B12006_047EA,B12006_047MA,B12006_048EA,B12006_048MA,B12006_049MA,B12006_049EA,B12006_050MA,B12006_050EA,B12006_051EA,B12006_051MA,B12006_052EA,B12006_052MA,B12006_053EA,B12006_053MA,B12006_054EA,B12006_054MA,B12006_055MA,B12006_055EA,B12006_056MA,B12006_056EA,state
0400000US01,3808975,4580,1060435,15283,560928,10136,327021,8326,257394,8333,69627,4685,233907,7501,499507,9803,305261,8821,247594,8545,57667,4784,194246,6162,1892522,25187,954918,12870,678551,11709,640544,11857,38007,3841,276367,6881,937604,14470,532215,13170,496097,12709,36118,3193,405389,8770,103595,5804,40483,3909,25280,3111,19829,2711,5451,1154,15203,1852,63112,4308,38181,3380,30161,3210,8020,1494,24931,2650,273022,7480,53094,3495,11946,2011,10792,1822,1154,535,41148,2599,219928,6440,39729,3589,34842,3185,4887,1209,180199,5115,479401,14591,209779,8225,129178,6469,110275,5827,18903,2512,80601,3983,269622,9364,168633,7495,149121,6966,19512,2776,100989,5120,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,554678,1587,172167,5428,100001,3929,70397,3755,59047,3667,11350,1779,29604,1953,72166,3433,51295,3175,46175,3234,5120,835,20871,1963,279473,7536,142537,4477,113378,4567,107455,4580,5923,1250,29159,1957,136936,4052,91924,3920,86788,3825,5136,1189,45012,2941,11646,2057,5818,1384,4972,1366,4625,1346,347,260,846,349,5828,1312,4377,1196,4153,1154,224,209,1451,476,21329,1731,5370,1080,1651,633,1386,595,265,203,3719,849,15959,1220,4443,926,3972,857,471,357,11516,1281,70063,4553,33255,2789,24374,2508,22434,2552,1940,656,8881,1581,36808,3078,27595,2931,25004,2781,2591,774,9213,1445,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5044259,4894,1563411,22851,865498,15393,556564,15321,453216,13187,103348,6616,308934,11218,697913,11747,434691,12143,370450,11982,64241,4957,263222,9996,2447013,30444,1242023,17299,864814,15388,807478,15447,57336,5478,377209,10093,1204990,16572,650217,13274,602096,13702,48121,3946,554773,10895,102136,7367,44118,4319,28857,4027,24263,3464,4594,1793,15261,2570,58018,5031,38690,3883,32128,3891,6562,1782,19328,2613,286011,9174,67841,4546,11201,1737,9393,1508,1808,864,56640,4287,218170,6975,38186,3760,33588,3377,4598,1387,179984,5971,645688,17951,272804,9975,175257,8543,150723,8265,24534,3603,97547,5162,372884,11572,242285,9317,220210,9032,22075,2968,130599,7030,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2301244,3020,571121,12075,315920,8428,197469,6752,162074,6436,35395,3184,118451,5309,255201,6875,154831,6379,132320,6140,22511,2617,100370,4160,1200507,16934,606369,8995,420739,8611,397619,8538,23120,2659,185630,5295,594138,10031,334284,9473,315964,9200,18320,2176,259854,6859,57339,4573,23429,2947,14786,2601,11642,2156,3144,1293,8643,1386,33910,2767,23442,2501,18850,2191,4592,1384,10468,1442,158650,5756,30572,2671,5436,1150,5187,1138,249,162,25136,2358,128078,5023,22518,2518,21517,2428,1001,475,105560,4280,313627,9050,144210,5298,87064,4930,76265,4791,10799,1947,57146,3041,169417,6297,108063,4981,99714,4913,8349,1688,61354,4389,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29530797,11281,10387225,46793,5686018,25704,3778778,24725,3084656,24143,694122,13381,1907240,17848,4701207,31440,2958562,30887,2493468,27414,465094,10624,1742645,20957,13964922,66290,7072084,32042,5380948,29318,4962661,27411,418287,12822,1691136,17952,6892838,40748,4036752,31901,3657055,28090,379697,11309,2856086,27826,707423,15693,287185,9449,204558,8357,176551,8277,28007,2872,82627,4488,420238,12212,289104,9456,249317,8318,39787,3457,131134,6754,1552098,15233,318482,9222,78789,5455,68983,4793,9806,2010,239693,7859,1233616,13104,225278,7821,200363,7576,24915,2684,1008338,12059,2919129,33429,1211421,17964,796830,14458,678035,12508,118795,6073,414591,11641,1707708,23216,1119923,19609,987378,19275,132545,7224,587785,11973,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4020272,4291,1195375,14151,669306,9778,476410,8806,408198,9208,68212,5101,192896,7443,526069,8052,380422,8574,335298,8754,45124,3807,145647,5606,2080784,24020,1061419,13331,832479,11344,784836,11364,47643,3533,228940,6252,1019365,14076,641244,11377,596774,11210,44470,3575,378121,9240,69275,5399,29956,4242,22629,3440,19580,2960,3049,1078,7327,1840,39319,3382,28524,2838,24170,2730,4354,1269,10795,1803,188820,6157,44079,3050,12576,1812,10692,1718,1884,860,31503,2602,144741,5285,31386,3146,28532,3118,2854,909,113355,4193,486018,13106,202059,7986,148168,7288,128994,6488,19174,2259,53891,3215,283959,9555,204507,8178,186027,7680,18480,2168,79452,4428,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2874766,3020,918517,13007,487309,8750,339482,9281,277386,9043,62096,4446,147827,5442,431208,7776,300665,6761,256638,7032,44027,3699,130543,5777,1416205,16281,715428,9555,562064,9051,525481,8862,36583,2907,153364,4192,700777,9376,462703,9319,429022,9414,33681,2757,238074,6127,47528,3910,17030,2155,12254,1949,9651,1755,2603,1023,4776,1113,30498,3170,22524,2861,19649,2566,2875,1058,7974,1589,180420,6355,37829,2977,8818,1585,7816,1587,1002,451,29011,2632,142591,4885,27614,2441,25851,2443,1763,502,114977,4031,312096,9148,125452,6026,89876,5337,79217,5249,10659,1522,35576,3296,186644,5598,132135,5350,120432,4983,11703,2007,54509,3361,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,726737,1751,235061,5391,122329,3551,80752,3225,68519,3146,12233,1840,41577,2973,112732,3500,75677,3393,66125,3584,9552,1658,37055,2933,347487,6136,174305,3584,126826,3429,120793,3359,6033,1099,47479,2795,173182,4230,104973,4114,99250,3858,5723,1375,68209,3095,14121,1873,5935,1471,4407,1410,3963,1372,444,398,1528,572,8186,1485,4937,1139,4130,1086,807,353,3249,863,46739,3022,11287,1928,3903,1339,3591,1277,312,371,7384,1473,35452,2256,7086,1523,6744,1490,342,215,28366,1881,83329,4867,33455,2549,22804,2145,19239,2078,3565,1117,10651,1797,49874,3440,33605,2960,31341,2750,2264,731,16269,2070,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,523073,911,301047,5811,143538,3679,100428,3260,85507,3461,14921,2046,43110,2885,157509,3504,107251,3657,94594,4146,12657,1880,50258,3501,132073,6368,67050,3536,52445,3513,49369,3295,3076,943,14605,1532,65023,3462,45706,2897,42352,2699,3354,940,19317,1961,12519,1956,5417,1326,3816,1134,2917,919,899,463,1601,644,7102,1268,4853,1023,4463,1025,390,280,2249,711,27913,2464,6051,1268,1156,415,1018,366,138,161,4895,1182,21862,1784,4665,987,4154,976,511,294,17197,1354,49521,3673,22047,2353,15307,2075,13216,2055,2091,805,6740,1117,27474,2512,17089,1930,15250,1931,1839,633,10385,1413,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15545512,8368,4676160,34253,2563796,21804,1637616,20376,1314331,23006,323285,12071,926180,18887,2112364,19091,1375366,21166,1158711,20535,216655,8897,736998,18926,7286581,44556,3670472,24225,2459311,23549,2261589,22387,197722,10886,1211161,14118,3616109,27475,2001009,25609,1832750,23943,168259,9110,1615100,21817,414660,12653,177046,9141,125469,8538,108329,8119,17140,2590,51577,5005,237614,9454,169050,8296,141404,7581,27646,3881,68564,4820,1134927,18795,244994,7737,50351,4681,42419,4259,7932,1619,194643,7965,889933,16102,152047,8117,135022,7486,17025,2312,737886,14721,2033184,26681,872659,18620,559773,15246,474483,14596,85290,6168,312886,11416,1160525,18472,770263,16822,683361,14988,86902,5901,390262,11407,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
