GEO_ID,B23004_001E,B23004_001M,B23004_002E,B23004_002M,B23004_003E,B23004_003M,B23004_004E,B23004_004M,B23004_005E,B23004_005M,B23004_006E,B23004_006M,B23004_007E,B23004_007M,B23004_008E,B23004_008M,B23004_009E,B23004_009M,B23004_010E,B23004_010M,B23004_011E,B23004_011M,B23004_012E,B23004_012M,B23004_013E,B23004_013M,B23004_014E,B23004_014M,B23004_015E,B23004_015M,B23004_016E,B23004_016M,B23004_017E,B23004_017M,B23004_018E,B23004_018M,B23004_019E,B23004_019M,NAME,B23004_001MA,B23004_001EA,B23004_002EA,B23004_002MA,B23004_003MA,B23004_003EA,B23004_004EA,B23004_004MA,B23004_005EA,B23004_005MA,B23004_006EA,B23004_006MA,B23004_007EA,B23004_007MA,B23004_008MA,B23004_008EA,B23004_009MA,B23004_009EA,B23004_010MA,B23004_010EA,B23004_011EA,B23004_011MA,B23004_012EA,B23004_012MA,B23004_013MA,B23004_013EA,B23004_014MA,B23004_014EA,B23004_015MA,B23004_015EA,B23004_016EA,B23004_016MA,B23004_017EA,B23004_017MA,B23004_018EA,B23004_018MA,B23004_019MA,B23004_019EA,state
0400000US27,701083,1328,147703,3542,121509,3120,94757,2822,92806,2774,1951,534,26752,1939,26194,1673,18735,1415,18261,1382,474,219,7459,855,553380,3669,245471,3142,3250,718,242221,3145,307909,1990,994,458,306915,1975,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,387023,1657,60016,2692,48993,2543,43518,2528,42346,2401,1172,648,5475,846,11023,1347,9400,1271,8962,1258,438,391,1623,505,327007,3132,170171,3550,1252,440,168919,3461,156836,2159,531,335,156305,2114,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,854604,2799,155821,5604,124986,4284,102459,3598,99518,3506,2941,885,22527,1995,30835,2432,23174,2063,22605,2052,569,310,7661,1090,698783,6056,335775,4574,4869,1086,330906,4677,363008,2983,1027,458,361981,3001,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,150976,950,33032,2292,27225,1901,22440,1817,22055,1771,385,250,4785,720,5807,909,4192,828,4185,828,7,11,1615,553,117944,2470,56669,2005,564,381,56105,1972,61275,1142,18,30,61257,1142,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,249797,1159,67673,2866,52948,2303,43582,2139,42757,2104,825,274,9366,1103,14725,1228,10105,1077,9957,1060,148,132,4620,725,182124,2875,72740,2095,463,210,72277,2127,109384,1565,286,292,109098,1564,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,339640,1432,67375,4288,58289,4175,49014,3878,46459,3783,2555,877,9275,1833,9086,1703,7063,1406,6485,1327,578,353,2023,760,272265,4465,147690,4165,3069,837,144621,4124,124575,2327,1070,683,123505,2471,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,184590,931,41844,2139,35243,2221,28750,2207,28068,2195,682,300,6493,1026,6601,1029,4850,796,4813,798,37,61,1751,567,142746,2232,66503,2207,759,420,65744,2260,76243,1120,254,226,75989,1146,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1206778,1284,250747,6750,206712,6025,180845,4783,172858,4710,7987,1216,25867,2616,44035,2500,36372,2553,35464,2478,908,397,7663,1084,956031,6948,422279,6168,12825,1645,409454,6166,533752,3054,2599,716,531153,3087,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,283057,1511,54739,3197,46084,3077,38685,2991,37313,2926,1372,556,7399,1202,8655,1140,6689,1144,6564,1132,125,138,1966,683,228318,3329,116373,3472,2124,722,114249,3405,111945,1920,116,131,111829,1929,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2664920,2395,492847,8771,402353,7746,347079,7536,335798,7554,11281,1636,55274,3315,90494,3761,71566,3333,69329,3212,2237,799,18928,2321,2172073,8959,993349,8068,14455,1866,978894,8193,1178724,4222,3150,751,1175574,4340,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1275956,3357,230676,7533,190142,6701,158177,5892,152744,5843,5433,1467,31965,2838,40534,3439,31770,3040,30985,2999,785,462,8764,1523,1045280,7499,535803,7157,7919,1733,527884,7105,509477,4480,1262,523,508215,4526,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,98456,474,24937,1552,19896,1359,15886,1206,15631,1219,255,177,4010,730,5041,758,3497,750,3423,740,74,71,1544,424,73519,1591,28121,1408,42,51,28079,1405,45398,848,37,53,45361,846,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1647834,2434,286193,7353,237076,6379,194183,5951,189626,6147,4557,977,42893,2657,49117,2830,38802,2988,38453,2977,349,228,10315,1197,1361641,7626,633138,6409,7385,1333,625753,6351,728503,3639,1353,458,727150,3632,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,517390,1689,104022,3657,84219,3437,69608,3104,68045,3084,1563,439,14611,1400,19803,1994,15040,1654,14956,1661,84,83,4763,912,413368,3842,204507,3452,1314,393,203193,3426,208861,2493,274,162,208587,2513,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,553121,2055,99551,4149,84214,3609,66008,3405,63265,3298,2743,813,18206,2009,15337,1709,11734,1520,10911,1555,823,502,3603,863,453570,4123,221774,3694,2779,748,218995,3756,231796,2063,729,367,231067,2150,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1982418,2643,353068,7238,288958,6434,242327,6616,234033,6297,8294,1268,46631,3057,64110,3268,51105,2906,49656,2887,1449,517,13005,1535,1629350,7367,711088,6610,10989,1484,700099,7130,918262,3985,1864,457,916398,4026,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,153677,622,28185,2205,22819,1871,20175,1852,19432,1814,743,353,2644,704,5366,903,4529,838,4529,838,0,207,837,456,125492,2344,52873,1820,993,462,51880,1924,72619,1343,95,112,72524,1346,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,654887,2239,114102,5342,95813,4612,79843,4363,77394,4252,2449,789,15970,1897,18289,2390,14394,2083,14100,2048,294,217,3895,1030,540785,5425,288913,4978,3225,950,285688,4858,251872,2932,388,264,251484,2980,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,120025,917,32094,2394,25184,2190,20274,1913,19962,1919,312,367,4910,948,6910,938,4750,774,4728,774,22,29,2160,577,87931,2475,35041,2002,178,206,34863,1984,52890,1372,45,80,52845,1379,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,879033,2575,145327,4925,119357,4533,99874,4210,96900,4079,2974,814,19483,2053,25970,2294,20138,2094,19168,2094,970,480,5832,1107,733706,5393,382830,4652,4387,1037,378443,4382,350876,3101,988,420,349888,3122,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2707825,5010,544987,11048,456376,9746,388060,9775,377302,9544,10758,1643,68316,3879,88611,4041,69974,3507,68525,3508,1449,578,18637,1981,2162838,11499,1085044,9465,15205,1986,1069839,9471,1077794,5498,2573,732,1075221,5551,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,258324,1461,50712,2890,42530,2435,36105,2156,35384,2155,721,331,6425,956,8182,1506,6020,1281,5907,1282,113,152,2162,710,207612,3009,100770,2682,820,460,99950,2765,106842,1710,351,252,106491,1716,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,93641,480,23339,1524,18972,1353,14317,1208,14086,1218,231,115,4655,766,4367,827,3278,655,3233,651,45,42,1089,460,70302,1641,32770,1372,99,56,32671,1368,37532,899,196,188,37336,917,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1010335,3474,213579,6485,179610,5784,154603,5903,152215,5784,2388,767,25007,2214,33969,2525,26434,2481,25770,2427,664,372,7535,1326,796756,6897,392514,6194,2811,784,389703,6146,404242,4040,743,514,403499,3931,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,861243,3003,155567,4981,134410,4553,108021,4305,104680,4167,3341,796,26389,2378,21157,2404,15901,2039,15524,2009,377,243,5256,1016,705676,5452,349367,4952,4880,987,344487,5034,356309,2877,716,530,355593,2913,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,301317,1522,43729,2541,36780,2458,31464,2373,30713,2343,751,606,5316,1065,6949,1043,5604,1003,5604,1003,0,184,1345,493,257588,2716,129883,2695,296,217,129587,2699,127705,1430,171,134,127534,1425,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,792214,1874,149676,4402,121871,3609,97206,3465,94425,3400,2781,666,24665,1762,27805,1872,21064,1729,20539,1746,525,290,6741,833,642538,4783,288950,3869,3540,1017,285410,3861,353588,2390,421,217,353167,2413,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,72029,760,17756,1669,14863,1569,11458,1404,11348,1385,110,136,3405,852,2893,598,2391,585,2373,581,18,37,502,242,54273,1690,26205,1647,686,468,25519,1604,28068,784,44,77,28024,777,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,565072,-555555555,40566,3376,33746,2874,28595,2821,28125,2833,470,350,5151,928,6820,1257,5981,1157,5939,1155,42,72,839,405,524506,3377,292482,3027,1954,683,290528,3092,232024,1682,322,280,231702,1701,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
