GEO_ID,B19080_001E,B19080_001M,B19080_002E,B19080_002M,B19080_003E,B19080_003M,B19080_004E,B19080_004M,B19080_005E,B19080_005M,NAME,B19080_001EA,B19080_001MA,B19080_002EA,B19080_002MA,B19080_003MA,B19080_003EA,B19080_004MA,B19080_004EA,B19080_005MA,B19080_005EA,state
0400000US01,16494,336,31697,481,52270,669,85153,1058,151314,2973,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30991,1345,55175,1812,81377,1896,118639,3840,189408,5344,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,19990,449,36969,438,58223,719,92710,1141,166218,3516,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,15861,383,30185,498,48880,877,79072,1388,141325,3773,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22789,184,44622,289,72475,393,118790,601,218704,2001,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,23431,476,43962,766,69278,895,108876,1324,195847,2719,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,25779,563,51278,737,82111,786,131715,1926,250001,-333333333,Connecticut,null,null,null,null,null,null,null,null,***,"250,000+",09
0400000US10,25740,886,47091,1256,72578,1906,109958,2613,195264,9558,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,21233,1177,49149,2062,82164,2471,140432,4020,250001,-333333333,District of Columbia,null,null,null,null,null,null,null,null,***,"250,000+",11
0400000US12,19119,236,35048,301,55400,366,89686,729,167588,2164,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,18393,291,36016,415,57615,631,93667,1081,171284,2530,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,27840,1208,50221,1290,76681,1492,115923,2543,195572,4846,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,19387,765,34728,954,53695,1224,82728,1833,140663,3246,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,21627,187,41708,313,66591,457,105798,681,195454,2161,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,19856,377,36617,402,57141,494,88015,780,149113,2583,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,21572,417,39310,515,60603,656,91236,869,154947,2869,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,21773,415,39338,631,60651,654,93850,1161,162603,3124,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,16087,320,31761,405,51649,519,82935,967,145754,2251,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,15638,315,31601,442,54132,876,89740,1068,159100,3562,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19407,570,35834,893,57801,1146,89142,1553,152253,3918,Maine,null,null,null,null,null,null,null,null,null,null,23
