GEO_ID,B27006_001E,B27006_001M,B27006_002E,B27006_002M,B27006_003E,B27006_003M,B27006_004E,B27006_004M,B27006_005E,B27006_005M,B27006_006E,B27006_006M,B27006_007E,B27006_007M,B27006_008E,B27006_008M,B27006_009E,B27006_009M,B27006_010E,B27006_010M,B27006_011E,B27006_011M,B27006_012E,B27006_012M,B27006_013E,B27006_013M,B27006_014E,B27006_014M,B27006_015E,B27006_015M,B27006_016E,B27006_016M,B27006_017E,B27006_017M,B27006_018E,B27006_018M,B27006_019E,B27006_019M,B27006_020E,B27006_020M,B27006_021E,B27006_021M,B27006_022E,B27006_022M,B27006_023E,B27006_023M,B27006_024E,B27006_024M,B27006_025E,B27006_025M,B27006_026E,B27006_026M,B27006_027E,B27006_027M,B27006_028E,B27006_028M,B27006_029E,B27006_029M,B27006_030E,B27006_030M,B27006_031E,B27006_031M,B27006_032E,B27006_032M,B27006_033E,B27006_033M,B27006_034E,B27006_034M,B27006_035E,B27006_035M,B27006_036E,B27006_036M,B27006_037E,B27006_037M,B27006_038E,B27006_038M,B27006_039E,B27006_039M,B27006_040E,B27006_040M,B27006_041E,B27006_041M,B27006_042E,B27006_042M,B27006_043E,B27006_043M,B27006_044E,B27006_044M,B27006_045E,B27006_045M,B27006_046E,B27006_046M,B27006_047E,B27006_047M,B27006_048E,B27006_048M,B27006_049E,B27006_049M,B27006_050E,B27006_050M,B27006_051E,B27006_051M,B27006_052E,B27006_052M,B27006_053E,B27006_053M,B27006_054E,B27006_054M,B27006_055E,B27006_055M,B27006_056E,B27006_056M,B27006_057E,B27006_057M,NAME,B27006_001EA,B27006_001MA,B27006_002EA,B27006_002MA,B27006_003EA,B27006_003MA,B27006_004MA,B27006_004EA,B27006_005EA,B27006_005MA,B27006_006EA,B27006_006MA,B27006_007EA,B27006_007MA,B27006_008EA,B27006_008MA,B27006_009MA,B27006_009EA,B27006_010EA,B27006_010MA,B27006_011EA,B27006_011MA,B27006_012EA,B27006_012MA,B27006_013EA,B27006_013MA,B27006_014MA,B27006_014EA,B27006_015MA,B27006_015EA,B27006_016EA,B27006_016MA,B27006_017EA,B27006_017MA,B27006_018MA,B27006_018EA,B27006_019MA,B27006_019EA,B27006_020MA,B27006_020EA,B27006_021EA,B27006_021MA,B27006_022EA,B27006_022MA,B27006_023MA,B27006_023EA,B27006_024MA,B27006_024EA,B27006_025MA,B27006_025EA,B27006_026MA,B27006_026EA,B27006_027EA,B27006_027MA,B27006_028MA,B27006_028EA,B27006_029MA,B27006_029EA,B27006_030MA,B27006_030EA,B27006_031MA,B27006_031EA,B27006_032EA,B27006_032MA,B27006_033EA,B27006_033MA,B27006_034EA,B27006_034MA,B27006_035MA,B27006_035EA,B27006_036MA,B27006_036EA,B27006_037MA,B27006_037EA,B27006_038EA,B27006_038MA,B27006_039MA,B27006_039EA,B27006_040MA,B27006_040EA,B27006_041EA,B27006_041MA,B27006_042EA,B27006_042MA,B27006_043EA,B27006_043MA,B27006_044EA,B27006_044MA,B27006_045MA,B27006_045EA,B27006_046EA,B27006_046MA,B27006_047EA,B27006_047MA,B27006_048MA,B27006_048EA,B27006_049EA,B27006_049MA,B27006_050EA,B27006_050MA,B27006_051EA,B27006_051MA,B27006_052EA,B27006_052MA,B27006_053EA,B27006_053MA,B27006_054EA,B27006_054MA,B27006_055EA,B27006_055MA,B27006_056EA,B27006_056MA,B27006_057EA,B27006_057MA,state
0400000US01,4720067,2155,2262898,5633,185616,4083,588,367,185028,4111,383491,4927,1932,565,381559,4896,235435,3207,1104,362,234331,3234,279980,4180,5822,1086,274158,4358,284399,3324,12705,2246,271694,3921,327164,3015,23763,2400,303401,3298,287720,1701,42921,3301,244799,3402,171501,1563,164467,2048,7034,1313,107592,1452,106862,1611,730,415,2457169,5482,172283,3590,557,415,171726,3563,380735,4774,2291,901,378444,4897,239509,2334,859,451,238650,2440,309685,3586,4347,1131,305338,3725,313892,3440,10435,1684,303457,3897,349996,2883,27179,2723,322817,3987,316244,1782,47054,3062,269190,3242,204722,1433,200689,1586,4033,994,170103,1485,168518,1629,1585,634,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,353412,2409,33525,1292,219,225,33306,1321,62160,1391,229,221,61931,1412,36558,1332,129,165,36429,1315,49026,1853,638,357,48388,1882,43468,1474,808,551,42660,1709,53827,1388,1097,689,52730,1620,47108,810,3084,815,44024,1107,18879,724,17542,765,1337,467,8861,529,8562,576,299,207,345860,1555,30868,1199,91,86,30777,1212,61155,1241,197,137,60958,1245,33476,1036,136,106,33340,1035,49697,1598,373,267,49324,1571,45740,1542,772,458,44968,1541,52364,1319,975,398,51389,1327,43316,783,2396,699,40920,1040,18371,919,16793,874,1578,502,10873,414,10692,472,181,197,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,3141397,5192,273955,4932,1335,1020,272620,4965,556165,5588,2891,1036,553274,5826,319414,2860,2076,1028,317338,2984,414109,3603,4089,1287,410020,3847,400454,2645,6516,1858,393938,3382,402493,2432,15575,2520,386918,3419,355995,1385,31771,3401,324224,3241,246149,1443,234697,2431,11452,1968,172663,1141,168533,1669,4130,1239,3236883,4797,264887,5678,647,403,264240,5727,526823,5632,2048,834,524775,5673,308566,2324,1465,613,307101,2451,420107,2813,4814,1478,415293,2976,403218,2656,10325,2704,392893,4049,425489,2111,15350,2388,410139,2954,395589,1465,34132,3546,361457,3627,274832,1575,262802,2225,12030,1681,217372,1632,213151,2135,4221,1279,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,1412433,4390,119246,3475,2171,1170,117075,3857,247467,3317,2746,1279,244721,3292,138726,3214,1035,557,137691,3150,182262,3921,3664,1341,178598,3982,176043,3284,6709,1502,169334,3493,193582,2637,15830,2055,177752,3038,173630,1736,26998,2316,146632,2365,110563,1268,107604,1477,2959,861,70914,1344,70413,1375,501,310,1472779,4226,114782,3103,2347,1214,112435,3244,227393,3102,1648,860,225745,3159,138069,2317,1187,523,136882,2454,189664,3210,4589,1356,185075,3270,181529,2798,7437,1498,174092,3233,203380,2183,15383,2006,187997,2858,186843,1581,28858,2343,157985,2555,124362,1227,121319,1296,3043,849,106757,1364,106303,1372,454,260,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,18337173,8165,1559703,10345,7425,1802,1552278,10332,3171950,9927,21689,3310,3150261,9647,1971667,5732,15419,2316,1956248,6390,2650888,6226,24041,3226,2626847,6473,2520280,4835,32983,3245,2487297,5774,2562909,4671,82177,4647,2480732,6771,2011111,2808,141493,5558,1869618,6304,1092291,2538,1006852,5586,85439,4374,796374,2679,774680,3246,21694,2213,18824616,6478,1495945,9659,9673,2247,1486272,9628,3024868,9757,20835,4629,3004033,10216,1901869,3557,12117,2074,1889752,4096,2621136,4439,20652,2468,2600484,5236,2564538,4815,35776,3605,2528762,5804,2626928,3174,79248,5139,2547680,5819,2176142,2641,153517,5824,2022625,6479,1262473,2583,1172418,5822,90055,4942,1150717,2960,1121726,4333,28991,3182,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,2498871,4767,211664,3709,1322,659,210342,3779,418383,3952,2278,888,416105,3951,245747,2706,1699,844,244048,2904,360129,3347,2951,844,357178,3393,349106,3094,5831,1482,343275,3139,358068,2229,12048,1845,346020,2881,305160,1537,20318,2045,284842,2749,154588,1301,145530,1948,9058,1619,96026,1395,94447,1354,1579,574,2526014,4098,198790,3382,1548,921,197242,3461,397991,3769,3143,1348,394848,3894,236420,2373,947,532,235473,2412,358145,3180,2973,1116,355172,3247,343791,2857,5864,1229,337927,3004,363502,2389,12840,1810,350662,2776,318757,1418,20378,1874,298379,2187,170177,1363,162449,1601,7728,1090,138441,1350,135593,1557,2848,769,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,1707415,2399,120568,2238,194,259,120374,2227,289965,2513,705,433,289260,2562,163422,1483,992,569,162430,1595,204871,2089,2863,936,202008,2320,221423,1747,5542,1103,215881,2127,275188,1739,9895,1449,265293,2083,220087,1154,14839,1442,205248,1893,120443,1037,111987,1671,8456,1394,91448,1083,90164,1084,1284,602,1815294,2210,116657,2115,350,444,116307,2087,275160,2298,374,239,274786,2322,160873,1195,1245,598,159628,1289,212676,1245,1452,651,211224,1417,239207,1065,5316,1104,233891,1254,292900,1215,10122,1984,282778,2074,236651,935,16584,1659,220067,1777,140257,883,132185,1343,8072,1171,140913,1267,137951,1485,2962,993,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,428892,1281,34100,1262,0,192,34100,1262,70194,1286,962,817,69232,1500,43346,836,539,473,42807,873,52887,1079,994,639,51893,1289,54016,969,1633,768,52383,1305,62592,966,2450,741,60142,1245,54252,496,5403,1082,48849,1227,35027,624,33555,836,1472,592,22478,651,22229,729,249,279,463240,1136,31943,1122,310,229,31633,1116,68058,1321,39,47,68019,1325,45488,579,320,227,45168,621,57543,1078,1059,571,56484,1282,57813,702,2295,998,55518,1262,68876,651,3211,838,65665,988,60964,573,5134,1103,55830,1108,40223,612,38592,796,1631,638,32332,745,32022,838,310,294,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,285171,863,21805,955,52,88,21753,966,31651,1049,283,288,31368,1118,36002,693,308,282,35694,729,60367,517,296,185,60071,535,40822,805,411,419,40411,912,37118,717,1414,596,35704,822,30338,525,2160,721,28178,941,16200,382,13827,913,2373,783,10868,549,10227,633,641,322,322994,788,21186,899,0,200,21186,899,30670,958,64,100,30606,947,45955,307,183,204,45772,365,70487,455,456,344,70031,572,40935,517,604,334,40331,637,37513,520,1801,656,35712,843,35621,334,2190,786,33431,852,21260,249,18820,764,2440,821,19367,539,18650,639,717,313,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,9088985,8711,664588,7751,5236,1556,659352,7875,1375498,8266,10820,2781,1364678,8861,880382,5967,7103,2137,873279,6330,1109896,7423,16369,2928,1093527,7995,1145398,5512,27103,3408,1118295,6406,1311300,5846,62523,5154,1248777,6947,1129107,3351,111658,6065,1017449,6880,821680,3876,777998,5002,43682,3791,651136,2667,638510,3197,12626,2272,9663309,8195,633126,8002,4810,1444,628316,8025,1313734,8552,7922,3264,1305812,9563,864757,5267,4959,1415,859798,5491,1147452,5987,11091,1949,1136361,6130,1209801,4703,24624,3886,1185177,6463,1389317,5047,57448,5109,1331869,6213,1281077,3783,112586,5694,1168491,6483,943420,3543,894653,5957,48767,5016,880625,2977,862413,4154,18212,2678,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
