GEO_ID,B12002G_001E,B12002G_001M,B12002G_002E,B12002G_002M,B12002G_003E,B12002G_003M,B12002G_004E,B12002G_004M,B12002G_005E,B12002G_005M,B12002G_006E,B12002G_006M,B12002G_007E,B12002G_007M,B12002G_008E,B12002G_008M,B12002G_009E,B12002G_009M,B12002G_010E,B12002G_010M,B12002G_011E,B12002G_011M,B12002G_012E,B12002G_012M,B12002G_013E,B12002G_013M,NAME,B12002G_001MA,B12002G_001EA,B12002G_002MA,B12002G_002EA,B12002G_003MA,B12002G_003EA,B12002G_004MA,B12002G_004EA,B12002G_005EA,B12002G_005MA,B12002G_006MA,B12002G_006EA,B12002G_007MA,B12002G_007EA,B12002G_008MA,B12002G_008EA,B12002G_009MA,B12002G_009EA,B12002G_010EA,B12002G_010MA,B12002G_011MA,B12002G_011EA,B12002G_012EA,B12002G_012MA,B12002G_013MA,B12002G_013EA,state
0400000US31,20074,2757,9185,1747,5095,1406,2277,665,583,424,315,321,915,496,10889,1632,4440,1053,3738,768,240,198,549,368,1922,573,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,63400,6349,28791,3321,15798,2698,8903,2050,443,358,401,279,3246,944,34609,4207,17122,2783,10388,2236,1369,685,1253,460,4477,1237,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,12761,1485,5594,1023,1825,640,2817,757,180,226,118,159,654,382,7167,1089,2024,558,3437,829,278,235,689,450,739,332,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,134808,9205,62570,5372,28883,3340,26751,2834,1132,673,700,423,5104,1164,72238,4931,32227,3088,25925,2077,3105,912,2918,730,8063,1430,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,38950,3185,19784,2154,9741,1405,7247,1278,679,360,255,204,1862,677,19166,2342,7458,1348,6923,1178,795,546,1064,459,2926,882,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,340504,11348,165947,6698,91544,5977,56066,4005,3955,1059,3026,862,11356,1922,174557,7454,85479,5285,53623,3787,8081,1633,9052,1319,18322,2099,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,107118,8112,48843,3803,25801,2736,16268,2291,704,334,1670,882,4400,1375,58275,5928,27391,3589,17726,2088,3316,1745,3014,1048,6828,1624,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6246,1066,2938,792,1756,617,873,326,109,110,4,6,196,163,3308,824,1192,524,1751,641,32,61,28,45,305,179,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,132680,6523,64040,4051,35259,3284,19973,2099,1092,592,1312,498,6404,1295,68640,4300,34578,3251,19320,2359,2274,963,4001,987,8467,1479,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,191669,6147,93474,3758,39732,2770,36835,2049,2627,787,2006,447,12274,1422,98195,3796,29873,2740,42233,2359,3887,1091,7093,924,15109,1642,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,88513,5644,44481,3721,24407,2765,13795,2015,1146,488,543,312,4590,995,44032,2993,18157,1998,15569,2030,1413,774,1890,829,7003,1309,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,126733,6480,62691,4133,35290,2865,19051,2031,2058,751,1161,451,5131,1166,64042,3958,33391,2716,17408,1796,2539,619,3241,800,7463,1554,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18203,3063,9424,1866,6078,1309,2329,716,106,132,62,103,849,508,8779,1744,4577,1240,2800,810,285,306,501,320,616,369,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,43322,4574,18238,2755,10819,2409,5002,1252,417,376,728,388,1272,544,25084,3018,11255,1950,9532,1805,1228,834,1168,455,1901,652,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,12079,1915,5537,1311,3126,969,1592,628,7,12,175,246,637,458,6542,1295,3850,1054,1648,699,111,147,208,231,725,431,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,67508,5645,33530,3380,16441,2361,11706,1664,780,491,296,255,4307,1077,33978,3937,14144,2435,9941,1718,762,554,2316,756,6815,1602,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,351892,12545,176067,8801,82458,6692,70266,4727,3843,1142,2673,753,16827,2578,175825,7106,65524,5510,71401,4576,5257,1125,10185,1659,23458,3269,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,36061,4420,17477,2791,8258,1879,6940,1101,326,284,268,260,1685,801,18584,2717,7950,1609,7279,1360,375,267,732,455,2248,941,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8995,1302,4722,952,2176,614,1783,733,34,72,68,96,661,333,4273,714,1806,478,1799,491,0,145,191,161,477,249,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,142216,8768,70479,5682,39132,3956,23216,3023,2014,747,795,487,5322,1604,71737,5220,31602,3264,27169,3371,2255,855,3328,1060,7383,1497,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,188898,8960,94389,5631,47763,4214,34808,3159,1803,758,743,325,9272,1656,94509,5177,43619,3556,34681,3029,1648,713,2873,785,11688,1518,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22993,2104,11365,1688,5649,978,3968,691,333,233,225,331,1190,786,11628,1419,4625,1006,3705,998,174,158,1164,478,1960,489,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,62977,3992,31098,2731,17858,2182,8750,1261,744,431,353,227,3393,844,31879,2758,18452,2368,8785,1171,622,386,1177,444,2843,761,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,9972,1809,5667,1422,3820,1302,976,469,150,141,6,11,715,360,4305,1088,1491,720,1730,559,7,14,482,387,595,355,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,385424,13461,183777,7520,86962,6083,67326,3687,4042,1503,5557,1374,19890,2415,201647,8215,78631,4727,68580,3527,7578,1413,17235,2135,29623,3556,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
