GEO_ID,B12002G_001E,B12002G_001M,B12002G_002E,B12002G_002M,B12002G_003E,B12002G_003M,B12002G_004E,B12002G_004M,B12002G_005E,B12002G_005M,B12002G_006E,B12002G_006M,B12002G_007E,B12002G_007M,B12002G_008E,B12002G_008M,B12002G_009E,B12002G_009M,B12002G_010E,B12002G_010M,B12002G_011E,B12002G_011M,B12002G_012E,B12002G_012M,B12002G_013E,B12002G_013M,NAME,B12002G_001MA,B12002G_001EA,B12002G_002MA,B12002G_002EA,B12002G_003MA,B12002G_003EA,B12002G_004MA,B12002G_004EA,B12002G_005EA,B12002G_005MA,B12002G_006MA,B12002G_006EA,B12002G_007MA,B12002G_007EA,B12002G_008MA,B12002G_008EA,B12002G_009MA,B12002G_009EA,B12002G_010EA,B12002G_010MA,B12002G_011MA,B12002G_011EA,B12002G_012EA,B12002G_012MA,B12002G_013MA,B12002G_013EA,state
0400000US01,39020,3376,18530,2056,6425,1094,7793,1333,309,257,537,312,3466,984,20490,2486,7856,1648,7413,1247,761,445,1986,681,2474,851,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,32224,3082,14742,1591,8570,1255,4423,999,461,340,153,110,1135,503,17482,2270,7667,1672,5116,1188,430,301,454,283,3815,914,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,111199,8194,56862,4967,32170,3664,17899,2290,741,382,704,301,5348,1584,54337,5234,23463,3130,18878,2638,1380,811,3503,1594,7113,1511,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,35130,3663,17890,2346,7547,1671,7310,1549,341,323,581,292,2111,833,17240,2246,5752,1425,7294,1303,868,474,1530,628,1796,518,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,999307,24855,499338,15892,264091,11395,180594,8099,9663,1726,6087,1285,38903,3071,499969,13704,235954,9908,173844,6801,12782,1804,22261,2286,55128,4272,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,103022,5997,51361,3935,26810,2913,18189,2157,796,567,750,466,4816,1232,51661,4086,19793,2625,20481,2283,1451,680,2145,630,7791,1865,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,53714,4265,25498,2778,14354,2027,8328,1228,743,619,579,356,1494,536,28216,2719,14587,2037,7919,1121,1245,589,1688,637,2777,719,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,12519,2082,5778,1379,3288,973,2170,942,0,192,10,16,310,265,6741,1348,3895,1110,2080,684,348,389,212,224,206,162,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,9341,1397,4348,986,2466,796,1332,519,107,138,0,200,443,296,4993,1038,3299,976,956,410,196,216,400,234,142,120,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,257123,12753,127648,7735,61718,5310,48856,4277,2231,833,1043,502,13800,2215,129475,7832,55302,4490,45364,4412,4889,1341,7602,1607,16318,1987,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,102330,7060,47909,4927,26513,3527,16543,2817,932,581,767,528,3154,1042,54421,4483,24176,2958,19111,3241,1874,801,2659,978,6601,1568,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,223426,9865,111528,5536,56850,3512,43580,3222,1361,618,1699,662,8038,1258,111898,5630,48719,3791,43545,3326,2132,672,6906,1329,10596,1785,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,22154,2804,11787,2265,5913,1731,4807,1444,257,219,89,121,721,370,10367,1475,3322,816,4110,998,60,75,794,538,2081,628,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,150059,8288,74352,5537,40265,4321,26385,2475,2020,1264,423,311,5259,976,75707,4916,39270,3606,23157,2255,1500,649,4315,1038,7465,1287,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,77623,4810,39014,3085,22935,2376,11578,1804,549,370,303,202,3649,899,38609,3155,18506,2252,11749,1886,1206,497,1592,617,5556,1115,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,30274,2857,13986,1895,8737,1452,3712,943,381,380,43,65,1113,409,16288,2038,8764,1514,4968,1129,440,257,436,208,1680,546,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,54309,4408,27621,2994,15951,2310,9094,1324,174,246,296,211,2106,585,26688,2484,12074,1779,8984,1392,419,250,1367,515,3844,748,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38631,3575,17435,2552,9021,1656,5289,1150,865,537,150,128,2110,762,21196,2470,10953,1862,5681,1224,531,419,1822,733,2209,743,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,45888,3825,20957,2622,10959,2022,6329,1074,647,367,362,214,2660,992,24931,2555,11454,1786,7487,1480,594,351,1753,600,3643,830,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13297,1969,7414,1365,3559,981,2138,616,222,292,113,102,1382,549,5883,1086,2575,684,1964,652,220,210,444,274,680,320,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,85965,5599,44000,3728,22252,2495,17491,2454,1228,707,70,84,2959,1161,41965,3296,18443,2196,16129,2046,1296,613,2169,712,3928,974,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,111131,8505,55084,5083,30709,3751,18874,2326,1387,639,554,306,3560,956,56047,4753,28559,3141,16825,2207,2707,946,2892,731,5064,1175,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,144740,7066,70437,4176,37263,3187,25191,2479,1091,471,909,354,5983,1224,74303,4201,36024,3325,24379,2042,1497,700,4350,821,8053,1325,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,69540,5153,33874,3085,20939,2423,8909,1248,266,190,595,338,3165,863,35666,3164,19294,2365,11644,1287,489,414,976,399,3263,731,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,16494,2556,8233,1712,4331,1337,2362,581,75,101,274,206,1191,643,8261,1542,2929,917,3039,846,279,220,720,370,1294,664,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,84402,4919,41584,3357,22040,2631,14077,1702,777,646,447,283,4243,1147,42818,3481,18157,2324,15822,2187,1160,509,2861,889,4818,1067,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14722,2036,7039,1428,3739,1350,2499,784,8,18,100,88,693,377,7683,1468,3538,1040,2430,644,150,153,535,322,1030,487,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
