GEO_ID,B07010_001E,B07010_001M,B07010_002E,B07010_002M,B07010_003E,B07010_003M,B07010_004E,B07010_004M,B07010_005E,B07010_005M,B07010_006E,B07010_006M,B07010_007E,B07010_007M,B07010_008E,B07010_008M,B07010_009E,B07010_009M,B07010_010E,B07010_010M,B07010_011E,B07010_011M,B07010_012E,B07010_012M,B07010_013E,B07010_013M,B07010_014E,B07010_014M,B07010_015E,B07010_015M,B07010_016E,B07010_016M,B07010_017E,B07010_017M,B07010_018E,B07010_018M,B07010_019E,B07010_019M,B07010_020E,B07010_020M,B07010_021E,B07010_021M,B07010_022E,B07010_022M,B07010_023E,B07010_023M,B07010_024E,B07010_024M,B07010_025E,B07010_025M,B07010_026E,B07010_026M,B07010_027E,B07010_027M,B07010_028E,B07010_028M,B07010_029E,B07010_029M,B07010_030E,B07010_030M,B07010_031E,B07010_031M,B07010_032E,B07010_032M,B07010_033E,B07010_033M,B07010_034E,B07010_034M,B07010_035E,B07010_035M,B07010_036E,B07010_036M,B07010_037E,B07010_037M,B07010_038E,B07010_038M,B07010_039E,B07010_039M,B07010_040E,B07010_040M,B07010_041E,B07010_041M,B07010_042E,B07010_042M,B07010_043E,B07010_043M,B07010_044E,B07010_044M,B07010_045E,B07010_045M,B07010_046E,B07010_046M,B07010_047E,B07010_047M,B07010_048E,B07010_048M,B07010_049E,B07010_049M,B07010_050E,B07010_050M,B07010_051E,B07010_051M,B07010_052E,B07010_052M,B07010_053E,B07010_053M,B07010_054E,B07010_054M,B07010_055E,B07010_055M,B07010_056E,B07010_056M,B07010_057E,B07010_057M,B07010_058E,B07010_058M,B07010_059E,B07010_059M,B07010_060E,B07010_060M,B07010_061E,B07010_061M,B07010_062E,B07010_062M,B07010_063E,B07010_063M,B07010_064E,B07010_064M,B07010_065E,B07010_065M,B07010_066E,B07010_066M,NAME,B07010_001EA,B07010_001MA,B07010_002EA,B07010_002MA,B07010_003EA,B07010_003MA,B07010_004MA,B07010_004EA,B07010_005MA,B07010_005EA,B07010_006EA,B07010_006MA,B07010_007EA,B07010_007MA,B07010_008EA,B07010_008MA,B07010_009MA,B07010_009EA,B07010_010MA,B07010_010EA,B07010_011MA,B07010_011EA,B07010_012EA,B07010_012MA,B07010_013EA,B07010_013MA,B07010_014EA,B07010_014MA,B07010_015MA,B07010_015EA,B07010_016MA,B07010_016EA,B07010_017EA,B07010_017MA,B07010_018EA,B07010_018MA,B07010_019EA,B07010_019MA,B07010_020MA,B07010_020EA,B07010_021MA,B07010_021EA,B07010_022MA,B07010_022EA,B07010_023EA,B07010_023MA,B07010_024EA,B07010_024MA,B07010_025EA,B07010_025MA,B07010_026MA,B07010_026EA,B07010_027MA,B07010_027EA,B07010_028MA,B07010_028EA,B07010_029MA,B07010_029EA,B07010_030EA,B07010_030MA,B07010_031MA,B07010_031EA,B07010_032MA,B07010_032EA,B07010_033MA,B07010_033EA,B07010_034MA,B07010_034EA,B07010_035EA,B07010_035MA,B07010_036EA,B07010_036MA,B07010_037EA,B07010_037MA,B07010_038EA,B07010_038MA,B07010_039MA,B07010_039EA,B07010_040EA,B07010_040MA,B07010_041EA,B07010_041MA,B07010_042EA,B07010_042MA,B07010_043EA,B07010_043MA,B07010_044MA,B07010_044EA,B07010_045EA,B07010_045MA,B07010_046EA,B07010_046MA,B07010_047EA,B07010_047MA,B07010_048EA,B07010_048MA,B07010_049MA,B07010_049EA,B07010_050EA,B07010_050MA,B07010_051EA,B07010_051MA,B07010_052EA,B07010_052MA,B07010_053EA,B07010_053MA,B07010_054MA,B07010_054EA,B07010_055MA,B07010_055EA,B07010_056EA,B07010_056MA,B07010_057EA,B07010_057MA,B07010_058EA,B07010_058MA,B07010_059MA,B07010_059EA,B07010_060MA,B07010_060EA,B07010_061EA,B07010_061MA,B07010_062EA,B07010_062MA,B07010_063EA,B07010_063MA,B07010_064MA,B07010_064EA,B07010_065MA,B07010_065EA,B07010_066MA,B07010_066EA,state
0400000US01,3874758,2952,563789,10643,3310969,10845,812693,14625,427656,10745,589535,11549,419887,9973,424394,9500,262882,9136,98964,5700,274958,7965,3305733,17102,467968,9490,2837765,18076,651434,13851,361832,10440,500260,9636,361675,9259,381278,8968,236768,7922,90477,5699,254041,7454,333740,13453,52189,4030,281551,12203,93766,6505,38461,3791,57779,4871,37936,4090,24780,2387,13732,2160,4714,1211,10383,1943,128229,7681,23328,2919,104901,6403,39788,3409,17022,2601,17281,2449,10147,2002,8986,1760,6554,1459,1379,668,3744,1118,95245,6940,17489,2365,77756,5968,25157,2920,9699,2168,12809,2259,9043,2245,8316,1783,4857,1349,1915,691,5960,1488,11811,2232,2815,880,8996,1919,2548,973,642,442,1406,600,1086,681,1034,687,971,552,479,473,830,484,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,565162,1193,24538,2384,540624,2389,117690,4618,45671,3428,70802,3459,65294,4192,75016,4630,56224,3712,26064,2599,83863,4306,453768,5685,19143,2128,434625,5389,92208,4660,35088,2813,54773,3239,50512,3601,60150,4021,46750,3429,21627,2297,73517,3811,63759,4747,1861,626,61898,4645,13593,1780,6951,1514,9154,1583,8304,1941,9567,1921,5631,1574,2671,869,6027,1513,15423,2325,745,344,14678,2412,4740,1107,1349,555,1681,570,2038,726,1370,574,1462,737,450,271,1588,644,28234,3174,2245,804,25989,3025,5662,1249,2177,757,4853,1077,3870,1138,3494,1149,2188,597,1085,628,2660,1130,3978,1224,544,372,3434,1032,1487,649,106,86,341,247,570,652,435,275,193,140,231,236,71,93,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5129409,1939,881564,16268,4247845,16186,881841,18460,487105,13991,765831,16632,573435,16576,594509,15696,352234,9911,145965,7464,446925,11546,4121671,29439,694871,16690,3426800,27893,677454,15260,379342,12990,612313,14483,459177,15023,495922,13972,290752,8840,124589,7071,387251,11054,682497,24604,116323,8212,566174,20166,131777,8615,76587,6159,111438,7416,84103,6127,69221,6412,43277,5185,13529,2370,36242,5039,99483,9066,24974,3736,74509,7580,28226,3317,8948,2154,10866,2514,7401,2185,7989,2094,4415,1720,1636,984,5028,2052,187067,10776,31086,4324,155981,9598,36551,4151,19571,2706,26721,3802,21249,3331,18942,3216,12282,2405,5724,1603,14941,2572,38691,5488,14310,3419,24381,3721,7833,1900,2657,894,4493,1254,1505,763,2435,1321,1508,803,487,378,3463,1616,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2342376,2165,319843,7874,2022533,8118,480503,10467,288777,7785,395467,8845,263271,9177,258726,8198,144308,5727,51724,3607,139757,5585,1966427,13467,259635,7643,1706792,13157,375550,9712,238579,7905,325375,8841,230431,8288,232319,6932,129217,5272,47538,3396,127783,5437,228748,9845,33375,3369,195373,8866,62891,5045,32098,3168,45794,4726,21765,2985,16824,2821,8563,2029,2574,859,4864,1323,83004,6782,15691,2122,67313,6010,25933,3309,9974,2109,14478,2410,6688,1648,5169,1331,2653,1012,681,366,1737,665,57224,4957,9015,1526,48209,4689,14958,2149,7616,1721,8782,1687,3726,1131,4133,1116,3505,1494,931,502,4558,1636,6973,1866,2127,922,4846,1418,1171,601,510,351,1038,724,661,422,281,214,370,315,0,192,815,574,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30062390,3289,5431642,35091,24630748,35330,5079304,34584,2914974,32063,4119053,35318,2770526,31455,2947041,25050,2097925,24497,928666,18625,3773259,28356,25274272,53804,4516948,34219,20757324,57346,4104151,36015,2432292,28017,3451408,34515,2338793,29073,2485118,21437,1799006,21294,799474,16861,3347082,28841,3256938,47506,559907,15933,2697031,40305,635489,16117,343332,12544,484172,14070,315594,13141,338448,12485,211201,9655,86980,4798,281815,9772,901891,21573,202466,8802,699425,18280,208796,8463,82447,4909,100786,7082,72276,5282,76553,5230,51030,4822,25060,3601,82477,5046,399468,14945,60088,5008,339380,12610,83935,5229,40680,4145,61520,4238,33881,3525,35425,3507,27517,3062,11484,2234,44938,3765,229821,13571,92233,7382,137588,9905,46933,5082,16223,2294,21167,3029,9982,1702,11497,2065,9171,1969,5668,1555,16947,2560,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4087156,2841,475781,10107,3611375,10174,722808,12114,346597,9259,557704,11339,451508,11414,509689,11135,360758,9237,148167,6258,514144,10161,3277187,17133,384015,9205,2893172,14530,536033,10768,265702,7534,433661,10326,353860,10647,416260,10972,307088,7604,128825,5678,451743,9314,390584,12617,41918,3653,348666,11476,86753,5606,40714,4271,65520,4934,50164,3934,43732,3813,25010,3465,9467,1555,27306,3847,219787,10042,24865,2733,194922,8908,52627,4741,21696,3051,31945,3575,26598,3324,28198,3573,16153,2486,4524,1280,13181,2432,169577,9257,16986,2471,152591,8610,40436,4016,15798,2361,24543,2606,18758,2982,18812,2908,10492,2175,4803,1753,18949,2551,30021,4513,7997,1720,22024,3428,6959,2385,2687,954,2035,661,2128,801,2687,894,2015,864,548,468,2965,1076,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2925822,761,334291,7846,2591531,7913,483917,10342,235158,7752,374201,8947,294561,8769,342769,10098,267763,8265,125119,5100,468043,9015,2594554,11717,288277,8357,2306277,12482,406337,9836,203179,6875,332122,8477,263445,8190,306117,9487,243857,7714,117612,5102,433608,8519,195726,10663,22269,2660,173457,9395,40326,3791,22035,2725,29098,3560,20674,2769,23395,3300,15221,2040,4190,1053,18518,2156,58083,4387,9642,1661,48441,3989,17316,2254,4965,1265,5855,1183,4725,1077,5703,1339,4629,1385,1158,589,4090,955,60735,5130,8307,1572,52428,4549,15262,1825,3536,877,6132,1098,5203,1059,6711,1592,3728,1060,1878,709,9978,2058,16724,3155,5796,1479,10928,2301,4676,1529,1443,629,994,590,514,271,843,458,328,220,281,218,1849,782,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,737847,647,90125,4392,647722,4269,128079,4850,61239,3881,95950,4281,81674,4383,105014,4650,67095,4075,28324,3401,80347,3769,636836,6509,74787,4219,562049,6432,102200,4625,52599,3663,82585,4218,69659,3989,93692,4322,61409,3676,26262,3261,73643,3383,59565,4732,8900,1508,50665,4434,15410,2188,6190,1594,8892,1595,7588,1742,6133,1621,2544,1039,1078,506,2830,1023,7249,1699,1363,488,5886,1520,1981,719,517,433,1030,867,453,336,1058,590,341,260,95,112,411,298,30113,3562,4162,1186,25951,3252,7886,1352,1633,545,2952,859,3348,1054,3878,1204,2442,1160,652,312,3160,1063,4084,1366,913,758,3171,1041,602,436,300,263,491,346,626,515,253,227,359,264,237,211,303,246,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,529068,414,72820,5084,456248,5035,87984,4689,31760,2639,47333,3071,40782,3138,58136,3904,51043,3216,25576,2846,113634,4178,420530,5558,59340,4883,361190,5801,65351,3901,25736,2296,37907,3089,33175,2499,45344,3565,37111,2587,19945,2502,96621,4092,57175,5244,7653,1851,49522,4363,12652,2304,3250,1034,4149,1026,3660,957,6120,1315,7488,1598,2999,1115,9204,1798,0,200,0,200,0,200,0,200,0,200,0,200,0,200,0,200,0,200,0,200,0,200,44682,3795,4801,1379,39881,3605,8690,1906,2159,595,4579,1093,3676,1062,6025,1387,5650,1250,2502,824,6600,1402,6681,1632,1026,523,5655,1515,1291,541,615,324,698,431,271,174,647,388,794,626,130,134,1209,628,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15770265,5407,2524286,29985,13245979,29750,2841390,30170,1634190,23806,2516920,32034,1794880,27620,1763228,25252,1064381,20421,387752,12328,1243238,20899,13238554,48954,2034987,31154,11203567,48951,2299237,27066,1378640,22314,2108038,30454,1514164,26809,1514544,23274,929253,18879,345739,11534,1113952,19545,1483446,37411,257292,14766,1226154,30548,307005,11963,161084,9511,262105,12631,179028,10597,150925,8776,76616,6624,23267,2998,66124,4488,479034,16939,112535,6484,366499,14667,113312,6684,41353,4112,66299,4953,45006,4956,45285,4665,27898,4645,8304,2220,19042,3080,422200,16252,63817,5868,358383,14265,87036,5451,44420,5028,67707,5292,45254,4952,43700,5441,25371,3462,8975,1510,35920,3983,147031,12877,55655,6782,91376,9014,34800,4341,8693,2283,12771,2440,11428,3261,8774,2058,5243,1654,1467,689,8200,1973,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
