GEO_ID,B11004_001E,B11004_001M,B11004_002E,B11004_002M,B11004_003E,B11004_003M,B11004_004E,B11004_004M,B11004_005E,B11004_005M,B11004_006E,B11004_006M,B11004_007E,B11004_007M,B11004_008E,B11004_008M,B11004_009E,B11004_009M,B11004_010E,B11004_010M,B11004_011E,B11004_011M,B11004_012E,B11004_012M,B11004_013E,B11004_013M,B11004_014E,B11004_014M,B11004_015E,B11004_015M,B11004_016E,B11004_016M,B11004_017E,B11004_017M,B11004_018E,B11004_018M,B11004_019E,B11004_019M,B11004_020E,B11004_020M,NAME,B11004_001EA,B11004_001MA,B11004_002EA,B11004_002MA,B11004_003EA,B11004_003MA,B11004_004EA,B11004_004MA,B11004_005EA,B11004_005MA,B11004_006MA,B11004_006EA,B11004_007MA,B11004_007EA,B11004_008EA,B11004_008MA,B11004_009EA,B11004_009MA,B11004_010EA,B11004_010MA,B11004_011MA,B11004_011EA,B11004_012MA,B11004_012EA,B11004_013EA,B11004_013MA,B11004_014EA,B11004_014MA,B11004_015EA,B11004_015MA,B11004_016EA,B11004_016MA,B11004_017MA,B11004_017EA,B11004_018EA,B11004_018MA,B11004_019EA,B11004_019MA,B11004_020EA,B11004_020MA,state
0400000US13,2376008,17596,1667698,18914,775135,13831,176690,7927,172029,8367,426416,9632,892563,14369,708310,12885,164952,8836,92658,6699,24803,2790,19356,3534,48499,4910,72294,4659,543358,11670,369611,10184,78476,4700,78759,5352,212376,8103,173747,7144,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311789,5861,229641,6271,103779,4330,25684,2605,25794,2408,52301,3181,125862,4614,82148,4025,25768,2378,13630,1707,3502,1064,2299,661,7829,1487,12138,1527,56380,3731,32895,2831,7575,1314,7751,1337,17569,2118,23485,2476,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398682,6942,319270,7239,139448,5521,30732,2755,38987,3287,69729,4356,179822,5163,79412,5041,25194,3106,16179,2259,3183,1058,1933,807,11063,1753,9015,2064,54218,3635,38639,3001,8013,1427,8616,1432,22010,2278,15579,2004,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3098864,16403,2269243,15549,1017527,12218,225137,6993,233658,7858,558732,9503,1251716,14357,829621,11247,212106,6923,119924,5740,31707,3024,20961,2592,67256,4328,92182,3851,617515,9990,398616,9108,81582,4995,87767,4948,229267,7105,218899,7091,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1641389,13221,1217034,13749,508819,9590,114569,5037,119803,5432,274447,7841,708215,9778,424355,9808,110790,6153,65980,4238,18480,2634,10690,1523,36810,3308,44810,3814,313565,7677,220903,6050,48148,3508,48109,3674,124646,5393,92662,4569,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,784895,8576,625231,7647,250434,5705,58343,3875,59538,2859,132553,4567,374797,5776,159664,5499,47231,3128,28612,2674,7711,1426,4372,965,16529,1890,18619,2112,112433,4143,82573,3885,19761,2091,18360,2187,44452,2982,29860,2399,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,722016,7825,557419,7655,244683,5743,55926,3557,55462,3231,133295,4597,312736,5538,164597,5700,46960,3295,29274,2787,9122,1352,4405,1226,15747,2120,17686,2061,117637,4639,84047,4413,20230,2179,16587,1828,47230,2942,33590,2570,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1119880,11401,827519,12957,338708,9246,79085,4360,69483,4261,190140,6555,488811,7965,292361,8854,75067,4735,44942,3702,10465,1842,6250,1601,28227,2672,30125,2680,217294,7463,146667,7522,33310,3293,29981,3162,83376,5240,70627,3444,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1118217,11607,743138,10255,315035,8488,71860,4232,70070,4017,173105,6524,428103,6838,375079,7531,84592,4406,46051,3791,14672,2168,7601,1711,23778,2414,38541,3361,290487,6838,199852,6317,48084,3359,45168,3200,106600,5022,90635,4774,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,347960,7218,270959,7042,93808,3738,21463,2210,16090,1682,56255,2988,177151,4990,77001,3642,23073,2132,15450,1826,4112,1083,1348,585,9990,1402,7623,937,53928,2855,36803,2502,8267,1387,4697,963,23839,1992,17125,1536,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1415576,12103,995216,12101,440899,9381,104869,4439,85709,4440,250321,7399,554317,8873,420360,9722,101534,6027,54239,4741,17184,2703,8910,2239,28145,3337,47295,3540,318826,7849,204709,6508,41415,3617,37924,3252,125370,6122,114117,5545,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1597920,13701,1174019,12423,521932,10047,127243,5398,94890,5049,299799,7881,652087,10720,423901,10315,99872,4531,48287,3308,14150,2133,6987,1491,27150,2488,51585,3297,324029,8720,204860,7417,44027,4014,34160,3100,126673,5326,119169,5154,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2472884,13827,1817454,13650,729744,10400,155796,5637,150875,5510,423073,8320,1087710,10470,655430,10339,172782,6257,98872,5354,26921,2513,13128,1713,58823,3809,73910,4059,482648,9116,310354,7359,67042,4058,60204,3824,183108,6226,172294,6194,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1356466,10910,1066483,9610,453499,7194,108626,4781,96421,4175,248452,5175,612984,7205,289983,8115,90234,4842,55217,3371,16911,2517,9102,1425,29204,2336,35017,3089,199749,6114,140474,5563,32400,3013,26906,2593,81168,4210,59275,3357,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,740958,10100,487509,10079,203299,7114,44256,3469,42495,3529,116548,5712,284210,6921,253449,6636,50001,3402,27047,2590,5765,1284,5169,1307,16113,2418,22954,2635,203448,5947,137625,4866,29692,2965,29193,3095,78740,3948,65823,3402,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1534831,12746,1144804,12015,463479,8416,110165,5452,101610,4304,251704,6259,681325,8707,390027,9108,99280,5398,60449,4169,18638,2198,9832,2006,31979,3035,38831,3588,290747,7614,202492,5886,46904,3163,40271,3337,115317,4943,88255,4849,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,253131,4418,199556,4859,71269,3418,17347,1872,16866,1984,37056,2572,128287,4003,53575,3615,16121,1917,10120,1580,2366,842,1741,546,6013,1267,6001,1269,37454,2854,24607,1944,5615,1267,5325,1185,13667,1748,12847,2089,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,470445,6228,369983,5595,158465,3922,34682,2548,38263,2803,85520,3022,211518,4575,100462,4266,30287,2297,19533,1993,5943,1246,3411,1059,10179,1513,10754,1424,70175,3589,51471,3164,14135,1876,11519,1705,25817,2359,18704,1686,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,636981,10614,450072,9226,202104,7606,46123,4381,53740,4273,102241,5997,247968,6476,186909,8853,61507,5475,36176,4263,9997,2315,7428,1634,18751,3600,25331,3254,125402,6239,86200,5854,19530,3458,16325,2478,50345,4561,39202,3467,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,349501,4958,276775,5188,108599,4017,27474,2595,18597,2056,62528,2874,168176,5033,72726,3739,21489,2670,12998,2045,2790,878,1356,734,8852,1784,8491,1593,51237,3238,33490,2756,7773,1744,4449,1242,21268,2196,17747,1880,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2191404,14596,1607317,15046,739620,10936,172166,6397,148291,5963,419163,7289,867697,11989,584087,11378,152932,7004,76632,4999,21145,2502,11429,1794,44058,3687,76300,4288,431155,8350,264814,6784,49821,3072,51342,3802,163651,5799,166341,6252,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,502498,8737,349608,7866,141915,5756,31637,2992,38900,3474,71378,4108,207693,6029,152890,6041,44051,3489,25464,2770,6855,1541,4058,1140,14551,1809,18587,2076,108839,4978,75867,4659,18403,2554,17744,2282,39720,3249,32972,2979,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4607636,22601,3166722,21964,1406426,15509,334471,9155,288754,8937,783201,12844,1760296,16533,1440914,20041,355039,10358,174355,7329,48756,3992,29786,3029,95813,4834,180684,6803,1085875,16889,669772,13600,135632,6214,134739,6129,399401,10628,416103,10822,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2455564,21325,1788142,18585,727847,14531,179488,8612,150063,7557,398296,11103,1060295,15107,667422,14710,155308,6169,93489,5547,25964,2674,19094,2448,48431,4671,61819,4467,512114,12272,354620,10021,75016,4533,73377,5041,206227,8191,157494,7114,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,175219,3737,142172,3838,57464,3180,14838,2043,13294,1609,29332,2057,84708,2549,33047,2360,10656,1643,6189,1193,1382,607,972,403,3835,1061,4467,1008,22391,1862,17055,1792,5475,1355,3455,863,8125,1088,5336,870,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2915927,16276,2137964,17737,853528,13068,191965,6341,177558,6421,484005,10902,1284436,13481,777963,13788,191178,6799,109353,5699,30035,2926,14567,2298,64751,3678,81825,4244,586785,11466,403098,8956,93835,5101,82996,4557,226267,6888,183687,6638,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957855,8144,715154,7911,303364,6608,71694,3081,72016,4125,159654,5174,411790,5854,242701,6659,67388,3707,42753,3198,10749,1784,7053,1302,24951,2446,24635,2164,175313,5271,124813,4553,30970,2851,25161,2116,68682,4138,50500,3056,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,956746,11057,734223,9928,294426,7600,70460,4665,67398,4891,156568,5203,439797,8143,222523,7528,70642,4548,45228,4174,12040,2314,7549,1365,25639,3195,25414,2480,151881,6251,99631,4803,21703,2418,17640,2653,60288,3596,52250,3924,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3193701,19403,2374705,18852,935677,13655,205864,7045,183361,5916,546452,10566,1439028,13234,818996,12637,221386,7703,121477,5952,32548,3186,17365,2383,71564,4616,99909,4498,597610,10565,377943,8401,83641,5131,78593,4747,215709,6686,219667,6382,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,256181,5460,181495,5429,74176,3180,14761,1655,17257,2108,42158,2753,107319,4172,74686,4027,19412,2360,10401,1796,2559,867,1767,688,6075,1464,9011,1590,55274,3524,36497,3049,8568,1542,7619,1524,20310,2277,18777,2052,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1201688,14648,855034,12797,338767,9959,76853,5682,76921,5284,184993,7251,516267,9310,346654,10489,79832,4965,45196,4029,12224,2354,8159,1714,24813,2749,34636,3573,266822,8196,178499,7061,40331,4096,44411,3991,93757,6076,88323,4906,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,210679,4391,163103,4456,63337,3602,15841,1826,15485,1779,32011,2645,99766,3287,47576,3210,16122,1848,9953,1514,3002,953,2202,730,4749,1089,6169,1390,31454,2786,24688,2538,7257,1517,6134,1299,11297,1435,6766,1105,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1625686,15329,1189542,14575,485088,11155,112432,6266,102949,5314,269707,8636,704454,10518,436144,9274,107407,5805,56317,4265,13568,2207,8643,1805,34106,3600,51090,4133,328737,7257,217968,7341,49760,3918,41818,3580,126390,5332,110769,5847,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6171317,25795,4429883,28857,2184290,23263,484880,11603,576460,15501,1122950,17364,2245593,20074,1741434,21707,456464,14041,253687,10396,69561,4675,48589,4916,135537,7553,202777,9998,1284970,20862,905198,18942,186732,7711,214587,7817,503879,13114,379772,9481,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,662478,8210,534006,7966,282611,6089,70522,3843,86974,3735,125115,4608,251395,5598,128472,5391,38126,3589,22198,2584,5038,1191,4386,1254,12774,2115,15928,2234,90346,4612,63394,4415,14031,2128,13832,2355,35531,3916,26952,2409,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,161619,3467,128267,3298,46321,2233,10318,1231,8420,1159,27583,1924,81946,2544,33352,2341,11331,1321,7146,1096,2101,653,677,338,4368,1011,4185,748,22021,1941,16241,1656,4472,1023,1675,624,10094,1233,5780,928,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2010914,15488,1518944,15312,672229,11480,164571,7335,142997,5308,364661,8562,846715,11089,491970,10530,126534,6006,71014,4776,18985,2648,8381,1699,43648,3734,55520,4084,365436,10473,240224,8919,53874,3907,45583,4187,140767,6792,125212,6109,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1699851,11753,1303418,12268,562812,9698,140255,5474,127467,5440,295090,7326,740606,8112,396433,9551,116352,6177,69894,4875,18270,2313,10677,1816,40947,3756,46458,3805,280081,6970,186677,6043,39423,3829,38048,3453,109206,5707,93404,4508,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,477809,7963,356697,7060,126718,5365,28039,2661,24544,2442,74135,4280,229979,5946,121112,5493,35308,2398,19086,1864,4950,1053,1922,749,12214,1554,16222,1753,85804,4775,52593,3834,12595,1604,9584,1388,30414,2936,33211,3045,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1462927,12624,1134124,11909,447501,8864,102761,4607,92947,4300,251793,7087,686623,8214,328803,7526,99723,4638,62715,3803,16720,1833,8643,1584,37352,3004,37008,2907,229080,6370,161002,5473,36305,3035,33427,2918,91270,5065,68078,3831,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,142618,4167,114463,3824,43540,2802,11415,1729,10126,1409,21999,1746,70923,2826,28155,2608,8700,1603,6525,1354,2089,740,519,360,3917,1053,2175,805,19455,2075,14111,1787,3446,988,2979,814,7686,1380,5344,1043,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,903660,10060,520702,9411,205218,6501,41718,2720,34744,2845,128756,5352,315484,6362,382958,9086,78604,4332,43147,3234,12835,1674,8433,1317,21879,2428,35457,2514,304354,7820,185623,5904,34495,2752,36867,2303,114261,4715,118731,4844,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
