GEO_ID,B24080_001E,B24080_001M,B24080_002E,B24080_002M,B24080_003E,B24080_003M,B24080_004E,B24080_004M,B24080_005E,B24080_005M,B24080_006E,B24080_006M,B24080_007E,B24080_007M,B24080_008E,B24080_008M,B24080_009E,B24080_009M,B24080_010E,B24080_010M,B24080_011E,B24080_011M,B24080_012E,B24080_012M,B24080_013E,B24080_013M,B24080_014E,B24080_014M,B24080_015E,B24080_015M,B24080_016E,B24080_016M,B24080_017E,B24080_017M,B24080_018E,B24080_018M,B24080_019E,B24080_019M,B24080_020E,B24080_020M,B24080_021E,B24080_021M,NAME,B24080_001MA,B24080_001EA,B24080_002EA,B24080_002MA,B24080_003EA,B24080_003MA,B24080_004EA,B24080_004MA,B24080_005EA,B24080_005MA,B24080_006MA,B24080_006EA,B24080_007EA,B24080_007MA,B24080_008EA,B24080_008MA,B24080_009EA,B24080_009MA,B24080_010EA,B24080_010MA,B24080_011EA,B24080_011MA,B24080_012EA,B24080_012MA,B24080_013EA,B24080_013MA,B24080_014EA,B24080_014MA,B24080_015EA,B24080_015MA,B24080_016EA,B24080_016MA,B24080_017MA,B24080_017EA,B24080_018EA,B24080_018MA,B24080_019EA,B24080_019MA,B24080_020EA,B24080_020MA,B24080_021EA,B24080_021MA,state
0400000US01,1981095,17704,1025863,11733,763740,12552,721021,12591,42719,3043,42333,2746,64083,3903,45777,3802,43585,3356,65171,4388,1174,463,955232,11882,640995,11277,626150,11202,14845,2274,86981,5795,85669,5235,70454,4610,29231,2787,39210,3262,2692,1106,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,344343,5706,180788,3146,111548,4195,105095,4207,6453,1237,12925,1808,14117,1857,12670,1882,15423,2548,13942,1818,163,137,163555,4528,81834,3702,79291,3525,2543,746,21776,2451,18815,1828,19225,2138,11654,1792,9931,1396,320,299,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2687991,19218,1431398,14856,1087452,15881,1017759,16263,69693,4573,60843,6064,83421,5747,50097,4501,51548,5193,95402,6563,2635,962,1256593,13530,853999,15039,824613,14876,29386,3144,103540,7182,113986,6533,79360,5540,34128,3268,70147,4284,1433,659,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1235755,12185,647885,8140,480804,8308,452944,8477,27860,2451,29282,3571,33446,3125,34281,2792,17535,1985,51548,4244,989,484,587870,8008,381455,6863,370853,6978,10602,1743,51478,4295,47063,3287,66192,4121,14288,2138,26690,2625,704,333,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16426694,38419,8854156,25612,6559870,29953,6198723,27270,361147,9373,413933,11089,526203,11558,293326,10497,217497,7650,830163,15563,13164,2056,7572538,30378,4940796,29637,4782183,28247,158613,8302,687272,14660,816379,13469,401606,11061,142369,6828,570000,14469,14116,1753,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2492419,12726,1326411,8549,996964,9883,916843,10228,80121,4427,65952,3648,77844,4678,45719,3665,44360,3609,92374,5241,3198,1043,1166008,9620,763650,10290,727001,10151,36649,3371,123934,5676,111486,5367,59334,4338,33427,3140,72122,5255,2055,715,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1742494,10890,891598,7591,658888,8600,614594,8613,44294,3420,61031,3701,50100,3670,34643,2448,14345,2064,71341,4130,1250,549,850896,8138,551358,9002,536144,9054,15214,1439,116574,4820,88128,4524,39386,3622,7889,1294,46373,3328,1188,546,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420365,5587,213223,3400,163198,4577,150292,4351,12906,1900,10867,1534,5780,1110,15694,2322,7154,1653,9985,1451,545,380,207142,4426,143100,4614,139177,4590,3923,931,24777,2534,7949,1178,20241,2042,4159,1179,6763,1280,153,129,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,310607,5456,150078,3527,79053,4223,74398,4209,4655,1009,24082,2359,6595,1158,2721,876,30299,2296,7171,1699,157,271,160529,4243,69652,4173,66986,4076,2666,862,36442,2489,9907,1420,4317,975,34907,2570,4872,1095,432,443,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8101898,33734,4158506,24111,3199750,27000,2884437,28277,315313,10196,177559,8763,276252,11661,104142,6038,106853,6422,287514,10711,6436,1652,3943392,24303,2814082,27023,2685111,26909,128971,6149,343798,10846,362205,11291,150140,7040,71134,5256,196432,8409,5601,1278,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
