GEO_ID,C17010I_001E,C17010I_001M,C17010I_002E,C17010I_002M,C17010I_003E,C17010I_003M,C17010I_004E,C17010I_004M,C17010I_005E,C17010I_005M,C17010I_006E,C17010I_006M,C17010I_007E,C17010I_007M,C17010I_008E,C17010I_008M,C17010I_009E,C17010I_009M,C17010I_010E,C17010I_010M,C17010I_011E,C17010I_011M,C17010I_012E,C17010I_012M,C17010I_013E,C17010I_013M,C17010I_014E,C17010I_014M,C17010I_015E,C17010I_015M,C17010I_016E,C17010I_016M,C17010I_017E,C17010I_017M,NAME,C17010I_001MA,C17010I_001EA,C17010I_002EA,C17010I_002MA,C17010I_003EA,C17010I_003MA,C17010I_004EA,C17010I_004MA,C17010I_005MA,C17010I_005EA,C17010I_006MA,C17010I_006EA,C17010I_007EA,C17010I_007MA,C17010I_008EA,C17010I_008MA,C17010I_009EA,C17010I_009MA,C17010I_010MA,C17010I_010EA,C17010I_011MA,C17010I_011EA,C17010I_012MA,C17010I_012EA,C17010I_013EA,C17010I_013MA,C17010I_014EA,C17010I_014MA,C17010I_015EA,C17010I_015MA,C17010I_016MA,C17010I_016EA,C17010I_017MA,C17010I_017EA,state
0400000US16,33979,2241,9108,1653,4203,1031,3488,1011,4905,1234,648,435,623,429,4257,1144,4076,1118,24871,2116,18688,1880,12583,1714,6183,1364,2551,1102,2193,1008,3632,964,2100,760,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,411459,7000,83365,4883,40954,3046,36141,2975,42411,3499,7798,1719,7149,1669,34613,3159,31875,2944,328094,7206,228332,6610,152747,6160,99762,5027,42305,2943,25713,2467,57457,3906,39458,3912,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,75664,2677,23559,2197,9813,1720,7638,1538,13746,2044,3394,1023,3278,1031,10352,1747,9640,1703,52105,2870,37499,2686,24727,2453,14606,1991,6670,1299,4045,981,7936,1563,6018,1493,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,29428,1729,8202,1355,3300,834,3180,829,4902,1032,999,418,920,420,3903,1021,3832,1001,21226,1794,14667,1803,9610,1492,6559,1129,2649,807,1764,659,3910,883,2988,806,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,60230,2363,14519,1861,6041,1239,5571,1191,8478,1541,1882,709,1634,731,6596,1341,6196,1361,45711,2555,31100,2540,21387,2250,14611,1665,6621,1240,3681,992,7990,1220,6063,1169,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,22419,1847,6630,1252,2855,802,2568,772,3775,1068,1013,456,1013,456,2762,950,2563,937,15789,1699,10976,1421,6833,1242,4813,1193,2201,819,1267,632,2612,892,1686,790,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36886,2526,6211,1307,2545,912,1650,837,3666,887,659,432,489,367,3007,811,2817,789,30675,2488,22587,2202,13216,2175,8088,1469,3083,1059,1989,978,5005,965,3469,933,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,3251,770,823,443,187,245,187,245,636,385,81,106,47,78,555,362,555,362,2428,767,1843,625,1254,595,585,335,114,184,0,157,471,275,287,241,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,93303,3459,12187,2259,4717,1431,3733,1300,7470,1782,2035,903,1855,883,5435,1669,5129,1581,81116,3704,52461,3032,36398,2840,28655,2844,12718,2147,8494,1894,15937,2389,11236,1986,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,143522,4360,39922,3616,7940,1357,5767,1198,31982,3090,2673,810,2236,746,29309,2920,27141,2934,103600,4046,55108,3472,32454,2642,48492,3092,10335,1508,5183,1302,38157,2617,25568,2471,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,85765,2954,22679,2207,8511,1490,7463,1433,14168,1865,2358,701,2096,671,11810,1733,10607,1709,63086,2726,43143,2334,25390,1968,19943,2056,6928,1331,3866,1099,13015,1644,9436,1442,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,47965,2404,10951,1568,4843,1243,4372,1202,6108,1082,1582,499,1358,446,4526,1067,4509,1063,37014,2416,21883,2009,15941,1801,15131,1980,6438,1331,3874,1113,8693,1615,6000,1353,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,14449,1816,5152,1424,3072,1252,2392,1100,2080,771,671,525,392,404,1409,675,1243,657,9297,1498,7259,1338,4859,1172,2038,651,1319,487,489,462,719,464,502,443,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,39092,2307,10108,1830,5014,1283,4378,1101,5094,1403,1669,860,1323,828,3425,926,3368,929,28984,2052,21238,1657,12863,1185,7746,1461,3192,789,2161,669,4554,1092,3485,1031,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5418,878,1072,544,550,453,429,417,522,301,93,119,93,119,429,265,383,251,4346,815,3199,808,1934,743,1147,410,235,164,182,146,912,425,640,355,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36488,2221,9178,1539,4144,1193,3993,1186,5034,1292,646,547,553,544,4388,1169,4197,1178,27310,2110,18346,1869,12886,1700,8964,1509,4480,1150,3300,1048,4484,1017,3724,952,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,141179,4643,29048,3023,15002,2445,13272,2348,14046,1897,4424,1127,3875,1064,9622,1738,9063,1640,112131,4660,74092,4270,52484,4316,38039,4127,14966,2428,9477,1876,23073,3408,17444,2849,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7109,889,1116,602,367,336,270,308,749,490,0,184,0,184,749,490,707,487,5993,851,3570,800,2164,739,2423,729,691,442,478,398,1732,696,1111,603,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,346222,6067,62707,3683,19007,2076,14826,2003,43700,3088,7660,1388,6219,1280,36040,3050,31822,2722,283515,6835,173953,5302,102462,5030,109562,5941,37864,3829,22660,3266,71698,4349,46462,3820,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,222116,5697,53685,4564,21070,2600,13845,2106,32615,3443,7519,1539,5221,1278,25096,3177,21975,3006,168431,4860,117566,5068,57602,4069,50865,3310,16969,2274,8952,1758,33896,2527,21610,2580,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,742058,9358,185775,6731,46563,4347,34382,3578,139212,6537,19581,2313,14875,2061,119631,5348,100620,5252,556283,10365,314713,8903,182977,7095,241570,7788,71448,4926,34853,3866,170122,6381,102716,4889,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,158860,5282,50586,4214,24002,3059,21500,2889,26584,3022,7706,1702,7408,1685,18878,2617,18305,2558,108274,5051,74542,5004,53561,4974,33732,3145,15603,2206,8950,1808,18129,2709,13810,2576,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,2964,671,734,577,158,103,158,103,576,560,0,143,0,143,576,560,576,560,2230,658,1440,581,968,588,790,541,790,541,590,503,0,143,0,143,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,70673,3170,18263,2306,4928,1169,3985,1046,13335,1890,2076,812,1842,797,11259,1659,10531,1640,52410,2834,36149,2718,21342,2066,16261,1811,5133,1046,2922,777,11128,1610,8368,1480,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,65490,2865,17351,2066,9308,1617,7886,1526,8043,1532,1444,568,1204,509,6599,1356,6300,1344,48139,2642,33987,2246,22155,1966,14152,1883,6607,1320,3339,902,7545,1294,5954,1154,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,87422,3156,24011,2808,12562,1982,11480,1910,11449,1942,2340,1019,1712,840,9109,1806,8233,1597,63411,3526,47227,3205,34797,2790,16184,2368,8337,1805,5872,1524,7847,1311,5537,1247,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,146180,4231,46402,3605,10289,1590,7712,1370,36113,2935,5896,1397,4937,1407,30217,3003,28309,2996,99778,4345,62309,3840,39906,3231,37469,3605,13309,2043,7704,1469,24160,2858,17253,2298,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28367,1923,9251,1346,3571,944,2523,881,5680,1183,728,456,618,431,4952,1085,4611,1083,19116,1978,10012,1777,6355,1186,9104,1423,3694,1070,2303,931,5410,1090,3315,935,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,45983,3231,14166,2308,7515,1858,6837,1832,6651,1815,1273,704,1273,704,5378,1643,5326,1655,31817,3216,21932,3126,15874,2738,9885,1965,5862,1577,3416,1229,4023,1497,2755,1244,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,3941,625,1013,546,275,276,94,111,738,463,166,189,166,189,572,396,572,396,2928,743,1568,454,1140,426,1360,579,582,430,47,65,778,427,764,421,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,53992,2886,16895,2346,8718,1707,7692,1564,8177,1538,1055,481,941,499,7122,1468,6251,1426,37097,2544,25611,2424,17177,1857,11486,1596,6386,1357,3488,1174,5100,1332,3976,1243,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2076853,15913,518618,12011,246286,8198,204673,7496,272332,9556,44751,4287,36309,3716,227581,8375,208193,8384,1558235,15121,1103853,15021,682605,12899,454382,12925,158079,7514,81899,5913,296303,10654,192586,8743,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,72203,3381,19238,2299,9081,1781,8298,1773,10157,1734,1853,827,1469,736,8304,1486,8073,1490,52965,3350,40023,2941,27358,2872,12942,2028,5502,1350,3484,1150,7440,1299,5568,1300,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,1650,556,159,150,0,145,0,145,159,150,0,145,0,145,159,150,159,150,1491,525,1227,533,561,318,264,134,170,120,78,96,94,59,61,43,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,127152,4648,20824,3002,8048,1850,6602,1806,12776,2687,1686,732,1169,527,11090,2628,10394,2576,106328,5006,76055,4741,52313,3986,30273,3164,11940,2296,8524,2128,18333,2170,12912,2005,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,150885,4553,40041,3157,16722,2464,15222,2267,23319,2512,4018,1198,3699,1163,19301,2212,17715,2255,110844,4040,81025,3792,56157,3623,29819,3048,12867,2160,8003,1843,16952,2265,12183,1940,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,3084,691,706,381,325,235,227,198,381,308,162,214,162,214,219,213,219,213,2378,625,1826,564,925,424,552,254,288,208,37,68,264,196,0,184,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,66481,2721,15948,1920,5230,968,4388,948,10718,1756,2638,854,2340,806,8080,1427,7625,1456,50533,2711,33460,2536,22081,2191,17073,2177,8521,1540,5563,1217,8552,1424,7069,1228,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8669,1026,1788,597,405,304,405,304,1383,544,529,344,529,344,854,476,854,476,6881,874,5656,903,3698,844,1225,549,520,391,210,201,705,380,705,380,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,894661,9884,373857,7943,156059,6165,68974,4151,217798,7320,41807,3130,27206,2774,175991,6412,126046,5076,520804,9481,359040,8174,133850,5508,161764,5896,36073,2789,15814,2115,125691,4766,57721,3782,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
