GEO_ID,B16002_001E,B16002_001M,B16002_002E,B16002_002M,B16002_003E,B16002_003M,B16002_004E,B16002_004M,B16002_005E,B16002_005M,B16002_006E,B16002_006M,B16002_007E,B16002_007M,B16002_008E,B16002_008M,B16002_009E,B16002_009M,B16002_010E,B16002_010M,B16002_011E,B16002_011M,B16002_012E,B16002_012M,B16002_013E,B16002_013M,B16002_014E,B16002_014M,NAME,B16002_001EA,B16002_001MA,B16002_002MA,B16002_002EA,B16002_003EA,B16002_003MA,B16002_004EA,B16002_004MA,B16002_005MA,B16002_005EA,B16002_006EA,B16002_006MA,B16002_007MA,B16002_007EA,B16002_008EA,B16002_008MA,B16002_009EA,B16002_009MA,B16002_010MA,B16002_010EA,B16002_011EA,B16002_011MA,B16002_012EA,B16002_012MA,B16002_013EA,B16002_013MA,B16002_014MA,B16002_014EA,state
0400000US01,1844546,11416,1737413,12100,63375,3434,16404,2158,46971,3003,23037,2479,1816,709,21221,2285,16532,1603,4374,993,12158,1466,4189,1049,824,535,3365,918,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,257330,3380,208465,3304,12268,1258,736,342,11532,1258,9358,1512,586,326,8772,1499,13290,1320,2834,667,10456,1322,13949,1315,1581,435,12368,1270,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2356055,12130,1729949,15235,449484,10285,82503,5535,366981,10113,69400,4598,5653,1288,63747,4486,50804,2498,12536,1855,38268,2766,56418,3778,8420,1178,47998,3405,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1127621,7837,1041772,8382,57164,2984,15944,2472,41220,2804,14104,2312,1268,581,12836,2262,12379,1675,3655,942,8724,1593,2202,710,140,142,2062,746,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12468743,22250,7250323,25497,3095000,19968,715761,13790,2379239,18617,730084,12256,126512,5388,603572,11600,1259681,10520,367569,8687,892112,10559,133655,6383,25211,3080,108444,5190,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1975388,9057,1627149,11092,222282,6456,43969,3140,178313,6301,68964,4229,5822,1158,63142,4024,40547,3127,8968,1608,31579,2789,16446,2483,3928,1147,12518,2011,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1351643,7309,1030985,8688,151410,4624,37623,2813,113787,4976,128122,4680,23709,2397,104413,4386,29291,2120,6336,1094,22955,1928,11835,2054,1653,733,10182,1898,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,333192,3426,281281,4465,25195,2051,3637,963,21558,1994,15986,1887,1568,636,14418,1753,6954,933,1676,521,5278,907,3776,1196,95,111,3681,1162,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,268670,3200,222921,3675,18764,1753,3954,1082,14810,1731,16524,1629,745,402,15779,1663,4908,1016,715,393,4193,864,5553,1211,685,404,4868,1113,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106283,31131,5185457,26248,1346500,16505,388623,10188,957877,15049,415749,9638,79978,5901,335771,8692,111448,5378,22818,2341,88630,5173,47129,4581,8106,2053,39023,4070,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3494542,15336,3037592,16000,244910,7510,70667,5267,174243,7761,102764,6512,10180,1996,92584,6072,78197,4570,22226,2877,55971,3528,31079,4351,2622,959,28457,4225,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,448563,5562,312155,6235,13669,1947,1246,725,12423,1812,11409,1509,568,431,10841,1494,110550,4376,26554,2287,83996,3775,780,405,51,87,729,373,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,580193,6204,514017,5929,44900,2708,8037,1487,36863,2583,11041,1585,1066,545,9975,1581,7687,1394,2614,1220,5073,1275,2548,676,338,277,2210,583,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4737208,12865,3713512,16029,527191,8348,127519,5577,399672,8875,313208,9255,70244,4812,242964,7440,131551,5339,36449,3499,95102,4400,51746,3799,8187,1576,43559,3358,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2467111,11107,2249687,10663,116921,4342,28920,2932,88001,4495,62002,3768,7089,1305,54913,3551,28835,2095,8923,1664,19912,2064,9666,1458,1444,729,8222,1350,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1216765,7072,1121977,7080,50195,3004,12355,1664,37840,2921,25384,2149,2087,602,23297,2105,14055,1324,3829,773,10226,1272,5154,1107,914,591,4240,1119,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101701,5567,975576,5824,76941,2673,19199,2168,57742,2968,23482,2356,2178,638,21304,2350,17895,1474,4811,1012,13084,1528,7807,1703,1462,767,6345,1502,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1672134,9367,1578434,9021,44520,2670,10043,1604,34477,2842,27460,2470,3739,998,23721,2135,13818,1811,3022,776,10796,1803,7902,1421,1797,780,6105,1305,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1702030,9725,1500040,10652,72089,4328,16953,2235,55136,4176,103966,4250,6220,1122,97746,4340,21830,2073,6545,1325,15285,2023,4105,1101,821,497,3284,888,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,552051,5238,500764,5601,6919,1171,442,292,6477,1154,38089,2351,2776,609,35313,2328,3846,848,473,233,3373,856,2433,606,757,425,1676,593,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2134517,9936,1768587,11223,134141,4785,26699,2990,107442,4975,115263,5737,13484,1901,101779,4981,76168,3490,18481,1960,57687,3419,40358,3616,4067,1081,36291,3317,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2532067,9349,1922272,10699,204410,5061,57985,3539,146425,5070,278083,7774,53578,4133,224505,6869,94721,3228,30189,2133,64532,3074,32581,3298,4627,1154,27954,2941,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3772433,14208,3391655,14981,122448,3530,18355,1887,104093,3768,141280,5240,18084,1770,123196,5378,57759,2937,12915,1573,44844,3004,59291,3626,11740,1790,47551,3083,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2096477,7824,1852209,9198,86974,3116,18475,2103,68499,3304,67246,3300,7028,1413,60218,3071,52590,2528,12931,1703,39659,2186,37458,2748,10468,1899,26990,2197,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1080991,8431,1035132,8094,24795,2650,4845,1304,19950,2594,9782,1591,976,608,8806,1421,8083,1210,2653,849,5430,1006,3199,785,355,331,2844,663,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2341074,10807,2171119,11003,73271,3162,12153,1808,61118,3347,54642,3324,8060,1356,46582,2991,28439,2158,6587,1115,21852,1856,13603,2110,2722,843,10881,1940,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,404250,4567,379705,4636,9040,1406,198,131,8842,1402,8220,1241,389,273,7831,1258,2327,811,467,281,1860,747,4958,934,24,29,4934,933,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,723800,4514,643311,5471,48393,2703,13963,1508,34430,2591,16649,1828,1780,671,14869,1677,9796,1044,3138,772,6658,1089,5651,1150,1862,896,3789,895,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,982352,9598,699566,8885,174018,5716,40251,3552,133767,5504,37208,3059,4293,1176,32915,2815,60385,3616,14615,2854,45770,3567,11175,2050,2546,924,8629,1874,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,516454,4150,460481,5489,12923,1587,1266,581,11657,1442,31046,2695,3047,880,27999,2691,7863,1172,1747,838,6116,1051,4141,1194,1068,581,3073,1100,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3167629,9918,2183440,11390,465985,7027,135245,4986,330740,7917,317778,8230,58111,3898,259667,8053,156287,5438,39370,3065,116917,4712,44139,3152,6214,1254,37925,2747,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,767285,6715,456810,7181,248958,6209,37259,2810,211699,6278,16534,2116,1676,643,14858,2136,7458,1218,1257,524,6201,1130,37525,2031,4074,701,33451,1971,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7187938,18167,4993522,20585,1023340,11086,285334,7897,738006,12254,739100,12039,162445,6272,576655,11290,319885,6502,116756,4520,203129,6727,112091,5399,20887,2453,91204,4762,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3683364,19202,3295242,18060,242350,6804,72713,5163,169637,6175,75423,4039,7104,1522,68319,3868,48662,3441,11137,2117,37525,3144,21687,2639,2518,982,19169,2637,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,283440,2528,263160,2752,5889,1047,476,338,5413,955,9979,1071,948,327,9031,1051,1787,436,403,236,1384,412,2625,730,315,171,2310,720,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4538555,15280,4180995,16375,122963,5207,19091,2016,103872,4684,144213,5693,20820,2055,123393,5218,54437,3266,12611,1609,41826,3011,35947,3334,7057,1605,28890,2803,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1442731,7338,1304182,7111,86436,3456,23306,1996,63130,2942,19166,1545,1180,466,17986,1513,20328,1406,5981,886,14347,1531,12619,1552,1418,503,11201,1476,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1516979,8379,1299757,8560,114753,4294,23851,2620,90902,3873,47984,3362,5712,1146,42272,3346,44874,2831,12237,1865,32637,2596,9611,1741,1893,808,7718,1557,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4937333,13801,4377462,14261,224268,5428,45446,3652,178822,5147,219871,6638,33853,3215,186018,6091,89867,3992,28766,2290,61101,3156,25865,2512,4833,971,21032,2319,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,412259,3948,320441,4985,40109,2175,12329,1643,27780,2394,39417,2994,7657,1287,31760,2566,9130,1186,2328,864,6802,979,3162,907,306,235,2856,859,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1768834,12783,1638707,12169,74182,4162,21339,2473,52843,3771,33458,3409,1679,586,31779,3335,19199,1926,4504,1165,14695,1888,3288,912,275,198,3013,887,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,323215,3255,298418,3341,8227,856,1884,569,6343,933,7541,958,1030,461,6511,828,1899,599,398,230,1501,601,7130,1030,757,489,6373,948,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2467428,12592,2293619,12239,92663,4280,25169,2370,67494,4136,41358,3286,3814,1159,37544,3057,26649,2213,6697,1318,19952,2344,13139,2380,4512,1761,8627,1753,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
