GEO_ID,B19101H_001E,B19101H_001M,B19101H_002E,B19101H_002M,B19101H_003E,B19101H_003M,B19101H_004E,B19101H_004M,B19101H_005E,B19101H_005M,B19101H_006E,B19101H_006M,B19101H_007E,B19101H_007M,B19101H_008E,B19101H_008M,B19101H_009E,B19101H_009M,B19101H_010E,B19101H_010M,B19101H_011E,B19101H_011M,B19101H_012E,B19101H_012M,B19101H_013E,B19101H_013M,B19101H_014E,B19101H_014M,B19101H_015E,B19101H_015M,B19101H_016E,B19101H_016M,B19101H_017E,B19101H_017M,NAME,B19101H_001MA,B19101H_001EA,B19101H_002MA,B19101H_002EA,B19101H_003EA,B19101H_003MA,B19101H_004MA,B19101H_004EA,B19101H_005MA,B19101H_005EA,B19101H_006MA,B19101H_006EA,B19101H_007MA,B19101H_007EA,B19101H_008EA,B19101H_008MA,B19101H_009MA,B19101H_009EA,B19101H_010MA,B19101H_010EA,B19101H_011MA,B19101H_011EA,B19101H_012MA,B19101H_012EA,B19101H_013EA,B19101H_013MA,B19101H_014MA,B19101H_014EA,B19101H_015MA,B19101H_015EA,B19101H_016MA,B19101H_016EA,B19101H_017MA,B19101H_017EA,state
0400000US29,1296037,12091,52550,3548,38393,2983,50283,3473,57377,3803,61611,4036,67116,3963,64731,3510,70034,3602,60713,3473,127288,4891,152770,5692,194963,6218,118429,5355,67112,3633,61387,3361,51280,2770,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,228874,4161,7669,1090,6918,1333,8013,1330,11505,1167,12439,1398,12467,1467,11300,1428,12202,1742,12549,1485,24606,2292,30540,2468,35662,2693,19157,2183,9450,1563,7863,1298,6534,1126,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,402224,5555,11563,1596,8055,1202,12082,1292,13755,1494,14325,1730,15244,1502,18124,1725,19239,1728,18519,1687,38864,2185,53814,2868,71686,2852,45119,2572,22712,2132,20255,1910,18868,1917,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,382450,7766,13543,2127,7208,1771,11755,1882,11818,2072,16311,1977,14795,2142,17368,2414,20903,3005,21051,3032,36239,3455,43544,4034,58656,4448,42779,3907,24417,2970,22998,3094,19065,2967,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,327960,4931,8030,1446,6062,1415,7349,1417,10499,1634,13239,2127,11984,1586,13491,1920,12792,1942,12308,1656,23608,2016,39636,2661,54936,3368,41311,3158,26045,2348,25846,2371,20824,2090,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1368042,11902,25035,3174,15293,2027,21606,2405,29856,2724,31243,2597,37120,2911,39268,3016,41198,2968,42441,3052,89230,4577,131349,4353,206635,7471,181015,5857,134289,4949,160111,5566,182353,5813,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,229010,4994,7578,1470,5289,1172,7377,1299,9626,1549,8730,1287,10007,1618,10167,1738,8942,1688,10081,1649,18390,1986,27934,2582,36319,3105,23575,2198,15923,2162,15482,1673,13590,2078,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2844691,16018,76196,4160,69666,4171,75491,3844,91907,5023,93326,4082,101839,4757,100413,4800,103643,4634,97250,4321,211575,6851,302531,6970,422650,10561,327066,8727,218395,6769,254583,6939,298160,7522,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1715036,14714,69135,4737,46583,4012,61789,3972,75407,4953,77735,4687,83128,5260,78209,5248,87946,5551,79244,5676,150559,6536,210683,8547,247544,8356,169130,7523,99516,6917,95831,6959,82597,4866,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,159941,3364,4899,1194,2477,526,4136,780,5648,993,5233,772,6393,1161,7184,1102,6592,1162,7795,1312,14942,1792,21208,1513,28923,1947,21072,1823,8941,1193,7373,1041,7125,1236,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2453196,14632,99520,5044,74114,4111,79128,3961,107887,4781,114049,5414,117692,5141,118104,4940,121304,4943,112304,5555,229336,6437,315256,7228,375249,6999,240921,6525,133009,5596,122040,5112,93283,3813,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,713103,6307,32461,2417,21643,1563,29624,2415,32003,2351,37040,2668,36926,2568,36677,2648,37187,2649,34422,2261,67050,3247,87604,3702,103885,4503,67493,3487,36816,3288,26374,1909,25898,1909,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,790720,9558,36180,3183,24242,3036,29353,2561,37604,3297,35226,3037,38508,3069,40012,3359,40103,3437,35104,2635,67091,4215,104094,5162,121188,4998,73793,3972,40127,2491,35566,3201,32529,2546,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2657335,14939,77310,4146,60705,3432,73211,3942,98553,3965,113275,4179,114495,4377,123733,4387,124164,4673,119382,4387,247475,7149,327608,8283,420883,8568,285870,6003,165248,5519,157982,5520,147441,5078,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,202573,4441,6200,1367,4004,933,3935,950,8428,1450,6236,1181,7839,1467,7336,1296,7256,1331,6661,1125,13635,1738,25230,2530,32434,2712,27682,2413,15091,1807,17177,2138,13429,1633,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,821526,10636,31906,3201,22115,2502,33298,3089,33617,2526,38188,2989,37772,3149,41059,3818,42792,3963,38127,3285,79604,5259,99604,5610,124202,6586,86140,5022,45206,3746,37065,3889,30831,3033,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,186871,3916,3917,1003,5657,1382,5561,1011,8110,1367,7901,1335,7912,1173,8949,1493,8490,1380,8682,1283,18706,1791,27566,2162,33098,2390,19228,2315,8579,1176,8148,1329,6367,1090,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1288329,12748,59450,3981,41664,3304,59280,4074,68033,4018,67025,4112,70256,4745,65402,4367,64097,4635,64338,4152,127243,5328,147047,6096,184849,6050,111343,5152,53808,3915,53675,3915,50819,3563,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3101460,17686,89701,5018,59671,4216,72616,4101,101256,5492,108917,6166,121784,5987,118573,6055,124347,5257,113846,6226,239704,7716,352362,11308,481590,12100,382996,11303,222699,8132,245459,8565,265939,9421,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,553756,7527,17622,2312,13089,1994,14037,1993,19840,2150,19165,1994,24693,2372,25095,2538,27821,2956,24532,2578,53473,3770,78695,4767,92794,3888,59378,3395,31277,2616,27172,2358,25073,2526,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,155056,3310,3981,887,3196,733,6195,1197,6963,1093,5658,970,6380,973,6340,889,8404,1209,6835,982,13246,1387,20773,1868,26538,2103,16455,1419,8280,1084,9200,1237,6612,984,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1384500,12351,33802,3270,23104,2127,34145,3371,40454,3637,46003,3619,48691,3487,48401,3170,49733,3481,51049,3684,103053,5557,145508,5581,215433,7964,164981,5806,102306,5158,130387,5789,147450,5279,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1316776,10676,41882,2953,29399,3074,31009,2776,40843,2678,44151,3537,54852,3532,51105,3665,57293,3728,53483,3291,111441,5068,158287,6092,212521,7495,153351,6768,97822,4730,94078,5495,85259,4382,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,454495,7369,26967,2433,19565,2420,25994,2375,26015,2216,28523,2443,25115,2248,23912,1990,27506,2488,22489,2419,40498,2848,50482,3508,59242,3260,35270,2866,17755,2264,14690,1740,10472,1811,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1275349,11550,34367,3067,27306,2221,35156,3124,46443,2991,49024,2533,56460,3616,61212,3033,62155,3558,56138,2647,120562,4459,176465,5047,226001,5659,142947,4853,69864,3634,62596,3573,48653,2546,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,128952,3732,3232,916,2947,966,3434,861,5901,1389,6182,1191,4936,1065,5406,979,5047,994,4314,909,11884,1411,17546,1828,22314,2477,15366,1666,10197,1353,6104,1035,4142,899,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,6518,1267,879,354,659,412,636,471,922,512,180,177,49,83,316,271,235,201,453,311,764,404,581,386,520,336,135,129,23,42,166,195,0,210,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
