GEO_ID,B19101H_001E,B19101H_001M,B19101H_002E,B19101H_002M,B19101H_003E,B19101H_003M,B19101H_004E,B19101H_004M,B19101H_005E,B19101H_005M,B19101H_006E,B19101H_006M,B19101H_007E,B19101H_007M,B19101H_008E,B19101H_008M,B19101H_009E,B19101H_009M,B19101H_010E,B19101H_010M,B19101H_011E,B19101H_011M,B19101H_012E,B19101H_012M,B19101H_013E,B19101H_013M,B19101H_014E,B19101H_014M,B19101H_015E,B19101H_015M,B19101H_016E,B19101H_016M,B19101H_017E,B19101H_017M,NAME,B19101H_001MA,B19101H_001EA,B19101H_002MA,B19101H_002EA,B19101H_003EA,B19101H_003MA,B19101H_004MA,B19101H_004EA,B19101H_005MA,B19101H_005EA,B19101H_006MA,B19101H_006EA,B19101H_007MA,B19101H_007EA,B19101H_008EA,B19101H_008MA,B19101H_009MA,B19101H_009EA,B19101H_010MA,B19101H_010EA,B19101H_011MA,B19101H_011EA,B19101H_012MA,B19101H_012EA,B19101H_013EA,B19101H_013MA,B19101H_014MA,B19101H_014EA,B19101H_015MA,B19101H_015EA,B19101H_016MA,B19101H_016EA,B19101H_017MA,B19101H_017EA,state
0400000US01,883125,9439,34336,3487,28731,3127,36174,2902,43055,3164,45097,3640,42933,3421,42284,2924,44532,3090,42195,3249,78973,4624,105986,5135,131494,4844,88297,5143,43587,3354,40708,3216,34743,2633,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,125113,3766,3026,976,1728,649,1006,372,3896,999,2852,819,3812,1034,3485,863,3753,822,4561,1200,10664,1654,16635,2188,20056,2086,16901,1994,10869,1750,13945,1960,7924,1339,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,988956,12551,36109,4367,22343,2897,28519,3107,42759,3930,41637,3356,43395,3577,46149,3515,50143,3809,44630,4868,90478,5246,112279,6245,154077,7598,101310,5956,63494,4742,57122,4859,54512,4063,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,593511,7493,27531,2512,23953,2801,31981,2368,29133,2684,35428,2836,33142,2892,31883,2388,31902,2624,29984,2719,60241,3588,67004,4053,81048,4034,47885,3468,25261,2547,21677,2526,15458,2022,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3843217,24045,111274,5629,77599,4964,106020,6479,112795,5310,115206,5308,124793,7024,129983,6125,132092,5653,133349,6417,249991,9217,382074,8926,548968,12807,467080,12163,312107,9838,378666,10547,461220,9588,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,932827,11549,27170,2509,15846,2044,19939,2527,28734,2862,25577,2430,36368,3251,36358,3196,37070,2858,37076,3680,77525,4944,104829,5125,144678,6583,116744,4963,70490,4436,81688,4316,72735,3699,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,664004,7320,12239,1857,8160,1662,10526,1569,15160,1852,15868,1976,18300,2296,17627,2130,22517,2154,19196,2302,41696,3031,65377,3955,105925,4756,86569,4376,59847,3063,75356,3497,89641,4007,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,156144,3073,3130,759,1906,580,3482,974,3753,990,5296,1110,6073,1274,5133,1059,6790,998,7203,1209,13082,1567,17456,1956,29272,2688,20409,2223,11205,1532,11578,1675,10376,1291,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34251,1814,39,65,124,177,36,60,42,69,0,200,350,334,153,247,334,239,262,196,524,260,1155,479,2048,628,3148,794,3251,795,5898,1149,16887,1523,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2834268,19461,102238,5607,68360,5033,92315,5478,120822,4844,143044,6832,146856,7405,137258,6725,143902,6974,135016,6993,262029,10755,344998,12511,408510,12408,264754,8527,153196,7002,152235,6643,158735,7472,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1439160,13381,53040,4053,40802,4613,48602,3582,57517,4438,57902,4963,62903,4099,69309,4886,70103,4857,58060,3919,123100,6271,170595,7146,217306,7167,146825,7289,89278,5644,88446,5093,85372,4840,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,88884,3329,2469,610,1676,682,1974,644,2394,803,2490,725,4384,1457,2302,793,4437,1552,4511,1157,8733,1333,10724,1497,13598,1551,8536,1431,5917,1483,7796,1685,6943,1271,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,348876,6152,15019,2107,11232,1571,13897,1910,15255,1686,19488,2588,20179,2579,21515,2593,19370,1907,19248,2171,35012,3354,42430,3428,51304,3553,32065,3523,13713,2035,11169,1791,7980,1443,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2122186,13601,60940,3935,39630,3019,60410,3827,69930,4143,73691,3539,79352,4568,79789,4588,86724,4224,82372,3917,171618,5285,245326,7235,337895,8233,254935,7399,150114,4917,162894,6890,166566,6057,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1395837,11259,57376,3420,40101,3039,47623,3283,57077,2969,62758,3312,74452,4049,69966,4325,71043,3597,67951,4062,142582,5878,182681,6141,220883,6702,132216,6244,69393,4660,52635,3617,47100,3200,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,721018,7316,22313,2657,15462,1504,19962,1714,27137,2457,30152,2195,34380,2779,34229,2204,37914,2474,32831,2123,70221,3178,101539,4055,121895,4596,75303,3784,38162,2483,33361,2463,26157,2153,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,594528,6537,17078,1735,12297,1764,15790,1878,22164,2268,24568,1915,28542,2340,29117,2287,30443,2313,29444,2529,54728,3566,74044,3959,101498,3935,64861,3093,33272,2487,29842,2667,26840,2455,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,997155,9738,61562,4278,42424,3157,51849,3308,50106,3317,52035,2646,53140,3482,50629,3232,50112,3558,49662,3702,89034,4840,120156,5563,135767,5422,81002,4168,44985,3227,34208,2773,30484,2627,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,724484,8286,31498,3246,22536,2411,25107,2949,30657,2616,32408,2720,32579,2809,34688,3107,30333,3095,31185,2341,54029,3479,84416,4690,118291,5622,78404,4236,44013,3325,41356,3144,32984,2684,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,335481,6930,11527,1626,11876,1708,13558,1531,17777,1723,17444,1682,17626,1855,16632,1673,17185,1812,17255,1578,29970,2096,39593,2610,54865,3085,30713,2590,15439,1582,12759,1799,11262,1473,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,832995,7591,17328,2362,12380,1900,13525,1756,16651,2077,18779,2120,24179,2718,23338,2276,23758,2405,22292,2545,55565,3556,76511,3827,125003,5000,106439,4226,85893,4508,99588,4822,111766,4648,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1252690,12473,28871,2896,23058,2428,25958,2848,33453,3363,36150,2932,41488,2942,37878,3125,38874,2878,42151,3505,81328,4168,124503,4161,187297,7043,160770,6070,112088,4454,136411,4961,142412,5340,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1987414,10696,76821,3779,56693,3023,71706,3710,83998,3589,85658,3874,95053,4002,95890,4199,99832,3746,93467,3694,184582,5125,243770,6281,309728,6046,201068,4881,109452,4061,98246,4603,81450,3857,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1183257,8584,26320,2003,21444,1820,27740,2279,37677,2406,41057,2671,41363,2523,43378,2768,49575,2772,47355,2522,101442,3645,152694,5153,208703,5606,148634,4943,88152,3712,77692,3133,70031,3036,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,462494,6044,19389,2470,13950,2000,19250,2628,22752,2180,24592,2769,25876,2450,25028,2456,25137,3041,22140,2652,45595,3418,56997,3350,66884,3911,40032,3171,19356,2246,18998,2321,16518,2142,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
