GEO_ID,B21001_001E,B21001_001M,B21001_002E,B21001_002M,B21001_003E,B21001_003M,B21001_004E,B21001_004M,B21001_005E,B21001_005M,B21001_006E,B21001_006M,B21001_007E,B21001_007M,B21001_008E,B21001_008M,B21001_009E,B21001_009M,B21001_010E,B21001_010M,B21001_011E,B21001_011M,B21001_012E,B21001_012M,B21001_013E,B21001_013M,B21001_014E,B21001_014M,B21001_015E,B21001_015M,B21001_016E,B21001_016M,B21001_017E,B21001_017M,B21001_018E,B21001_018M,B21001_019E,B21001_019M,B21001_020E,B21001_020M,B21001_021E,B21001_021M,B21001_022E,B21001_022M,B21001_023E,B21001_023M,B21001_024E,B21001_024M,B21001_025E,B21001_025M,B21001_026E,B21001_026M,B21001_027E,B21001_027M,B21001_028E,B21001_028M,B21001_029E,B21001_029M,B21001_030E,B21001_030M,B21001_031E,B21001_031M,B21001_032E,B21001_032M,B21001_033E,B21001_033M,B21001_034E,B21001_034M,B21001_035E,B21001_035M,B21001_036E,B21001_036M,B21001_037E,B21001_037M,B21001_038E,B21001_038M,B21001_039E,B21001_039M,NAME,B21001_001EA,B21001_001MA,B21001_002EA,B21001_002MA,B21001_003MA,B21001_003EA,B21001_004EA,B21001_004MA,B21001_005MA,B21001_005EA,B21001_006EA,B21001_006MA,B21001_007EA,B21001_007MA,B21001_008MA,B21001_008EA,B21001_009EA,B21001_009MA,B21001_010MA,B21001_010EA,B21001_011EA,B21001_011MA,B21001_012EA,B21001_012MA,B21001_013MA,B21001_013EA,B21001_014EA,B21001_014MA,B21001_015EA,B21001_015MA,B21001_016MA,B21001_016EA,B21001_017EA,B21001_017MA,B21001_018EA,B21001_018MA,B21001_019EA,B21001_019MA,B21001_020EA,B21001_020MA,B21001_021EA,B21001_021MA,B21001_022MA,B21001_022EA,B21001_023EA,B21001_023MA,B21001_024MA,B21001_024EA,B21001_025EA,B21001_025MA,B21001_026EA,B21001_026MA,B21001_027MA,B21001_027EA,B21001_028EA,B21001_028MA,B21001_029MA,B21001_029EA,B21001_030EA,B21001_030MA,B21001_031EA,B21001_031MA,B21001_032EA,B21001_032MA,B21001_033EA,B21001_033MA,B21001_034MA,B21001_034EA,B21001_035MA,B21001_035EA,B21001_036EA,B21001_036MA,B21001_037EA,B21001_037MA,B21001_038MA,B21001_038EA,B21001_039EA,B21001_039MA,state
0400000US01,3662910,3327,395753,8677,3267157,9567,1740652,4350,363029,7811,1377623,9426,534411,3792,25596,3058,508815,4768,629892,3265,93135,4862,536757,6137,291039,1682,93693,3848,197346,4031,173865,1537,77322,3088,96543,3320,111445,1165,73283,2309,38162,2332,1922258,3457,32724,2918,1889534,4784,550528,2900,8323,1626,542205,3326,665430,3367,15503,1883,649927,3778,317820,1658,5810,1406,312010,2123,206392,1428,1571,540,204821,1492,182088,1263,1517,586,180571,1444,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,517799,1913,72407,3845,445392,4135,262990,1961,63884,3301,199106,3718,87254,2031,8381,1441,78873,2451,99817,1708,20369,2292,79448,2901,47504,824,17248,1690,30256,1828,19177,720,11481,1011,7696,988,9238,511,6405,737,2833,619,254809,1111,8523,1473,246286,1681,83219,1477,2550,1061,80669,1454,98266,1457,4061,1060,94205,1699,43372,790,1386,601,41986,975,18650,930,316,197,18334,894,11302,391,210,176,11092,427,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4842927,2377,533608,13610,4309319,13590,2383149,2475,488779,13158,1894370,12906,771412,3249,44161,6320,727251,6851,829668,2594,104242,6449,725426,6204,360022,1335,110042,5761,249980,5899,247816,1356,113590,4453,134226,4808,174231,1133,116744,3113,57487,2992,2459778,2163,44829,4218,2414949,4701,730878,2347,10062,2621,720816,3488,831208,2450,16759,2612,814449,3406,396586,1362,8841,1777,387745,2115,276278,1541,3544,965,272734,1849,224828,1421,5623,1232,219205,1786,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2221409,1882,238790,6929,1982619,7220,1075168,2491,221287,6239,853881,6715,332011,3729,18559,2742,313452,4685,379914,3420,51415,3264,328499,4667,176181,1606,55196,3170,120985,3207,112310,1156,47846,2339,64464,2651,74752,1078,48271,1870,26481,1780,1146241,2110,17503,2017,1128738,2489,330025,2697,3893,1066,326132,2722,386699,2444,8524,1758,378175,2814,187954,1481,2779,676,185175,1572,126627,1120,867,336,125760,1231,114936,1146,1440,507,113496,1261,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28292703,5322,1910994,20168,26381709,20405,13889599,5703,1778544,19154,12111055,19207,4739896,5427,144842,7050,4595054,9325,5193015,4643,387364,11222,4805651,12247,2034965,2229,407948,10539,1627017,10616,1103455,2015,390258,7352,713197,7300,818268,1865,448132,6686,370136,6512,14403104,3068,132450,5821,14270654,6217,4535670,4319,31515,3488,4504155,5208,5208247,3649,51878,3722,5156369,5097,2182857,2696,21063,2782,2161794,3496,1273536,2172,9540,1479,1263996,2794,1202794,2259,18454,1817,1184340,2790,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3857537,3069,411754,9278,3445783,9473,1911621,3378,374272,8231,1537349,8115,624629,3284,28576,3059,596053,3952,722153,2933,102121,5271,620032,5899,308160,1421,97311,4019,210849,4148,156874,1216,76818,3023,80056,2987,99805,1136,69446,1993,30359,2112,1945916,2305,37482,3241,1908434,3899,597044,2833,8293,1810,588751,3097,710192,2659,16822,2240,693370,3593,319862,1401,6631,1299,313231,1797,171711,1374,2084,622,169627,1438,147107,1015,3652,897,143455,1485,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2768440,1229,225987,5962,2542453,5987,1324530,1584,213982,5882,1110548,5899,379221,1853,11115,1965,368106,2273,505245,1528,41389,3278,463856,3253,222425,954,48369,3046,174056,3163,121993,917,49620,2455,72373,2557,95646,594,63489,2031,32157,2141,1443910,1150,12005,1601,1431905,1890,374409,1283,1491,673,372918,1370,533300,1186,4675,1011,528625,1673,238526,769,2442,964,236084,1313,141925,806,1026,529,140899,968,155750,669,2371,691,153379,983,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,699180,970,77885,3895,621295,3965,332453,1103,71504,3510,260949,3477,99708,1097,4418,1368,95290,1523,119371,895,16373,1918,102998,2137,54689,424,16908,1603,37781,1631,35256,611,18029,1380,17227,1345,23429,547,15776,1032,7653,1054,366727,764,6381,1482,360346,1636,103355,926,1541,809,101814,1120,126942,886,2408,820,124534,1294,61203,535,1440,592,59763,789,40496,593,458,328,40038,703,34731,536,534,291,34197,594,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,510283,789,29719,2473,480564,2429,236767,834,26338,2295,210429,2258,98822,771,2557,947,96265,924,79093,233,6820,1293,72273,1312,31038,313,5374,811,25664,822,16440,341,4963,913,11477,946,11374,406,6624,813,4750,898,273516,275,3381,864,270135,878,116742,321,644,454,116098,548,78826,205,1364,558,77462,617,36024,132,674,348,35350,382,21320,230,401,283,20919,338,20604,238,298,235,20306,334,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15012091,4726,1571482,19671,13440609,20492,7233205,5862,1462287,17745,5770918,19720,2067788,6587,86354,5910,1981434,9237,2524796,5641,314334,8934,2210462,10622,1146216,3082,312517,9992,833699,10573,828572,3588,339859,6890,488713,7581,665833,2305,409223,5499,256610,5877,7778886,4497,109195,6235,7669691,7773,2020223,5806,15102,2135,2005121,6293,2608490,4928,52203,5005,2556287,7028,1285183,3489,20649,2671,1264534,4828,949135,3548,8532,1577,940603,4150,915855,2806,12709,2043,903146,3459,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
