GEO_ID,C18107_001E,C18107_001M,C18107_002E,C18107_002M,C18107_003E,C18107_003M,C18107_004E,C18107_004M,C18107_005E,C18107_005M,C18107_006E,C18107_006M,C18107_007E,C18107_007M,C18107_008E,C18107_008M,C18107_009E,C18107_009M,C18107_010E,C18107_010M,C18107_011E,C18107_011M,C18107_012E,C18107_012M,C18107_013E,C18107_013M,C18107_014E,C18107_014M,C18107_015E,C18107_015M,NAME,C18107_001EA,C18107_001MA,C18107_002EA,C18107_002MA,C18107_003MA,C18107_003EA,C18107_004MA,C18107_004EA,C18107_005MA,C18107_005EA,C18107_006EA,C18107_006MA,C18107_007MA,C18107_007EA,C18107_008MA,C18107_008EA,C18107_009MA,C18107_009EA,C18107_010MA,C18107_010EA,C18107_011MA,C18107_011EA,C18107_012EA,C18107_012MA,C18107_013EA,C18107_013MA,C18107_014EA,C18107_014MA,C18107_015MA,C18107_015EA,state
0400000US17,9596119,2424,4614983,4757,3938823,4767,115022,4401,3823801,6255,676160,2302,83033,3753,593127,4826,4981136,4537,4075272,4311,129546,6070,3945726,7642,905864,2673,175458,5452,730406,5974,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4824008,2611,2330152,3243,1974747,3330,72893,4260,1901854,5362,355405,1738,37065,2378,318340,2935,2493856,2913,2029923,2898,84230,4780,1945693,5238,463933,1865,88076,3605,375857,4121,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2295904,2279,1122885,2704,933898,2372,26199,2309,907699,3398,188987,1222,18068,1518,170919,1751,1173019,2593,927513,2142,29510,2379,898003,3254,245506,1490,36501,2020,209005,2158,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2092319,2123,1013855,2622,854325,2376,28228,3022,826097,3591,159530,1374,18413,1776,141117,2093,1078464,2309,874124,2119,33815,2853,840309,2993,204340,1529,34614,2280,169726,2599,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3261409,3402,1564029,3968,1314390,3622,75561,4505,1238829,5767,249639,1672,37336,2077,212303,2721,1697380,2691,1375640,2700,78386,3841,1297254,4573,321740,2167,72478,3664,249262,3515,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3355775,2537,1588339,3277,1351449,3301,64744,5173,1286705,6077,236890,1371,34760,2512,202130,2575,1767436,2891,1453631,2778,68712,4029,1384919,4415,313805,1603,69599,3026,244206,3031,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1044220,1236,503379,1643,409496,1432,17493,1907,392003,2214,93883,903,11118,1354,82765,1564,540841,1435,424525,1389,18842,2019,405683,2418,116316,1011,17941,1520,98375,1753,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4392090,2512,2070496,3140,1767349,3001,48402,3596,1718947,4255,303147,1740,32564,2541,270583,3184,2321594,2677,1917189,2589,63316,4398,1853873,4702,404405,1788,79921,4047,324484,3962,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5105723,1589,2426337,2472,2051709,2075,62000,4289,1989709,4792,374628,1583,40722,3024,333906,3219,2679386,2029,2171430,1380,81244,5143,2090186,5174,507956,1760,94266,3894,413690,4579,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7472775,2458,3596737,3054,3006529,3249,137087,5552,2869442,6359,590208,1578,71240,3549,518968,4021,3876038,2520,3116224,2316,151199,5539,2965025,5735,759814,1926,147180,4161,612634,4893,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4010693,2685,1969348,2856,1671781,2675,42678,3078,1629103,4345,297567,1342,29925,2147,267642,2548,2041345,2522,1668552,2448,47865,2970,1620687,4116,372793,1634,55026,2988,317767,3538,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2162239,2496,1012193,2988,852684,2888,46071,3191,806613,4105,159509,1272,25130,2233,134379,2364,1150046,2275,935528,2210,50695,4045,884833,4719,214518,1415,54040,2824,160478,3064,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4489713,3943,2149724,4181,1791555,3545,69153,3844,1722402,5132,358169,2147,45183,2855,312986,3460,2339989,3570,1879520,3731,86817,4839,1792703,6135,460469,2109,86017,4443,374452,4630,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,761112,1535,376010,1821,307118,1691,11285,1791,295833,2435,68892,823,6451,877,62441,1134,385102,1531,307688,1749,11522,1807,296166,2475,77414,840,12076,1470,65338,1648,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1355197,1879,660521,2271,556403,2107,13420,1840,542983,2721,104118,896,8806,1209,95312,1507,694676,1910,560897,1716,16644,1965,544253,2588,133779,1113,18548,1420,115231,1619,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2024630,2204,1005332,2402,846310,2703,26560,3714,819750,4534,159022,1042,17564,2326,141458,2463,1019298,1831,842156,1886,29875,3953,812281,4089,177142,1025,27992,2593,149150,2696,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1024658,983,499634,1496,419863,1462,12075,1762,407788,2228,79771,666,8117,1382,71654,1441,525024,1383,427871,1381,13350,1749,414521,2183,97153,885,13405,1610,83748,1582,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6674815,1935,3186342,2196,2692258,2068,71314,4493,2620944,5196,494084,1545,57970,3207,436114,3244,3488473,1818,2814680,2047,83934,4278,2730746,4866,673793,1775,130719,4671,543074,5083,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1530455,2337,739100,2266,613238,2387,26074,2998,587164,4157,125862,1130,16213,1695,109649,1838,791355,1409,639011,1634,25384,2620,613627,3035,152344,1101,30665,2307,121679,2236,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,14938309,3561,7084810,4766,6010741,4944,167203,6244,5843538,8227,1074069,2291,123174,4819,950895,5184,7853499,3581,6363833,3326,204743,6520,6159090,6749,1489666,2786,291805,7593,1197861,7800,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7174146,5811,3383938,6778,2851076,6828,118720,5899,2732356,9276,532862,2520,62990,3881,469872,4399,3790208,4930,3088412,4665,127256,6289,2961156,8003,701796,2554,142246,4825,559550,4989,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,518572,1273,260027,1669,218238,1669,4046,771,214192,1840,41789,463,3541,702,38248,712,258545,1438,207927,1469,4668,982,203259,1714,50618,580,8137,1042,42481,1112,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8680762,2980,4156728,3629,3476121,3790,131753,5443,3344368,6608,680607,2449,79246,3734,601361,4145,4524034,3501,3624965,3414,157253,5479,3467712,6141,899069,2439,172104,4518,726965,4720,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2776475,1792,1339537,2796,1119457,2808,46924,2753,1072533,3996,220080,1210,28626,1490,191454,1774,1436938,2462,1158279,2271,58620,3529,1099659,4201,278659,1612,52830,2491,225829,2731,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2971581,2069,1443021,2386,1200443,2573,37537,3390,1162906,3901,242578,1514,25388,2231,217190,2827,1528560,2391,1227937,2609,49857,3760,1178080,4282,300623,1503,51083,2886,249540,2948,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9785016,2272,4673106,3631,3860832,3301,145581,6170,3715251,6786,812274,2259,93380,3675,718894,3658,5111910,3324,4022534,3041,175302,6358,3847232,7516,1089376,2261,209922,5961,879454,6805,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,816493,956,387071,1147,325451,1275,11545,1735,313906,2337,61620,818,7082,1051,54538,1372,429422,801,344983,887,10863,1458,334120,1586,84439,732,15774,1872,68665,1955,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3499755,3852,1649406,4191,1369762,3746,59650,4769,1310112,5755,279644,1917,34466,3060,245178,3622,1850349,3039,1492814,2738,67714,4913,1425100,5846,357535,2085,73674,4351,283861,4600,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,604801,1404,298013,1925,247393,1792,6591,1209,240802,2261,50620,787,4780,900,45840,1115,306788,1692,244121,1350,7947,1533,236174,2026,62667,984,9903,1288,52764,1439,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4814572,4378,2290733,5501,1919354,5584,97464,5145,1821890,7959,371379,1814,48038,3486,323341,3669,2523839,3436,2043501,3488,112560,6286,1930941,6479,480338,2246,112415,4119,367923,4397,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18250484,5763,8817917,7698,7657968,7559,237170,8429,7420798,11882,1159949,3783,152892,5993,1007057,7293,9432567,6338,7965935,6195,278860,10361,7687075,11238,1466632,3842,319225,9784,1147407,10477,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1911836,2050,946008,2487,829388,2458,21186,2854,808202,3658,116620,998,11189,1593,105431,1632,965828,2326,828356,2279,25686,2747,802670,3553,137472,997,22547,1937,114925,2138,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,494560,892,240813,927,199868,975,6112,1116,193756,1521,40945,522,4140,784,36805,796,253747,916,204295,802,7357,1125,196938,1469,49452,389,8421,875,41031,957,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6038083,5536,2864554,6120,2435829,6019,72301,3977,2363528,6706,428725,2403,48533,2955,380192,3464,3173529,4307,2620133,4853,84319,4786,2535814,6827,553396,2886,107342,3983,446054,4656,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5138643,3783,2512609,4086,2133930,4308,69257,3750,2064673,5344,378679,1924,41840,2913,336839,3220,2626034,3415,2163969,3806,87181,5271,2076788,6018,462065,2315,88793,4102,373272,4555,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1441183,2043,697137,3174,568091,2966,36127,2782,531964,3680,129046,1176,18807,1779,110239,2242,744046,2464,580463,2419,37759,2980,542704,3539,163583,1220,37319,2074,126264,2132,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4311142,2172,2106021,3281,1770176,3201,51568,3118,1718608,4315,335845,1539,34707,1959,301138,2345,2205121,2612,1779475,2421,57304,3336,1722171,4207,425646,1864,66626,2784,359020,3149,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,424238,1158,214304,1518,181644,1506,4695,1525,176949,1972,32660,388,2695,731,29965,890,209934,1441,172954,1374,6096,1207,166858,1885,36980,650,4506,819,32474,1076,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2804850,666,1305141,828,1062796,796,78493,4664,984303,4731,242345,609,60548,3182,181797,3250,1499709,684,1183616,446,79773,5106,1103843,5138,316093,511,116395,3482,199698,3486,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
