GEO_ID,B08513_001E,B08513_001M,B08513_002E,B08513_002M,B08513_003E,B08513_003M,B08513_004E,B08513_004M,B08513_005E,B08513_005M,B08513_006E,B08513_006M,B08513_007E,B08513_007M,B08513_008E,B08513_008M,B08513_009E,B08513_009M,B08513_010E,B08513_010M,B08513_011E,B08513_011M,B08513_012E,B08513_012M,B08513_013E,B08513_013M,B08513_014E,B08513_014M,B08513_015E,B08513_015M,B08513_016E,B08513_016M,B08513_017E,B08513_017M,B08513_018E,B08513_018M,B08513_019E,B08513_019M,B08513_020E,B08513_020M,B08513_021E,B08513_021M,B08513_022E,B08513_022M,B08513_023E,B08513_023M,B08513_024E,B08513_024M,B08513_025E,B08513_025M,B08513_026E,B08513_026M,B08513_027E,B08513_027M,B08513_028E,B08513_028M,B08513_029E,B08513_029M,B08513_030E,B08513_030M,B08513_031E,B08513_031M,B08513_032E,B08513_032M,B08513_033E,B08513_033M,B08513_034E,B08513_034M,B08513_035E,B08513_035M,B08513_036E,B08513_036M,B08513_037E,B08513_037M,B08513_038E,B08513_038M,B08513_039E,B08513_039M,B08513_040E,B08513_040M,B08513_041E,B08513_041M,B08513_042E,B08513_042M,B08513_043E,B08513_043M,B08513_044E,B08513_044M,B08513_045E,B08513_045M,B08513_046E,B08513_046M,B08513_047E,B08513_047M,B08513_048E,B08513_048M,B08513_049E,B08513_049M,B08513_050E,B08513_050M,B08513_051E,B08513_051M,B08513_052E,B08513_052M,B08513_053E,B08513_053M,B08513_054E,B08513_054M,B08513_055E,B08513_055M,B08513_056E,B08513_056M,NAME,B08513_001MA,B08513_001EA,B08513_002EA,B08513_002MA,B08513_003EA,B08513_003MA,B08513_004MA,B08513_004EA,B08513_005MA,B08513_005EA,B08513_006MA,B08513_006EA,B08513_007EA,B08513_007MA,B08513_008EA,B08513_008MA,B08513_009EA,B08513_009MA,B08513_010MA,B08513_010EA,B08513_011MA,B08513_011EA,B08513_012MA,B08513_012EA,B08513_013EA,B08513_013MA,B08513_014EA,B08513_014MA,B08513_015MA,B08513_015EA,B08513_016MA,B08513_016EA,B08513_017MA,B08513_017EA,B08513_018EA,B08513_018MA,B08513_019EA,B08513_019MA,B08513_020EA,B08513_020MA,B08513_021MA,B08513_021EA,B08513_022MA,B08513_022EA,B08513_023EA,B08513_023MA,B08513_024EA,B08513_024MA,B08513_025EA,B08513_025MA,B08513_026MA,B08513_026EA,B08513_027MA,B08513_027EA,B08513_028EA,B08513_028MA,B08513_029EA,B08513_029MA,B08513_030EA,B08513_030MA,B08513_031EA,B08513_031MA,B08513_032EA,B08513_032MA,B08513_033MA,B08513_033EA,B08513_034EA,B08513_034MA,B08513_035EA,B08513_035MA,B08513_036EA,B08513_036MA,B08513_037EA,B08513_037MA,B08513_038EA,B08513_038MA,B08513_039MA,B08513_039EA,B08513_040EA,B08513_040MA,B08513_041MA,B08513_041EA,B08513_042EA,B08513_042MA,B08513_043EA,B08513_043MA,B08513_044MA,B08513_044EA,B08513_045MA,B08513_045EA,B08513_046EA,B08513_046MA,B08513_047EA,B08513_047MA,B08513_048EA,B08513_048MA,B08513_049MA,B08513_049EA,B08513_050MA,B08513_050EA,B08513_051EA,B08513_051MA,B08513_052MA,B08513_052EA,B08513_053EA,B08513_053MA,B08513_054MA,B08513_054EA,B08513_055MA,B08513_055EA,B08513_056MA,B08513_056EA,state
0400000US01,1914756,17722,1793398,19192,76821,4559,32614,2906,44207,3831,44537,3237,29058,2624,15479,2566,1626125,16768,1540144,18273,52720,3777,27183,2745,25537,2887,33261,2687,23268,2588,9993,1778,188241,9426,161732,8258,19521,3670,4036,1098,15485,3323,6988,1845,3368,1177,3620,1419,8782,1424,7949,1296,459,438,0,193,459,438,374,317,228,299,146,105,20821,2668,18585,2531,1022,572,574,302,448,392,1214,616,802,524,412,322,19661,2491,16196,2495,2062,988,562,436,1500,882,1403,1031,240,213,1163,989,51126,4304,48792,4287,1037,547,259,317,778,482,1297,523,1152,501,145,173,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,355925,6110,298286,6718,16205,1538,12045,1537,4160,1030,41434,2783,27850,2590,13584,1449,239776,6215,208177,6283,10810,1411,8804,1543,2006,759,20789,2086,14557,2001,6232,1191,43590,3508,34563,3231,2037,774,1112,534,925,532,6990,1174,4045,964,2945,815,6061,1575,4930,1404,315,256,163,207,152,112,816,460,459,331,357,301,27655,2070,19336,2165,1398,468,898,436,500,253,6921,1007,4189,760,2732,610,21968,1876,16725,1787,758,482,498,396,260,286,4485,779,3544,671,941,318,16875,2033,14555,1796,887,534,570,398,317,363,1433,514,1056,462,377,264,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2623436,18031,1936760,19304,516939,13642,314899,14815,202040,8527,169737,7841,121673,6875,48064,4576,1991552,20267,1491169,16853,379930,13815,244099,13091,135831,7562,120453,7314,86549,5559,33904,3985,303211,12323,192796,10682,84882,7160,42343,4682,42539,4918,25533,3535,17095,3045,8438,2008,52302,4776,33603,4030,13652,2942,7913,2198,5739,1683,5047,1154,3836,1075,1211,601,58610,6476,41170,5431,11831,2911,5828,1845,6003,2252,5609,1163,4428,1039,1181,554,71979,5728,52460,4744,14792,3228,7261,2218,7531,2020,4727,1260,3830,1153,897,554,145782,8522,125562,7810,11852,1938,7455,1675,4397,1445,8368,1606,5935,1462,2433,843,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1214826,11798,1116466,11967,71415,4232,31313,4031,40102,3888,26945,3045,15802,2500,11143,1994,1005949,12850,935747,12482,51420,3754,24355,3789,27065,3454,18782,2692,11439,2280,7343,1418,124777,6639,104935,6096,14145,2726,5178,1722,8967,2405,5697,2037,2846,1144,2851,1445,5346,1194,4863,1167,336,303,86,117,250,288,147,169,147,169,0,193,21936,2456,18489,2010,2728,1202,811,467,1917,985,719,448,315,244,404,386,16249,2462,14156,2127,1364,805,299,284,1065,731,729,440,398,378,331,230,40569,3617,38276,3511,1422,733,584,494,838,546,871,384,657,356,214,202,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16042489,40016,9006646,41236,4539772,37303,2260582,29444,2279190,26855,2496071,22243,1517635,19189,978436,18889,11759523,45850,6842868,39896,3108719,35093,1715407,26350,1393312,23809,1807936,19747,1133882,18926,674054,14474,1781154,26616,766452,17592,703479,17169,276779,9171,426700,13272,311223,11453,164805,7808,146418,7541,825845,15872,367274,10870,324291,10799,104351,5856,219940,8991,134280,7087,74597,4746,59683,4852,443040,12873,231132,7303,138405,7421,58731,4153,79674,5910,73503,5401,42377,3985,31126,3350,375575,11879,210023,8297,124565,7835,39996,4046,84569,6604,40987,3090,24705,2457,16282,2531,857352,17561,588897,15970,140313,7284,65318,5201,74995,5054,128142,6625,77269,5092,50873,4071,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2462381,12823,2082996,12771,255650,8877,138667,7325,116983,6067,123735,6430,89830,5912,33905,3260,1862725,13933,1599665,13257,175790,7983,102409,6759,73381,4830,87270,5237,63828,5189,23442,2567,238625,8207,177472,7348,45357,4335,18946,2688,26411,2983,15796,2592,10421,1867,5375,1896,76857,4987,57043,4457,12793,2337,5744,1527,7049,1693,7021,1775,4543,1335,2478,1105,71869,4964,59328,3996,8612,2268,4729,1174,3883,1726,3929,1016,3012,938,917,374,57351,4675,47725,4297,5743,1383,2786,956,2957,1109,3883,986,2913,838,970,533,154954,7327,141763,6661,7355,1612,4053,1156,3302,1077,5836,1321,5113,1196,723,375,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1710953,13550,1340639,12247,185940,5278,98093,5115,87847,5349,184374,7001,123730,5745,60644,4402,1352837,13807,1103354,12206,115534,5605,67881,4442,47653,4041,133949,5757,93508,4799,40441,3648,151893,8209,93452,5562,33000,4192,12807,1945,20193,3581,25441,3317,12966,2144,12475,2359,59778,4949,33777,3433,19087,2567,7968,1693,11119,2381,6914,1377,4069,1171,2845,914,51759,4224,34389,3099,9391,2708,4883,1331,4508,2402,7979,1430,5862,1039,2117,907,22251,3257,13867,2829,5425,1493,2546,978,2879,1227,2959,1101,1648,656,1311,895,72435,4059,61800,3846,3503,1179,2008,1008,1495,627,7132,1310,5677,1147,1455,638,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,407733,7229,351715,6877,27916,2985,16510,2504,11406,1886,28102,3033,20349,2580,7753,1456,333736,8376,292798,7960,18763,2497,12609,2032,6154,1422,22175,2917,16182,2447,5993,1422,36345,3475,27149,2760,5532,1503,2325,973,3207,1154,3664,972,2360,827,1304,533,10449,2026,7439,1836,2220,950,906,517,1314,781,790,534,571,527,219,162,8687,1755,7424,1647,802,589,180,172,622,536,461,386,440,379,21,35,3493,951,3234,920,64,71,35,58,29,38,195,202,65,108,130,166,15023,1984,13671,1904,535,342,455,338,80,93,817,577,731,575,86,86,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,805581,14168,621106,13223,73288,4542,43524,4216,29764,2822,111187,6264,85569,5249,25618,2874,345873,10435,268810,9611,30296,3007,18242,2229,12054,1898,46767,4437,35202,3588,11565,2131,80499,5357,56848,4370,9966,1898,5421,1400,4545,1220,13685,2245,10271,1903,3414,892,306244,10741,237986,8612,26617,3013,15712,2687,10905,1845,41641,4432,32482,3730,9159,1809,37409,3153,29409,3155,3098,848,2279,860,819,468,4902,1427,4419,1425,483,316,20856,2345,15696,2127,2179,795,1050,450,1129,763,2981,867,2539,760,442,326,14700,2159,12357,2076,1132,511,820,436,312,274,1211,473,656,320,555,330,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7951248,35473,5598142,34470,1750911,20355,953953,20358,796958,20230,602195,15498,373920,12565,228275,11201,6346735,39773,4574418,30728,1313579,21151,786605,20041,526974,15513,458738,14279,295350,11467,163388,8818,789125,21924,478860,17095,238360,13067,88567,6697,149793,10552,71905,6160,37728,4039,34177,5143,166437,9668,82602,6767,59179,5921,18658,2920,40521,5377,24656,4787,10856,3826,13800,2736,120196,7428,77643,6537,33071,4497,12501,2574,20570,4191,9482,1972,5028,1423,4454,1453,160642,8144,102889,4881,44896,6196,12642,2865,32254,5167,12857,2475,6678,1449,6179,1962,368113,13214,281730,12107,61826,5676,34980,4297,26846,3572,24557,2979,18280,2706,6277,1767,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
