GEO_ID,C15003_001E,C15003_001M,C15003_002E,C15003_002M,C15003_003E,C15003_003M,C15003_004E,C15003_004M,C15003_005E,C15003_005M,C15003_006E,C15003_006M,C15003_007E,C15003_007M,C15003_008E,C15003_008M,C15003_009E,C15003_009M,C15003_010E,C15003_010M,C15003_011E,C15003_011M,C15003_012E,C15003_012M,C15003_013E,C15003_013M,C15003_014E,C15003_014M,C15003_015E,C15003_015M,C15003_016E,C15003_016M,C15003_017E,C15003_017M,C15003_018E,C15003_018M,NAME,C15003_001MA,C15003_001EA,C15003_002MA,C15003_002EA,C15003_003EA,C15003_003MA,C15003_004EA,C15003_004MA,C15003_005EA,C15003_005MA,C15003_006EA,C15003_006MA,C15003_007MA,C15003_007EA,C15003_008MA,C15003_008EA,C15003_009EA,C15003_009MA,C15003_010EA,C15003_010MA,C15003_011EA,C15003_011MA,C15003_012MA,C15003_012EA,C15003_013MA,C15003_013EA,C15003_014MA,C15003_014EA,C15003_015EA,C15003_015MA,C15003_016EA,C15003_016MA,C15003_017EA,C15003_017MA,C15003_018EA,C15003_018MA,state
0400000US01,3193078,4624,41683,3315,16857,2145,34779,2932,84603,4385,85453,5611,117023,6105,113704,5085,57644,3824,818373,13522,167077,7190,193684,6362,515504,10989,236162,7930,443488,11458,190977,6981,43117,3072,32950,2924,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,456862,1804,2682,788,2628,591,2555,812,6129,1069,3903,986,7147,1268,7923,1164,4654,1057,104706,4828,23667,2609,35732,3054,100675,4814,34000,2884,77153,3956,29269,2642,8000,1406,6039,1573,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4211223,3828,50910,5314,37949,4464,88031,6241,84764,5778,76975,5947,80745,5833,98679,6943,84044,6439,869809,20975,166778,7203,308284,12189,796860,17763,348197,13006,719546,14987,291892,10829,64212,4258,43548,4313,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1943427,3997,21746,2382,13882,2099,26459,3671,59021,3682,41880,3864,55422,3698,64508,3926,32623,3452,576505,14060,116711,4717,126508,6613,300268,9824,113074,5621,254903,7605,96313,5835,25130,2800,18474,2232,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24443872,5625,589636,13968,462166,14212,989296,19302,470536,14767,534393,13057,409989,10419,540836,15568,625239,14149,4613751,38237,537243,12499,1398960,21066,3993070,32945,1872437,23018,4697422,39369,1791770,21779,559241,13995,357887,12930,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3387310,3216,29953,3408,21155,2857,43895,4548,40444,3616,42521,3603,45021,3430,59951,4326,48345,3599,627471,11806,130229,5637,217976,8541,555829,10779,281428,8697,789859,16005,331369,9338,70901,4465,50963,3765,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2444403,1883,28196,3068,15517,1983,24116,3175,40529,3000,31307,2948,43625,3748,43353,3688,40051,3474,597976,11310,78537,4998,128838,5466,309180,10064,179119,5971,500103,9320,275007,9354,70962,3864,37987,3385,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,611120,929,7952,1663,3493,1107,4939,1546,12148,2102,9757,2078,15491,2262,15706,2284,10030,1373,173692,5836,19239,2600,37584,3236,82244,3707,42602,4141,104599,4415,49862,4172,11217,1897,10565,1883,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,428261,167,7120,1773,2891,1078,5051,1315,6854,1344,6802,1395,7956,1299,11246,1573,6770,1145,64742,4289,11155,1617,13822,1955,47181,3565,11907,1782,99622,3700,74134,4232,34099,2592,16909,2188,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13267581,9014,182138,10152,114362,7119,214920,11742,237842,9990,223152,9111,281557,10632,307373,9592,306458,11998,3481927,39347,551147,15005,841270,18679,1920222,29888,1175984,23075,2190780,26016,843014,17281,250768,9689,144667,8431,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6308961,10090,75436,5165,47984,4813,104683,8529,140845,6619,150731,8945,188545,10153,179325,8736,101783,6121,1551404,24642,297737,10535,341468,10325,970101,17589,419954,12417,1119648,20805,435733,12726,113762,5534,69822,5136,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,939512,1375,8912,1384,6656,1557,12963,1903,12531,1725,9270,1583,12485,1607,12127,2162,13444,2045,245566,6276,21897,2556,49239,3525,166948,5363,94200,4788,180231,6372,63432,2993,18812,2230,10799,1568,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,998460,2711,10397,1724,7786,1654,12691,1735,14134,2030,14122,1734,19186,2164,19862,2413,15521,1925,224424,9056,50609,3615,82382,5138,186302,7309,88949,5519,174646,7146,55345,3914,12617,2334,9487,1763,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8521694,5022,91335,5165,56136,3978,150892,7185,182457,7377,120314,7379,160880,7481,176315,6624,153252,6264,2054602,20432,296720,9516,552803,11843,1259175,17082,622949,13052,1645334,21698,712735,13258,190433,6643,95362,5319,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4255459,5260,37542,2882,15455,2284,33124,3652,91622,4884,72403,4636,115421,6059,112612,5438,63628,3716,1301470,14195,208303,6042,281024,10135,608829,11999,334810,10029,628173,12300,255703,7785,52157,3973,43183,4103,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2027201,3883,13038,1950,6813,1445,13489,1618,41837,2921,21021,1947,28323,2404,38187,2733,27381,2080,589057,8466,81046,4152,147145,5488,284866,7408,211899,7363,358051,8594,113481,4927,31379,2486,20188,2098,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1852094,3310,15146,2308,8780,1613,19965,2415,32581,2637,20680,1982,30036,2980,32187,2879,25347,2013,431469,9704,85014,4106,146975,5414,308756,7880,137051,5109,365541,8513,141195,5522,31501,2657,19870,2659,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2922350,4214,33369,2982,18374,2406,31333,2814,120795,4734,68869,4680,92641,5303,85487,4070,44146,3745,784978,13811,211951,7862,199861,6973,410936,10009,203585,8774,359975,10352,183043,6804,46260,2810,26747,2989,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2972737,4320,37747,3147,20948,2601,37254,3247,85527,4470,70595,4881,99242,5038,119294,6471,50094,3334,864302,12891,160523,6885,162308,6795,481603,10629,155360,6799,415415,10704,144023,6486,44442,3392,24060,2683,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
