GEO_ID,C17022_001E,C17022_001M,C17022_002E,C17022_002M,C17022_003E,C17022_003M,C17022_004E,C17022_004M,C17022_005E,C17022_005M,C17022_006E,C17022_006M,C17022_007E,C17022_007M,C17022_008E,C17022_008M,C17022_009E,C17022_009M,C17022_010E,C17022_010M,C17022_011E,C17022_011M,C17022_012E,C17022_012M,C17022_013E,C17022_013M,C17022_014E,C17022_014M,C17022_015E,C17022_015M,C17022_016E,C17022_016M,C17022_017E,C17022_017M,C17022_018E,C17022_018M,C17022_019E,C17022_019M,C17022_020E,C17022_020M,C17022_021E,C17022_021M,NAME,C17022_001MA,C17022_001EA,C17022_002MA,C17022_002EA,C17022_003EA,C17022_003MA,C17022_004MA,C17022_004EA,C17022_005MA,C17022_005EA,C17022_006MA,C17022_006EA,C17022_007MA,C17022_007EA,C17022_008MA,C17022_008EA,C17022_009MA,C17022_009EA,C17022_010MA,C17022_010EA,C17022_011MA,C17022_011EA,C17022_012MA,C17022_012EA,C17022_013MA,C17022_013EA,C17022_014EA,C17022_014MA,C17022_015MA,C17022_015EA,C17022_016MA,C17022_016EA,C17022_017MA,C17022_017EA,C17022_018MA,C17022_018EA,C17022_019EA,C17022_019MA,C17022_020MA,C17022_020EA,C17022_021EA,C17022_021MA,state
0400000US01,1251795,13646,257048,8876,93293,4743,163755,7211,23367,2645,140388,6229,47319,3974,28299,2995,19020,2644,4157,1167,14863,2118,89806,4599,55155,3801,34651,3317,7013,1323,27638,3067,857622,11992,713063,12297,144559,6007,45041,4018,99518,4692,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,18017,1909,6170,992,11847,1591,2831,854,9016,1435,5514,1210,2630,696,2884,941,912,463,1972,767,9149,1211,4800,974,4349,1015,1204,539,3145,783,140599,4337,113677,3843,26922,2389,10797,1362,16125,1852,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,294438,10449,129498,7210,164940,8032,39005,4094,125935,6865,59961,5235,35829,4233,24132,3451,7653,1735,16479,2601,92417,6140,58256,4390,34161,4048,10243,2368,23918,2945,1097107,13935,886767,13523,210340,9800,70595,5399,139745,7493,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,159955,6159,68487,3565,91468,5175,15256,2266,76212,4681,36691,2782,20830,2142,15861,2103,4689,1263,11172,1707,55287,4075,36386,2839,18901,2410,5294,1352,13607,1850,505272,8811,430405,8715,74867,4225,22762,2419,52105,3660,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,1531858,18572,738817,14038,793041,14361,182561,7093,610480,13781,320932,10096,185690,7163,135242,7063,37097,3670,98145,5881,530145,11625,328474,9698,201671,7102,61399,4258,140272,5989,6135583,31912,4806204,31488,1329379,21439,467375,11834,862004,14576,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,165611,5802,74405,4253,91206,4904,19978,2439,71228,4460,37880,3395,24304,2644,13576,2010,3320,953,10256,1686,66333,4386,43997,3555,22336,2608,7073,1438,15263,2133,986647,11885,827850,11444,158797,6457,57423,4258,101374,4762,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,96856,5341,30384,2776,66472,4382,8998,1569,57474,4090,20749,2296,8346,1308,12403,1870,1957,681,10446,1695,35481,2701,19681,2467,15800,1880,3169,984,12631,1626,740015,9141,601888,8484,138127,5798,39343,3312,98784,4642,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,26187,2741,7956,1252,18231,2527,3673,1096,14558,2131,6717,1381,3184,808,3533,1220,574,442,2959,1041,13894,1840,6924,1309,6970,1483,2455,1071,4515,1216,180303,3878,143691,3275,36612,2933,11983,2050,24629,2122,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,22223,2292,3014,905,19209,2312,2938,931,16271,1936,2773,982,570,379,2203,907,250,290,1953,845,4333,993,932,347,3401,889,544,391,2857,801,84716,3629,52731,3002,31985,2874,7396,1422,24589,2473,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,808223,17606,352235,11661,455988,13248,90422,6043,365566,10638,176622,8603,100808,6159,75814,6082,17667,2565,58147,5372,316660,10805,195249,8016,121411,7528,29546,3421,91865,6672,3258353,25581,2644763,24506,613590,12876,186450,7687,427140,11009,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2376008,17596,472720,13978,189482,10077,283238,8449,46349,4397,236889,7498,96185,6254,51715,4132,44470,4748,9699,2188,34771,3909,157959,7666,91689,5695,66270,5419,15708,2504,50562,4791,1649144,17771,1334812,18258,314332,10925,93196,7025,221136,8820,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311789,5861,36281,2964,17582,2164,18699,2143,3670,996,15029,1975,8488,1634,5278,1495,3210,815,847,425,2363,680,15030,1885,9083,1532,5947,1227,2118,744,3829,979,251990,6183,197698,5940,54292,3580,19133,2192,35159,2974,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398682,6942,67328,4196,35238,2916,32090,2964,6411,1612,25679,2518,17228,2481,12639,1893,4589,1400,1348,705,3241,1168,32652,3202,23814,2482,8838,1889,3250,1155,5588,1417,281474,6800,247579,6897,33895,3092,14185,2150,19710,2331,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3098864,16403,484050,10800,188768,7594,295282,7753,49362,3943,245920,6963,94850,4819,51337,3719,43513,3131,8338,1601,35175,2837,162964,6053,95825,4955,67139,3953,19269,2115,47870,3138,2357000,16230,1933313,16730,423687,9382,135137,6260,288550,6705,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1641389,13221,264460,8393,98618,5121,165842,6461,29378,3090,136464,5690,53966,3997,31036,2816,22930,2839,6089,1423,16841,2342,100799,4748,60180,3781,40619,3105,10867,1889,29752,2699,1222164,12511,1027200,13588,194964,7237,64456,4358,130508,5429,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,784895,8576,91976,3956,38321,2362,53655,3305,9173,1195,44482,3038,24986,2141,14531,1649,10455,1424,2657,775,7798,1071,44057,2393,27196,1873,16861,1647,5126,980,11735,1540,623876,8231,545183,7132,78693,3916,30275,2624,48418,2757,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,722016,7825,95586,4272,38785,2707,56801,3309,9946,1653,46855,2822,22450,2252,14059,1705,8391,1457,2017,600,6374,1341,47728,3431,31254,2871,16474,2318,4941,1061,11533,2062,556252,7800,473321,7231,82931,4307,30056,2598,52875,3700,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1119880,11401,224909,7372,92958,5198,131951,6205,26008,2698,105943,5595,43121,2765,26603,2070,16518,2104,3077,837,13441,1890,70874,4514,47513,3611,23361,2432,6075,1161,17286,2028,780976,9792,660445,10597,120531,5398,39907,3452,80624,4482,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1118217,11607,239886,7331,72423,4128,167463,6389,23005,2274,144458,5725,48194,3747,24405,2678,23789,2685,4262,1068,19527,2367,69476,4405,41026,3183,28450,2744,5394,1087,23056,2457,760661,11171,605284,9601,155377,6997,51931,3782,103446,5492,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,347960,7218,48827,2895,19365,1635,29462,2674,6029,1284,23433,2269,11352,1453,7273,1020,4079,957,1190,564,2889,765,22745,2458,15625,1805,7120,1357,1777,723,5343,1186,265036,6977,228696,6607,36340,2415,14077,1625,22263,1956,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1415576,12103,138675,6278,41830,3308,96845,5968,14762,2288,82083,5328,33286,3518,17330,2137,15956,2450,2946,983,13010,2315,58635,4053,29355,2107,29280,3185,6457,1597,22823,2819,1184980,12325,906701,10739,278279,8036,77369,4963,200910,6372,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1597920,13701,185081,6436,61499,3551,123582,5698,14863,2485,108719,4993,37831,3334,19334,2246,18497,2415,4156,1189,14341,2117,69115,4456,35619,2763,33496,3290,6948,1555,26548,3000,1305893,13157,1057567,12362,248326,8118,73905,4574,174421,6096,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2472884,13827,423094,7380,157370,5907,265724,6143,51268,3794,214456,6055,80381,3810,43029,2543,37352,2779,9521,1453,27831,2501,137628,5137,84361,3895,53267,3198,13665,1777,39602,2589,1831781,13860,1532694,12447,299087,7504,98328,5084,200759,6273,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1356466,10910,149369,5179,57377,3380,91992,4533,18348,1845,73644,3995,33262,2774,17591,1668,15671,2074,4911,1177,10760,1688,67083,2926,40258,2426,26825,2605,9377,1607,17448,1874,1106752,9806,951257,8959,155495,6041,57598,3816,97897,4043,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,740958,10100,177149,5151,54851,3392,122298,4726,17209,2129,105089,4147,34355,3355,16970,2525,17385,2003,2719,864,14666,1802,56877,3619,33080,2693,23797,2392,4235,1019,19562,2297,472577,9296,382608,9283,89969,4778,25838,2778,64131,4017,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1534831,12746,250038,7447,95945,4508,154093,6346,25735,2610,128358,5483,49273,3246,27464,2351,21809,2462,4959,935,16850,2248,98367,4373,61737,3739,36630,3039,9549,1586,27081,2517,1137153,12160,959658,11412,177495,7311,59037,4535,118458,5933,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,253131,4418,36611,2531,16895,1890,19716,2117,3843,800,15873,1951,9549,1476,6513,1323,3036,1001,743,462,2293,795,16948,1702,11398,1426,5550,1307,1956,813,3594,1002,190023,4422,164750,4655,25273,2743,9579,1506,15694,2226,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,470445,6228,60502,3452,25937,2212,34565,3005,6084,1140,28481,2804,15986,1763,9956,1505,6030,1149,1692,690,4338,904,26668,2143,17026,1685,9642,1421,3217,906,6425,1203,367289,6162,317064,5788,50225,3181,19294,1891,30931,2236,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
