GEO_ID,B23002H_001E,B23002H_001M,B23002H_002E,B23002H_002M,B23002H_003E,B23002H_003M,B23002H_004E,B23002H_004M,B23002H_005E,B23002H_005M,B23002H_006E,B23002H_006M,B23002H_007E,B23002H_007M,B23002H_008E,B23002H_008M,B23002H_009E,B23002H_009M,B23002H_010E,B23002H_010M,B23002H_011E,B23002H_011M,B23002H_012E,B23002H_012M,B23002H_013E,B23002H_013M,B23002H_014E,B23002H_014M,B23002H_015E,B23002H_015M,B23002H_016E,B23002H_016M,B23002H_017E,B23002H_017M,B23002H_018E,B23002H_018M,B23002H_019E,B23002H_019M,B23002H_020E,B23002H_020M,B23002H_021E,B23002H_021M,B23002H_022E,B23002H_022M,B23002H_023E,B23002H_023M,B23002H_024E,B23002H_024M,B23002H_025E,B23002H_025M,B23002H_026E,B23002H_026M,B23002H_027E,B23002H_027M,B23002H_028E,B23002H_028M,B23002H_029E,B23002H_029M,B23002H_030E,B23002H_030M,B23002H_031E,B23002H_031M,B23002H_032E,B23002H_032M,B23002H_033E,B23002H_033M,B23002H_034E,B23002H_034M,B23002H_035E,B23002H_035M,B23002H_036E,B23002H_036M,B23002H_037E,B23002H_037M,B23002H_038E,B23002H_038M,B23002H_039E,B23002H_039M,B23002H_040E,B23002H_040M,B23002H_041E,B23002H_041M,B23002H_042E,B23002H_042M,B23002H_043E,B23002H_043M,B23002H_044E,B23002H_044M,B23002H_045E,B23002H_045M,B23002H_046E,B23002H_046M,B23002H_047E,B23002H_047M,B23002H_048E,B23002H_048M,B23002H_049E,B23002H_049M,B23002H_050E,B23002H_050M,B23002H_051E,B23002H_051M,B23002H_052E,B23002H_052M,B23002H_053E,B23002H_053M,B23002H_054E,B23002H_054M,B23002H_055E,B23002H_055M,B23002H_056E,B23002H_056M,B23002H_057E,B23002H_057M,B23002H_058E,B23002H_058M,B23002H_059E,B23002H_059M,B23002H_060E,B23002H_060M,B23002H_061E,B23002H_061M,B23002H_062E,B23002H_062M,B23002H_063E,B23002H_063M,B23002H_064E,B23002H_064M,B23002H_065E,B23002H_065M,B23002H_066E,B23002H_066M,B23002H_067E,B23002H_067M,B23002H_068E,B23002H_068M,B23002H_069E,B23002H_069M,B23002H_070E,B23002H_070M,B23002H_071E,B23002H_071M,B23002H_072E,B23002H_072M,B23002H_073E,B23002H_073M,B23002H_074E,B23002H_074M,B23002H_075E,B23002H_075M,B23002H_076E,B23002H_076M,B23002H_077E,B23002H_077M,B23002H_078E,B23002H_078M,B23002H_079E,B23002H_079M,NAME,B23002H_001MA,B23002H_001EA,B23002H_002EA,B23002H_002MA,B23002H_003EA,B23002H_003MA,B23002H_004MA,B23002H_004EA,B23002H_005EA,B23002H_005MA,B23002H_006MA,B23002H_006EA,B23002H_007EA,B23002H_007MA,B23002H_008EA,B23002H_008MA,B23002H_009MA,B23002H_009EA,B23002H_010EA,B23002H_010MA,B23002H_011EA,B23002H_011MA,B23002H_012MA,B23002H_012EA,B23002H_013EA,B23002H_013MA,B23002H_014EA,B23002H_014MA,B23002H_015MA,B23002H_015EA,B23002H_016EA,B23002H_016MA,B23002H_017MA,B23002H_017EA,B23002H_018EA,B23002H_018MA,B23002H_019EA,B23002H_019MA,B23002H_020MA,B23002H_020EA,B23002H_021EA,B23002H_021MA,B23002H_022EA,B23002H_022MA,B23002H_023MA,B23002H_023EA,B23002H_024EA,B23002H_024MA,B23002H_025MA,B23002H_025EA,B23002H_026MA,B23002H_026EA,B23002H_027EA,B23002H_027MA,B23002H_028MA,B23002H_028EA,B23002H_029EA,B23002H_029MA,B23002H_030MA,B23002H_030EA,B23002H_031MA,B23002H_031EA,B23002H_032EA,B23002H_032MA,B23002H_033EA,B23002H_033MA,B23002H_034MA,B23002H_034EA,B23002H_035EA,B23002H_035MA,B23002H_036EA,B23002H_036MA,B23002H_037MA,B23002H_037EA,B23002H_038EA,B23002H_038MA,B23002H_039MA,B23002H_039EA,B23002H_040EA,B23002H_040MA,B23002H_041EA,B23002H_041MA,B23002H_042MA,B23002H_042EA,B23002H_043EA,B23002H_043MA,B23002H_044EA,B23002H_044MA,B23002H_045MA,B23002H_045EA,B23002H_046EA,B23002H_046MA,B23002H_047EA,B23002H_047MA,B23002H_048EA,B23002H_048MA,B23002H_049EA,B23002H_049MA,B23002H_050MA,B23002H_050EA,B23002H_051EA,B23002H_051MA,B23002H_052EA,B23002H_052MA,B23002H_053EA,B23002H_053MA,B23002H_054EA,B23002H_054MA,B23002H_055EA,B23002H_055MA,B23002H_056MA,B23002H_056EA,B23002H_057EA,B23002H_057MA,B23002H_058EA,B23002H_058MA,B23002H_059MA,B23002H_059EA,B23002H_060EA,B23002H_060MA,B23002H_061MA,B23002H_061EA,B23002H_062EA,B23002H_062MA,B23002H_063EA,B23002H_063MA,B23002H_064MA,B23002H_064EA,B23002H_065EA,B23002H_065MA,B23002H_066EA,B23002H_066MA,B23002H_067MA,B23002H_067EA,B23002H_068EA,B23002H_068MA,B23002H_069EA,B23002H_069MA,B23002H_070MA,B23002H_070EA,B23002H_071EA,B23002H_071MA,B23002H_072MA,B23002H_072EA,B23002H_073EA,B23002H_073MA,B23002H_074EA,B23002H_074MA,B23002H_075MA,B23002H_075EA,B23002H_076EA,B23002H_076MA,B23002H_077EA,B23002H_077MA,B23002H_078MA,B23002H_078EA,B23002H_079EA,B23002H_079MA,state
0400000US01,2614501,3152,1262851,2482,81950,2844,27816,2294,458,199,27358,2298,17986,2098,9372,1304,54134,2932,104609,1908,78850,3207,2315,794,76535,3314,62707,3573,13828,2252,25759,3174,626185,1095,538756,5377,6457,1283,532299,5224,490406,6708,41893,3532,87429,5295,217409,19,141293,3258,221,171,141072,3289,131695,3771,9377,1647,76116,3260,83784,2505,26645,2010,24922,1934,1723,659,57139,2500,148914,2482,18932,1810,17697,1677,1235,506,129982,2687,1351650,1954,78623,2587,28432,2372,152,190,28280,2365,20173,2075,8107,1354,50191,3054,105146,2219,73763,3070,214,253,73549,3083,62692,3133,10857,1618,31383,2694,633590,1208,453256,7063,284,233,452972,7077,416232,8043,36740,3349,180334,7134,229914,481,117925,4099,0,190,117925,4099,111159,4080,6766,1245,111989,4089,91976,3325,21200,2445,19287,2274,1913,732,70776,2808,212401,3334,14013,1794,13822,1784,191,174,198388,3014,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,372710,1075,197238,762,10879,909,4241,677,228,148,4013,663,3201,666,812,439,6638,1052,18331,628,16487,869,3252,616,13235,1009,11606,1092,1629,614,1844,535,108944,462,99435,1612,7026,1197,92409,1937,86311,2105,6098,1159,9509,1506,37183,83,25708,1461,0,149,25708,1461,24674,1494,1034,359,11475,1469,8961,948,3553,648,3514,645,39,67,5408,904,12940,948,1834,571,1749,539,85,140,11106,1084,175472,748,10086,997,4416,978,10,16,4406,977,4021,977,385,217,5670,874,14746,716,11929,1009,743,407,11186,1022,9711,1213,1475,687,2817,748,97810,210,76488,2080,869,439,75619,2203,70271,2391,5348,1133,21322,2055,31642,123,20756,1265,0,149,20756,1265,20073,1280,683,243,10886,1260,8514,655,2700,641,2633,626,67,110,5814,756,12674,658,1698,567,1658,554,40,73,10976,798,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3124889,3480,1532733,2941,81896,3305,33754,2714,971,487,32783,2634,22367,1913,10416,2174,48142,3451,114147,1998,88119,3698,3008,797,85111,3721,71613,4133,13498,2273,26028,3070,718172,1704,621940,6533,6524,1284,615416,6448,563675,7648,51741,5980,96232,6235,267949,112,176449,4689,73,119,176376,4697,161789,5147,14587,2200,91500,4686,112075,4580,32946,2779,29687,2615,3259,1048,79129,4592,238494,4622,23181,2808,21897,2695,1284,561,215313,4995,1592156,2246,79977,3448,32882,3114,0,229,32882,3114,25632,2842,7250,1556,47095,3249,105844,2227,81644,3116,575,359,81069,3175,69941,3207,11128,2792,24200,3131,703642,994,535788,7024,701,408,535087,7068,496483,7077,38604,4344,167854,7064,294225,150,167170,4836,0,229,167170,4836,156929,5091,10241,1895,127055,4841,124930,4264,28396,3148,26373,3146,2023,825,96534,4210,283538,4261,15370,2038,14722,2034,648,366,268168,4565,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1771633,1819,861715,1531,54259,2193,17753,2002,38,49,17715,1992,12212,1696,5503,1030,36506,2209,71508,1719,57097,2191,1354,557,55743,2282,47189,2308,8554,1492,14411,1919,424740,1741,361802,4018,2855,955,358947,4095,332042,4654,26905,3115,62938,3566,144406,306,88914,2802,0,192,88914,2802,85525,2716,3389,638,55492,2855,55135,2136,17863,1718,16471,1702,1392,623,37272,2102,111667,2133,12489,1453,12149,1405,340,266,99178,2492,909918,1564,48869,2401,19604,1733,0,192,19604,1733,14503,1645,5101,1194,29265,1939,72533,1816,49538,2850,0,192,49538,2850,44608,2849,4930,1171,22995,2559,423327,1054,306239,5266,32,55,306207,5261,284833,5377,21374,2704,117088,5384,153742,513,82743,3200,0,192,82743,3200,80429,3140,2314,922,70999,3109,61764,2304,15334,1577,14741,1610,593,277,46430,2324,149683,2275,10416,1447,10185,1412,231,183,139267,2502,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12744698,8375,6315216,5673,339957,4131,110036,4449,7206,1516,102830,4324,65202,4096,37628,2987,229921,5182,489972,2068,363862,7170,26686,2350,337176,7339,275124,8142,62052,4644,126110,6911,3146497,3248,2756942,9753,36788,3288,2720154,10761,2448880,12542,271274,9522,389555,9228,1141773,904,803833,8409,201,203,803632,8435,725780,8305,77852,4763,337940,8406,386344,6052,154658,5368,140709,4971,13949,1809,231686,6419,810673,6201,111607,4828,103062,4596,8545,1222,699066,6723,6429482,4265,309923,4016,105177,4757,568,344,104609,4729,79258,4438,25351,2435,204746,5330,453335,2496,327470,5848,3264,864,324206,5741,279599,6939,44607,3331,125865,5339,2997150,2498,2290497,14448,4471,1312,2286026,14563,2074958,15797,211068,8617,706653,13590,1168889,758,712371,8851,114,188,712257,8833,658411,9317,53846,3607,456518,8743,415676,7250,121137,4109,111986,4002,9151,1491,294539,7190,1084509,7229,80769,3730,74591,3645,6178,1065,1003740,7534,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2938738,3103,1458527,2407,88377,2295,35143,2753,2071,522,33072,2790,24077,2555,8995,1621,53234,3102,121842,1130,95207,3573,6230,938,88977,3747,76542,3847,12435,1834,26635,3303,777816,1269,718971,4001,9965,1951,709006,4428,659845,5317,49161,3555,58845,4063,253678,265,188965,3054,264,317,188701,3043,175240,3296,13461,1582,64713,3036,74486,2543,31132,1887,27451,1786,3681,871,43354,2502,142328,2564,20395,1753,18604,1724,1791,623,121933,3125,1480211,2119,81073,2275,39579,2072,261,222,39318,2073,30480,2015,8838,1622,41494,2785,110871,1192,89747,2465,1332,616,88415,2416,78844,3155,9571,1932,21124,2069,758533,864,607649,5412,1623,585,606026,5522,566920,5815,39106,3505,150884,5422,261561,337,170499,3821,0,201,170499,3821,160768,3468,9731,1246,91062,3774,84367,2456,27712,2267,26052,2158,1660,506,56655,2729,183806,2444,13681,1604,12825,1565,856,403,170125,2550,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2109906,2775,1015379,1725,66987,1606,27123,2114,300,274,26823,2092,19677,2160,7146,1407,39864,2334,72743,94,56404,2019,1978,612,54426,2083,46233,2272,8193,1493,16339,2033,499905,988,459129,3158,3513,1012,455616,3107,417511,4411,38105,3187,40776,2992,184935,120,146319,2372,0,198,146319,2372,133925,2643,12394,1443,38616,2395,61823,2076,28339,2110,25764,2036,2575,679,33484,2000,128986,2076,21333,1941,19406,1781,1927,527,107653,2365,1094527,1936,62307,1787,29308,2376,58,130,29250,2380,23267,2185,5983,1145,32999,2743,68364,195,52129,2070,442,291,51687,2059,45038,2336,6649,1297,16235,2106,511526,937,424357,4066,80,93,424277,4066,394307,4587,29970,3002,87169,4078,194753,570,136021,3414,0,198,136021,3414,127746,3480,8275,1288,58732,3353,68548,2455,25474,2034,23451,1883,2023,625,43074,2381,189029,2462,14573,1466,13357,1387,1216,470,174456,2681,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,495522,1028,237219,777,14230,779,5379,838,23,30,5356,841,3891,635,1465,504,8851,1029,19345,192,15334,1075,305,166,15029,1107,13405,1231,1624,664,4011,1075,112893,192,100907,1829,1279,528,99628,1945,91639,1981,7989,1350,11986,1829,42154,20,30372,1411,0,192,30372,1411,28981,1500,1391,563,11782,1412,16061,1215,6484,1084,6142,1028,342,228,9577,1151,32536,1216,4328,695,4198,710,130,142,28208,1282,258303,647,14961,627,4524,934,0,192,4524,934,3697,784,827,344,10437,1099,19660,192,14599,1182,30,54,14569,1178,13253,1176,1316,566,5061,1182,116159,219,92477,2209,222,191,92255,2225,86680,2407,5575,1097,23682,2205,46233,123,28888,1464,0,192,28888,1464,27555,1507,1333,633,17345,1468,18571,1361,4803,935,4461,888,342,169,13768,1281,42719,1361,3685,784,3508,767,177,175,39034,1490,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,198664,411,98139,227,4397,982,516,311,81,127,435,283,322,242,113,150,3881,989,11473,969,7749,1182,836,514,6913,1203,6886,1193,27,47,3724,941,61757,68,56680,1403,760,293,55920,1439,53694,1649,2226,825,5077,1394,10318,200,9194,499,0,200,9194,499,8843,590,351,312,1124,499,3756,457,2807,517,2711,512,96,159,949,303,6438,458,1314,410,1268,402,46,73,5124,493,100525,349,6304,1468,910,718,0,200,910,718,910,718,0,200,5394,1273,13895,1384,8591,1446,61,92,8530,1450,8138,1418,392,266,5304,1432,58416,130,52130,1359,111,110,52019,1375,50692,1480,1327,484,6286,1339,10387,200,8242,575,0,200,8242,575,7995,573,247,198,2145,575,3664,597,1634,555,1509,521,125,147,2030,592,7859,603,872,373,872,373,0,200,6987,634,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9349805,6481,4548592,4464,236747,5104,86747,4613,2322,584,84425,4570,56268,3968,28157,2869,150000,5621,317897,2923,233085,6313,7824,1152,225261,6180,183481,6668,41780,4205,84812,5990,2021167,2529,1742664,11665,19954,2536,1722710,11726,1552671,12782,170039,8494,278503,11388,803932,486,525025,8742,264,206,524761,8737,469780,8208,54981,4441,278907,8653,354456,8352,112515,4957,99402,4817,13113,1832,241941,7721,814393,8364,92038,5264,83275,5093,8763,1318,722355,8171,4801213,4942,219884,4302,82386,4716,151,131,82235,4732,64068,4124,18167,2139,137498,5771,305553,2670,223125,6350,1331,591,221794,6085,194478,6458,27316,4282,82428,5705,1998565,2083,1539717,12152,2856,1058,1536861,12202,1406022,13773,130839,7115,458848,12133,873864,1240,501266,7369,0,238,501266,7369,461067,7228,40199,3417,372598,7288,385198,7936,89770,3868,81585,3971,8185,1798,295428,7805,1018149,7806,60392,3654,53040,3479,7352,1476,957757,8480,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
