GEO_ID,B17001A_001E,B17001A_001M,B17001A_002E,B17001A_002M,B17001A_003E,B17001A_003M,B17001A_004E,B17001A_004M,B17001A_005E,B17001A_005M,B17001A_006E,B17001A_006M,B17001A_007E,B17001A_007M,B17001A_008E,B17001A_008M,B17001A_009E,B17001A_009M,B17001A_010E,B17001A_010M,B17001A_011E,B17001A_011M,B17001A_012E,B17001A_012M,B17001A_013E,B17001A_013M,B17001A_014E,B17001A_014M,B17001A_015E,B17001A_015M,B17001A_016E,B17001A_016M,B17001A_017E,B17001A_017M,B17001A_018E,B17001A_018M,B17001A_019E,B17001A_019M,B17001A_020E,B17001A_020M,B17001A_021E,B17001A_021M,B17001A_022E,B17001A_022M,B17001A_023E,B17001A_023M,B17001A_024E,B17001A_024M,B17001A_025E,B17001A_025M,B17001A_026E,B17001A_026M,B17001A_027E,B17001A_027M,B17001A_028E,B17001A_028M,B17001A_029E,B17001A_029M,B17001A_030E,B17001A_030M,B17001A_031E,B17001A_031M,B17001A_032E,B17001A_032M,B17001A_033E,B17001A_033M,B17001A_034E,B17001A_034M,B17001A_035E,B17001A_035M,B17001A_036E,B17001A_036M,B17001A_037E,B17001A_037M,B17001A_038E,B17001A_038M,B17001A_039E,B17001A_039M,B17001A_040E,B17001A_040M,B17001A_041E,B17001A_041M,B17001A_042E,B17001A_042M,B17001A_043E,B17001A_043M,B17001A_044E,B17001A_044M,B17001A_045E,B17001A_045M,B17001A_046E,B17001A_046M,B17001A_047E,B17001A_047M,B17001A_048E,B17001A_048M,B17001A_049E,B17001A_049M,B17001A_050E,B17001A_050M,B17001A_051E,B17001A_051M,B17001A_052E,B17001A_052M,B17001A_053E,B17001A_053M,B17001A_054E,B17001A_054M,B17001A_055E,B17001A_055M,B17001A_056E,B17001A_056M,B17001A_057E,B17001A_057M,B17001A_058E,B17001A_058M,B17001A_059E,B17001A_059M,NAME,B17001A_001MA,B17001A_001EA,B17001A_002EA,B17001A_002MA,B17001A_003EA,B17001A_003MA,B17001A_004MA,B17001A_004EA,B17001A_005EA,B17001A_005MA,B17001A_006MA,B17001A_006EA,B17001A_007EA,B17001A_007MA,B17001A_008EA,B17001A_008MA,B17001A_009MA,B17001A_009EA,B17001A_010EA,B17001A_010MA,B17001A_011EA,B17001A_011MA,B17001A_012MA,B17001A_012EA,B17001A_013EA,B17001A_013MA,B17001A_014EA,B17001A_014MA,B17001A_015MA,B17001A_015EA,B17001A_016EA,B17001A_016MA,B17001A_017EA,B17001A_017MA,B17001A_018MA,B17001A_018EA,B17001A_019EA,B17001A_019MA,B17001A_020MA,B17001A_020EA,B17001A_021EA,B17001A_021MA,B17001A_022EA,B17001A_022MA,B17001A_023EA,B17001A_023MA,B17001A_024EA,B17001A_024MA,B17001A_025EA,B17001A_025MA,B17001A_026EA,B17001A_026MA,B17001A_027MA,B17001A_027EA,B17001A_028EA,B17001A_028MA,B17001A_029EA,B17001A_029MA,B17001A_030EA,B17001A_030MA,B17001A_031EA,B17001A_031MA,B17001A_032MA,B17001A_032EA,B17001A_033EA,B17001A_033MA,B17001A_034MA,B17001A_034EA,B17001A_035EA,B17001A_035MA,B17001A_036EA,B17001A_036MA,B17001A_037EA,B17001A_037MA,B17001A_038EA,B17001A_038MA,B17001A_039MA,B17001A_039EA,B17001A_040EA,B17001A_040MA,B17001A_041EA,B17001A_041MA,B17001A_042EA,B17001A_042MA,B17001A_043EA,B17001A_043MA,B17001A_044EA,B17001A_044MA,B17001A_045MA,B17001A_045EA,B17001A_046EA,B17001A_046MA,B17001A_047EA,B17001A_047MA,B17001A_048MA,B17001A_048EA,B17001A_049EA,B17001A_049MA,B17001A_050MA,B17001A_050EA,B17001A_051EA,B17001A_051MA,B17001A_052EA,B17001A_052MA,B17001A_053MA,B17001A_053EA,B17001A_054EA,B17001A_054MA,B17001A_055EA,B17001A_055MA,B17001A_056MA,B17001A_056EA,B17001A_057EA,B17001A_057MA,B17001A_058EA,B17001A_058MA,B17001A_059MA,B17001A_059EA,state
0400000US01,3249176,8875,439025,17482,191051,9922,17284,2599,3621,1277,22964,2864,10220,1640,2523,809,4715,978,31763,3575,23754,2677,20011,2498,24713,2932,17830,1982,7270,1322,4383,1014,247974,10179,17442,2379,3319,1074,24226,3322,11284,1961,3720,1125,4796,1029,38700,3504,37679,3308,25942,2723,29811,2959,21966,2525,12844,1575,16245,2192,2810151,18415,1392828,11090,76596,2268,16392,2322,95533,4685,50652,3437,20841,2325,34574,2738,107968,3890,171283,3880,186062,3271,214708,3331,200586,2153,132556,1423,85077,1215,1417323,10828,71187,2159,11834,1748,93436,4493,52458,3413,16964,1845,35846,2175,99717,3821,160141,3388,185293,3337,215173,3399,208442,2436,148647,1920,118185,2524,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,473209,2795,34515,4190,15368,2741,907,389,282,182,1331,660,1181,813,643,534,463,246,2493,824,2312,728,1312,523,2370,798,1411,449,545,359,118,121,19147,2537,1314,581,244,218,1688,695,1136,590,128,130,293,188,4029,1004,2813,725,1648,522,2453,652,1642,553,548,268,1211,480,438694,5052,230749,3423,14473,574,3146,769,15724,1478,7683,1314,2819,686,4910,796,19387,1161,34326,1126,32100,973,38438,897,36415,685,14707,539,6621,331,207945,3021,12830,636,1847,638,14830,1534,7674,1130,3046,770,5726,783,15924,1092,31306,992,29036,725,35167,820,31176,642,12342,313,7041,512,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5037547,23363,842838,30825,397942,16918,46025,4786,10308,2147,50429,5017,24053,3202,7744,1698,14300,2512,56302,5175,47377,3711,39463,4113,45305,4714,32437,3504,14954,2061,9245,1609,444896,17436,40660,4209,8462,2523,48005,5369,20704,3707,6919,1691,12317,1768,68184,5233,62392,4912,54074,4781,49921,4406,36224,3258,18296,2582,18738,2002,4194709,37610,2080844,20340,119349,5152,21527,2882,148029,6098,76427,5921,24720,2703,53137,3744,170674,5740,274579,5985,270037,5274,287380,4640,277840,4216,206684,2764,150461,1756,2113865,21137,112578,4848,24571,3846,143877,6627,69408,5200,22567,2529,54800,3435,154148,5406,257170,7038,261758,5134,299836,5061,304640,3779,226480,2620,182032,2486,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2238738,8031,361654,14147,161614,7960,18185,2381,2471,706,19823,2350,11509,2127,2416,823,5306,911,21426,2956,20177,2142,16102,2285,17904,2009,14906,2166,6045,1138,5344,724,200040,8499,18006,2527,2742,953,16745,2394,7396,1445,1883,599,4796,945,28722,3186,32019,2735,23259,2668,24128,2253,18239,2205,10715,1460,11390,1357,1877084,15015,940994,7705,51446,2784,10243,1728,67264,3460,31304,2201,12031,1263,24073,1811,74339,2952,120586,2973,124293,2577,142064,2480,130972,2131,92985,1306,59394,1250,936090,9798,48114,2364,11750,2025,63344,3206,34523,2636,12625,1649,19397,1797,65308,3309,108948,3273,116453,2994,137433,2544,137442,2437,98900,1690,81853,1719,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23270926,64368,3422342,55990,1585583,31345,168254,7700,30833,2938,188785,8467,86341,5730,32646,2748,60648,4078,225382,9619,200190,7917,181084,7966,189361,7890,131424,6555,50880,3532,39755,3182,1836759,30541,160189,7430,31961,3359,185618,8897,85419,5423,26348,2013,63558,4953,258781,9166,264893,9754,241993,8083,189044,8620,150042,6966,79996,4356,98917,4552,19848584,68833,9989031,37796,564285,8604,125054,6196,707937,14494,370465,9495,129245,4944,275221,6721,902686,13222,1432091,12539,1382923,11545,1508469,9946,1276551,8786,746493,4892,567611,4187,9859553,39283,539713,8987,112535,6081,665897,11585,354061,9846,120845,4717,258995,6819,804153,10069,1297481,12180,1287105,10192,1491905,11906,1336577,8108,820270,5732,770016,5818,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4232958,17051,499133,17778,236948,11414,27835,3097,4856,1202,26055,3192,10833,2119,3407,1108,6554,1322,44981,3413,35532,4063,23568,2609,23346,2445,18996,2348,6698,1175,4287,879,262185,9172,21038,2154,4376,1283,23908,2764,7220,1653,3148,898,7082,1553,53920,3911,41707,3782,29018,2263,26073,2957,19185,2090,11948,1502,13562,1351,3733825,19677,1875998,12072,108689,3223,22772,2743,134805,5196,76454,4183,22858,2207,49707,2629,148431,4307,274634,4476,274436,3760,288955,3007,256172,2476,133972,1823,84113,1320,1857827,11953,105603,2617,21907,2266,141998,5132,64333,4015,22340,2147,42571,2684,127733,4618,256996,5122,258078,3042,292434,3781,267051,2548,142740,1756,114043,1691,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2712659,11697,209913,12835,91189,6474,6336,1508,1106,559,8862,1889,3123,862,1347,613,3712,1430,13629,2465,11010,2043,11387,1917,11325,1739,10599,1723,4392,847,4361,820,118724,7903,7369,1753,2030,747,8054,1657,3783,998,1529,618,2479,754,15376,2651,16753,2105,14453,2196,15785,2193,11996,1585,7288,1186,11829,1783,2502746,14597,1231623,8343,59072,1716,12080,1480,91884,2968,48806,3141,17363,1569,33654,1975,91078,3193,137654,2926,156785,2699,218397,2259,181401,2012,102430,1078,81019,1240,1271123,8534,56973,1841,13747,1615,82879,2900,46150,2661,17000,1959,31211,2111,78370,3278,133472,2703,163727,2232,223283,2657,190844,1844,115342,1316,118125,1987,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,623213,4791,53453,6171,21316,3698,2347,1041,656,517,2088,732,701,442,638,470,698,427,3687,1311,3346,1238,1400,568,2599,889,2008,666,654,298,494,241,32137,3800,2039,720,344,298,2572,1030,748,489,172,186,749,468,7121,1580,5059,1314,3657,983,3391,981,3136,954,1707,545,1442,504,569760,7465,281570,4736,14207,1193,2594,672,19293,1621,9351,1239,3183,710,6616,854,23110,1489,33994,1288,35776,1103,44688,1033,41250,785,27867,486,19641,496,288190,4461,14386,801,2901,816,19104,1669,8443,1376,2854,632,7239,813,19431,1698,32394,1180,34549,1239,45871,1103,43892,1043,30681,668,26445,723,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,228001,4166,18136,3625,9549,2594,86,106,0,200,459,635,46,77,0,200,0,200,3950,1444,2409,925,343,238,1038,762,929,551,177,204,112,187,8587,1819,151,182,0,200,41,74,0,200,0,200,0,200,3163,1055,3047,1089,543,564,489,306,814,377,137,132,202,172,209865,3936,106361,2953,5676,479,791,344,3496,687,1258,429,263,186,750,185,6367,1579,33970,1459,20262,709,12865,846,10338,396,6610,363,3715,238,103504,2241,5356,450,741,305,2999,577,1560,527,584,341,560,315,8309,1687,35197,1251,15963,637,9798,429,10860,559,6743,249,4834,254,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14278253,32495,1997079,45739,918199,25041,81731,5651,15912,2641,76728,6507,43868,4666,13302,2505,25831,3150,121232,8000,113119,6539,105155,7695,124697,6297,104140,6450,51724,5253,40760,3320,1078880,26584,75768,6017,15601,2560,88154,6108,36573,4208,14627,2926,28134,3824,136630,7658,133034,6544,137502,7717,132825,6717,114330,6270,75251,4491,90451,5913,12281174,48179,6052220,26975,278385,6611,59710,4613,355328,11626,201343,8950,65340,4839,145291,5513,464285,9267,708749,9264,782296,7820,918415,8824,842547,6528,675284,6222,555247,4207,6228954,28623,267453,6361,54616,4450,339129,9724,185222,9188,62035,3747,128361,5555,426342,8661,678407,7691,749255,9038,950050,8174,941690,6724,744306,5182,702088,6374,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
