GEO_ID,B08011_001E,B08011_001M,B08011_002E,B08011_002M,B08011_003E,B08011_003M,B08011_004E,B08011_004M,B08011_005E,B08011_005M,B08011_006E,B08011_006M,B08011_007E,B08011_007M,B08011_008E,B08011_008M,B08011_009E,B08011_009M,B08011_010E,B08011_010M,B08011_011E,B08011_011M,B08011_012E,B08011_012M,B08011_013E,B08011_013M,B08011_014E,B08011_014M,B08011_015E,B08011_015M,B08011_016E,B08011_016M,B08011_017E,B08011_017M,B08011_018E,B08011_018M,B08011_019E,B08011_019M,B08011_020E,B08011_020M,B08011_021E,B08011_021M,B08011_022E,B08011_022M,B08011_023E,B08011_023M,B08011_024E,B08011_024M,B08011_025E,B08011_025M,B08011_026E,B08011_026M,B08011_027E,B08011_027M,B08011_028E,B08011_028M,B08011_029E,B08011_029M,B08011_030E,B08011_030M,B08011_031E,B08011_031M,B08011_032E,B08011_032M,B08011_033E,B08011_033M,B08011_034E,B08011_034M,B08011_035E,B08011_035M,B08011_036E,B08011_036M,B08011_037E,B08011_037M,B08011_038E,B08011_038M,B08011_039E,B08011_039M,B08011_040E,B08011_040M,B08011_041E,B08011_041M,B08011_042E,B08011_042M,B08011_043E,B08011_043M,B08011_044E,B08011_044M,B08011_045E,B08011_045M,NAME,B08011_001MA,B08011_001EA,B08011_002EA,B08011_002MA,B08011_003EA,B08011_003MA,B08011_004EA,B08011_004MA,B08011_005MA,B08011_005EA,B08011_006MA,B08011_006EA,B08011_007MA,B08011_007EA,B08011_008MA,B08011_008EA,B08011_009EA,B08011_009MA,B08011_010EA,B08011_010MA,B08011_011MA,B08011_011EA,B08011_012MA,B08011_012EA,B08011_013MA,B08011_013EA,B08011_014EA,B08011_014MA,B08011_015EA,B08011_015MA,B08011_016EA,B08011_016MA,B08011_017EA,B08011_017MA,B08011_018MA,B08011_018EA,B08011_019EA,B08011_019MA,B08011_020EA,B08011_020MA,B08011_021EA,B08011_021MA,B08011_022EA,B08011_022MA,B08011_023MA,B08011_023EA,B08011_024EA,B08011_024MA,B08011_025EA,B08011_025MA,B08011_026EA,B08011_026MA,B08011_027EA,B08011_027MA,B08011_028MA,B08011_028EA,B08011_029MA,B08011_029EA,B08011_030EA,B08011_030MA,B08011_031EA,B08011_031MA,B08011_032EA,B08011_032MA,B08011_033MA,B08011_033EA,B08011_034MA,B08011_034EA,B08011_035EA,B08011_035MA,B08011_036EA,B08011_036MA,B08011_037EA,B08011_037MA,B08011_038MA,B08011_038EA,B08011_039MA,B08011_039EA,B08011_040MA,B08011_040EA,B08011_041EA,B08011_041MA,B08011_042EA,B08011_042MA,B08011_043EA,B08011_043MA,B08011_044MA,B08011_044EA,B08011_045MA,B08011_045EA,state
0400000US01,1902148,17596,112238,5199,93753,5131,111421,5848,191836,8326,226055,9319,305378,8732,241904,9264,147685,6494,69702,5222,81156,5275,40967,3578,17379,2531,133272,6742,129402,7287,991175,11231,79749,4644,69064,4527,75047,5448,123993,6160,122830,6553,136500,6073,97670,5867,67356,4482,28100,3212,32907,3084,15714,2127,8582,1660,61763,3831,71900,5396,910973,12278,32489,2982,24689,2408,36374,3333,67843,4329,103225,5130,168878,5987,144234,6433,80329,4454,41602,3766,48249,3953,25253,2918,8797,1585,71509,5199,57502,4281,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,331902,5866,14738,1943,10482,1630,18447,2342,23103,2869,28235,2732,37544,2595,55512,3639,38607,2606,21141,2123,28121,2875,11498,1842,5610,1131,16772,1861,22092,2286,180450,3621,10225,1633,7955,1469,12212,1843,15807,2244,16692,2078,19809,1984,25437,2622,19211,2106,9365,1272,14674,2175,5106,1256,3065,829,8217,1365,12675,1884,151452,4460,4513,1178,2527,817,6235,1486,7296,1518,11543,1751,17735,2094,30075,2472,19396,1686,11776,1507,13447,1879,6392,1345,2545,724,8555,1278,9417,1586,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2504382,18865,165535,9919,128563,8021,148400,8922,247519,10388,233697,10267,364808,12169,273762,10531,248536,10713,102247,6408,141884,8069,66849,5817,32619,3680,182102,7781,167861,8551,1349535,14744,119061,7754,93059,7123,92175,5682,153700,7786,120349,6968,184680,8652,119580,7243,120311,7699,44447,3740,61648,5692,29765,3335,14655,2616,101485,7078,94620,6148,1154847,14836,46474,4910,35504,3741,56225,6223,93819,6955,113348,7350,180128,8401,154182,7400,128225,7880,57800,4686,80236,5389,37084,3905,17964,2956,80617,5431,73241,5803,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1175268,11745,52938,4414,44455,3963,61105,4527,108055,5864,138113,6474,211464,8963,178983,6877,95188,5142,40203,3997,51719,3928,25480,3079,10850,2319,78909,4503,77806,5226,620128,8319,36878,3410,30885,3164,37983,3594,66277,4169,85107,5437,101615,5699,76567,4929,44615,3622,16369,2746,24193,2982,10299,2113,5003,1611,40420,3600,43917,3595,555140,7952,16060,2275,13570,2471,23122,2404,41778,3313,53006,3071,109849,5877,102416,4605,50573,3324,23834,2693,27526,2529,15181,2089,5847,1326,38489,3241,33889,3420,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15189715,39684,819841,16664,638718,16028,707429,15793,1292251,22399,1313615,20726,2100590,26074,1675906,19922,1820075,25066,892169,15112,1239379,21029,555549,15083,237953,8586,1011700,19743,884540,17346,8310212,27983,591528,13010,467062,13296,482600,13549,844402,17278,744037,16129,1098042,16686,756791,15863,905350,19498,411587,10188,600540,15917,264929,10495,114365,6084,539067,14334,489912,14246,6879503,28221,228313,9510,171656,7673,224829,8447,447849,12525,569578,11381,1002548,18582,919115,14638,914725,16909,480582,10155,638839,13195,290620,9412,123588,6081,472633,11902,394628,9895,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2322794,13842,93635,4818,81620,4645,115174,6455,190679,8375,247261,8137,348243,10379,307509,8104,251937,9385,135387,7266,145607,6106,72940,5049,35365,3855,157737,6902,139700,7400,1255248,9792,66246,4053,56594,3627,78103,5332,125005,6834,140725,6227,181348,7012,147059,5740,129881,6764,61391,4514,65621,5080,35353,3208,15741,2446,81666,4721,70515,4530,1067546,9517,27389,2900,25026,2701,37071,3269,65674,4653,106536,5086,166895,6997,160450,5865,122056,5833,73996,4807,79986,3756,37587,3343,19624,2631,76071,4374,69185,5379,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1638653,10927,40953,3217,42791,2976,62534,3847,133096,6731,170687,7669,249299,7861,225538,6445,227736,7583,110920,4790,105562,5783,40879,3076,22325,2695,114969,5069,91364,4346,847080,7900,28508,2778,31284,2514,41880,3327,87850,5380,94335,5502,134689,5780,107024,4484,102025,5264,43234,3171,46670,4089,15698,2226,9871,1652,56553,3692,47459,3360,791573,8091,12445,1768,11507,1572,20654,2244,45246,3973,76352,4344,114610,5606,118514,5131,125711,5174,67686,3638,58892,3548,25181,2307,12454,1779,58416,3568,43905,2791,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,400040,6068,18722,2865,8797,1508,18771,2322,32966,3071,43075,3603,61688,4182,52486,4121,46431,3920,20699,2151,21495,2330,10972,1755,5979,1359,30143,2950,27816,2774,204577,3822,13044,2431,5650,1113,11512,1736,20486,2695,24277,2464,31352,2823,22866,2453,20585,2723,8630,1501,9274,1593,5219,1188,2432,840,13802,2066,15448,2257,195463,4338,5678,1588,3147,901,7259,1557,12480,1496,18798,2285,30336,2254,29620,2816,25846,2316,12069,1468,12221,1712,5753,1303,3547,915,16341,2023,12368,1578,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,292101,5492,5154,1206,6209,1170,7034,1224,15237,2171,16389,2673,36052,3480,33687,3447,56924,4291,44106,3536,33544,3269,8593,1939,2625,835,14969,2325,11578,1926,143179,3698,2975,987,3606,1124,3564,1037,8452,1575,8548,1861,17145,2035,14606,2257,27493,2847,19852,2667,15341,2195,5619,1450,1336,603,8058,1873,6584,1425,148922,4344,2179,757,2603,778,3470,982,6785,1576,7841,1642,18907,2682,19081,2129,29431,2847,24254,2287,18203,2381,2974,976,1289,545,6911,1518,4994,1322,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7623767,34639,262606,10337,219758,9088,265720,11225,630296,16455,696990,15222,1180432,21726,949870,19811,1004694,24318,470961,13735,567091,17184,258422,11180,115801,6970,517582,17805,483544,14476,3933758,23616,173444,8434,153121,7327,172105,8601,402220,14489,382183,11133,590211,15086,420619,12183,474704,17420,212956,9988,269016,10914,116638,8497,54346,4488,262864,11824,249331,11377,3690009,24795,89162,7074,66637,5187,93615,6368,228076,9900,314807,10881,590221,16108,529251,15322,529990,13655,258005,8418,298075,11329,141784,7887,61455,5098,254718,11667,234213,9287,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
