GEO_ID,B23006_001E,B23006_001M,B23006_002E,B23006_002M,B23006_003E,B23006_003M,B23006_004E,B23006_004M,B23006_005E,B23006_005M,B23006_006E,B23006_006M,B23006_007E,B23006_007M,B23006_008E,B23006_008M,B23006_009E,B23006_009M,B23006_010E,B23006_010M,B23006_011E,B23006_011M,B23006_012E,B23006_012M,B23006_013E,B23006_013M,B23006_014E,B23006_014M,B23006_015E,B23006_015M,B23006_016E,B23006_016M,B23006_017E,B23006_017M,B23006_018E,B23006_018M,B23006_019E,B23006_019M,B23006_020E,B23006_020M,B23006_021E,B23006_021M,B23006_022E,B23006_022M,B23006_023E,B23006_023M,B23006_024E,B23006_024M,B23006_025E,B23006_025M,B23006_026E,B23006_026M,B23006_027E,B23006_027M,B23006_028E,B23006_028M,B23006_029E,B23006_029M,NAME,B23006_001MA,B23006_001EA,B23006_002EA,B23006_002MA,B23006_003MA,B23006_003EA,B23006_004EA,B23006_004MA,B23006_005MA,B23006_005EA,B23006_006MA,B23006_006EA,B23006_007EA,B23006_007MA,B23006_008MA,B23006_008EA,B23006_009EA,B23006_009MA,B23006_010EA,B23006_010MA,B23006_011MA,B23006_011EA,B23006_012EA,B23006_012MA,B23006_013MA,B23006_013EA,B23006_014MA,B23006_014EA,B23006_015EA,B23006_015MA,B23006_016MA,B23006_016EA,B23006_017EA,B23006_017MA,B23006_018MA,B23006_018EA,B23006_019MA,B23006_019EA,B23006_020EA,B23006_020MA,B23006_021EA,B23006_021MA,B23006_022EA,B23006_022MA,B23006_023MA,B23006_023EA,B23006_024MA,B23006_024EA,B23006_025MA,B23006_025EA,B23006_026EA,B23006_026MA,B23006_027EA,B23006_027MA,B23006_028EA,B23006_028MA,B23006_029EA,B23006_029MA,state
0400000US13,5233066,10729,720898,17390,425116,15186,211,194,424905,15156,348710,12858,76195,7174,295782,9727,1484632,22247,1054394,20171,5181,1190,1049213,20199,915307,19544,133906,8650,430238,11807,1502798,19835,1188065,20196,13251,2315,1174814,20751,1051490,20722,123324,7251,314733,10143,1524738,21865,1308248,21363,8439,1929,1299809,21674,1233509,20676,66300,4740,216490,8675,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,736043,1572,49524,3532,31415,2908,59,100,31356,2913,27857,2825,3499,1050,18109,1895,197308,5575,147341,5541,3929,943,143412,5683,129666,5282,13746,1858,49967,4022,267442,6727,213696,6948,12741,1669,200955,6689,187734,6798,13221,2077,53746,3224,221769,6930,190016,6741,6484,1077,183532,6669,177306,6322,6226,1322,31753,2730,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,794174,3084,79378,4650,49830,3674,0,195,49830,3674,41692,3533,8138,2005,29548,3398,206811,8893,153420,7781,32,61,153388,7789,140396,7429,12992,1871,53391,4248,297329,7634,230549,7012,811,425,229738,6990,212742,6719,16996,2337,66780,4544,210656,9087,174893,8176,756,491,174137,8106,166749,7757,7388,1796,35763,3354,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6879099,5356,751454,14339,468712,12663,0,189,468712,12663,389222,11237,79490,4336,282742,9907,1750370,18508,1306879,18780,474,336,1306405,18816,1142508,18070,163897,8213,443491,11310,2069467,23326,1690137,20828,5712,1578,1684425,20652,1517810,20358,166615,7242,379330,10588,2307808,24424,2000257,23537,3702,1107,1996555,23496,1895844,22626,100711,5686,307551,8791,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3398967,5175,372295,9479,211939,7039,0,190,211939,7039,172474,6879,39465,3772,160356,7043,1131205,13667,857200,11252,816,574,856384,11162,767341,12220,89043,4931,274005,7564,1052065,16100,854078,15033,1688,788,852390,15015,779216,13732,73174,4263,197987,7784,843402,13867,735605,12826,944,442,734661,12829,711228,12641,23433,2741,107797,4779,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1569011,4073,114806,5355,72779,4404,0,155,72779,4404,63816,3942,8963,1319,42027,3324,456336,8681,363704,7370,318,230,363386,7320,342835,7061,20551,1917,92632,3722,547918,10565,461731,10362,543,288,461188,10346,438129,9966,23059,2225,86187,3758,449951,9698,396657,9541,564,459,396093,9620,386882,9411,9211,1470,53294,3292,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1470135,3546,131000,6331,91923,5543,0,168,91923,5543,80943,5139,10980,1762,39077,3061,371330,9152,280500,8304,1574,449,278926,8259,254740,7847,24186,2242,90830,4898,493733,8889,409726,8616,4860,1108,404866,8894,380051,8671,24815,2276,84007,3670,474072,10059,417121,9044,4625,941,412496,8958,400358,9008,12138,1606,56951,3135,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2328389,4004,307602,9575,136603,6765,17,34,136586,6766,109952,5953,26634,2941,170999,6468,787968,13586,533568,12177,1315,510,532253,12152,473212,11583,59041,3775,254400,7269,702983,13498,533883,13190,4607,1011,529276,13203,486222,12294,43054,3680,169100,5868,529836,13055,460253,12104,1919,590,458334,12026,441120,11876,17214,2038,69583,4007,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2401441,4533,365785,10458,196269,8230,0,198,196269,8230,166864,8023,29405,2884,169516,6278,820676,11206,574364,11175,1077,410,573287,11201,523841,11841,49446,4246,246312,5892,686388,13325,533487,11380,3388,914,530099,11450,492816,11242,37283,3033,152901,6298,528592,12884,446686,11998,3767,1140,442919,11851,428676,11593,14243,2066,81906,4568,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,725229,1971,46748,3300,25574,2298,0,157,25574,2298,20516,2004,5058,1115,21174,2435,233665,5652,177413,5462,253,224,177160,5402,158509,5355,18651,1927,56252,3084,226949,5036,183999,5146,505,249,183494,5133,171422,5266,12072,2119,42950,2773,217867,5650,188025,4585,608,372,187417,4594,180172,4849,7245,1229,29842,2598,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3183898,4398,290781,9473,193715,8248,9,18,193706,8248,162175,7907,31531,3280,97066,4826,785370,13235,602039,11324,1369,653,600670,11321,539010,10450,61660,5282,183331,7341,879285,14841,731989,13478,5755,1360,726234,13248,672484,12740,53750,4303,147296,7101,1228462,15117,1086070,14251,8607,1690,1077463,14029,1036269,13802,41194,3941,142392,5634,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3580139,2576,310248,10111,186992,8491,0,204,186992,8491,153685,6946,33307,3724,123256,5882,842538,15282,652362,14353,619,522,651743,14474,579872,12951,71871,4547,190176,6837,908304,16732,754836,15679,2609,1181,752227,15737,687988,15050,64239,4252,153468,6387,1519049,19013,1337238,17081,1280,584,1335958,17073,1275885,17466,60073,4013,181811,6576,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5200454,4127,471035,11715,250048,8270,0,167,250048,8270,187739,6796,62309,4029,220987,7858,1500532,15873,1041102,13679,242,166,1040860,13662,887277,12610,153583,6029,459430,9723,1806259,17751,1399308,16391,1562,489,1397746,16434,1237579,16271,160167,5963,406951,8663,1422628,14131,1205147,14249,1288,461,1203859,14222,1142666,13584,61193,3778,217481,6081,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2859718,3796,179525,6200,117683,4854,0,143,117683,4854,100109,4180,17574,2381,61842,3924,687720,11197,545654,10073,97,82,545557,10077,498150,9561,47407,3521,142066,4855,998239,12366,857531,11666,1020,555,856511,11576,798212,12313,58299,3421,140708,5047,994234,11781,882853,11311,540,319,882313,11309,850259,11337,32054,2884,111381,4478,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1525685,5293,252820,9344,127973,5846,15,31,127958,5846,103775,5476,24183,2992,124847,6714,443936,10967,301319,9872,476,321,300843,9869,271267,9543,29576,2740,142617,4792,511057,11948,395993,10465,3422,1102,392571,10269,361383,10659,31188,2976,115064,5659,317872,12273,270589,10746,2565,981,268024,10818,259307,10370,8717,1529,47283,3819,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3153950,4910,324919,9939,184646,7805,0,184,184646,7805,152024,7250,32622,3148,140273,5920,927865,14102,684089,12765,1791,728,682298,12742,613897,12503,68401,4474,243776,6743,1011412,13609,805331,13154,3640,893,801691,13192,739232,12566,62459,4292,206081,6822,889754,16573,769731,14772,3247,1019,766484,14785,740014,14768,26470,2618,120023,5368,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,525817,2661,31772,2830,19495,2215,0,165,19495,2215,16141,1937,3354,1021,12277,1835,153079,5929,113930,5346,96,106,113834,5344,105501,5266,8333,1254,39149,2909,185505,6645,148849,5535,897,433,147952,5442,138373,5498,9579,1673,36656,3110,155461,6120,134146,5712,495,299,133651,5748,128132,5812,5519,1275,21315,2555,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,946315,2713,75294,4261,52904,3873,0,155,52904,3873,46810,3394,6094,1379,22390,1877,241306,6492,194033,5794,258,160,193775,5821,181728,5742,12047,1528,47273,2738,341790,6126,293251,5768,1720,590,291531,5741,275908,5625,15623,1921,48539,2876,287925,6575,254922,5957,1453,503,253469,5915,248379,5783,5090,997,33003,2473,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1471320,2957,232304,9190,154616,7440,0,234,154616,7440,130560,6837,24056,3155,77688,6131,420529,12811,324129,11169,992,732,323137,11214,280480,10184,42657,4733,96400,6794,489249,12807,384592,11230,3645,1706,380947,10985,340544,10885,40403,4262,104657,6261,329238,11768,279094,11353,3195,1138,275899,11322,255695,10532,20204,2828,50144,4852,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,729617,1822,48348,4557,29904,3169,0,184,29904,3169,25599,3010,4305,994,18444,2601,200883,6089,161138,5877,12,21,161126,5879,150514,5814,10612,1444,39745,2672,222268,7012,183428,6642,272,214,183156,6608,171590,6561,11566,1736,38840,3738,258118,6470,224626,6870,245,215,224381,6848,217655,6802,6726,1235,33492,2453,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4797835,2688,460775,9756,297374,8795,0,198,297374,8795,250242,7774,47132,4004,163401,6272,1304124,18606,1016435,15350,369,210,1016066,15350,884660,15194,131406,6335,287689,9039,1197554,17182,985690,15550,3250,1147,982440,15511,881227,14531,101213,5249,211864,6521,1835382,18034,1585755,18070,2052,648,1583703,17997,1498020,17238,85683,4819,249627,6990,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1071129,3531,161944,6787,100959,5623,0,198,100959,5623,84560,5224,16399,2241,60985,4364,284480,8289,193677,7282,288,311,193389,7228,169003,6853,24386,2831,90803,5192,350647,9392,261669,9087,2708,938,258961,9015,236814,8905,22147,2641,88978,4761,274058,8117,231474,7379,2354,787,229120,7374,220602,7465,8518,1502,42584,3703,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10532784,4708,1338143,19423,810114,15219,25,48,810089,15212,705928,15575,104161,5268,528029,11034,2706364,27068,1981634,22248,2821,1043,1978813,22364,1782011,22286,196802,7500,724730,13352,2762695,23772,2199774,23400,6565,1361,2193209,23286,2003055,21421,190154,7819,562921,11596,3725582,25599,3212796,24511,5054,1238,3207742,24507,3043793,24403,163949,7591,512786,12065,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5123401,8275,662579,14895,404495,13298,8,17,404487,13296,330399,12684,74088,5259,258084,9012,1339297,18108,984259,16764,10476,1726,973783,16774,853129,14636,120654,6751,355038,11917,1660402,19934,1310313,18662,27425,2851,1282888,18442,1151079,19237,131809,7974,350089,11305,1461123,21329,1241294,21078,9908,1706,1231386,20810,1175194,19337,56192,4826,219829,8226,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,349689,1669,17721,2335,11994,1886,0,143,11994,1886,11278,1871,716,395,5727,1041,87515,3449,71758,3308,207,185,71551,3315,69321,3346,2230,784,15757,1654,141336,3725,122112,3735,1182,440,120930,3695,117936,3785,2994,808,19224,2050,103117,3791,92195,3642,559,290,91636,3573,90840,3524,796,474,10922,1318,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6101402,5199,569112,12441,298432,9209,0,187,298432,9209,233828,7910,64604,4590,270680,7980,1997875,19616,1477469,16763,680,406,1476789,16810,1319850,16777,156939,6288,520406,10348,1910691,18690,1535900,18990,4250,1020,1531650,19066,1393366,18767,138284,6298,374791,8768,1623724,17954,1406813,17317,3190,842,1403623,17131,1350134,17382,53489,3477,216911,7549,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1951806,3544,236099,7515,141743,5977,0,163,141743,5977,126391,5527,15352,1648,94356,4406,590231,10755,413929,10065,1382,604,412547,10018,378109,9919,34438,2523,176302,5213,635172,10383,479258,9443,5969,1015,473289,9062,444725,9203,28564,2691,155914,5959,490304,9560,418435,9109,3665,930,414770,9114,404407,8879,10363,1428,71869,3657,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2091633,3983,209667,8691,138672,7589,0,203,138672,7589,117239,7322,21433,2579,70995,4563,498721,10673,362620,9773,348,298,362272,9769,316080,9092,46192,3579,136101,5679,753435,11970,574320,11618,1143,473,573177,11576,507326,11787,65851,4763,179115,6156,629810,11330,522566,10604,248,202,522318,10593,491110,10200,31208,3455,107244,5603,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,6731817,4561,581147,12205,311873,9485,0,168,311873,9485,261158,8239,50715,4203,269274,7515,2366755,20354,1754053,19956,1104,618,1752949,19946,1585452,20000,167497,6830,612702,11024,1777114,17260,1428011,15497,2165,759,1425846,15438,1314871,15363,110975,5452,349103,9336,2006801,17883,1742834,15960,2083,544,1740751,16025,1664870,14934,75881,4506,263967,7503,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,558589,1153,67378,4737,41926,3838,0,207,41926,3838,34569,3148,7357,1629,25452,2779,137558,6336,108927,5272,458,526,108469,5209,94832,4672,13637,2136,28631,2373,164804,5254,138338,5082,687,424,137651,5044,126330,4969,11321,1749,26466,2701,188849,5948,165679,5538,1265,447,164414,5630,158742,5326,5672,1346,23170,2627,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
