GEO_ID,B25081_001E,B25081_001M,B25081_002E,B25081_002M,B25081_003E,B25081_003M,B25081_004E,B25081_004M,B25081_005E,B25081_005M,B25081_006E,B25081_006M,B25081_007E,B25081_007M,B25081_008E,B25081_008M,NAME,B25081_001EA,B25081_001MA,B25081_002EA,B25081_002MA,B25081_003EA,B25081_003MA,B25081_004MA,B25081_004EA,B25081_005MA,B25081_005EA,B25081_006MA,B25081_006EA,B25081_007EA,B25081_007MA,B25081_008EA,B25081_008MA,state
0400000US01,1289217,12212,769984,10852,116962,5001,29903,2311,87059,4199,4995,881,648027,11120,519233,10290,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162312,3867,105715,4095,12686,1860,3625,875,9061,1511,679,374,92350,3572,56597,2674,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1501528,15067,1032658,16346,196557,6289,50272,3576,146285,5869,7079,1204,829022,16815,468870,10367,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,750984,9249,441581,7763,37471,2404,14082,1511,23389,2128,1949,655,402161,7359,309403,7087,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6843369,25886,5102167,26938,1171707,17328,323315,10359,848392,14203,73741,4887,3856719,24075,1741202,18648,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1271804,10881,954994,11508,221324,6800,85185,4781,136139,6406,8761,1879,724909,10590,316810,6526,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,911059,6941,644372,7533,159741,5609,33083,2425,126658,4942,4210,1119,480421,8253,266687,5457,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,238560,4816,166538,4740,39196,2988,10030,1536,29166,2446,1861,735,125481,4280,72022,3318,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110625,3425,87297,3574,18412,1617,5112,966,13300,1444,841,433,68044,3603,23328,1822,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4741169,31771,2975808,26290,606707,13938,140422,7750,466285,13713,29682,3124,2339419,22105,1765361,19804,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2256703,18001,1565587,17156,294509,10636,95852,6825,198657,7340,10798,1723,1260280,13996,691116,12765,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,254700,5244,172002,5256,38234,2877,7470,1381,30764,2585,2341,860,131427,4758,82698,3364,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398816,6649,268395,6015,51002,4322,15644,1962,35358,3551,3048,1163,214345,6790,130421,4691,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3190282,18062,2170602,16316,434589,10571,90185,4715,344404,9150,17471,2825,1718542,13654,1019680,10859,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1720062,14287,1184826,12589,216372,7147,56121,4072,160251,6178,6905,1563,961549,12249,535236,8785,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,880368,8898,547912,7680,97266,3605,27973,1945,69293,3600,3081,839,447565,7473,332456,5794,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,747079,8180,472920,7447,68040,4101,21995,2186,46045,3343,2377,652,402503,7926,274159,6002,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1151479,11521,696506,10453,131427,5802,28785,2748,102642,4551,4066,1021,561013,9746,454973,8287,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130694,10222,618525,9452,75982,4237,26069,2393,49913,3274,4356,1009,538187,9290,512169,8821,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,391697,5080,254013,5110,56684,3096,8751,1416,47933,2797,1689,489,195640,4947,137684,3811,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437447,9760,1093872,10296,258245,7606,61503,4384,196742,6743,13366,2265,822261,10711,343575,7983,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1573279,12931,1132340,11701,282102,8153,52419,3339,229683,7175,9896,1447,840342,11136,440939,8213,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2706280,14314,1750985,14733,388017,7907,80729,4001,307288,6134,14593,1730,1348375,14330,955295,10627,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1525449,9656,1065984,9518,261089,5634,70767,3691,190322,4695,10386,1497,794509,9657,459465,6015,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,754663,8918,409463,9142,42504,3145,12646,1992,29858,2434,1614,623,365345,9301,345200,6947,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1593031,12451,1042163,10082,169711,6287,48348,3290,121363,5371,6464,1375,865988,11526,550868,8039,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,274570,4597,159673,5383,25497,2301,8303,1327,17194,1846,938,410,133238,5001,114897,3386,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484308,5955,305164,5726,49171,2994,17986,1870,31185,2397,2108,545,253885,5514,179144,4080,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,552991,9890,407138,10472,79181,4502,28457,3428,50724,3763,3155,1206,324802,9515,145853,5869,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,369070,5978,259962,6138,58803,3191,12971,1789,45832,2997,2214,724,198945,5711,109108,4359,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2060480,13626,1447682,13951,330998,6837,55227,3769,275771,6467,13989,1990,1102695,12531,612798,10373,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,523004,7065,310502,6505,42274,2847,16060,2101,26214,2414,2154,781,266074,6857,212502,5774,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3851687,18573,2464911,17189,498477,9216,77407,3824,421070,8739,22284,2357,1944150,15597,1386776,12786,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2449902,20860,1647194,19549,338125,9679,69202,5131,268923,8460,11646,2072,1297423,17734,802708,14103,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,186254,3477,102589,2984,14513,1382,3694,817,10819,1180,690,331,87386,2651,83665,2921,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3039713,16684,2041379,15602,472135,9459,107045,4984,365090,8128,17658,1872,1551586,16527,998334,10894,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,966998,7973,569832,7963,57286,3044,25301,2156,31985,2055,1970,613,510576,8432,397166,6322,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,922012,11388,633548,10107,137631,4471,41940,3088,95691,4161,5230,1326,490687,9632,288464,7559,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3431023,18207,2142717,15324,480243,7818,82953,4162,397290,7594,17395,2344,1645079,15071,1288306,11488,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,249754,5701,177698,5450,43105,3027,7773,1195,35332,2732,1584,546,133009,4779,72056,3128,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1223474,12626,759498,11761,132253,5813,31393,3173,100860,5565,5111,1237,622134,10304,463976,8631,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,221382,3961,130058,3941,19759,1966,5676,1230,14083,1640,762,349,109537,3863,91324,3514,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1660076,14005,1028144,13392,158491,6453,42788,3599,115703,5514,4314,983,865339,13053,631932,10653,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5568300,32153,3425023,26983,296063,8857,133460,6535,162603,5820,12319,2203,3116641,27204,2143277,21112,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
