GEO_ID,B05008_001E,B05008_001M,B05008_002E,B05008_002M,B05008_003E,B05008_003M,B05008_004E,B05008_004M,B05008_005E,B05008_005M,B05008_006E,B05008_006M,B05008_007E,B05008_007M,B05008_008E,B05008_008M,B05008_009E,B05008_009M,B05008_010E,B05008_010M,B05008_011E,B05008_011M,B05008_012E,B05008_012M,B05008_013E,B05008_013M,B05008_014E,B05008_014M,B05008_015E,B05008_015M,B05008_016E,B05008_016M,B05008_017E,B05008_017M,B05008_018E,B05008_018M,B05008_019E,B05008_019M,B05008_020E,B05008_020M,B05008_021E,B05008_021M,B05008_022E,B05008_022M,B05008_023E,B05008_023M,B05008_024E,B05008_024M,B05008_025E,B05008_025M,B05008_026E,B05008_026M,B05008_027E,B05008_027M,B05008_028E,B05008_028M,B05008_029E,B05008_029M,B05008_030E,B05008_030M,B05008_031E,B05008_031M,B05008_032E,B05008_032M,B05008_033E,B05008_033M,B05008_034E,B05008_034M,B05008_035E,B05008_035M,B05008_036E,B05008_036M,B05008_037E,B05008_037M,B05008_038E,B05008_038M,B05008_039E,B05008_039M,B05008_040E,B05008_040M,B05008_041E,B05008_041M,B05008_042E,B05008_042M,B05008_043E,B05008_043M,B05008_044E,B05008_044M,B05008_045E,B05008_045M,B05008_046E,B05008_046M,B05008_047E,B05008_047M,B05008_048E,B05008_048M,B05008_049E,B05008_049M,B05008_050E,B05008_050M,B05008_051E,B05008_051M,B05008_052E,B05008_052M,B05008_053E,B05008_053M,B05008_054E,B05008_054M,B05008_055E,B05008_055M,B05008_056E,B05008_056M,B05008_057E,B05008_057M,B05008_058E,B05008_058M,B05008_059E,B05008_059M,B05008_060E,B05008_060M,B05008_061E,B05008_061M,B05008_062E,B05008_062M,B05008_063E,B05008_063M,B05008_064E,B05008_064M,B05008_065E,B05008_065M,B05008_066E,B05008_066M,B05008_067E,B05008_067M,B05008_068E,B05008_068M,B05008_069E,B05008_069M,NAME,B05008_001EA,B05008_001MA,B05008_002EA,B05008_002MA,B05008_003MA,B05008_003EA,B05008_004MA,B05008_004EA,B05008_005MA,B05008_005EA,B05008_006EA,B05008_006MA,B05008_007EA,B05008_007MA,B05008_008EA,B05008_008MA,B05008_009MA,B05008_009EA,B05008_010MA,B05008_010EA,B05008_011EA,B05008_011MA,B05008_012EA,B05008_012MA,B05008_013EA,B05008_013MA,B05008_014MA,B05008_014EA,B05008_015EA,B05008_015MA,B05008_016MA,B05008_016EA,B05008_017EA,B05008_017MA,B05008_018EA,B05008_018MA,B05008_019MA,B05008_019EA,B05008_020EA,B05008_020MA,B05008_021MA,B05008_021EA,B05008_022EA,B05008_022MA,B05008_023EA,B05008_023MA,B05008_024MA,B05008_024EA,B05008_025EA,B05008_025MA,B05008_026EA,B05008_026MA,B05008_027MA,B05008_027EA,B05008_028EA,B05008_028MA,B05008_029MA,B05008_029EA,B05008_030MA,B05008_030EA,B05008_031MA,B05008_031EA,B05008_032MA,B05008_032EA,B05008_033EA,B05008_033MA,B05008_034EA,B05008_034MA,B05008_035MA,B05008_035EA,B05008_036MA,B05008_036EA,B05008_037MA,B05008_037EA,B05008_038MA,B05008_038EA,B05008_039EA,B05008_039MA,B05008_040EA,B05008_040MA,B05008_041EA,B05008_041MA,B05008_042MA,B05008_042EA,B05008_043MA,B05008_043EA,B05008_044EA,B05008_044MA,B05008_045EA,B05008_045MA,B05008_046EA,B05008_046MA,B05008_047MA,B05008_047EA,B05008_048MA,B05008_048EA,B05008_049MA,B05008_049EA,B05008_050EA,B05008_050MA,B05008_051EA,B05008_051MA,B05008_052EA,B05008_052MA,B05008_053MA,B05008_053EA,B05008_054MA,B05008_054EA,B05008_055EA,B05008_055MA,B05008_056EA,B05008_056MA,B05008_057EA,B05008_057MA,B05008_058MA,B05008_058EA,B05008_059MA,B05008_059EA,B05008_060MA,B05008_060EA,B05008_061EA,B05008_061MA,B05008_062EA,B05008_062MA,B05008_063EA,B05008_063MA,B05008_064MA,B05008_064EA,B05008_065MA,B05008_065EA,B05008_066EA,B05008_066MA,B05008_067EA,B05008_067MA,B05008_068EA,B05008_068MA,B05008_069MA,B05008_069EA,state
0400000US01,162673,6965,84572,4633,7962,1494,2546,899,1146,498,4270,1063,19867,1865,9154,1427,5040,1072,5673,974,51105,3474,28134,3313,13196,2220,9775,1802,1210,495,554,366,9,15,647,344,47922,3447,38413,2815,22202,2648,9980,1840,6231,1641,9509,2707,4453,1595,2804,1285,2252,1029,1973,690,925,471,403,370,645,421,5638,1262,3094,1004,902,463,1642,632,78101,4717,11306,1951,3146,969,1886,756,6274,1293,23604,1831,10514,1483,4827,1071,8263,1423,38130,3684,21457,3167,9125,2155,7548,1547,2063,927,791,443,436,538,836,450,33449,3407,25093,2875,14977,2633,6576,1705,3540,1251,8356,2067,4369,1547,1473,800,2514,1046,2618,1334,1320,864,640,768,658,330,5061,1453,2793,1126,903,427,1365,517,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,51603,4006,23490,2744,5086,2091,2795,2082,663,335,1628,597,11650,1056,4540,1145,2933,897,4177,940,3974,1180,819,519,1393,646,1762,1016,1361,891,355,519,651,487,355,430,2312,757,1412,558,207,186,387,328,818,416,900,518,92,98,329,293,479,540,301,195,165,145,26,45,110,118,2780,686,1588,507,492,273,700,369,28113,2392,5819,1448,2043,1003,1622,646,2154,940,15172,1139,5839,1182,4067,985,5266,876,4342,945,1157,594,1797,717,1388,434,852,623,401,448,212,250,239,221,2742,856,2124,750,618,414,820,536,686,327,618,466,127,166,319,436,172,192,748,311,11,22,446,258,291,182,2780,740,961,410,375,278,1444,596,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,871667,17750,425973,11425,39440,4422,8588,2054,9720,2786,21132,3054,71001,5067,34658,4519,12208,1923,24135,2832,284312,9102,82878,7383,88013,5835,113421,5791,6413,2196,2643,1475,1585,967,2185,817,269667,9053,255925,8798,71559,6946,82176,5577,102190,5164,13742,3113,4000,1589,3064,1119,6678,2441,8232,2582,4676,2325,1188,559,2368,840,31220,3944,16081,3026,5562,1272,9577,1721,445694,11514,48730,4771,10316,2264,10059,2209,28355,3674,84032,3701,38333,3383,17637,2570,28062,2360,284481,10132,84031,7656,90046,7433,110404,6730,5234,1762,2953,1462,234,183,2047,982,266848,10493,255823,10609,73132,7426,83615,7295,99076,6998,11025,2653,2183,1207,3546,1441,5296,1543,12399,3360,5763,2298,2651,1217,3985,1264,28451,3325,13184,2627,5105,1493,10162,1848,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,128809,5642,67689,4456,3658,1096,937,863,822,517,1899,582,13514,1646,7131,1434,1929,908,4454,1085,44951,3831,19599,3221,14755,2542,10597,2171,244,267,101,175,0,192,143,189,43237,3823,33865,3847,15536,2911,11019,2238,7310,1927,9372,2269,3559,1270,3460,1292,2353,1128,1470,799,403,283,276,288,791,731,5566,1361,3555,1218,995,466,1016,524,61120,2940,5682,1140,751,471,781,506,4150,859,13799,1132,6961,1403,1865,820,4973,834,37941,2602,18193,3136,11932,2529,7816,1418,274,209,32,57,36,60,206,191,36028,2913,27822,3124,14184,3136,8736,2204,4902,1408,8206,1732,2895,886,2962,1106,2349,937,1639,1146,1082,1082,198,196,359,254,3698,828,1838,659,819,520,1041,607,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10195057,49934,4957691,29853,307549,10291,80106,5797,72911,5223,154532,6410,1722418,16796,532950,13026,415857,11439,773611,11653,2748934,26553,744187,19616,735997,18057,1268750,14075,35101,4097,4925,1280,4198,1259,25978,3445,2603464,26521,2181721,25168,576129,17493,605332,16506,1000260,13900,421743,14798,131726,9616,103695,6443,186322,7831,110369,6386,31407,3811,22772,3225,56190,3979,178790,6796,62305,4781,42343,3562,74142,4215,5237366,29126,355094,10694,76591,5266,80422,5377,198081,8009,2012874,14568,646464,15587,504945,12521,861465,14151,2690719,24382,705581,16898,750420,17173,1234718,13581,33347,3330,4216,1296,4313,1228,24818,2830,2526917,24936,2081362,23235,546697,15586,613590,15604,921075,14270,445555,12860,115515,6790,102331,7400,227709,8491,130455,9251,39153,5043,30186,3539,61116,5377,178679,8067,57431,4974,38552,3797,82696,4302,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,494760,14421,247424,9117,28326,2782,8294,1559,7768,1551,12264,1339,45539,2875,18740,2738,8414,1732,18385,1898,150368,7276,61375,5980,50783,4668,38210,3288,2176,841,456,346,522,590,1198,491,140719,7175,129793,6769,50566,5474,46852,4448,32375,3019,10926,2374,6395,2009,2202,759,2329,758,7473,1862,3958,1308,1207,630,2308,1010,23191,2999,10370,2479,7286,1698,5535,1266,247336,8631,39296,3617,9979,2124,9464,1744,19853,2637,61568,3000,26526,2621,13299,2022,21743,1936,126391,6454,55484,5473,44110,4277,26797,2990,2239,918,753,572,212,316,1274,584,117055,6330,107833,6256,46697,4974,40796,4156,20340,2642,9222,1882,4307,1486,1704,776,3211,869,7097,1570,3727,1112,1398,689,1972,846,20081,2728,7850,1568,6467,1922,5764,1086,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,478323,13320,230752,7650,59380,3648,10751,1620,13936,1975,34693,2307,52240,2304,22013,2519,14902,1942,15325,1595,99075,5711,47752,4978,27835,3106,23488,3073,29425,3463,10291,2059,7794,1652,11340,1672,32867,4282,15513,3114,10463,2875,3249,948,1801,822,17354,3607,10709,2812,4400,1199,2245,1184,36783,3806,16289,2804,12392,2060,8102,1852,20057,2920,8157,2083,3599,1141,8301,1627,247571,7920,72673,4595,14684,1949,16354,2571,41635,3723,59425,2799,28821,2788,14997,1739,15607,1912,96837,5760,37084,4349,29677,3467,30076,2761,39598,3894,11747,2375,11111,2090,16740,2136,20961,3007,9417,2028,4701,1310,2975,1143,1741,750,11544,2259,5787,1781,3215,1030,2542,914,36278,3576,14849,2657,12376,2681,9053,1550,18636,2747,7644,1709,2885,819,8107,1467,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,76362,5323,38116,2868,5597,1075,1534,621,1154,620,2909,688,11021,1010,5486,928,3027,777,2508,642,16725,2093,9019,1869,4146,1104,3560,1237,2495,1145,1088,669,521,378,886,537,12428,1743,8334,1670,4448,1439,2339,763,1547,733,4094,1413,2780,1559,865,593,449,627,1802,1041,703,504,421,641,678,432,4773,1702,2520,1645,1202,679,1051,414,38246,3264,6048,1431,1384,602,824,456,3840,1039,11858,773,6326,991,2309,665,3223,677,14657,2181,6102,1537,4765,1189,3790,1370,4027,1635,983,546,901,554,2143,1220,8630,1318,6609,1249,3205,1067,2829,895,575,453,2021,648,940,588,603,433,478,428,2000,966,974,704,432,477,594,338,5683,1600,2962,1360,1515,766,1206,431,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,83599,5243,40695,3297,8457,1738,4162,1318,2166,662,2129,893,5868,1424,2893,955,818,428,2157,959,19001,2260,8520,1784,5093,1237,5388,1322,3545,1244,900,619,630,440,2015,734,13121,2152,1490,857,1117,793,317,382,56,99,11631,2128,5643,1497,3470,1286,2518,992,2335,757,860,523,676,372,799,406,7369,1939,3376,1200,1568,662,2425,1012,42904,3085,8480,1757,4226,1224,2119,987,2135,574,9828,1222,4364,1021,1980,835,3484,828,18515,1930,7691,1477,3215,912,7609,1306,4957,1460,1051,821,920,592,2986,910,9773,1530,1249,654,445,344,531,475,273,259,8524,1499,4142,1205,1530,575,2852,821,3785,947,2053,732,234,224,1498,660,6081,1683,3460,1197,1220,599,1401,553,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3702627,38369,1741332,21424,167894,8579,40992,4414,38482,4317,88420,5870,164763,6574,62910,5792,37517,4124,64336,4256,1325106,20433,505815,19848,327868,14015,491423,12508,714768,18140,242349,14253,167212,10494,305207,9032,332519,14558,172889,11674,83108,9048,49911,5295,39870,4524,159630,9409,66948,6643,37819,4216,54863,4847,277819,12507,113410,9889,72926,7281,91483,5693,83569,6870,30211,4082,19163,2961,34195,4057,1961295,23697,217399,10092,49656,5011,46771,5061,120972,6437,205109,8320,79573,7007,48622,4743,76914,4539,1450709,19100,537714,17924,355763,13052,557232,15429,821025,20445,284443,14545,181038,10532,355544,13654,281078,12579,115531,8754,51661,6882,37371,3993,26499,3290,165547,10378,47864,5350,43818,5221,73865,6204,348606,14533,153746,10445,93536,7155,101324,7837,88078,5417,28501,3469,16489,2359,43088,3637,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
