GEO_ID,B09001_001E,B09001_001M,B09001_002E,B09001_002M,B09001_003E,B09001_003M,B09001_004E,B09001_004M,B09001_005E,B09001_005M,B09001_006E,B09001_006M,B09001_007E,B09001_007M,B09001_008E,B09001_008M,B09001_009E,B09001_009M,B09001_010E,B09001_010M,NAME,B09001_001MA,B09001_001EA,B09001_002EA,B09001_002MA,B09001_003EA,B09001_003MA,B09001_004EA,B09001_004MA,B09001_005EA,B09001_005MA,B09001_006EA,B09001_006MA,B09001_007EA,B09001_007MA,B09001_008MA,B09001_008EA,B09001_009EA,B09001_009MA,B09001_010MA,B09001_010EA,state
0400000US01,1124388,2369,1121776,2462,173335,5297,125130,4342,59434,5072,180886,6193,190820,6629,197666,6191,194505,2339,2612,614,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,188223,459,187613,461,33556,1879,20472,1678,10362,1231,29966,1775,30997,1854,31979,2393,30281,1089,610,83,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1624024,1354,1619994,1576,258311,6176,189433,6451,90940,6273,275114,8290,272311,9704,264998,9210,268887,2096,4030,758,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,711186,1718,707738,1725,113946,4095,83462,4324,36508,3223,118155,5554,119637,5381,122258,4780,113772,2010,3448,551,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9267436,2035,9243351,2499,1474377,13710,1056150,14084,521670,13024,1500954,18363,1522866,15505,1544115,17893,1623219,2727,24085,1787,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1228577,1783,1226268,1878,198327,5833,142708,5921,69419,4133,205405,6613,212934,6498,200545,6638,196930,2278,2309,438,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,803620,430,801263,627,108650,3904,87448,4006,41033,2660,132939,4981,140657,4712,143077,5282,147459,853,2357,490,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,204625,415,204233,420,29893,1796,25355,1771,10795,1508,34784,2380,35770,2553,32691,2820,34945,560,392,111,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,105480,261,105198,290,20891,1764,15314,1740,6786,1192,13431,1697,16804,1751,15612,1871,16360,349,282,153,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3994950,3240,3982401,3493,615170,8333,458554,7698,223271,9820,643554,12360,653984,13443,689299,16845,698569,4546,12549,1269,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2488069,3391,2482569,3300,393213,8668,280586,8392,146560,7700,408787,12289,435037,10764,413498,12227,404888,5264,5500,733,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,304357,515,303149,844,50830,2416,36705,2341,14207,1998,51800,2391,49514,2642,49488,2691,50605,579,1208,614,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,427653,1272,426507,1299,68692,2897,49517,2838,24724,3073,73496,3663,76135,3936,67400,3957,66543,1305,1146,248,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3096540,1740,3089948,1866,476638,7249,349938,6864,167950,7203,512325,9785,522333,9564,520936,10087,539828,2190,6592,791,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1597257,2419,1592326,2506,244308,5767,183299,5937,88102,4577,265249,6474,270399,7544,269179,6995,271790,2829,4931,620,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,723856,2136,720582,2142,115949,3553,82003,3498,40327,2903,122859,4463,118851,3944,119863,4077,120730,1438,3274,436,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,722413,1569,720997,1568,117322,2920,84660,3058,40496,2592,118548,3931,119822,3732,123079,4466,117070,1578,1416,284,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1024999,2902,1021677,2981,162641,4592,116428,4247,56712,3444,175926,5521,166874,5794,171578,5349,171518,2081,3322,531,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1119248,1893,1116844,1937,177135,5144,135840,5032,62777,4387,182194,6109,187096,6254,188192,5794,183610,2030,2404,441,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,270322,1215,269189,1255,37930,1964,28167,2011,14261,1422,47828,2673,45808,2677,46287,2699,48908,893,1133,356,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1346632,1236,1343193,1254,213402,5149,149719,5187,76205,4719,219927,7553,222675,6552,227830,6597,233435,2117,3439,723,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1405107,662,1399724,1168,211453,4511,151040,4410,73382,4094,226761,6101,239922,6106,242678,7202,254488,1435,5383,822,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2293085,2238,2285313,2615,339922,5988,242676,5935,119633,4852,374471,7412,396442,7603,394848,8921,417321,2122,7772,1135,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
