GEO_ID,B27001G_001E,B27001G_001M,B27001G_002E,B27001G_002M,B27001G_003E,B27001G_003M,B27001G_004E,B27001G_004M,B27001G_005E,B27001G_005M,B27001G_006E,B27001G_006M,B27001G_007E,B27001G_007M,B27001G_008E,B27001G_008M,B27001G_009E,B27001G_009M,B27001G_010E,B27001G_010M,B27001G_011E,B27001G_011M,B27001G_012E,B27001G_012M,B27001G_013E,B27001G_013M,B27001G_014E,B27001G_014M,B27001G_015E,B27001G_015M,B27001G_016E,B27001G_016M,B27001G_017E,B27001G_017M,B27001G_018E,B27001G_018M,B27001G_019E,B27001G_019M,B27001G_020E,B27001G_020M,B27001G_021E,B27001G_021M,B27001G_022E,B27001G_022M,B27001G_023E,B27001G_023M,B27001G_024E,B27001G_024M,B27001G_025E,B27001G_025M,B27001G_026E,B27001G_026M,B27001G_027E,B27001G_027M,B27001G_028E,B27001G_028M,NAME,B27001G_001EA,B27001G_001MA,B27001G_002MA,B27001G_002EA,B27001G_003MA,B27001G_003EA,B27001G_004MA,B27001G_004EA,B27001G_005EA,B27001G_005MA,B27001G_006EA,B27001G_006MA,B27001G_007MA,B27001G_007EA,B27001G_008EA,B27001G_008MA,B27001G_009EA,B27001G_009MA,B27001G_010MA,B27001G_010EA,B27001G_011MA,B27001G_011EA,B27001G_012MA,B27001G_012EA,B27001G_013MA,B27001G_013EA,B27001G_014EA,B27001G_014MA,B27001G_015EA,B27001G_015MA,B27001G_016MA,B27001G_016EA,B27001G_017MA,B27001G_017EA,B27001G_018EA,B27001G_018MA,B27001G_019EA,B27001G_019MA,B27001G_020EA,B27001G_020MA,B27001G_021MA,B27001G_021EA,B27001G_022MA,B27001G_022EA,B27001G_023EA,B27001G_023MA,B27001G_024EA,B27001G_024MA,B27001G_025EA,B27001G_025MA,B27001G_026EA,B27001G_026MA,B27001G_027MA,B27001G_027EA,B27001G_028EA,B27001G_028MA,state
0400000US17,260088,12226,49697,4277,48872,4285,825,421,79614,5584,76553,5435,3061,1308,32539,3794,26121,3203,6418,1592,33888,4027,26241,3181,7647,1837,21062,2356,16547,1962,4515,1112,18986,2395,15685,2225,3301,820,13479,1954,10652,1733,2827,882,6143,1107,5934,1077,209,214,4680,1131,4542,1171,138,138,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,138745,7309,29275,2679,27935,2714,1340,642,46726,4553,44321,4360,2405,863,17843,2178,13084,1957,4759,1367,14400,2064,11202,1792,3198,804,10613,2004,7904,1474,2709,1070,8982,1438,7056,1208,1926,837,6565,1348,5386,1209,1179,541,2785,900,2785,900,0,190,1556,529,1511,506,45,81,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,59943,4846,11955,1671,11809,1664,146,165,23251,2847,21610,2686,1641,662,7580,1122,6488,971,1092,564,6582,1432,4214,1167,2368,866,4947,1464,3836,1060,1111,981,2978,702,2400,616,578,278,1712,591,1388,492,324,258,591,288,591,288,0,155,347,203,347,203,0,155,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,94821,6440,18473,2204,17366,2139,1107,456,31606,3724,29186,3675,2420,1024,11653,1996,8074,1632,3579,1202,9445,1777,6470,1347,2975,1018,7993,1727,6278,1553,1715,664,7204,1253,5652,1071,1552,569,4574,963,3608,838,966,431,2741,727,2647,713,94,136,1132,400,1132,400,0,168,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,79075,6561,19492,3102,19020,3141,472,376,27299,3804,26344,3766,955,478,8210,1709,6249,1371,1961,749,7553,1416,5202,1441,2351,840,5239,1311,3699,1100,1540,774,4437,1076,2731,751,1706,895,4439,1115,4290,1081,149,159,1439,588,1439,588,0,189,967,463,937,458,30,50,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,75987,6508,14212,2609,13772,2706,440,420,22904,3501,22374,3479,530,341,9044,1860,7124,1702,1920,703,7699,1633,5611,1325,2088,839,5500,1415,3826,1209,1674,642,7355,1330,4871,1048,2484,680,4617,1119,3785,1055,832,476,2499,679,2499,679,0,198,2157,733,2157,733,0,198,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,24486,2663,3907,1177,3701,1152,206,212,9218,1903,8951,1871,267,200,2908,844,2449,812,459,291,1508,634,1060,461,448,373,1923,648,1598,574,325,331,1977,640,1814,631,163,150,1576,406,1384,393,192,147,636,309,636,309,0,157,833,484,833,484,0,157,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,149215,8360,29208,3077,28955,3131,253,293,46593,4286,43886,3958,2707,1757,14970,1999,13014,1946,1956,730,16738,2590,12075,2044,4663,1511,15190,2452,12329,2383,2861,1059,12190,1821,10840,1629,1350,598,8289,1496,7266,1385,1023,551,3114,652,2965,648,149,245,2923,939,2923,939,0,204,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,166294,11211,24640,2811,24365,2817,275,218,43023,4003,42815,3974,208,224,22466,3075,19884,2900,2582,893,23064,3122,19165,2742,3899,1347,18510,2892,16491,2790,2019,851,17652,2377,16166,2182,1486,759,8994,1443,8119,1413,875,436,4317,953,4206,925,111,145,3628,842,3628,842,0,204,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,248924,10026,47455,3549,45663,3510,1792,849,78591,4864,75292,4571,3299,888,32646,3104,25624,2900,7022,1297,25537,2325,19072,2051,6465,1300,21989,2357,18677,2158,3312,780,19133,2071,15822,2006,3311,786,12305,1466,10431,1341,1874,590,7136,1126,7026,1120,110,139,4132,740,4132,740,0,167,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,133514,8776,30133,3209,28223,3080,1910,673,45238,4396,40182,3990,5056,1682,15355,1968,11345,1588,4010,1154,15827,2204,12600,1835,3227,747,9852,1582,8481,1357,1371,567,8824,1276,6783,985,2041,823,3927,829,3652,796,275,218,3295,942,3059,921,236,266,1063,432,1063,432,0,143,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,33671,4624,9084,2222,8488,2228,596,438,10736,2604,10257,2589,479,331,2891,892,2197,771,694,364,2348,787,1835,768,513,317,2032,705,1326,661,706,381,2847,1018,1603,561,1244,739,1732,605,1539,592,193,174,1336,650,1299,666,37,86,665,376,665,376,0,206,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,142416,7949,28008,2917,27081,2940,927,495,42670,4091,38589,3809,4081,1296,18448,2697,13976,2295,4472,1105,15899,2017,10560,1873,5339,1540,12464,1777,8241,1449,4223,1329,9341,1222,6938,1048,2403,705,8894,1322,7310,1247,1584,558,3912,825,3863,801,49,79,2780,822,2780,822,0,184,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23666,2795,3687,1133,2629,949,1058,480,7699,1317,6895,1327,804,361,2860,1130,1364,496,1496,982,2768,1023,1852,826,916,435,1853,574,1296,493,557,363,1755,604,1254,519,501,310,1946,586,1499,544,447,302,704,343,704,343,0,165,394,278,394,278,0,165,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,40036,3807,9760,1421,9575,1405,185,164,13747,1943,13031,1899,716,441,3080,834,2189,664,891,443,5322,1427,3415,1120,1907,638,2630,837,2068,717,562,462,2354,746,1939,729,415,279,1725,635,1146,539,579,383,518,292,400,228,118,167,900,534,900,534,0,155,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,104221,10495,19682,3648,18251,3656,1431,738,30051,4485,27493,4169,2558,1054,13250,2489,9956,2234,3294,905,13264,2552,9159,2119,4105,1820,10628,2351,7350,1861,3278,1215,8350,1854,6307,1558,2043,916,5065,1003,4087,960,978,534,2866,685,2866,685,0,234,1065,428,1053,426,12,26,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,22083,2389,3935,1088,3761,1100,174,191,6871,1270,6766,1287,105,195,1590,553,1351,546,239,214,2322,750,1968,655,354,292,1811,632,1454,564,357,349,2187,677,1805,587,382,435,1907,812,1580,752,327,319,1169,495,1169,495,0,184,291,215,291,215,0,184,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,215139,12921,40103,3983,38444,3972,1659,823,53366,4405,50063,4238,3303,1180,22096,3225,16542,2471,5554,1504,28281,3837,19143,3172,9138,1832,25920,2825,19489,2436,6431,1567,21767,2214,16850,1757,4917,1307,13952,2207,10921,1875,3031,848,5742,946,5418,919,324,289,3912,1081,3852,1086,60,98,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,63165,5945,13758,2915,12857,2763,901,865,14758,2677,13863,2677,895,527,8556,1415,4890,1159,3666,1076,6115,1123,4469,1085,1646,601,5063,1159,3483,1011,1580,543,5589,1511,4045,1299,1544,779,5596,1208,4670,1133,926,446,1849,566,1798,564,51,83,1881,655,1881,655,0,198,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,519769,16812,89144,5754,85575,5487,3569,1329,125829,7189,120356,6864,5473,1324,63117,4382,50247,4085,12870,2227,73600,5114,53011,4080,20589,3213,54595,4081,43781,3426,10814,2151,49283,3192,41212,2702,8071,1452,33050,3017,29959,2907,3091,848,18872,2172,18293,2141,579,411,12279,1537,12279,1537,0,192,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,199432,14431,46722,5377,45739,5321,983,676,64903,6467,61359,6283,3544,1263,21241,2780,16272,2439,4969,1187,19913,3123,11521,2331,8392,1748,16720,3148,11673,2571,5047,1679,11623,2011,8841,1644,2782,961,11097,2007,7088,1367,4009,1623,4494,1247,4447,1247,47,83,2719,979,2719,979,0,220,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,12160,1851,3242,1099,3004,1053,238,274,3581,817,3377,837,204,181,1508,650,1108,586,400,256,1421,558,978,494,443,280,326,219,315,218,11,17,992,414,667,321,325,256,602,265,493,253,109,106,341,213,341,213,0,143,147,113,147,113,0,143,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,263958,11356,62520,4834,59343,4700,3177,1275,87720,5743,84015,5476,3705,1203,27935,2912,21128,2392,6807,1510,28765,2785,20598,2284,8167,1570,21045,2662,16466,2433,4579,1129,16526,1881,13619,1683,2907,960,9958,1217,8175,1165,1783,558,6302,1017,6039,963,263,296,3187,821,3187,821,0,187,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,294579,9211,47684,2962,42251,2722,5433,1260,79433,4755,69936,4490,9497,1726,32733,2533,20054,2152,12679,1820,37492,3076,21057,2216,16435,2159,31100,2443,20486,1791,10614,1716,26516,1734,17636,1358,8880,1304,20636,1574,16829,1508,3807,737,12549,1248,12423,1223,126,120,6436,659,6436,659,0,163,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,131776,7009,21000,2346,19951,2366,1049,522,32042,3229,29986,3210,2056,979,19518,2845,15407,2422,4111,1185,19904,2455,14963,2003,4941,1249,12825,1884,9810,1598,3015,986,10293,1607,8216,1367,2077,610,9224,1444,7398,1327,1826,693,4212,1084,4099,1059,113,162,2758,903,2758,903,0,203,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,241619,11225,54649,4094,52924,4067,1725,720,81648,5347,78236,5193,3412,1387,26762,2265,21640,1906,5122,1210,22445,2620,16739,2184,5706,1561,21998,2458,17112,1842,4886,1354,16364,1823,14053,1662,2311,716,9616,1214,8168,1077,1448,543,5797,1148,5607,1142,190,163,2340,673,2340,673,0,168,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28084,4209,4419,1050,4081,1034,338,362,7943,1900,7600,1856,343,426,4458,1113,3683,987,775,492,2873,914,2071,767,802,501,2722,898,2317,783,405,286,2875,984,2493,850,382,318,1382,540,1292,535,90,117,560,314,560,314,0,207,852,367,852,367,0,207,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,81768,6982,19578,3143,17620,2943,1958,1217,27200,3953,23373,3317,3827,2349,8229,1809,5474,1372,2755,1100,7379,1428,4731,1293,2648,758,6278,1551,2635,973,3643,1173,6246,1517,4504,1339,1742,994,3873,1136,2773,697,1100,751,1325,582,1325,582,0,217,1660,666,1660,666,0,217,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,19506,2789,3120,725,3100,726,20,28,6389,1520,5880,1588,509,366,3002,1046,1495,681,1507,858,2327,738,1684,641,643,356,1900,774,1403,738,497,288,1520,692,1130,650,390,457,309,185,152,114,157,133,606,348,606,348,0,155,333,324,333,324,0,155,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,120132,7644,22991,3137,22023,2984,968,612,38743,4666,35741,4305,3002,1477,14100,2379,9221,1885,4879,1377,11245,1766,7788,1609,3457,974,8631,1819,5326,1340,3305,989,11523,1966,7867,1723,3656,1318,7138,1270,5843,1168,1295,565,4236,1147,4046,1133,190,169,1525,498,1525,498,0,208,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
