GEO_ID,B17010_001E,B17010_001M,B17010_002E,B17010_002M,B17010_003E,B17010_003M,B17010_004E,B17010_004M,B17010_005E,B17010_005M,B17010_006E,B17010_006M,B17010_007E,B17010_007M,B17010_008E,B17010_008M,B17010_009E,B17010_009M,B17010_010E,B17010_010M,B17010_011E,B17010_011M,B17010_012E,B17010_012M,B17010_013E,B17010_013M,B17010_014E,B17010_014M,B17010_015E,B17010_015M,B17010_016E,B17010_016M,B17010_017E,B17010_017M,B17010_018E,B17010_018M,B17010_019E,B17010_019M,B17010_020E,B17010_020M,B17010_021E,B17010_021M,B17010_022E,B17010_022M,B17010_023E,B17010_023M,B17010_024E,B17010_024M,B17010_025E,B17010_025M,B17010_026E,B17010_026M,B17010_027E,B17010_027M,B17010_028E,B17010_028M,B17010_029E,B17010_029M,B17010_030E,B17010_030M,B17010_031E,B17010_031M,B17010_032E,B17010_032M,B17010_033E,B17010_033M,B17010_034E,B17010_034M,B17010_035E,B17010_035M,B17010_036E,B17010_036M,B17010_037E,B17010_037M,B17010_038E,B17010_038M,B17010_039E,B17010_039M,B17010_040E,B17010_040M,B17010_041E,B17010_041M,NAME,B17010_001MA,B17010_001EA,B17010_002EA,B17010_002MA,B17010_003EA,B17010_003MA,B17010_004EA,B17010_004MA,B17010_005MA,B17010_005EA,B17010_006MA,B17010_006EA,B17010_007EA,B17010_007MA,B17010_008EA,B17010_008MA,B17010_009EA,B17010_009MA,B17010_010MA,B17010_010EA,B17010_011MA,B17010_011EA,B17010_012MA,B17010_012EA,B17010_013EA,B17010_013MA,B17010_014EA,B17010_014MA,B17010_015EA,B17010_015MA,B17010_016MA,B17010_016EA,B17010_017MA,B17010_017EA,B17010_018EA,B17010_018MA,B17010_019EA,B17010_019MA,B17010_020EA,B17010_020MA,B17010_021MA,B17010_021EA,B17010_022MA,B17010_022EA,B17010_023MA,B17010_023EA,B17010_024EA,B17010_024MA,B17010_025EA,B17010_025MA,B17010_026EA,B17010_026MA,B17010_027MA,B17010_027EA,B17010_028MA,B17010_028EA,B17010_029EA,B17010_029MA,B17010_030EA,B17010_030MA,B17010_031EA,B17010_031MA,B17010_032MA,B17010_032EA,B17010_033MA,B17010_033EA,B17010_034MA,B17010_034EA,B17010_035MA,B17010_035EA,B17010_036EA,B17010_036MA,B17010_037EA,B17010_037MA,B17010_038MA,B17010_038EA,B17010_039MA,B17010_039EA,B17010_040EA,B17010_040MA,B17010_041EA,B17010_041MA,state
0400000US01,1251795,13646,185909,6956,59150,3773,36931,3072,7544,1609,10799,1789,18588,2232,22219,2242,126759,6010,17144,2148,11478,1986,3079,900,1337,553,7062,1688,5666,1162,109615,5436,92540,5371,20160,2081,22627,2666,49753,3859,17075,1986,1065886,12576,830660,13121,325475,9334,61347,5035,59211,3540,204917,7716,505185,8409,235226,9305,62434,4569,31405,3227,6685,1550,2713,920,22007,2845,31029,3043,172792,7372,93468,5465,17200,2262,10285,1829,65983,4620,79324,4417,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,173279,4602,12024,1704,3842,813,2780,632,462,261,1203,378,1115,407,1062,493,8182,1485,2416,849,2328,848,588,412,387,208,1353,729,88,48,5766,1148,5387,1108,1180,418,1297,344,2910,983,379,234,161255,4646,123435,4083,56769,3139,11750,1544,13480,1735,31539,2552,66666,2982,37820,2584,13328,1464,8957,1363,2495,887,1837,835,4625,901,4371,916,24492,2226,17338,1917,4205,1325,2514,785,10619,1329,7154,1131,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1543923,17041,217603,9605,86195,6025,60427,4834,8906,1789,22480,3086,29041,3145,25768,2967,131408,7640,29605,3457,23343,3211,4319,1204,6640,1825,12384,2428,6262,1682,101803,6253,88825,6290,16248,2910,25973,2897,46604,4657,12978,2153,1326320,15922,1024155,15246,403419,12711,74438,6047,88626,6756,240355,8401,620736,11624,302165,11081,97891,6129,56781,4972,13507,2278,6587,1462,36687,4438,41110,3695,204274,9043,122090,6538,16457,2994,20388,3111,85245,5675,82184,5556,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,757205,8841,112534,5422,41651,3089,25069,2759,5975,1391,8766,1927,10328,1401,16582,1878,70883,4674,11297,1840,7905,1542,1849,849,1856,760,4200,1117,3392,1213,59586,4236,51671,4158,11989,2163,13232,2048,26450,2486,7915,1442,644671,9383,514457,9045,197436,6645,36743,3189,38054,3221,122639,5239,317021,6732,130214,5525,36704,3575,20962,2993,4431,1200,2751,910,13780,2332,15742,1903,93510,4397,55609,3822,8376,1755,6768,1528,40465,3199,37901,2919,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8518518,30469,1056152,15484,455238,10817,331164,8916,42311,3973,120534,5996,168319,6083,124074,5065,600914,12384,126510,6051,99149,5549,22459,2495,27465,2980,49225,4300,27361,2507,474404,11719,406839,11339,69788,4402,124118,6197,212933,7758,67565,4745,7462366,32642,5603947,36627,2673680,23862,509993,11356,543037,12034,1620650,20291,2930267,26252,1858419,25132,621922,13214,320484,9691,67971,4570,54350,4659,198163,7093,301438,9408,1236497,18248,681186,13155,100567,6355,101836,5479,478783,10832,555311,11473,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1256471,12018,114546,5172,45650,3697,31568,3429,5648,1292,13084,2214,12836,1895,14082,1851,68896,4246,13492,2118,10775,2040,2092,856,3037,1063,5646,1500,2717,747,55404,3914,48904,3642,11495,1946,14366,2102,23043,2379,6500,1358,1141925,11786,924906,12060,408546,10126,79900,5395,79247,4690,249399,7203,516360,8850,217019,7600,74302,5184,46639,4441,12929,2539,4895,1161,28815,2995,27663,3125,142717,5553,85193,4064,14179,1871,9804,1692,61210,4196,57524,3936,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893101,9280,70551,4637,19023,2289,11430,1766,2823,1001,2337,724,6270,1306,7593,1325,51528,4149,7519,1540,5361,1257,1846,946,1466,731,2049,887,2158,916,44009,3672,38591,3460,6725,1280,11197,1829,20669,2470,5418,1263,822550,9225,641276,8599,275265,7058,51063,3550,43004,3247,181198,6041,366011,8138,181274,6406,45948,3395,21898,2385,4230,1301,2367,792,15301,2077,24050,2177,135326,5171,78518,3955,12166,1934,12238,2065,54114,3861,56808,3537,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,227101,3932,18261,1977,4541,1002,2678,729,676,337,568,356,1434,604,1863,659,13720,1944,2561,1057,2173,971,970,630,258,258,945,568,388,302,11159,1600,9265,1530,1653,649,2781,766,4831,1428,1894,595,208840,3727,157214,3452,62570,2956,12064,1734,10003,1466,40503,2789,94644,3076,51626,3455,16124,2367,9514,1854,2663,974,1123,540,5728,1392,6610,1358,35502,2826,20233,2440,3438,1023,2899,831,13896,2160,15269,1831,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114045,3666,17608,2027,2165,759,1145,592,187,271,54,67,904,527,1020,464,15443,2076,2022,732,1449,663,365,384,202,242,882,642,573,319,13421,1862,10562,1601,2248,800,3095,971,5219,1260,2859,853,96437,3750,55082,3009,19738,1812,7705,1049,3075,637,8958,1520,35344,2597,41355,3014,9106,1575,4199,1065,1300,569,117,129,2782,855,4907,1227,32249,2514,17179,1956,2444,790,2002,824,12733,1640,15070,1867,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4559858,26881,564395,15175,227560,9748,130347,7062,20080,2559,40466,4128,69801,4566,97213,6818,336835,10750,64057,5288,47220,4684,12619,2194,11269,2786,23332,3016,16837,2250,272778,8881,226981,8730,40071,3828,59596,5171,127314,6937,45797,3925,3995463,26744,3065495,26185,1080942,18252,203321,7877,174835,8369,702786,14220,1984553,19502,929968,15536,260028,9424,130069,6977,33083,3900,14081,2340,82905,6372,129959,6206,669940,12950,371195,11241,55832,5020,40882,3930,274481,9837,298745,9201,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2376008,17596,349145,12059,124409,7749,83252,6387,12289,2227,31845,4059,39118,4044,41157,3717,224736,7699,35436,3713,24658,3223,7016,1808,5485,1330,12157,2355,10778,1887,189300,7234,159371,6735,30534,2893,41321,4049,87516,6183,29929,2916,2026863,18425,1543289,19299,691883,13897,126334,6514,132766,7410,432783,9713,851406,15140,483574,11603,129516,7609,68000,5319,13291,2349,12282,2907,42427,4554,61516,4585,354058,10443,210240,8465,33308,3343,29870,3865,147062,7225,143818,7041,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311789,5861,26678,2586,12044,1876,7270,1558,930,537,2557,912,3783,1115,4774,1150,14634,1743,2446,806,2138,788,345,259,761,595,1032,460,308,168,12188,1686,10359,1625,2704,936,3533,1099,4122,962,1829,547,285111,5942,217597,6067,96509,4253,19541,2225,23224,2420,53744,2914,121088,4595,67514,3832,23322,2317,11492,1642,2179,739,1764,567,7549,1522,11830,1551,44192,3276,22536,2471,4151,987,3781,989,14604,1907,21656,2400,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
