GEO_ID,C08524_001E,C08524_001M,C08524_002E,C08524_002M,C08524_003E,C08524_003M,C08524_004E,C08524_004M,C08524_005E,C08524_005M,C08524_006E,C08524_006M,C08524_007E,C08524_007M,C08524_008E,C08524_008M,C08524_009E,C08524_009M,C08524_010E,C08524_010M,C08524_011E,C08524_011M,C08524_012E,C08524_012M,C08524_013E,C08524_013M,C08524_014E,C08524_014M,C08524_015E,C08524_015M,C08524_016E,C08524_016M,C08524_017E,C08524_017M,C08524_018E,C08524_018M,C08524_019E,C08524_019M,C08524_020E,C08524_020M,C08524_021E,C08524_021M,C08524_022E,C08524_022M,C08524_023E,C08524_023M,C08524_024E,C08524_024M,C08524_025E,C08524_025M,C08524_026E,C08524_026M,C08524_027E,C08524_027M,C08524_028E,C08524_028M,C08524_029E,C08524_029M,C08524_030E,C08524_030M,C08524_031E,C08524_031M,C08524_032E,C08524_032M,C08524_033E,C08524_033M,C08524_034E,C08524_034M,C08524_035E,C08524_035M,C08524_036E,C08524_036M,C08524_037E,C08524_037M,C08524_038E,C08524_038M,C08524_039E,C08524_039M,C08524_040E,C08524_040M,C08524_041E,C08524_041M,C08524_042E,C08524_042M,NAME,C08524_001EA,C08524_001MA,C08524_002EA,C08524_002MA,C08524_003MA,C08524_003EA,C08524_004MA,C08524_004EA,C08524_005EA,C08524_005MA,C08524_006EA,C08524_006MA,C08524_007EA,C08524_007MA,C08524_008MA,C08524_008EA,C08524_009EA,C08524_009MA,C08524_010MA,C08524_010EA,C08524_011EA,C08524_011MA,C08524_012EA,C08524_012MA,C08524_013MA,C08524_013EA,C08524_014EA,C08524_014MA,C08524_015MA,C08524_015EA,C08524_016EA,C08524_016MA,C08524_017EA,C08524_017MA,C08524_018MA,C08524_018EA,C08524_019EA,C08524_019MA,C08524_020EA,C08524_020MA,C08524_021MA,C08524_021EA,C08524_022EA,C08524_022MA,C08524_023MA,C08524_023EA,C08524_024EA,C08524_024MA,C08524_025EA,C08524_025MA,C08524_026MA,C08524_026EA,C08524_027EA,C08524_027MA,C08524_028MA,C08524_028EA,C08524_029MA,C08524_029EA,C08524_030EA,C08524_030MA,C08524_031EA,C08524_031MA,C08524_032MA,C08524_032EA,C08524_033EA,C08524_033MA,C08524_034MA,C08524_034EA,C08524_035EA,C08524_035MA,C08524_036EA,C08524_036MA,C08524_037MA,C08524_037EA,C08524_038EA,C08524_038MA,C08524_039MA,C08524_039EA,C08524_040MA,C08524_040EA,C08524_041EA,C08524_041MA,C08524_042EA,C08524_042MA,state
0400000US01,1914756,17722,631545,12744,326893,9855,469510,10730,193264,8263,288890,9263,4654,1160,1626125,16768,549051,11236,268647,9093,408443,10593,153233,7343,243079,7957,3672,1015,188241,9426,48012,4688,39606,4002,36969,3459,29608,2817,33695,4003,351,271,8782,1424,1521,683,2557,772,1959,673,959,569,1786,609,0,193,40482,3352,9807,1604,9178,1836,7745,1473,5578,1579,7543,1545,631,322,51126,4304,23154,2662,6905,1551,14394,2578,3886,1038,2787,772,0,193,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,355925,6110,124053,5076,56973,4420,80138,4831,47256,3595,39397,3690,8108,1469,239776,6215,88604,4225,36346,3451,57404,4167,28781,2845,22995,2782,5646,1124,43590,3508,13288,1818,8100,2270,10499,2002,6591,1209,4183,945,929,570,6061,1575,1079,426,1384,663,2206,969,537,319,855,552,0,193,49623,2737,13997,1555,8010,984,7507,1058,9153,1490,9956,1807,1000,451,16875,2033,7085,1524,3133,880,2522,711,2194,812,1408,552,533,502,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2623436,18031,895273,18474,530501,14402,699966,15006,242532,10477,247751,10659,7413,1281,1991552,20267,701601,15895,385715,12407,536499,13518,177753,8700,186168,9203,3816,945,303211,12323,83333,5899,67968,7438,76940,5851,40264,4592,34108,3905,598,374,52302,4776,10565,1941,16422,3283,16755,2312,3425,1052,5135,1230,0,193,130589,8586,32846,3834,39699,4478,29042,4180,12076,2144,15560,2805,1366,556,145782,8522,66928,6076,20697,3293,40730,4602,9014,2012,6780,2008,1633,490,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1214826,11798,374991,9274,209303,7359,297807,8560,129206,5756,200645,7663,2874,1097,1005949,12850,317037,8914,164994,6599,255532,8197,100454,5095,165462,7308,2470,1058,124777,6639,31858,3009,24403,2854,24961,3014,19790,2637,23663,2626,102,129,5346,1194,848,405,1898,744,675,322,388,299,1537,825,0,193,38185,3863,8481,1513,9342,1967,7082,1238,5939,1566,7128,1621,213,204,40569,3617,16767,2470,8666,1541,9557,2163,2635,837,2855,776,89,175,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16042489,40016,5856574,37010,3031953,32358,3873101,34033,1483391,23483,1732768,25651,64702,4632,11759523,45850,4434488,31982,2045765,30095,2920236,32328,1038749,16534,1283792,19603,36493,3073,1781154,26616,514857,11927,355356,11889,387902,11493,280435,11479,237861,9910,4743,1373,825845,15872,244366,8764,239802,9050,202144,7960,45885,3892,92579,5465,1069,533,818615,17235,253827,9673,215812,9869,177902,8261,74834,5430,84647,6275,11593,2568,857352,17561,409036,10764,175218,6721,184917,7102,43488,3712,33889,3449,10804,2148,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2462381,12823,975994,14972,419263,11510,595297,13190,228576,7730,222586,8529,20665,2049,1862725,13933,746189,14843,303715,9914,460428,11158,167445,6941,174133,7219,10815,1940,238625,8207,73981,5229,50593,4124,46741,3884,40668,3322,24712,3070,1930,665,76857,4987,25899,2774,18566,2729,19710,2750,4895,1537,7726,1658,61,105,129220,6854,44134,3667,27761,3040,29126,3258,10099,1769,10476,1996,7624,724,154954,7327,85791,5209,18628,2557,39292,3732,5469,1122,5539,1438,235,295,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1710953,13550,687301,13531,309152,8964,411338,9995,131840,6442,165687,8048,5635,1376,1352837,13807,562176,11757,224719,7890,330226,9272,102128,5397,130755,7000,2833,1096,151893,8209,43336,3992,37531,4215,33369,3297,17846,2654,19759,2557,52,93,59778,4949,15471,2258,20620,2318,14649,2117,3057,1178,5931,1784,50,82,74010,5885,25549,3357,18586,2697,16456,2121,4912,2089,7174,1556,1333,447,72435,4059,40769,3202,7696,1363,16638,1919,3897,1180,2068,722,1367,845,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,407733,7229,156804,5726,69883,3755,100524,5637,37769,3167,41877,3395,876,431,333736,8376,130881,5105,54025,3463,85576,5482,30611,3015,31767,3333,876,431,36345,3475,12728,2053,7087,1344,6268,1070,4940,1145,5322,1280,0,193,10449,2026,2720,778,2711,1062,2857,948,331,296,1830,965,0,193,12180,1842,3305,933,3763,1167,2177,749,1162,736,1773,715,0,193,15023,1984,7170,1144,2297,895,3646,873,725,509,1185,732,0,193,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,805581,14168,491465,11674,110168,6496,131058,6929,33061,3511,34805,3352,5024,1561,345873,10435,199550,7354,51731,4831,54068,4308,18713,2802,19113,2535,2698,1144,80499,5357,48151,4165,9632,1737,12311,1781,6014,1529,4121,1325,270,273,306244,10741,194124,8344,38643,4586,55455,4732,6907,1697,10051,1861,1064,677,58265,4008,40520,3147,6759,1359,7508,1568,1009,717,1477,501,992,571,14700,2159,9120,1504,3403,1230,1716,800,418,363,43,71,0,193,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7951248,35473,2611868,28779,1696347,25773,2195986,31237,718680,20183,700941,15291,27426,2899,6346735,39773,2160075,25946,1288710,22595,1793297,28792,529434,16731,559258,14396,15961,2466,789125,21924,202157,9733,202933,9864,190388,10222,118834,8110,73094,5929,1719,629,166437,9668,26855,3959,65980,5179,42561,4254,14739,2947,15855,2568,447,295,280838,11745,58422,4766,91304,8377,64691,5429,30370,4322,33698,4416,2353,837,368113,13214,164359,8049,47420,5080,105049,6858,25303,3364,19036,3567,6946,1277,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4154601,29139,1452111,19690,704861,16928,1038791,19566,382277,11617,543775,14658,32786,3210,3300185,26976,1188861,18461,526482,13287,858454,17593,275944,10177,430309,12024,20135,2950,437135,15761,112885,7790,93505,7177,85609,6404,74205,6324,68808,5943,2123,784,88499,6246,21445,2660,28006,3791,18282,2799,7590,2622,12768,2566,408,243,135142,9005,33462,3563,37708,4710,22997,2933,16027,2849,22304,2969,2644,759,193640,9587,95458,6385,19160,2829,53449,4438,8511,1956,9586,1757,7476,1161,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,650007,8074,215028,6828,143917,5870,152820,5870,64111,3725,55240,4273,18891,2167,436367,7614,147045,5628,89678,4669,101038,4981,47029,3388,40164,3552,11413,1967,92382,4785,30457,2842,21761,2617,22229,2329,9487,1638,6423,1279,2025,950,38441,3611,8244,1449,13899,2249,10973,1671,1021,412,4129,1238,175,212,53225,4755,15096,1992,14377,2648,12503,1842,4112,1091,3394,958,3743,1115,29592,2924,14186,1880,4202,1055,6077,1313,2462,871,1130,573,1535,560,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
