GEO_ID,B16004_001E,B16004_001M,B16004_002E,B16004_002M,B16004_003E,B16004_003M,B16004_004E,B16004_004M,B16004_005E,B16004_005M,B16004_006E,B16004_006M,B16004_007E,B16004_007M,B16004_008E,B16004_008M,B16004_009E,B16004_009M,B16004_010E,B16004_010M,B16004_011E,B16004_011M,B16004_012E,B16004_012M,B16004_013E,B16004_013M,B16004_014E,B16004_014M,B16004_015E,B16004_015M,B16004_016E,B16004_016M,B16004_017E,B16004_017M,B16004_018E,B16004_018M,B16004_019E,B16004_019M,B16004_020E,B16004_020M,B16004_021E,B16004_021M,B16004_022E,B16004_022M,B16004_023E,B16004_023M,B16004_024E,B16004_024M,B16004_025E,B16004_025M,B16004_026E,B16004_026M,B16004_027E,B16004_027M,B16004_028E,B16004_028M,B16004_029E,B16004_029M,B16004_030E,B16004_030M,B16004_031E,B16004_031M,B16004_032E,B16004_032M,B16004_033E,B16004_033M,B16004_034E,B16004_034M,B16004_035E,B16004_035M,B16004_036E,B16004_036M,B16004_037E,B16004_037M,B16004_038E,B16004_038M,B16004_039E,B16004_039M,B16004_040E,B16004_040M,B16004_041E,B16004_041M,B16004_042E,B16004_042M,B16004_043E,B16004_043M,B16004_044E,B16004_044M,B16004_045E,B16004_045M,B16004_046E,B16004_046M,B16004_047E,B16004_047M,B16004_048E,B16004_048M,B16004_049E,B16004_049M,B16004_050E,B16004_050M,B16004_051E,B16004_051M,B16004_052E,B16004_052M,B16004_053E,B16004_053M,B16004_054E,B16004_054M,B16004_055E,B16004_055M,B16004_056E,B16004_056M,B16004_057E,B16004_057M,B16004_058E,B16004_058M,B16004_059E,B16004_059M,B16004_060E,B16004_060M,B16004_061E,B16004_061M,B16004_062E,B16004_062M,B16004_063E,B16004_063M,B16004_064E,B16004_064M,B16004_065E,B16004_065M,B16004_066E,B16004_066M,B16004_067E,B16004_067M,NAME,B16004_001EA,B16004_001MA,B16004_002MA,B16004_002EA,B16004_003MA,B16004_003EA,B16004_004EA,B16004_004MA,B16004_005EA,B16004_005MA,B16004_006EA,B16004_006MA,B16004_007MA,B16004_007EA,B16004_008MA,B16004_008EA,B16004_009EA,B16004_009MA,B16004_010EA,B16004_010MA,B16004_011EA,B16004_011MA,B16004_012EA,B16004_012MA,B16004_013MA,B16004_013EA,B16004_014EA,B16004_014MA,B16004_015EA,B16004_015MA,B16004_016EA,B16004_016MA,B16004_017EA,B16004_017MA,B16004_018MA,B16004_018EA,B16004_019EA,B16004_019MA,B16004_020MA,B16004_020EA,B16004_021EA,B16004_021MA,B16004_022EA,B16004_022MA,B16004_023EA,B16004_023MA,B16004_024EA,B16004_024MA,B16004_025MA,B16004_025EA,B16004_026EA,B16004_026MA,B16004_027EA,B16004_027MA,B16004_028EA,B16004_028MA,B16004_029EA,B16004_029MA,B16004_030EA,B16004_030MA,B16004_031MA,B16004_031EA,B16004_032EA,B16004_032MA,B16004_033EA,B16004_033MA,B16004_034MA,B16004_034EA,B16004_035EA,B16004_035MA,B16004_036EA,B16004_036MA,B16004_037EA,B16004_037MA,B16004_038MA,B16004_038EA,B16004_039MA,B16004_039EA,B16004_040EA,B16004_040MA,B16004_041EA,B16004_041MA,B16004_042EA,B16004_042MA,B16004_043MA,B16004_043EA,B16004_044MA,B16004_044EA,B16004_045MA,B16004_045EA,B16004_046EA,B16004_046MA,B16004_047EA,B16004_047MA,B16004_048EA,B16004_048MA,B16004_049MA,B16004_049EA,B16004_050MA,B16004_050EA,B16004_051EA,B16004_051MA,B16004_052EA,B16004_052MA,B16004_053EA,B16004_053MA,B16004_054MA,B16004_054EA,B16004_055EA,B16004_055MA,B16004_056MA,B16004_056EA,B16004_057EA,B16004_057MA,B16004_058EA,B16004_058MA,B16004_059MA,B16004_059EA,B16004_060EA,B16004_060MA,B16004_061MA,B16004_061EA,B16004_062EA,B16004_062MA,B16004_063EA,B16004_063MA,B16004_064MA,B16004_064EA,B16004_065EA,B16004_065MA,B16004_066EA,B16004_066MA,B16004_067MA,B16004_067EA,state
0400000US01,4504275,2738,825923,3198,777820,4756,36128,4271,26057,3867,6232,1761,3590,1506,249,272,3728,915,3446,907,245,173,37,58,0,190,6696,1198,4106,1224,2039,660,551,388,0,190,1551,689,1069,508,239,254,243,202,0,190,3004562,3178,2831664,6448,111993,5691,47388,4045,21259,2795,33523,4591,9823,2204,26193,2830,20946,2460,3753,951,1173,603,321,314,27642,2552,13723,2006,7228,1396,6167,1764,524,338,7070,1783,4779,1447,908,643,995,716,388,295,673790,2282,658961,2217,5724,1310,3121,809,1208,796,687,469,708,536,5905,1249,4716,1159,915,411,156,102,118,185,3051,936,1199,707,828,533,578,318,446,424,149,128,136,124,13,24,0,190,0,190,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,668687,875,134192,720,112839,3051,4713,1532,4468,1508,229,199,16,30,0,149,4197,1810,3092,1405,961,965,144,171,0,149,6215,1325,4236,1099,1870,983,26,47,83,93,6228,867,5044,794,1056,378,120,80,8,13,476128,1163,396920,3679,19263,1627,14413,1586,2483,617,2014,809,353,473,12307,2155,9406,1817,1634,658,1131,613,136,157,24780,1452,13325,1418,7550,1347,3491,930,414,289,22858,2007,17548,1769,4888,908,422,188,0,149,58367,1122,47609,995,1207,362,789,338,296,187,70,67,52,72,1467,532,1134,501,231,187,71,114,31,52,3523,823,1092,644,904,426,1274,460,253,228,4561,484,2515,428,1156,335,747,330,143,104,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6034541,2472,1176060,2861,824939,11423,298676,9512,243484,9544,39936,5153,12798,2144,2458,1072,12373,2708,11048,2481,778,389,450,433,97,170,18152,2760,14692,2399,2486,1354,931,595,43,71,21920,2757,17508,2331,3524,1206,865,598,23,41,3935328,1950,2812338,19895,846605,15620,504553,16178,131041,8169,143176,9655,67835,6275,81791,7675,63828,5852,13467,2649,4246,1292,250,254,86425,4373,45633,4073,21496,2507,14964,2268,4332,1750,108169,6293,81204,5119,18041,2664,7079,1594,1845,1320,923153,1822,767411,4358,97594,3023,51078,3589,15182,2633,16499,2221,14835,2270,28257,3456,21166,3015,3974,1114,2337,743,780,527,11769,1557,4509,1223,3478,1119,2939,857,843,484,18122,1584,9226,1265,3007,528,3370,759,2519,495,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2740313,2124,513520,2544,461128,3856,42988,3029,30896,3507,9793,2551,2299,1007,0,192,3025,1113,2214,1141,432,327,379,436,0,192,5755,997,4071,886,575,464,612,511,497,262,624,461,408,342,216,313,0,192,0,192,1798168,2515,1655548,5737,102403,4355,45539,4630,23504,3767,24949,3477,8411,1976,14101,2630,10683,2097,3074,1268,344,238,0,192,23082,2746,9790,2072,7715,1374,4363,1565,1214,647,3034,1530,2476,1221,506,490,52,87,0,192,428625,1855,418971,2013,3697,1003,1875,621,481,315,1003,677,338,377,4184,1064,3160,1002,566,306,458,350,0,192,1397,542,561,404,312,272,242,189,282,306,376,282,376,282,0,192,0,192,0,192,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35158257,2934,6733781,3245,3671276,27317,2387446,24363,1885869,23164,380752,12756,101518,5942,19307,2764,199400,11245,170320,10275,20310,2943,7890,1681,880,694,421181,10082,317279,9652,74324,4993,27140,2502,2438,1055,54478,7030,45032,6109,5714,1819,3532,1498,200,212,24026423,3740,13219366,43625,7043015,34501,3475847,30622,1262407,20774,1487335,21655,817426,17899,1089693,21793,767883,15503,213138,9365,90340,5664,18332,2778,2445870,19467,1249484,17804,674971,14534,421546,11881,99869,6873,228479,12434,154004,8811,50278,6137,18961,3162,5236,1910,4398053,3381,2877404,12352,694094,7009,237010,8449,116494,5292,157856,6171,182734,6978,285906,8922,131816,6320,55346,4428,62886,5310,35858,4422,500606,6428,124449,5394,113959,5789,163149,5818,99049,5252,40043,4652,14547,1961,11231,1738,10013,3112,4252,1453,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4775755,1953,887536,2189,712513,8207,138261,7514,114746,7263,15834,2105,6515,1276,1166,811,16606,2646,14124,2500,1487,623,995,420,0,201,16443,2304,12032,2348,2313,965,2076,995,22,44,3713,1250,2624,959,640,414,449,459,0,201,3312722,2573,2761941,12764,376073,10493,194328,8006,74558,4925,77205,5774,29982,3639,76144,5185,61666,4705,10698,1933,3147,1254,633,455,69074,4638,36635,3623,17438,2184,13356,2529,1645,730,29490,5263,18549,3929,7496,1779,2757,1319,688,472,575497,1786,502378,3672,44429,2091,25561,2137,7458,1337,4481,1040,6929,2016,18459,2402,12752,1647,2780,984,1984,853,943,558,8215,1093,1741,546,2633,678,3023,1004,818,416,2016,833,575,359,948,542,191,162,302,372,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3384503,1187,607414,1207,488411,6376,71753,4110,58517,3621,8068,1609,4107,1346,1061,592,29468,3781,25710,3293,2739,1035,1019,835,0,198,11507,1576,9048,1598,1599,598,729,412,131,218,6275,2215,5425,2098,751,656,99,160,0,198,2261775,1182,1740431,8894,273510,4524,146014,6796,53290,4799,53007,5186,21199,3534,170618,7820,115588,5311,34621,3736,17817,2773,2592,1017,58974,3593,33996,2592,14966,2085,8211,1837,1801,755,18242,3237,12327,2463,4740,1586,951,448,224,192,515314,1188,431635,3507,22553,1040,6246,1044,4571,799,7029,1165,4707,1022,52590,3261,28687,2203,11534,1624,9246,1516,3123,918,5551,962,1735,539,1176,503,1414,595,1226,481,2985,911,1729,665,647,425,280,199,329,371,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,851887,253,149377,487,127656,2635,14106,1778,10279,1790,2140,737,1558,720,129,173,3515,965,3101,859,391,324,23,38,0,192,2282,669,1722,578,276,232,284,308,0,192,1818,1466,1707,1430,0,192,111,185,0,192,568598,845,485517,4348,44782,2892,25761,2768,6749,1516,7187,1399,5085,1542,20493,3170,14121,2161,4354,1410,1702,804,316,274,11775,1545,6755,1344,3665,1061,1185,500,170,162,6031,2003,5247,1834,612,366,83,142,89,96,133912,740,122997,1961,1874,882,1435,770,158,220,152,197,129,159,6758,1931,3635,888,1168,705,1770,1394,185,270,1758,600,1053,417,264,231,372,411,69,93,525,355,462,342,0,192,0,192,63,105,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,581764,153,69248,176,59164,1598,6819,1316,6094,1247,392,277,333,400,0,200,1980,847,1940,847,0,200,0,200,40,68,558,362,454,337,104,141,0,200,0,200,727,442,424,346,303,296,0,200,0,200,442778,372,371424,4665,32612,2670,20237,2674,6613,1282,4372,1338,1390,824,21641,2805,18410,2440,2566,703,560,539,105,123,8286,1411,5319,948,1803,811,622,360,542,439,8815,2402,6321,1827,1493,647,1001,630,0,200,69738,261,63660,1042,2420,608,1688,539,366,207,366,302,0,200,2308,728,1874,692,374,276,0,200,60,103,532,264,97,75,69,106,181,135,185,190,818,455,553,399,100,97,111,185,54,91,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17983218,4530,2920626,5253,2104241,15653,631119,12965,512347,12598,79225,7210,32847,4309,6700,2003,136259,10084,110617,8805,18050,3605,7033,1771,559,501,33193,3821,25383,3397,5544,1692,2231,1020,35,61,15814,3974,14048,3962,1186,550,529,394,51,83,11703197,5525,8229881,26239,2569848,16941,1386160,25483,484623,14658,451674,14809,247391,13818,628661,18334,381951,12893,153900,8977,78383,6623,14427,2903,202320,9450,113865,7116,53995,5078,29119,3022,5341,2144,72487,8804,51234,7139,14772,2946,4441,1777,2040,1756,3359395,4858,2689910,11066,445791,6006,114497,6164,88856,5363,124626,7547,117812,5498,179828,7037,96689,5487,39709,3400,29953,2912,13477,2710,29998,2786,9404,1646,9501,2040,7066,1571,4027,1256,13868,2583,9024,2193,2681,756,1546,798,617,672,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
