GEO_ID,B25006_001E,B25006_001M,B25006_002E,B25006_002M,B25006_003E,B25006_003M,B25006_004E,B25006_004M,B25006_005E,B25006_005M,B25006_006E,B25006_006M,B25006_007E,B25006_007M,B25006_008E,B25006_008M,B25006_009E,B25006_009M,B25006_010E,B25006_010M,NAME,B25006_001EA,B25006_001MA,B25006_002EA,B25006_002MA,B25006_003MA,B25006_003EA,B25006_004MA,B25006_004EA,B25006_005EA,B25006_005MA,B25006_006EA,B25006_006MA,B25006_007EA,B25006_007MA,B25006_008MA,B25006_008EA,B25006_009MA,B25006_009EA,B25006_010MA,B25006_010EA,state
0400000US01,1844546,11416,1314768,8237,470145,7055,9117,1285,17799,1443,635,527,15176,2097,16906,1910,1658,767,15248,1736,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,257330,3380,193742,3154,7696,1196,29151,1489,9646,880,1475,326,2930,839,12690,1840,693,445,11997,1785,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2356055,12130,1980030,12659,90152,4372,72834,3619,60568,2902,2404,550,109906,5857,40161,3684,10846,1896,29315,3116,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1127621,7837,909536,6940,167833,3648,6468,1398,10686,1403,1151,437,17603,2264,14344,2040,1341,681,13003,1812,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12468743,22250,8488352,27903,817065,10280,93230,4475,1536143,12721,37205,2620,1135764,16593,360984,9989,78277,4402,282707,8072,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1975388,9057,1730551,11052,75841,3638,16650,1713,45035,2633,1567,417,64237,4695,41507,3036,8688,1704,32819,2760,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1351643,7309,1102216,6222,128111,3523,2683,787,41092,1844,625,424,55915,3469,21001,2396,5267,1177,15734,1893,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,333192,3426,248392,3571,65341,1945,1160,377,9238,664,22,29,5158,1183,3881,878,364,295,3517,828,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,268670,3200,119021,3301,126754,2873,952,261,8731,1214,0,200,7982,1357,5230,944,497,252,4733,980,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106283,31131,5746158,23697,970913,11306,18554,2527,139848,4083,3043,1331,134231,8397,93536,6503,24104,3420,69432,5552,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3494542,15336,2242220,13717,1043939,10500,8376,1881,94909,3795,1894,906,65907,5437,37297,3520,4714,1275,32583,3490,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,448563,5562,149615,3335,9127,1197,967,452,179250,4246,32071,1938,5229,1232,72304,3710,2331,730,69973,3717,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,580193,6204,547153,5924,2488,868,7138,1366,7367,1430,682,515,7896,1502,7469,1272,1052,426,6417,1221,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4737208,12865,3638039,13344,655841,7631,9603,1463,185807,4715,546,319,189323,6551,58049,3505,12466,2006,45583,3142,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2467111,11107,2146166,9731,215432,4450,4728,1008,30712,2286,262,255,41301,2893,28510,2197,3931,1190,24579,1904,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1216765,7072,1144189,6133,28277,1949,4244,833,16695,1343,104,100,13204,1714,10052,1543,1009,387,9043,1451,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101701,5567,970810,5530,63023,2891,8805,1321,18995,1337,317,208,19428,1771,20323,1893,1737,670,18586,1627,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1672134,9367,1499418,8349,129346,3994,3527,852,13405,1340,200,242,9053,1482,17185,2071,1255,518,15930,2087,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1702030,9725,1128955,7421,507050,6621,10271,1131,21221,1842,704,574,14113,1841,19716,2035,2868,770,16848,1952,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,552051,5238,536015,4941,3389,583,3060,736,2975,706,69,118,997,402,5546,1117,156,126,5390,1105,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2134517,9936,1327546,8262,623114,6922,5331,824,101926,2858,605,478,43597,3140,32398,2716,5038,1319,27360,2404,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2532067,9349,2123858,9273,155541,4023,5146,1096,114905,2844,214,215,88451,4059,43952,3536,9237,1574,34715,3079,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3772433,14208,3088992,12597,504116,6162,19988,1483,74645,2629,437,240,29451,2475,54804,3564,5021,1053,49783,3474,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2096477,7824,1881399,7401,92723,3254,18715,1453,58829,2525,267,172,19461,1945,25083,2209,2279,662,22804,2124,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1080991,8431,681076,7020,376349,5914,4208,787,7928,1267,0,206,4364,1266,7066,1272,920,503,6146,1236,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2341074,10807,1992811,10607,258360,4112,8602,1380,31217,1941,1007,427,15854,2095,33223,2470,2203,622,31020,2408,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,404250,4567,374690,4494,896,415,19852,1705,1363,473,181,209,1127,474,6141,1173,299,236,5842,1168,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,723800,4514,656444,4793,31457,1980,5663,903,10793,924,358,215,11472,1524,7613,1140,1115,513,6498,1086,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,982352,9598,750768,9815,81911,3581,10813,1566,63051,3698,4844,988,48211,3942,22754,3153,2785,836,19969,3135,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,516454,4150,492522,4400,5335,674,897,412,9537,1187,0,184,1821,726,6342,1000,811,529,5531,953,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3167629,9918,2311885,10724,413501,6469,8051,1536,230249,4810,1145,591,148386,5983,54412,4003,14897,1685,39515,3413,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,767285,6715,590335,7041,15975,1797,49743,1885,7900,1083,333,223,85853,4320,17146,1629,5490,1102,11656,1791,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7187938,18167,5068665,16566,1036809,9264,25111,2254,445727,5795,1540,617,481749,9686,128337,5074,39387,3094,88950,4401,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3683364,19202,2700445,16195,778229,10112,36858,2698,62664,3234,758,432,64936,4547,39474,4047,4829,1415,34645,4009,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,283440,2528,263699,2425,2339,797,11944,885,1911,505,22,41,1301,523,2224,635,98,102,2126,611,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4538555,15280,3833890,13053,545372,5667,8590,1217,65153,2618,742,358,29794,2794,55014,3471,3913,853,51101,3390,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1442731,7338,1130297,7157,101258,3298,82302,3481,19617,1416,1182,424,25757,1891,82318,3874,2484,656,79834,3692,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1516979,8379,1349599,7298,22644,1760,18633,1865,47962,2645,4451,855,37592,2744,36098,3068,3614,1047,32484,2788,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4937333,13801,4213142,12194,486671,6794,6763,1118,110510,2964,1077,677,69881,3616,49289,3519,7730,1220,41559,3397,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,412259,3948,354489,3824,21737,1826,1572,514,9726,1115,122,194,18078,1733,6535,1523,1714,514,4821,1479,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1768834,12783,1243544,9962,465220,7319,6279,1099,19940,1891,790,696,18124,2414,14937,2105,1344,683,13593,1889,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,323215,3255,292718,3207,3192,742,19612,1361,2056,409,9,15,1757,594,3871,1218,154,150,3717,1189,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2467428,12592,1986001,11874,390775,6061,6622,1398,28015,1903,703,429,25953,2408,29359,3261,1430,520,27929,3192,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8850370,21114,6776510,19825,1085909,12060,47878,4320,308252,6136,6156,1636,482780,11405,142885,6678,36985,3200,105900,5480,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,884253,5722,800109,6025,8627,1174,9810,1266,17887,1365,5310,800,29956,2919,12554,1752,2683,754,9871,1496,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,257358,2656,248798,2477,1516,470,930,402,2240,672,16,30,348,254,3510,724,185,138,3325,716,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2990650,13887,2188551,12501,556348,7128,9434,1169,138501,4521,1517,606,44209,3671,52090,4589,6166,1442,45924,4560,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2632621,9876,2192292,9698,94003,3509,32799,2323,161587,4429,10688,1355,68868,4908,72384,4262,6501,1340,65883,4065,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,735408,6147,701683,5722,20200,1663,817,403,3050,664,80,105,753,352,8825,1439,171,131,8654,1436,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2275352,8388,2057111,8000,119775,3037,16582,1128,35406,1748,761,441,21849,2293,23868,2749,2263,654,21605,2569,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,222539,3310,207666,3228,1726,552,3405,764,1528,520,108,161,4412,912,3694,842,386,386,3308,867,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1256151,8804,857626,9765,107873,4049,2844,728,3285,841,0,210,120683,5463,163840,5166,8868,1399,154972,5011,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
