GEO_ID,B25087_001E,B25087_001M,B25087_002E,B25087_002M,B25087_003E,B25087_003M,B25087_004E,B25087_004M,B25087_005E,B25087_005M,B25087_006E,B25087_006M,B25087_007E,B25087_007M,B25087_008E,B25087_008M,B25087_009E,B25087_009M,B25087_010E,B25087_010M,B25087_011E,B25087_011M,B25087_012E,B25087_012M,B25087_013E,B25087_013M,B25087_014E,B25087_014M,B25087_015E,B25087_015M,B25087_016E,B25087_016M,B25087_017E,B25087_017M,B25087_018E,B25087_018M,B25087_019E,B25087_019M,B25087_020E,B25087_020M,B25087_021E,B25087_021M,B25087_022E,B25087_022M,B25087_023E,B25087_023M,B25087_024E,B25087_024M,B25087_025E,B25087_025M,B25087_026E,B25087_026M,B25087_027E,B25087_027M,B25087_028E,B25087_028M,B25087_029E,B25087_029M,NAME,B25087_001MA,B25087_001EA,B25087_002EA,B25087_002MA,B25087_003EA,B25087_003MA,B25087_004EA,B25087_004MA,B25087_005MA,B25087_005EA,B25087_006MA,B25087_006EA,B25087_007EA,B25087_007MA,B25087_008EA,B25087_008MA,B25087_009EA,B25087_009MA,B25087_010MA,B25087_010EA,B25087_011MA,B25087_011EA,B25087_012MA,B25087_012EA,B25087_013EA,B25087_013MA,B25087_014EA,B25087_014MA,B25087_015EA,B25087_015MA,B25087_016MA,B25087_016EA,B25087_017MA,B25087_017EA,B25087_018EA,B25087_018MA,B25087_019EA,B25087_019MA,B25087_020EA,B25087_020MA,B25087_021MA,B25087_021EA,B25087_022MA,B25087_022EA,B25087_023MA,B25087_023EA,B25087_024EA,B25087_024MA,B25087_025EA,B25087_025MA,B25087_026EA,B25087_026MA,B25087_027MA,B25087_027EA,B25087_028MA,B25087_028EA,B25087_029EA,B25087_029MA,state
0400000US01,1289217,12212,769984,10852,203,209,1299,768,5990,1041,17222,1821,31631,2586,49671,3959,56249,3840,71397,4815,68757,3456,153928,5855,113542,5613,117183,4920,44251,3450,18380,2360,20281,2048,519233,10290,6318,1178,18237,1610,39484,2978,60592,3796,70201,4171,73111,4338,62404,3893,85953,4119,46819,3485,24483,2313,31631,2295,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162312,3867,105715,4095,301,335,65,53,314,145,710,315,1142,403,989,339,1686,466,1894,538,2348,530,10140,1255,14963,1731,31650,2173,20167,2039,9237,1525,10109,1489,56597,2674,1407,598,1200,337,1742,444,2445,600,3627,802,3331,855,3542,652,8660,1343,8582,1298,7362,1370,14699,1491,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1501528,15067,1032658,16346,310,228,2676,860,7103,1679,12422,2002,20112,2848,34280,3495,48899,4006,59790,4597,65264,4133,186635,8039,171838,6520,211427,9438,99973,6244,53451,4317,58478,4641,468870,10367,16015,2019,18841,2365,32073,3327,48708,3861,47655,3880,50848,4028,52852,4663,83686,5455,48775,4139,28771,2760,40646,2971,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,750984,9249,441581,7763,58,69,1013,531,4720,835,14849,1745,28450,2503,42956,2763,45976,3240,44698,3260,43504,3041,82195,4779,50237,3941,50340,3343,16714,1947,8361,1609,7510,1255,309403,7087,5571,1162,16152,1981,28564,1911,44092,2793,51841,3072,42462,2662,34037,2877,44807,3236,20137,2168,9647,1563,12093,1793,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6843369,25886,5102167,26938,1219,723,5138,1040,14897,1889,23047,2047,35299,2702,53492,3052,69823,3594,96586,5047,112471,5733,378714,10336,454952,11516,988809,15071,871854,13626,664499,12226,1331367,17053,1741202,18648,29601,2193,40275,3078,70596,3821,111116,4959,146315,5588,150580,4928,151649,5577,268422,7952,214184,5988,152073,5387,406391,10800,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1271804,10881,954994,11508,187,165,1487,567,3385,740,6969,1212,13395,1974,18816,1917,26987,2473,35847,2975,44214,3399,138893,6326,153657,6817,241970,7627,136038,5775,65481,4229,67668,4010,316810,6526,2497,766,6631,1252,13367,1853,22064,1940,33464,2272,41319,2938,36981,2522,62381,3643,40298,2654,22888,1710,34920,2888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,911059,6941,644372,7533,229,369,103,111,543,445,1452,527,2178,777,3928,848,6460,1110,9228,1430,10619,1452,46183,2963,64470,3818,163278,5152,131106,5376,80778,4801,123817,4279,266687,5457,588,236,475,228,671,348,1826,514,1709,557,2488,735,4356,861,17033,1548,27481,1869,35827,2636,174233,5029,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,238560,4816,166538,4740,38,67,42,71,688,377,1853,720,2489,717,2883,828,4152,798,5009,892,8370,1404,25203,2348,25312,2486,48314,3073,24687,2213,10273,1612,7225,1143,72022,3318,15,20,983,499,3726,873,4776,901,5952,980,6773,952,8081,1180,13681,1658,9325,1450,6465,1102,12245,1487,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110625,3425,87297,3574,0,200,294,208,222,132,448,250,285,195,688,410,925,311,1353,536,2116,858,7479,1320,7107,1316,16374,1647,14216,1926,11505,1284,24285,1836,23328,1822,422,305,295,180,438,232,922,385,1344,520,1597,551,1744,492,3181,750,2459,621,1995,598,8931,1280,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4741169,31771,2975808,26290,506,348,3604,1138,14264,2198,34456,3502,58685,3924,90025,5081,121394,5919,157295,7462,169691,8128,458796,14555,431500,10863,636478,15163,354019,11723,190343,8897,254752,9715,1765361,19804,23955,2694,51193,4264,79502,4710,110040,5419,133383,6655,152699,7774,151276,5137,296708,8271,237009,9061,165009,6751,364587,9369,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
