GEO_ID,B16006_001E,B16006_001M,B16006_002E,B16006_002M,B16006_003E,B16006_003M,B16006_004E,B16006_004M,B16006_005E,B16006_005M,B16006_006E,B16006_006M,B16006_007E,B16006_007M,B16006_008E,B16006_008M,NAME,B16006_001EA,B16006_001MA,B16006_002EA,B16006_002MA,B16006_003MA,B16006_003EA,B16006_004MA,B16006_004EA,B16006_005EA,B16006_005MA,B16006_006EA,B16006_006MA,B16006_007EA,B16006_007MA,B16006_008MA,B16006_008EA,state
0400000US01,162881,2340,42093,5617,118717,5928,49021,5367,25363,3321,34233,4462,10100,2184,2071,992,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,37212,279,18726,1807,18151,1792,13199,1955,2793,683,1754,802,405,482,335,212,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1747954,1496,575691,19103,1168600,19085,738607,19222,178196,10913,167336,10258,84461,7140,3663,1027,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,163630,2048,36559,4764,126168,4855,59673,5435,31106,4814,26640,3289,8749,1907,903,682,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12999104,863,3206344,48565,9748960,49199,5290926,38218,1720770,23408,1724979,21523,1012285,18952,43800,4414,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,956959,1098,443900,14656,510053,14730,294361,12215,92864,5247,84890,5968,37938,4125,3006,1104,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,447384,641,106211,5376,337649,5480,187339,7538,62539,5002,61596,5554,26175,3585,3524,1403,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,67062,-555555555,18236,2773,48183,2945,26544,2699,8525,1728,7771,1651,5343,1590,643,613,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,53297,-555555555,17525,3120,34528,3094,21960,2543,6688,1307,4490,1442,1390,824,1244,742,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4036658,2888,630038,20180,3390491,20474,1800947,29896,628681,17612,593127,16486,367736,14937,16129,3678,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
