GEO_ID,B25126_001E,B25126_001M,B25126_002E,B25126_002M,B25126_003E,B25126_003M,B25126_004E,B25126_004M,B25126_005E,B25126_005M,B25126_006E,B25126_006M,B25126_007E,B25126_007M,B25126_008E,B25126_008M,B25126_009E,B25126_009M,B25126_010E,B25126_010M,B25126_011E,B25126_011M,B25126_012E,B25126_012M,B25126_013E,B25126_013M,B25126_014E,B25126_014M,B25126_015E,B25126_015M,B25126_016E,B25126_016M,B25126_017E,B25126_017M,B25126_018E,B25126_018M,B25126_019E,B25126_019M,B25126_020E,B25126_020M,B25126_021E,B25126_021M,B25126_022E,B25126_022M,B25126_023E,B25126_023M,B25126_024E,B25126_024M,B25126_025E,B25126_025M,B25126_026E,B25126_026M,B25126_027E,B25126_027M,B25126_028E,B25126_028M,B25126_029E,B25126_029M,B25126_030E,B25126_030M,B25126_031E,B25126_031M,B25126_032E,B25126_032M,B25126_033E,B25126_033M,B25126_034E,B25126_034M,B25126_035E,B25126_035M,B25126_036E,B25126_036M,B25126_037E,B25126_037M,B25126_038E,B25126_038M,B25126_039E,B25126_039M,B25126_040E,B25126_040M,B25126_041E,B25126_041M,B25126_042E,B25126_042M,B25126_043E,B25126_043M,B25126_044E,B25126_044M,B25126_045E,B25126_045M,B25126_046E,B25126_046M,B25126_047E,B25126_047M,B25126_048E,B25126_048M,B25126_049E,B25126_049M,B25126_050E,B25126_050M,B25126_051E,B25126_051M,B25126_052E,B25126_052M,B25126_053E,B25126_053M,B25126_054E,B25126_054M,B25126_055E,B25126_055M,B25126_056E,B25126_056M,B25126_057E,B25126_057M,B25126_058E,B25126_058M,B25126_059E,B25126_059M,B25126_060E,B25126_060M,B25126_061E,B25126_061M,B25126_062E,B25126_062M,B25126_063E,B25126_063M,NAME,B25126_001EA,B25126_001MA,B25126_002EA,B25126_002MA,B25126_003EA,B25126_003MA,B25126_004EA,B25126_004MA,B25126_005EA,B25126_005MA,B25126_006MA,B25126_006EA,B25126_007MA,B25126_007EA,B25126_008MA,B25126_008EA,B25126_009MA,B25126_009EA,B25126_010EA,B25126_010MA,B25126_011EA,B25126_011MA,B25126_012MA,B25126_012EA,B25126_013MA,B25126_013EA,B25126_014EA,B25126_014MA,B25126_015EA,B25126_015MA,B25126_016EA,B25126_016MA,B25126_017MA,B25126_017EA,B25126_018MA,B25126_018EA,B25126_019EA,B25126_019MA,B25126_020EA,B25126_020MA,B25126_021EA,B25126_021MA,B25126_022EA,B25126_022MA,B25126_023MA,B25126_023EA,B25126_024EA,B25126_024MA,B25126_025EA,B25126_025MA,B25126_026EA,B25126_026MA,B25126_027EA,B25126_027MA,B25126_028MA,B25126_028EA,B25126_029MA,B25126_029EA,B25126_030MA,B25126_030EA,B25126_031EA,B25126_031MA,B25126_032EA,B25126_032MA,B25126_033EA,B25126_033MA,B25126_034EA,B25126_034MA,B25126_035MA,B25126_035EA,B25126_036EA,B25126_036MA,B25126_037EA,B25126_037MA,B25126_038EA,B25126_038MA,B25126_039EA,B25126_039MA,B25126_040MA,B25126_040EA,B25126_041MA,B25126_041EA,B25126_042EA,B25126_042MA,B25126_043EA,B25126_043MA,B25126_044EA,B25126_044MA,B25126_045EA,B25126_045MA,B25126_046EA,B25126_046MA,B25126_047EA,B25126_047MA,B25126_048EA,B25126_048MA,B25126_049MA,B25126_049EA,B25126_050EA,B25126_050MA,B25126_051MA,B25126_051EA,B25126_052EA,B25126_052MA,B25126_053MA,B25126_053EA,B25126_054EA,B25126_054MA,B25126_055EA,B25126_055MA,B25126_056MA,B25126_056EA,B25126_057MA,B25126_057EA,B25126_058MA,B25126_058EA,B25126_059EA,B25126_059MA,B25126_060EA,B25126_060MA,B25126_061MA,B25126_061EA,B25126_062MA,B25126_062EA,B25126_063MA,B25126_063EA,state
0400000US01,1844546,11416,1289217,12212,144856,5807,33785,3643,18539,2134,26783,3109,16853,2019,17826,2539,10237,1419,10380,1731,5206,1142,5247,933,786638,8589,78390,4257,81920,4373,176774,7742,126867,5352,127066,5216,77037,4204,54876,3707,26927,2449,36781,2735,357723,5218,18098,2002,20810,1950,50689,3522,42678,2337,68112,3557,66563,3194,46011,2874,20648,1800,24114,1730,555329,9348,212672,6674,22651,2629,18626,2536,36851,3585,36882,3931,40120,3737,21937,2096,15184,2170,9931,1873,10490,1664,273576,7272,21819,2471,15789,2281,41368,3305,41494,3640,54242,3976,34243,2842,29562,2642,16729,2174,18330,2402,69081,3595,5094,1080,3458,795,11212,1395,9589,1202,12839,1645,9011,1218,7900,1236,4205,813,5773,983,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,257330,3380,162312,3867,24223,2324,5813,1169,3516,1253,1990,687,6118,1436,4747,1063,1120,488,510,375,129,162,280,249,108485,2895,8833,1325,11830,1594,16932,1910,29202,2088,24453,2117,8542,1326,5760,1175,1349,410,1584,537,29604,1551,2042,877,2144,721,2587,622,7273,965,8116,899,4290,899,2135,625,488,246,529,231,95018,4471,40203,2709,4099,1198,2169,816,4465,1013,9162,1392,11565,1549,4503,1080,2631,783,1196,450,413,199,48070,3306,4277,1236,2915,1112,6133,1098,10582,1475,13184,2067,4762,1221,3927,894,1348,484,942,456,6745,999,606,337,335,187,721,341,1228,369,1748,592,1066,477,735,470,180,155,126,94,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2356055,12130,1501528,15067,155939,7032,42626,4572,22876,2845,25160,3283,21964,2721,21977,2815,8924,1978,8265,2012,2362,775,1785,1081,876985,13186,110781,6740,136787,7349,192084,6891,147014,8261,156953,6998,56095,3849,52101,3524,13692,1810,11478,1466,468604,6320,34302,4160,55265,4492,104126,4187,94414,5106,96454,4973,38801,2550,29102,2623,8630,1439,7510,1178,854527,15846,322733,9691,41167,4769,43946,4821,64125,4664,65687,4264,57401,4114,20128,2500,16364,2180,6716,1765,7199,1627,439057,12486,51033,5396,46315,5817,76543,5374,88824,6102,91244,6422,37580,4073,28995,3072,9562,1923,8961,1574,92737,5055,9553,1704,7033,1626,18108,2168,19650,2157,19473,2545,7432,1391,5917,1385,2689,846,2882,941,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1127621,7837,750984,9249,90180,4705,18806,2499,11478,2085,14924,2098,11043,1780,15449,2129,8024,1372,5175,1185,1980,707,3301,992,437200,7875,44032,3853,46070,3852,93021,4533,69800,3912,80312,4515,39634,3029,28093,2919,16570,2168,19668,2262,223604,3779,10072,1515,16102,1640,34320,2241,32038,2764,48562,2446,33142,2334,22897,1877,11720,1352,14751,1362,376637,8537,145108,6102,18870,2547,12364,1979,28878,3059,25899,2760,26154,2846,12199,1949,10428,1780,4832,1353,5484,1252,184846,6520,13915,2375,11181,1838,31469,3145,35522,3594,36203,3183,23656,2540,14140,1713,8060,1434,10700,1563,46683,2910,3996,964,3078,856,8075,1434,7627,1309,10023,1635,4712,930,3929,928,1757,690,3486,739,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12468743,22250,6843369,25886,568060,12956,94144,5491,55810,5118,64413,4342,81974,4898,86962,5453,54041,3526,72800,4756,26963,2546,30953,2482,4409527,24435,277062,9630,379556,11536,562929,11187,711760,11154,683594,11960,526624,12497,651615,11654,269374,6819,347013,9454,1865782,12083,50129,4456,79942,4207,163271,6378,257616,8245,376446,8729,318183,6310,325896,6911,127986,5031,166313,4916,5625374,23999,1872466,22150,136243,6962,95230,5688,188464,8009,293627,10426,397565,9758,255375,8081,206390,7271,107168,4919,192404,7165,3079310,25909,159220,8410,140963,7884,267489,8647,453291,11650,602677,13123,471034,13289,419166,11490,223581,7910,341889,10701,673598,10867,35837,2993,44914,3752,75067,4650,98334,4471,124532,4710,96921,4259,81123,4143,47713,2849,69157,3477,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1975388,9057,1271804,10881,154875,5784,25655,3131,24011,3023,20936,2384,23547,2611,22377,2679,10480,1369,11622,1720,3580,768,12667,1731,833793,9091,72811,4419,115141,6030,171420,6410,124890,5785,143707,4880,64204,3313,57702,3596,17416,2144,66502,4592,283136,4111,14729,1816,23958,1824,41658,2761,35579,2468,62283,2679,38470,2581,32766,2141,9350,1084,24343,2084,703584,11056,292137,7330,27313,3018,28953,3277,46790,4074,44566,3650,59836,5063,29669,3039,19323,2447,9183,1844,26504,2778,334857,8854,23661,2974,27560,3643,45383,4076,49616,3701,73939,3846,38407,3286,30815,2385,14903,2150,30573,2923,76590,3901,5757,1135,6380,1475,12932,1895,13785,2118,14376,1598,8495,1364,6798,1176,2525,731,5542,1020,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1351643,7309,911059,6941,70365,4209,3828,1010,2860,748,4520,1111,11060,1792,8906,1684,8742,1307,14538,1871,4508,895,11403,1576,603926,6639,21395,1994,30900,2488,61654,3747,95144,4506,74242,3823,81041,3440,100413,3993,39395,2701,99742,4803,236768,4134,6729,992,6020,1150,11729,1578,23793,1939,34214,2555,41990,2547,54699,3166,16900,1562,40694,2396,440584,7734,139285,5421,6260,1364,1811,663,9815,2005,17810,2115,17958,1927,15795,2026,15238,2486,9535,1772,45063,3993,226488,5878,6670,1584,3923,1090,14201,2188,26105,2699,32222,3316,27963,2771,28946,2617,20218,2551,66240,3766,74811,3438,3119,851,2784,871,6280,1159,12382,1676,12070,1499,9911,1226,8773,1494,5004,818,14488,1765,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,333192,3426,238560,4816,21027,1945,3757,960,2729,918,3230,861,2480,868,1711,585,2106,635,2298,597,1130,512,1586,503,150061,4188,16596,2033,16149,1751,27765,2706,22847,2510,14451,1701,14542,1635,18301,1606,6193,993,13217,1792,67472,2361,6581,1048,5683,1162,9550,1436,8230,1516,9567,1391,10148,1062,9343,1208,2714,704,5656,1148,94632,4248,35198,2445,5479,1438,1664,624,4649,1272,4069,1003,5486,1583,5772,1436,2524,966,1526,646,4029,1163,45827,3379,3212,1083,2980,975,5963,1358,5028,1188,5436,1388,7466,1714,5116,1275,3362,1163,7264,1333,13607,1730,658,397,889,563,1605,620,1576,704,2016,620,3409,987,1322,475,572,345,1560,534,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,268670,3200,110625,3425,14661,1837,2141,502,649,431,733,703,267,217,572,281,402,278,1777,733,1422,716,6698,1146,66346,2866,3020,830,2415,769,1619,543,2045,593,2641,756,4229,950,6371,1220,10644,1619,33362,2160,29618,1446,200,148,234,187,232,153,959,384,1071,444,3497,715,5200,922,4765,727,13460,1283,158045,3930,69840,2022,5066,959,2607,814,1590,651,4426,1319,7449,1439,10690,1708,8906,1572,7509,1453,21597,2279,68689,3246,2619,784,2133,658,2755,879,3484,932,5478,1207,12210,1977,10593,1714,10166,1567,19251,1976,19516,1759,1025,408,919,495,1181,484,1014,459,1870,607,3048,940,3404,780,2490,654,4565,956,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106283,31131,4741169,31771,358531,10780,86335,6603,48476,4652,56480,4861,66233,4938,42059,3729,24103,2587,24059,3124,5707,1432,5079,1120,2725416,25037,259353,10727,354619,12014,531861,12764,563784,13481,433604,11288,245304,7914,227962,7833,55790,3652,53139,3509,1657222,14430,95635,5985,163107,7811,310904,8348,375567,9527,339781,8364,176829,5747,128095,5439,34958,2741,32346,2435,2365114,25972,780319,15132,96955,6178,80646,7380,133561,7333,158420,7275,139714,7286,72245,5069,55645,4536,21637,3375,21496,2419,1259279,18803,120537,8178,116147,8045,180610,8471,252345,10175,250714,8763,143821,7428,115814,6786,40215,4401,39076,3623,325516,9977,25144,2985,25967,3256,50163,3815,73866,5634,67380,4273,35463,2825,27222,2849,10253,1622,10058,1598,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
