GEO_ID,C17020I_001E,C17020I_001M,C17020I_002E,C17020I_002M,C17020I_003E,C17020I_003M,C17020I_004E,C17020I_004M,C17020I_005E,C17020I_005M,C17020I_006E,C17020I_006M,C17020I_007E,C17020I_007M,C17020I_008E,C17020I_008M,C17020I_009E,C17020I_009M,NAME,C17020I_001EA,C17020I_001MA,C17020I_002MA,C17020I_002EA,C17020I_003EA,C17020I_003MA,C17020I_004MA,C17020I_004EA,C17020I_005EA,C17020I_005MA,C17020I_006EA,C17020I_006MA,C17020I_007EA,C17020I_007MA,C17020I_008MA,C17020I_008EA,C17020I_009MA,C17020I_009EA,state
0400000US01,181684,1581,59640,6714,31901,4187,27108,3558,631,365,122044,6765,34871,4307,81159,4543,6014,1625,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40694,394,2811,998,1208,668,1453,561,150,138,37883,1064,13573,660,23168,718,1142,339,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1900732,3860,563098,29233,257958,16580,286520,15250,18620,2616,1337634,29945,435911,17503,817321,14759,84402,2861,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,186093,1816,62124,9496,32174,5667,29400,4451,550,380,123969,9609,43121,5541,77676,4688,3172,907,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14107699,7575,3297566,56745,1449440,28389,1728146,33021,119980,5441,10810133,55906,3256390,28191,6893245,32423,660498,5794,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1046607,2135,254054,15856,116101,8784,130018,8643,7935,1212,792553,16219,260130,9209,485085,8311,47338,1727,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,481123,1777,131564,9466,56233,4965,69917,5430,5414,1068,349559,9515,103250,4846,228712,5482,17597,1129,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,74285,1037,16059,3550,7755,1928,8045,2147,259,266,58226,3596,19355,2020,36285,2147,2586,555,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,57263,589,10371,2887,2376,1348,6972,1992,1023,566,46892,2881,10894,1317,33982,1956,2016,567,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4292336,4679,973953,37574,339246,18558,536430,21077,98277,6400,3318383,36568,768217,18120,2197843,20310,352323,7519,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,859310,3462,288826,19593,134854,9359,149442,11964,4530,1640,570484,19893,184717,9540,371015,12309,14752,2201,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,122582,1001,24833,4095,11626,2473,12338,2385,869,592,97749,4143,34145,2367,57583,2486,6021,717,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,175767,2045,54306,6396,28045,3504,25240,3657,1021,455,121461,6789,43415,3978,73016,3681,5030,748,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2049059,3235,462168,22531,216490,12932,231421,11005,14257,2122,1586891,22622,506129,13122,1006718,10992,74044,2169,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,389487,2354,133221,9461,65853,5778,64595,4864,2773,936,256266,9655,88331,5578,158928,5590,9007,1209,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,148367,1453,48344,5384,25326,3225,22183,2668,835,461,100023,5152,35960,3203,59697,2657,4366,805,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,299780,1818,80352,7917,40474,4492,38098,4232,1780,693,219428,8021,80807,4446,130282,4589,8339,1154,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,125855,2540,41655,4560,21172,2826,19820,2588,663,517,84200,5126,29314,3225,50508,3086,4378,1032,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,190471,1643,40741,4662,14822,2366,24588,3256,1331,711,149730,4536,40493,2490,97955,3157,11282,1171,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17370,642,5324,1158,2449,713,2735,670,140,170,12046,1281,4161,708,7004,821,881,433,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,477242,1928,73080,9693,26456,4803,43404,5771,3220,1144,404162,10084,123329,5576,265105,5438,15728,1470,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,629494,2004,190430,12789,85034,6825,97560,6475,7836,1429,439064,12728,125673,6867,292649,6465,20742,1509,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,436670,1799,129375,8358,63412,5112,63730,4320,2233,710,307295,8453,105535,5133,184655,4579,17105,1233,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,250767,1457,62389,6335,30744,4014,31029,2978,616,229,188378,6515,71604,4159,112119,3255,4655,610,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,72995,3035,25066,4236,11042,2516,13163,2568,861,529,47929,3843,15967,2080,29837,2647,2125,713,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,208494,2006,59189,6227,28426,4010,29513,3236,1250,455,149305,6760,53820,3775,88693,3931,6792,1200,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,28016,752,6561,1411,2986,943,3364,985,211,195,21455,1621,8747,1384,11570,1402,1138,459,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,168360,1154,47962,5034,25284,2736,22028,2794,650,480,120398,5091,44805,2817,72098,2729,3495,756,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,727390,1837,167934,15068,76316,8007,86952,8300,4666,1424,559456,15338,185919,8096,347810,8456,25727,1708,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,37368,1200,7745,2415,3482,1494,4129,1314,134,162,29623,2538,9983,1434,18333,1710,1307,447,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1575995,2599,309390,12793,122664,6990,169226,7295,17500,1946,1266605,12631,341405,6887,844650,7453,80550,2156,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,955217,1562,263333,15610,108295,8789,137501,8614,17537,2353,691884,15638,193074,8661,427727,8721,71083,2259,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3419648,4941,927486,26503,345395,11230,510797,16742,71294,5210,2492162,26628,615249,11529,1691343,16782,185570,5609,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,812165,2148,283466,15881,138433,9309,142956,8115,2077,837,528699,16005,179420,8938,335645,9654,13634,1764,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13966,823,3573,1086,1558,485,1990,721,25,58,10393,1216,4003,692,5987,1009,403,278,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,351192,2803,105410,7881,51704,4466,52303,4543,1403,444,245782,7847,82269,4417,148811,4624,14702,1467,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,338883,1261,97814,8039,47974,4667,47579,4273,2261,577,241069,8000,88179,4841,144394,4261,8496,1003,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,457058,1951,136042,12100,65540,6804,67926,6361,2576,804,321016,11604,115277,6440,194521,6349,11218,1529,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,719154,2552,239624,13050,112197,7485,120820,7010,6607,1253,479530,13510,149440,7519,306711,7479,23379,1563,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,130939,689,45166,4628,18903,2489,24220,2643,2043,581,85773,4616,27021,2501,55373,2608,3379,581,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,233168,1992,74479,7422,36162,4273,37633,4392,684,462,158689,7249,48348,4012,105071,4969,5270,1492,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,21562,1168,5169,1519,2762,934,2264,1065,143,150,16393,1950,5230,1016,10808,1413,355,178,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,290297,2801,97143,9003,45762,4790,49913,5210,1468,814,193154,8584,64045,4735,123536,5173,5573,1261,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9606814,6914,2671021,51660,1247373,30330,1303153,28735,120495,4746,6935793,50758,2114852,30003,4391009,28184,429932,4905,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,364507,1952,103941,10907,49017,5630,54531,6477,393,313,260566,11231,95141,5879,154951,6572,10474,1061,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8438,515,1288,455,496,282,792,441,0,145,7150,669,2287,532,4469,596,394,226,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,633222,3297,112662,10029,49074,5892,61234,5743,2354,727,520560,10519,157153,6052,345229,5924,18178,1568,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,773958,1984,225558,12345,107930,7332,112714,7412,4914,943,548400,12159,194377,7680,336483,7395,17540,1677,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,18409,1129,5398,1682,2508,1159,2782,970,108,136,13011,2059,4023,1416,7821,1366,1167,517,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,335072,1924,89287,7666,47408,5129,40202,3612,1677,584,245785,7828,86673,5086,149792,3658,9320,1011,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,49983,420,8383,1658,4411,1058,3790,819,182,156,41600,1709,15013,1185,24317,1155,2270,522,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3634169,4985,1658308,26906,495032,11669,946237,17482,217039,5315,1975861,27485,365669,12041,1273047,17375,337145,5135,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
