GEO_ID,C18106_001E,C18106_001M,C18106_002E,C18106_002M,C18106_003E,C18106_003M,C18106_004E,C18106_004M,C18106_005E,C18106_005M,C18106_006E,C18106_006M,C18106_007E,C18106_007M,C18106_008E,C18106_008M,C18106_009E,C18106_009M,C18106_010E,C18106_010M,C18106_011E,C18106_011M,C18106_012E,C18106_012M,C18106_013E,C18106_013M,C18106_014E,C18106_014M,C18106_015E,C18106_015M,C18106_016E,C18106_016M,C18106_017E,C18106_017M,C18106_018E,C18106_018M,C18106_019E,C18106_019M,C18106_020E,C18106_020M,C18106_021E,C18106_021M,NAME,C18106_001EA,C18106_001MA,C18106_002EA,C18106_002MA,C18106_003EA,C18106_003MA,C18106_004MA,C18106_004EA,C18106_005EA,C18106_005MA,C18106_006EA,C18106_006MA,C18106_007EA,C18106_007MA,C18106_008MA,C18106_008EA,C18106_009MA,C18106_009EA,C18106_010MA,C18106_010EA,C18106_011EA,C18106_011MA,C18106_012EA,C18106_012MA,C18106_013MA,C18106_013EA,C18106_014MA,C18106_014EA,C18106_015MA,C18106_015EA,C18106_016EA,C18106_016MA,C18106_017EA,C18106_017MA,C18106_018MA,C18106_018EA,C18106_019MA,C18106_019EA,C18106_020MA,C18106_020EA,C18106_021MA,C18106_021EA,state
0400000US01,4421602,3532,2110198,5019,416407,3671,5152,1090,411255,3754,1414698,4262,39223,3281,1375475,5320,279093,1597,26757,2325,252336,2760,2311404,4962,407253,3626,3061,1085,404192,3836,1529326,3226,42313,3246,1487013,3936,374825,1967,44665,2553,330160,3200,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,645241,2023,325810,2056,68083,1045,397,235,67686,1037,229987,2044,3687,932,226300,2109,27740,691,1995,559,25745,715,319431,1414,65594,1012,301,224,65293,1067,224593,1324,3657,1044,220936,1533,29244,918,3567,649,25677,1120,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5930452,3169,2912443,4889,601166,3600,3745,1064,597421,3738,1892465,3160,33887,3370,1858578,4843,418812,1439,27156,2927,391656,2837,3018009,3748,572836,2017,4549,1779,568287,2471,1952969,2665,38997,4271,1913972,4424,492204,1546,40266,3745,451938,4378,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2687787,2553,1310509,4010,264789,2861,4027,1054,260762,2839,864243,2843,20908,1812,843335,3316,181477,1394,14826,1676,166651,1945,1377278,3509,246674,2522,2274,786,244400,2623,899485,2675,24995,2412,874490,3468,231119,1618,24462,2090,206657,2704,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34628464,6052,17042168,7705,3436648,4108,39718,4120,3396930,5728,11716855,6623,181311,8715,11535544,10225,1888665,2997,154942,5950,1733723,6488,17586296,6331,3282493,3324,23431,2491,3259062,4079,11890613,4441,200796,7992,11689817,8624,2413190,2783,304317,8692,2108873,9372,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4683850,3211,2322383,4494,453559,2596,5265,1284,448294,2962,1618210,3693,21528,2605,1596682,4759,250614,1187,12998,1714,237616,2369,2361467,3599,432234,2719,2459,885,429775,2991,1620615,3014,22107,2349,1598508,4087,308618,1578,22712,1910,285906,2390,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3326517,1588,1606669,2356,309787,1412,3382,830,306405,1705,1084991,1817,15876,1980,1069115,2959,211891,1346,13168,1601,198723,1996,1719848,2042,296371,1005,2157,609,294214,1098,1142307,1643,16184,2059,1126123,2557,281170,1372,23985,2363,257185,2668,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,836884,896,400843,1266,76245,863,1107,701,75138,1124,267093,1107,3631,1056,263462,1510,57505,652,3971,1002,53534,1264,436041,1092,72802,833,555,391,72247,841,290684,969,5518,1215,285166,1650,72555,728,5776,1007,66779,1096,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,571960,375,266624,892,34909,427,490,452,34419,740,204647,794,3250,861,201397,1221,27068,387,1716,690,25352,701,305336,794,34198,429,175,165,34023,449,230511,708,3201,946,227310,1052,40627,548,4489,979,36138,943,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17678236,5716,8539964,8391,1491065,5500,13621,2080,1477444,5782,5576083,6738,110521,6528,5465562,7651,1472816,3748,99645,6166,1373171,7014,9138272,7790,1421823,5184,10804,1880,1411019,5313,5892404,5507,104478,6110,5787926,8834,1824045,4157,172885,6747,1651160,7372,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
