GEO_ID,C17010_001E,C17010_001M,C17010_002E,C17010_002M,C17010_003E,C17010_003M,C17010_004E,C17010_004M,C17010_005E,C17010_005M,C17010_006E,C17010_006M,C17010_007E,C17010_007M,C17010_008E,C17010_008M,C17010_009E,C17010_009M,C17010_010E,C17010_010M,C17010_011E,C17010_011M,C17010_012E,C17010_012M,C17010_013E,C17010_013M,C17010_014E,C17010_014M,C17010_015E,C17010_015M,C17010_016E,C17010_016M,C17010_017E,C17010_017M,NAME,C17010_001EA,C17010_001MA,C17010_002EA,C17010_002MA,C17010_003EA,C17010_003MA,C17010_004MA,C17010_004EA,C17010_005MA,C17010_005EA,C17010_006MA,C17010_006EA,C17010_007EA,C17010_007MA,C17010_008EA,C17010_008MA,C17010_009EA,C17010_009MA,C17010_010MA,C17010_010EA,C17010_011MA,C17010_011EA,C17010_012EA,C17010_012MA,C17010_013EA,C17010_013MA,C17010_014EA,C17010_014MA,C17010_015MA,C17010_015EA,C17010_016MA,C17010_016EA,C17010_017EA,C17010_017MA,state
0400000US22,1118217,11607,179881,6179,45961,3683,23756,2448,133920,5904,17188,1969,12031,1545,116732,5350,100446,5218,938336,11018,697177,9370,291279,8003,241159,7959,67404,4126,34020,3374,173755,6309,99406,4935,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,347960,7218,32495,2540,11639,1519,6363,1027,20856,2363,4282,1125,3692,1048,16574,2027,14424,1928,315465,6969,259320,6868,87445,3545,56145,2947,18791,1878,11758,1669,37354,2472,22379,2027,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1415576,12103,99824,5151,25780,2759,15395,2278,74044,4689,10410,2061,7584,1801,63634,3915,53849,3659,1315752,12332,969436,11209,425504,9078,346316,9665,91124,5890,46655,4301,255192,7501,150860,6163,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1597920,13701,132011,6211,38924,3012,22258,2555,93087,4800,10286,2008,7816,1879,82801,4106,71742,3952,1465909,13868,1135095,12468,499674,9703,330814,9535,89586,4303,40471,3072,241228,7846,133118,6243,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2472884,13827,309722,7285,103514,4778,67161,4023,206208,6478,38896,3339,28641,2956,167312,6027,141864,5597,2163162,13062,1713940,12467,662583,9574,449222,7991,133886,5590,70231,4378,315336,7189,168490,5100,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1356466,10910,102942,4216,34155,2517,22298,2220,68787,3575,13209,1507,10246,1440,55578,3132,49745,3046,1253524,10605,1032328,9338,431201,6837,221196,7239,77025,4321,44971,3086,144171,5148,90729,4260,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,740958,10100,128617,4967,31441,2644,18550,1947,97176,4352,11649,1841,6896,1344,85527,3691,71301,3371,612341,10378,456068,9868,184749,6775,156273,6456,38352,3292,20151,2309,117921,5658,66324,4636,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1534831,12746,176069,6353,58276,3828,35261,2836,117793,5568,19046,2263,14269,2144,98747,4946,86091,4386,1358762,12420,1086528,11853,428218,8502,272234,8322,80234,4914,46180,3602,192000,6750,116401,5283,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,253131,4418,24521,2093,10023,1341,5599,1109,14498,1836,2334,628,2048,637,12164,1674,10458,1441,228610,4454,189533,4811,65670,3276,39077,3246,13787,1879,8072,1598,25290,2442,14149,1583,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,470445,6228,42692,3018,15632,1848,10967,1629,27060,2828,4506,1148,3427,1042,22554,2514,20908,2423,427753,5995,354351,5419,147498,3882,73402,3936,25781,2201,16106,1914,47621,3054,30563,2556,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,636981,10614,75701,5093,34154,3881,23390,3102,41547,4127,9012,1686,6802,1439,32535,3653,27676,3314,561280,9863,415918,8900,178714,7390,145362,7996,52495,5150,29374,3996,92867,5394,58524,4846,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,349501,4958,19729,2344,6559,1116,3797,1001,13170,2186,1841,980,1473,906,11329,1957,10576,1932,329772,4735,270216,5282,104802,3808,59556,3590,19648,2473,11525,1902,39908,2755,22914,2057,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2191404,14596,171559,6460,58552,3976,34836,2949,113007,4941,18211,2040,13360,1868,94796,4606,81605,4204,2019845,14324,1548765,14701,704784,10392,471080,10900,134721,6769,63272,4711,336359,7382,183209,5875,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,502498,8737,83298,5108,32113,2929,19490,2264,51185,4128,11154,1739,7756,1497,40031,3741,34642,3589,419200,7648,317495,7466,122425,5337,101705,4110,32897,2982,17708,2123,68808,3588,41225,3425,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4607636,22601,567575,11385,195635,7369,123873,5888,371940,10062,59275,3745,42550,3122,312665,8998,258935,8691,4040061,22850,2971087,19682,1282553,13500,1068974,17432,295764,10188,131805,6729,773210,14495,410837,10435,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2455564,21325,325239,10097,111512,5648,68385,4853,213727,8845,32486,3597,25406,3209,181241,8051,156636,7750,2130325,19806,1676630,18160,659462,14132,453695,11787,122822,6242,68083,4925,330873,9585,197984,7669,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,175219,3737,13805,1595,4133,856,2309,754,9672,1510,1500,825,1111,755,8172,1303,7494,1298,161414,3550,138039,3592,55155,2880,23375,2136,9156,1303,5078,916,14219,1508,9561,1397,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2915927,16276,350368,8799,104559,4050,67249,4007,245809,7887,38357,3518,29915,3012,207452,7041,183924,7008,2565559,16549,2033405,17522,786279,12713,532154,11873,152821,6321,79438,4945,379333,9543,219174,6551,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957855,8144,122171,4473,46595,3217,28804,2479,75576,3435,12535,1620,9124,1409,63041,2985,54741,2664,835684,8781,668559,7972,274560,6323,167125,5466,54853,3209,33629,2808,112272,4242,70072,3847,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,956746,11057,114203,5079,47351,3623,31538,2876,66852,4561,14825,2070,11734,2034,52027,4292,44510,3830,842543,10679,686872,9076,262888,7190,155671,7094,55817,4166,33494,3497,99854,5388,55121,3685,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3193701,19403,306856,8627,92826,4494,51601,3669,214030,6868,33465,2905,26577,2492,180565,6569,155628,6163,2886845,19281,2281879,19068,884076,13835,604966,11618,187921,7311,94900,5780,417045,9579,222315,6565,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,256181,5460,27047,2598,8024,1494,4875,1217,19023,2230,2240,723,1739,644,16783,2098,15291,2087,229134,5017,173471,5311,69301,3261,55663,3466,17172,2300,8662,1679,38491,3022,21206,2482,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1201688,14648,171751,6065,52471,4626,32696,3878,119280,5489,16580,2314,12886,2195,102700,4949,84557,4582,1029937,13352,802563,11837,306071,9593,227374,9063,63252,4514,32310,3429,164122,7608,93942,6020,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,210679,4391,20158,2313,6061,1061,3256,697,14097,2075,3324,976,2978,941,10773,1807,9613,1772,190521,4624,157042,4329,60081,3371,33479,2930,12798,1830,6975,1338,20681,2264,15075,1968,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1625686,15329,223369,7357,81622,4409,52366,4153,141747,6842,24637,2688,17621,2188,117110,6271,100475,6157,1402317,16014,1107920,13455,432722,10139,294397,9606,82770,4758,38696,3375,211627,7387,117493,5393,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6171317,25795,886201,15796,370324,11490,273041,9798,515877,10741,80295,4976,62639,4364,435582,9404,382692,9189,5285116,28584,4059559,27866,1911249,21880,1225557,21267,376169,13084,191048,9736,849388,18772,522506,16449,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,662478,8210,69117,4249,32740,3181,24202,2639,36377,3033,7756,1832,4702,1285,28621,2677,25406,2747,593361,8210,501266,7994,258409,6102,92095,4818,30370,3408,17496,2440,61725,3971,37988,3312,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,161619,3467,11127,1393,4155,869,2378,608,6972,1109,1283,512,1190,518,5689,980,5505,995,150492,3125,124112,3197,43943,2166,26380,1953,10048,1246,5956,1018,16332,1576,10736,1265,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2010914,15488,165280,7219,54446,4564,33441,3461,110834,6126,15783,2288,10914,1731,95051,5718,83765,5552,1845634,14844,1464498,13888,638788,10798,381136,10459,110751,5902,60100,4661,270385,9295,156459,7208,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1699851,11753,160632,5606,62925,3978,40345,3365,97707,4305,17707,2302,13600,2081,80000,4081,69319,3892,1539219,10641,1240493,11246,522467,9039,298726,9022,98645,6146,56294,4746,200081,6258,117358,5518,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,477809,7963,65327,3718,25844,2152,14676,1902,39483,3228,6621,1307,4909,1070,32862,2811,27149,2649,412482,7638,330853,6464,112042,4895,81629,4501,28687,2307,14177,1805,52942,3932,25444,2819,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1462927,12624,129303,4787,40272,2871,25407,2594,89031,4226,17911,2346,13724,1940,71120,3816,63339,3684,1333624,12843,1093852,11339,422094,8111,239772,6615,81812,4034,48991,3309,157960,5318,97663,4436,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,142618,4167,11312,1711,4193,1062,2972,901,7119,1437,1354,625,1225,552,5765,1384,5287,1290,131306,4137,110270,3819,40568,2658,21036,2175,7346,1386,5300,1224,13690,1628,8824,1335,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,903660,10060,376960,8027,157240,6176,69597,4172,219720,7463,41973,3180,27284,2804,177747,6446,127361,5176,526700,9644,363462,8278,135621,5563,163238,5902,36631,2811,15863,2117,126607,4760,58262,3793,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
