GEO_ID,C24010_001E,C24010_001M,C24010_002E,C24010_002M,C24010_003E,C24010_003M,C24010_004E,C24010_004M,C24010_005E,C24010_005M,C24010_006E,C24010_006M,C24010_007E,C24010_007M,C24010_008E,C24010_008M,C24010_009E,C24010_009M,C24010_010E,C24010_010M,C24010_011E,C24010_011M,C24010_012E,C24010_012M,C24010_013E,C24010_013M,C24010_014E,C24010_014M,C24010_015E,C24010_015M,C24010_016E,C24010_016M,C24010_017E,C24010_017M,C24010_018E,C24010_018M,C24010_019E,C24010_019M,C24010_020E,C24010_020M,C24010_021E,C24010_021M,C24010_022E,C24010_022M,C24010_023E,C24010_023M,C24010_024E,C24010_024M,C24010_025E,C24010_025M,C24010_026E,C24010_026M,C24010_027E,C24010_027M,C24010_028E,C24010_028M,C24010_029E,C24010_029M,C24010_030E,C24010_030M,C24010_031E,C24010_031M,C24010_032E,C24010_032M,C24010_033E,C24010_033M,C24010_034E,C24010_034M,C24010_035E,C24010_035M,C24010_036E,C24010_036M,C24010_037E,C24010_037M,C24010_038E,C24010_038M,C24010_039E,C24010_039M,C24010_040E,C24010_040M,C24010_041E,C24010_041M,C24010_042E,C24010_042M,C24010_043E,C24010_043M,C24010_044E,C24010_044M,C24010_045E,C24010_045M,C24010_046E,C24010_046M,C24010_047E,C24010_047M,C24010_048E,C24010_048M,C24010_049E,C24010_049M,C24010_050E,C24010_050M,C24010_051E,C24010_051M,C24010_052E,C24010_052M,C24010_053E,C24010_053M,C24010_054E,C24010_054M,C24010_055E,C24010_055M,C24010_056E,C24010_056M,C24010_057E,C24010_057M,C24010_058E,C24010_058M,C24010_059E,C24010_059M,C24010_060E,C24010_060M,C24010_061E,C24010_061M,C24010_062E,C24010_062M,C24010_063E,C24010_063M,C24010_064E,C24010_064M,C24010_065E,C24010_065M,C24010_066E,C24010_066M,C24010_067E,C24010_067M,C24010_068E,C24010_068M,C24010_069E,C24010_069M,C24010_070E,C24010_070M,C24010_071E,C24010_071M,C24010_072E,C24010_072M,C24010_073E,C24010_073M,NAME,C24010_001MA,C24010_001EA,C24010_002MA,C24010_002EA,C24010_003EA,C24010_003MA,C24010_004EA,C24010_004MA,C24010_005EA,C24010_005MA,C24010_006MA,C24010_006EA,C24010_007MA,C24010_007EA,C24010_008EA,C24010_008MA,C24010_009EA,C24010_009MA,C24010_010EA,C24010_010MA,C24010_011MA,C24010_011EA,C24010_012MA,C24010_012EA,C24010_013MA,C24010_013EA,C24010_014EA,C24010_014MA,C24010_015MA,C24010_015EA,C24010_016MA,C24010_016EA,C24010_017MA,C24010_017EA,C24010_018MA,C24010_018EA,C24010_019EA,C24010_019MA,C24010_020EA,C24010_020MA,C24010_021EA,C24010_021MA,C24010_022MA,C24010_022EA,C24010_023MA,C24010_023EA,C24010_024MA,C24010_024EA,C24010_025EA,C24010_025MA,C24010_026EA,C24010_026MA,C24010_027MA,C24010_027EA,C24010_028MA,C24010_028EA,C24010_029MA,C24010_029EA,C24010_030EA,C24010_030MA,C24010_031EA,C24010_031MA,C24010_032EA,C24010_032MA,C24010_033MA,C24010_033EA,C24010_034MA,C24010_034EA,C24010_035MA,C24010_035EA,C24010_036EA,C24010_036MA,C24010_037EA,C24010_037MA,C24010_038MA,C24010_038EA,C24010_039MA,C24010_039EA,C24010_040MA,C24010_040EA,C24010_041EA,C24010_041MA,C24010_042EA,C24010_042MA,C24010_043EA,C24010_043MA,C24010_044MA,C24010_044EA,C24010_045MA,C24010_045EA,C24010_046MA,C24010_046EA,C24010_047EA,C24010_047MA,C24010_048EA,C24010_048MA,C24010_049MA,C24010_049EA,C24010_050MA,C24010_050EA,C24010_051MA,C24010_051EA,C24010_052EA,C24010_052MA,C24010_053EA,C24010_053MA,C24010_054EA,C24010_054MA,C24010_055MA,C24010_055EA,C24010_056MA,C24010_056EA,C24010_057MA,C24010_057EA,C24010_058EA,C24010_058MA,C24010_059EA,C24010_059MA,C24010_060MA,C24010_060EA,C24010_061MA,C24010_061EA,C24010_062MA,C24010_062EA,C24010_063EA,C24010_063MA,C24010_064EA,C24010_064MA,C24010_065EA,C24010_065MA,C24010_066MA,C24010_066EA,C24010_067MA,C24010_067EA,C24010_068MA,C24010_068EA,C24010_069EA,C24010_069MA,C24010_070EA,C24010_070MA,C24010_071MA,C24010_071EA,C24010_072MA,C24010_072EA,C24010_073MA,C24010_073EA,state
0400000US01,1981095,17704,1025863,11733,294347,7799,135263,6534,101081,5086,34182,3362,64860,3842,26782,2387,32438,2995,5640,1138,65992,4291,15173,2090,8668,1150,29882,3229,12269,1787,28232,2746,20112,2195,8120,1594,148270,6034,4252,1028,37216,3479,17714,2382,19502,2563,42155,4200,53381,4493,11266,1666,157398,5922,99127,5535,58271,3656,193084,8134,10272,1746,103571,5650,79241,5290,232764,8863,121049,5640,63380,4908,48335,3642,955232,11882,357545,8898,108030,4938,63933,3764,44097,3126,20317,2399,11648,1858,4231,939,4438,1044,127822,5241,15756,1805,9958,1539,90875,4986,11233,1709,101376,4155,61711,4144,39665,3100,192571,6974,39058,3591,7385,1557,4440,965,2945,1219,65445,4580,32340,3214,48343,3589,329787,8710,121715,5590,208072,7416,8757,1811,1573,632,3808,1303,3376,917,66572,3959,45470,3197,11028,1592,10074,1681,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,344343,5706,180788,3146,56864,3609,26610,2457,21939,2189,4671,1042,13888,1491,3287,783,6496,1412,4105,936,10849,1573,2320,792,1147,382,6090,1236,1292,447,5517,1340,3676,1044,1841,820,26597,3240,1008,521,7128,1679,4246,1396,2882,930,8235,1719,7749,1491,2477,814,26271,2513,13925,2117,12346,1569,41960,3406,3980,798,24573,2830,13407,1670,29096,3291,10985,1807,11116,1852,6995,1533,163555,4528,67036,3171,24575,2459,15762,2123,8813,1543,4153,952,1294,518,1058,459,1801,589,24557,1968,3493,885,1455,458,17489,1756,2120,693,13751,1823,9583,1587,4168,1040,31503,2666,6387,1335,1374,462,635,308,739,382,9046,1866,5455,1172,9241,1272,54943,3752,18682,2436,36261,3109,1897,620,449,171,802,430,646,422,8176,1628,3229,753,2733,1048,2214,708,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2687991,19218,1431398,14856,454899,12181,213188,8353,149566,7242,63622,5358,105620,5930,47408,4605,47227,4348,10985,2526,95217,6364,19327,3010,10900,1764,43164,4373,21826,2453,40874,4315,28075,3013,12799,2619,265727,11412,11916,2685,64076,5862,31823,4318,32253,4522,78750,7258,82447,5983,28538,3453,278520,9749,166882,8055,111638,7293,234739,10476,12456,2328,127077,8338,95206,6445,197513,9068,76709,5407,74086,5485,46718,4690,1256593,13530,465755,12093,168088,8179,98440,6370,69648,5940,35637,3530,18929,2751,7650,1852,9058,1710,164198,6947,27626,2950,15223,2236,104766,5335,16583,2724,97832,6722,68350,5574,29482,3720,280695,10858,49293,4606,19584,3374,12030,2356,7554,2046,90724,7124,44695,4058,76399,5713,438566,11633,152599,8228,285967,9236,10974,1660,2813,793,3998,1010,4163,1352,60603,5460,32352,4576,17904,3207,10347,1973,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1235755,12185,647885,8140,170608,6862,84833,4592,64895,4544,19938,2210,28585,2907,12758,1916,10913,1719,4914,1271,40808,3582,8680,1792,5787,1405,18633,2173,7708,1583,16382,2410,11512,1919,4870,1164,86166,4998,3279,904,20484,2615,9428,1755,11056,1854,27832,3395,27993,3052,6578,1591,113112,4975,71829,4765,41283,3440,123460,4932,16310,2115,64105,4163,43045,3494,154539,6242,74972,4151,44948,3446,34619,3787,587870,8008,213390,7252,60686,3774,36700,3015,23986,2287,9155,1628,5208,1275,1568,649,2379,662,82062,5054,9857,1486,4717,981,60952,4368,6536,1312,61487,4864,40205,4125,21282,2760,128436,5381,28108,2772,3150,921,1812,658,1338,657,40950,3407,22615,2806,33613,3004,191705,6627,65000,3965,126705,4819,7043,1504,2285,954,2397,749,2361,824,47296,3296,34551,3087,5330,1383,7415,1526,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16426694,38419,8854156,25612,3030310,27479,1323254,18132,968040,15284,355214,9935,742688,12323,358716,8606,293339,8812,90633,5802,721696,16663,94887,5783,104821,6047,263671,9062,258317,9720,242672,7969,173860,6992,68812,4991,1457150,22567,64716,4495,299152,10565,177799,7893,121353,6599,467036,14698,454128,11220,172118,7664,1591244,23726,923740,19567,667504,14243,1418268,20816,210536,10166,737117,17174,470615,13370,1357184,22022,583846,15064,447682,12564,325656,11408,7572538,30378,2994233,21940,1113552,15955,655802,12200,457750,10560,261804,8885,119122,5962,56708,4222,85974,5885,1082576,16783,157958,7100,101288,5557,642645,12459,180685,7378,536301,10400,388887,9524,147414,6815,1662769,20918,289046,9651,72676,5100,42119,3656,30557,3637,437925,13740,294971,9593,568151,11669,2384754,20207,896796,16012,1487958,18659,103703,5293,69432,4773,17638,2184,16633,2267,427079,12124,269720,9206,61216,4391,96143,6036,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2492419,12726,1326411,8549,507436,10085,245589,7585,181204,6551,64385,4507,137314,5679,73782,4432,48032,3524,15500,1954,90560,5052,14470,1995,12328,1942,38214,2981,25548,2793,33973,3020,25338,2400,8635,2033,185853,7507,6181,1241,41741,3395,20665,2570,21076,2553,69704,5518,49531,3794,18696,2556,232473,8488,142551,6956,89922,5209,223701,7441,11128,1856,134568,6234,78005,4483,176948,7717,72448,4567,66289,4461,38211,3532,1166008,9620,492974,9814,189899,7823,111149,6125,78750,4737,48351,3741,27293,2882,9701,1816,11357,1564,169135,6610,25196,2391,15483,2175,101995,5395,26461,2677,85589,5282,62982,4574,22607,2434,240049,7625,46262,3707,11196,1826,6826,1385,4370,1059,74665,4748,38524,3776,69402,4873,372807,9822,132785,6223,240022,8583,10132,2050,2723,651,3718,925,3691,1511,50046,3887,26559,3022,15256,2003,8231,2039,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1742494,10890,891598,7591,340606,8663,160691,5376,109915,4691,50776,3991,74417,4606,34617,3370,30301,2568,9499,1470,78258,4153,11206,1691,12638,1457,35981,3130,18433,1893,27240,3027,20622,2483,6618,1509,133460,6154,6168,1280,26065,2539,14113,1995,11952,1911,41453,4310,42179,4145,17595,2245,164166,6540,101509,4593,62657,4823,125744,5865,2882,1749,74296,4712,48566,3444,127622,6706,66077,3845,38785,3738,22760,2818,850896,8138,372654,8857,121568,4545,65866,3914,55702,3550,26020,2557,13831,1790,4169,940,8020,1381,148071,5379,23260,2394,12772,1891,95362,4341,16677,2223,76995,4035,53879,3310,23116,2258,176458,5807,44048,3447,5936,1272,3496,869,2440,867,48033,3510,26669,2749,51772,3382,256816,7410,89706,4041,167110,6415,4903,1114,1740,864,1550,578,1613,543,40065,3506,27175,3057,7343,1515,5547,1247,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420365,5587,213223,3400,69644,3322,32686,2862,24069,2617,8617,1316,16231,2017,7330,1225,6351,1480,2550,645,15220,2014,2354,916,2209,775,7743,1488,2914,966,5507,1371,3903,1032,1604,800,32390,2996,1144,571,7216,1614,4246,1204,2970,877,10743,1933,11127,1848,2160,679,36699,2825,20938,2224,15761,2013,38109,2766,2131,973,19257,2300,16721,2083,36381,2742,14174,1972,13389,1641,8818,1879,207142,4426,88299,4203,28037,2923,16135,1784,11902,2034,7099,1114,3533,760,994,485,2572,788,31791,2576,6269,1359,4081,969,19210,1965,2231,857,21372,2384,14087,1944,7285,1477,43161,2805,9746,1719,2666,1007,1902,903,764,498,15844,2158,4165,1080,10740,1483,63883,3750,20855,2269,43028,2980,1516,599,255,207,186,193,1075,543,10283,1850,6546,1539,2303,876,1434,674,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,310607,5456,150078,3527,90051,3035,37516,2604,21410,2063,16106,1947,18227,2133,9789,1472,2189,748,6249,1215,30929,2349,3071,910,11242,1599,7838,1306,8778,1370,3379,824,2852,813,527,250,21139,2780,776,493,4373,1151,3464,1084,909,446,7583,1880,5373,1304,3034,1112,19772,2802,8465,1571,11307,2257,9868,2146,17,28,7226,1889,2625,910,9248,1688,1551,696,4874,1224,2823,1023,160529,4243,98761,3377,39288,2741,22104,2418,17184,1930,13673,1888,7269,1352,849,293,5555,1224,39129,2627,4207,1034,11306,1725,12622,1688,10994,1604,6671,1378,4849,1175,1822,764,25549,2519,5208,1485,3107,997,2358,902,749,453,4912,1369,5404,1308,6918,1536,32366,2446,9910,1394,22456,2178,610,465,0,200,420,401,190,232,3243,958,839,489,2237,795,167,161,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8101898,33734,4158506,24111,1249339,21647,609931,15848,453998,14514,155933,8543,230737,9341,115575,6848,92076,5518,23086,3218,271141,11905,38187,3789,48014,4225,106062,7601,78878,5580,137530,7437,93642,5868,43888,4889,809951,19680,26545,3418,171601,8755,98148,7102,73453,5753,276779,12293,257333,10335,77693,6246,845823,19312,526454,15800,319369,11277,691280,18309,46413,5272,372905,13146,271962,12568,562113,12659,191066,9021,241964,9391,129083,8310,3943392,24303,1429628,18715,493170,15374,296372,12217,196798,8682,81639,5668,45819,4337,15071,2647,20749,2297,508929,11593,61498,4858,59437,4921,322980,10445,65014,4763,345890,11047,227244,8666,118646,6585,917249,19211,194704,10105,49873,4273,28913,3127,20960,2701,301106,12717,181755,8819,189811,8702,1396591,23902,540583,15962,856008,19614,34477,4004,15266,2917,9114,1641,10097,2403,165447,8656,91262,6431,45777,4623,28408,3276,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
