GEO_ID,B17017_001E,B17017_001M,B17017_002E,B17017_002M,B17017_003E,B17017_003M,B17017_004E,B17017_004M,B17017_005E,B17017_005M,B17017_006E,B17017_006M,B17017_007E,B17017_007M,B17017_008E,B17017_008M,B17017_009E,B17017_009M,B17017_010E,B17017_010M,B17017_011E,B17017_011M,B17017_012E,B17017_012M,B17017_013E,B17017_013M,B17017_014E,B17017_014M,B17017_015E,B17017_015M,B17017_016E,B17017_016M,B17017_017E,B17017_017M,B17017_018E,B17017_018M,B17017_019E,B17017_019M,B17017_020E,B17017_020M,B17017_021E,B17017_021M,B17017_022E,B17017_022M,B17017_023E,B17017_023M,B17017_024E,B17017_024M,B17017_025E,B17017_025M,B17017_026E,B17017_026M,B17017_027E,B17017_027M,B17017_028E,B17017_028M,B17017_029E,B17017_029M,B17017_030E,B17017_030M,B17017_031E,B17017_031M,B17017_032E,B17017_032M,B17017_033E,B17017_033M,B17017_034E,B17017_034M,B17017_035E,B17017_035M,B17017_036E,B17017_036M,B17017_037E,B17017_037M,B17017_038E,B17017_038M,B17017_039E,B17017_039M,B17017_040E,B17017_040M,B17017_041E,B17017_041M,B17017_042E,B17017_042M,B17017_043E,B17017_043M,B17017_044E,B17017_044M,B17017_045E,B17017_045M,B17017_046E,B17017_046M,B17017_047E,B17017_047M,B17017_048E,B17017_048M,B17017_049E,B17017_049M,B17017_050E,B17017_050M,B17017_051E,B17017_051M,B17017_052E,B17017_052M,B17017_053E,B17017_053M,B17017_054E,B17017_054M,B17017_055E,B17017_055M,B17017_056E,B17017_056M,B17017_057E,B17017_057M,B17017_058E,B17017_058M,B17017_059E,B17017_059M,NAME,B17017_001EA,B17017_001MA,B17017_002MA,B17017_002EA,B17017_003MA,B17017_003EA,B17017_004MA,B17017_004EA,B17017_005MA,B17017_005EA,B17017_006EA,B17017_006MA,B17017_007MA,B17017_007EA,B17017_008MA,B17017_008EA,B17017_009MA,B17017_009EA,B17017_010MA,B17017_010EA,B17017_011EA,B17017_011MA,B17017_012EA,B17017_012MA,B17017_013MA,B17017_013EA,B17017_014MA,B17017_014EA,B17017_015EA,B17017_015MA,B17017_016EA,B17017_016MA,B17017_017EA,B17017_017MA,B17017_018MA,B17017_018EA,B17017_019MA,B17017_019EA,B17017_020EA,B17017_020MA,B17017_021EA,B17017_021MA,B17017_022EA,B17017_022MA,B17017_023EA,B17017_023MA,B17017_024MA,B17017_024EA,B17017_025MA,B17017_025EA,B17017_026EA,B17017_026MA,B17017_027EA,B17017_027MA,B17017_028EA,B17017_028MA,B17017_029MA,B17017_029EA,B17017_030MA,B17017_030EA,B17017_031MA,B17017_031EA,B17017_032EA,B17017_032MA,B17017_033EA,B17017_033MA,B17017_034EA,B17017_034MA,B17017_035EA,B17017_035MA,B17017_036MA,B17017_036EA,B17017_037EA,B17017_037MA,B17017_038MA,B17017_038EA,B17017_039EA,B17017_039MA,B17017_040EA,B17017_040MA,B17017_041MA,B17017_041EA,B17017_042EA,B17017_042MA,B17017_043MA,B17017_043EA,B17017_044EA,B17017_044MA,B17017_045EA,B17017_045MA,B17017_046MA,B17017_046EA,B17017_047MA,B17017_047EA,B17017_048MA,B17017_048EA,B17017_049MA,B17017_049EA,B17017_050EA,B17017_050MA,B17017_051MA,B17017_051EA,B17017_052MA,B17017_052EA,B17017_053MA,B17017_053EA,B17017_054MA,B17017_054EA,B17017_055EA,B17017_055MA,B17017_056EA,B17017_056MA,B17017_057MA,B17017_057EA,B17017_058MA,B17017_058EA,B17017_059MA,B17017_059EA,state
0400000US01,1844546,11416,337814,9465,185909,6956,59150,3773,3811,993,26764,2701,22427,2352,6148,1056,126759,6010,17144,2148,2217,681,7413,1879,6717,1348,797,294,109615,5436,15631,2284,61976,4008,24139,2094,7869,1295,151905,6451,58788,3748,9535,1517,13227,1991,26780,2948,9246,1532,93117,4842,12544,2132,13581,2071,35825,2794,31167,2603,1506732,12550,1065886,12576,830660,13121,13612,2023,267935,7414,368092,6784,181021,3899,235226,9305,62434,4569,3428,1126,24158,3112,26641,3054,8207,1182,172792,7372,3902,1101,66145,4180,67946,4360,34799,2255,440846,10163,208625,6960,10245,1828,69383,3846,85249,4819,43748,2588,232221,6596,11446,1748,37897,3342,79076,4107,103802,4148,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,257330,3380,21901,1751,12024,1704,3842,813,448,266,1713,573,1478,500,203,156,8182,1485,2416,849,93,83,1472,693,606,390,245,299,5766,1148,845,430,3254,898,1406,590,261,115,9877,1529,4488,1082,673,499,1125,613,2141,579,549,275,5389,1037,1044,501,774,525,1829,647,1742,586,235429,3179,161255,4646,123435,4083,4916,1184,46601,2898,56419,2670,15499,930,37820,2584,13328,1464,625,317,6900,1315,4886,938,917,345,24492,2226,1113,468,11727,1690,8571,1225,3081,687,74174,3645,42056,2827,3249,908,14794,1895,17604,2093,6409,1061,32118,2332,1794,682,8700,1471,14181,1569,7443,819,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2356055,12130,380270,11930,217603,9605,86195,6025,4746,1335,41266,3937,29899,3497,10284,1770,131408,7640,29605,3457,4294,1259,14861,2289,9082,1881,1368,564,101803,6253,12970,2295,54551,4939,27825,3469,6457,1482,162667,7556,78392,5865,12433,1990,21573,3096,31715,4019,12671,1688,84275,5737,13593,1919,16172,3006,30507,3676,24003,2769,1975785,14889,1326320,15922,1024155,15246,14359,2483,333984,10781,416554,7762,259258,5574,302165,11081,97891,6129,7421,1582,48055,4667,33340,3382,9075,1849,204274,9043,5203,1302,87662,6824,81173,5149,30236,3078,649465,14370,321859,10617,20287,3267,109994,6565,117735,6737,73843,3934,327606,9001,13865,2477,65071,4441,114524,5568,134146,5920,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1127621,7837,212953,5921,112534,5422,41651,3089,4065,1389,19838,2365,12767,1568,4981,951,70883,4674,11297,1840,1754,874,5327,1174,3360,1058,856,433,59586,4236,8604,1742,34150,3176,14023,2062,2809,542,100419,4801,40957,3410,6848,1436,9969,1805,17502,2163,6638,1073,59462,3392,8328,1711,9785,1807,22171,2502,19178,1838,914668,7964,644671,9383,514457,9045,11993,2089,168429,5930,214748,4782,119287,2865,130214,5525,36704,3575,2099,967,15487,2321,15135,2211,3983,898,93510,4397,3391,977,37488,3362,33324,2978,19307,1840,269997,7493,129471,5604,6079,1325,44776,4307,49211,3158,29405,1716,140526,5237,7028,1524,21177,2587,48478,3050,63843,2895,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12468743,22250,1816795,20843,1056152,15484,455238,10817,15863,2315,232539,7644,158533,6447,48303,2907,600914,12384,126510,6051,16563,2180,67159,4681,37599,3429,5189,1133,474404,11719,44667,3809,280987,9351,124846,5145,23904,2641,760643,15624,329077,9196,58502,3842,81465,5117,135126,6050,53984,3626,431566,10762,57114,4135,68264,4574,148779,6281,157409,5770,10651948,27030,7462366,32642,5603947,36627,58906,4079,1974013,19902,2534798,21111,1036230,13118,1858419,25132,621922,13214,40796,3025,287114,9227,228921,8339,65091,4728,1236497,18248,39793,3594,463708,11583,519403,13400,213593,6554,3189582,23364,1534316,19809,64794,5205,599165,11931,561943,13922,308414,7151,1655266,18329,59380,4550,413336,12657,555287,10273,627263,10551,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1975388,9057,243766,7007,114546,5172,45650,3697,3893,1246,23628,2651,13484,1909,4645,920,68896,4246,13492,2118,1427,702,7597,1839,4184,1155,284,248,55404,3914,7497,1563,34734,2897,10460,1700,2713,949,129220,5715,61274,3904,13447,1804,19924,2709,21551,2685,6352,1069,67946,3710,14579,2127,12612,1912,21642,2109,19113,1782,1731622,10835,1141925,11786,924906,12060,14444,2114,341062,7631,411935,6751,157465,3223,217019,7600,74302,5184,6042,1369,36042,3552,26712,2671,5506,1164,142717,5553,4383,1118,59660,4200,57761,3122,20913,1783,589697,10153,289366,6934,19773,2541,115967,5953,106392,4804,47234,2991,300331,8250,19091,2426,79030,4461,106709,5267,95501,3469,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1351643,7309,143311,5759,70551,4637,19023,2289,563,353,9239,1513,6018,1179,3203,724,51528,4149,7519,1540,711,387,3796,1210,2668,1010,344,339,44009,3672,3755,1029,26462,2557,12566,2050,1226,576,72760,3413,29018,2719,3115,804,8362,1677,12348,1815,5193,1059,43742,2815,4017,1138,6882,1470,17060,1836,15783,1841,1208332,9105,822550,9225,641276,8599,2908,796,195621,5634,315755,5358,126992,3736,181274,6406,45948,3395,2271,824,17467,2360,20048,2082,6162,1311,135326,5171,3797,923,53162,3273,57999,4230,20368,1594,385782,8633,175417,6329,6155,1490,61016,4083,69084,4037,39162,2456,210365,5571,4613,1105,39978,3209,72628,3325,93146,3520,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,333192,3426,34638,2642,18261,1977,4541,1002,91,111,1667,490,1978,669,805,470,13720,1944,2561,1057,337,299,1033,643,895,647,296,245,11159,1600,1059,493,6988,1339,2422,685,690,424,16377,1772,4565,1159,797,456,1805,1002,1361,407,602,321,11812,1519,1730,580,1259,612,5172,1170,3651,781,298554,4044,208840,3727,157214,3452,1871,822,47339,2540,71895,1976,36109,1793,51626,3455,16124,2367,1240,604,7654,1471,5724,1401,1506,633,35502,2826,1066,701,15267,2163,13256,1764,5913,1037,89714,3795,40957,3049,1705,629,11689,1732,16921,2011,10642,1569,48757,2940,888,405,9400,1631,17604,1865,20865,1794,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,268670,3200,43360,3079,17608,2027,2165,759,0,200,676,379,1036,564,453,285,15443,2076,2022,732,350,361,891,650,557,316,224,258,13421,1862,1370,642,7242,1412,4035,1074,774,348,25752,2119,10709,1637,1915,754,2322,739,4297,1094,2175,671,15043,1717,2219,640,3884,1056,4882,1072,4058,765,225310,3591,96437,3750,55082,3009,189,117,23602,1988,19898,1879,11393,1106,41355,3014,9106,1575,420,284,4216,1286,2835,799,1635,658,32249,2514,876,534,12427,1693,12273,1598,6673,818,128873,3977,59381,3077,2042,810,31780,2310,18173,1895,7386,926,69492,3051,4443,952,33230,2235,17456,1488,14363,1183,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106283,31131,1081579,16177,564395,15175,227560,9748,7231,1891,89961,5289,89080,5813,41288,4508,336835,10750,64057,5288,5775,1560,33233,4280,21154,2527,3895,1046,272778,8881,26411,3064,153589,6360,75514,5084,17264,2044,517184,11678,219339,7811,27611,2535,52444,4557,95230,5484,44054,3865,297845,9024,33611,2758,42717,4354,105152,5963,116365,6117,6024704,30639,3995463,26744,3065495,26185,24518,3152,847345,15920,1316468,16571,877164,10987,929968,15536,260028,9424,15829,2532,110027,6443,101414,6210,32758,3176,669940,12950,18172,2483,270211,10896,268621,7987,112936,5094,2029241,25171,950158,17533,38476,3482,304586,10572,360651,11379,246445,7204,1079083,17427,37653,3573,195286,8495,355575,10226,490569,11285,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
