GEO_ID,B17020I_001E,B17020I_001M,B17020I_002E,B17020I_002M,B17020I_003E,B17020I_003M,B17020I_004E,B17020I_004M,B17020I_005E,B17020I_005M,B17020I_006E,B17020I_006M,B17020I_007E,B17020I_007M,B17020I_008E,B17020I_008M,B17020I_009E,B17020I_009M,B17020I_010E,B17020I_010M,B17020I_011E,B17020I_011M,B17020I_012E,B17020I_012M,B17020I_013E,B17020I_013M,B17020I_014E,B17020I_014M,B17020I_015E,B17020I_015M,B17020I_016E,B17020I_016M,B17020I_017E,B17020I_017M,NAME,B17020I_001EA,B17020I_001MA,B17020I_002MA,B17020I_002EA,B17020I_003MA,B17020I_003EA,B17020I_004EA,B17020I_004MA,B17020I_005EA,B17020I_005MA,B17020I_006EA,B17020I_006MA,B17020I_007MA,B17020I_007EA,B17020I_008MA,B17020I_008EA,B17020I_009MA,B17020I_009EA,B17020I_010EA,B17020I_010MA,B17020I_011EA,B17020I_011MA,B17020I_012EA,B17020I_012MA,B17020I_013MA,B17020I_013EA,B17020I_014MA,B17020I_014EA,B17020I_015EA,B17020I_015MA,B17020I_016EA,B17020I_016MA,B17020I_017EA,B17020I_017MA,state
0400000US13,859310,3462,288826,19593,46252,4992,9223,2343,47407,4935,31972,4221,149442,11964,3290,1231,1240,759,570484,19893,60362,5408,11164,2130,57835,4955,55356,5874,371015,12309,11169,1892,3583,1052,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,122582,1001,24833,4095,3932,930,1077,669,4145,1513,2472,858,12338,2385,398,445,471,343,97749,4143,11191,935,1205,618,10913,1395,10836,1353,57583,2486,3611,728,2410,512,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,175767,2045,54306,6396,9777,1615,1408,601,10106,2379,6754,1375,25240,3657,466,260,555,392,121461,6789,12735,1706,3168,1045,12446,2113,15066,2033,73016,3681,3500,660,1530,577,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2049059,3235,462168,22531,67305,5839,14808,2407,74390,5836,59987,5212,231421,11005,8583,1756,5674,1183,1586891,22622,143608,5921,30285,3338,165556,6544,166680,6315,1006718,10992,47735,2068,26309,1645,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,389487,2354,133221,9461,20912,2335,4024,1103,24288,3261,16629,2578,64595,4864,1376,695,1397,567,256266,9655,27179,2535,5642,1394,28746,3028,26764,3079,158928,5590,5521,1011,3486,653,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,148367,1453,48344,5384,7743,1249,1237,410,9041,1673,7305,1832,22183,2668,630,399,205,220,100023,5152,10745,1595,2272,624,11749,1465,11194,1506,59697,2657,2644,627,1722,585,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,299780,1818,80352,7917,15276,1779,2965,934,13778,1950,8455,1965,38098,4232,903,507,877,456,219428,8021,21036,1800,4308,1086,27094,2723,28369,2236,130282,4589,4814,811,3525,952,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,125855,2540,41655,4560,7851,1706,1271,515,8493,1471,3557,1030,19820,2588,311,253,352,366,84200,5126,9892,1790,1724,698,9797,1512,7901,1291,50508,3086,2851,808,1527,742,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,190471,1643,40741,4662,5221,1419,1206,517,4282,1119,4113,1139,24588,3256,409,329,922,603,149730,4536,12530,1557,2244,799,12843,1505,12876,1434,97955,3157,6204,899,5078,877,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17370,642,5324,1158,916,535,346,302,753,204,434,244,2735,670,52,75,88,150,12046,1281,671,457,172,172,1845,475,1473,515,7004,821,516,319,365,252,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,477242,1928,73080,9693,9484,1993,1719,777,9176,2509,6077,1673,43404,5771,1918,932,1302,555,404162,10084,39379,2556,7386,1547,39756,3172,36808,2835,265105,5438,8389,1082,7339,915,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,629494,2004,190430,12789,26311,2787,5406,1339,29827,3734,23490,2360,97560,6475,5255,1190,2581,678,439064,12728,36518,2850,4830,1175,38488,3357,45837,3348,292649,6465,13864,1353,6878,905,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,436670,1799,129375,8358,21713,2286,4498,1111,22048,2461,15153,1827,63730,4320,1034,402,1199,576,307295,8453,28304,2439,5905,1248,37187,2564,34139,2581,184655,4579,10445,1149,6660,876,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,250767,1457,62389,6335,11517,1722,2251,692,10665,1846,6311,1551,31029,2978,322,176,294,172,188378,6515,22201,2012,4385,981,24676,2193,20342,1967,112119,3255,3066,557,1589,356,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,72995,3035,25066,4236,3144,960,1935,1098,3353,829,2610,1231,13163,2568,432,393,429,345,47929,3843,5429,1085,821,428,5329,1220,4388,1172,29837,2647,1643,747,482,240,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,208494,2006,59189,6227,10419,1621,2074,775,10117,1779,5816,1500,29513,3236,787,370,463,292,149305,6760,15834,1752,3271,847,17259,1966,17456,1946,88693,3931,4394,970,2398,683,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,28016,752,6561,1411,1403,605,153,143,670,359,760,369,3364,985,14,26,197,190,21455,1621,1971,889,341,275,3862,1197,2573,736,11570,1402,613,363,525,339,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,168360,1154,47962,5034,9696,1597,1449,614,8688,1376,5451,1262,22028,2794,203,192,447,402,120398,5091,13119,1666,2310,793,15279,1690,14097,1873,72098,2729,2273,601,1222,473,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,727390,1837,167934,15068,22698,3828,6428,1621,26159,3945,21031,3061,86952,8300,3205,1011,1461,703,559456,15338,53416,3748,11044,2649,61674,4171,59785,3863,347810,8456,15614,1115,10113,1161,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,37368,1200,7745,2415,1720,854,300,305,681,422,781,545,4129,1314,84,135,50,86,29623,2538,2374,821,598,359,3418,787,3593,794,18333,1710,938,451,369,292,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1575995,2599,309390,12793,43183,3388,8727,1656,40691,4169,30063,2617,169226,7295,8979,1612,8521,1266,1266605,12631,97000,3411,19597,1933,112228,4765,112580,4276,844650,7453,51269,2042,29281,1338,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,955217,1562,263333,15610,33902,3243,7387,1597,38620,4290,28386,3945,137501,8614,8823,1614,8714,1593,691884,15638,50900,3152,11029,1710,65271,4858,65874,4513,427727,8721,43136,1640,27947,1895,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3419648,4941,927486,26503,106197,5280,22107,2923,113716,5890,103375,4838,510797,16742,38346,3435,32948,3270,2492162,26628,176297,5024,33641,3588,193510,6839,211801,6207,1691343,16782,116315,3632,69255,3549,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,812165,2148,283466,15881,51254,3766,9249,1835,48824,4831,29106,3833,142956,8115,1486,811,591,401,528699,16005,56901,3809,11077,2219,56661,4837,54781,4658,335645,9654,7546,1589,6088,1526,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13966,823,3573,1086,1073,449,44,66,235,197,206,107,1990,721,0,143,25,58,10393,1216,1051,372,294,133,1646,433,1012,369,5987,1009,148,157,255,247,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,351192,2803,105410,7881,18859,1879,4246,901,16814,2425,11785,2061,52303,4543,799,388,604,278,245782,7847,23128,2069,4689,1037,27300,2184,27152,2745,148811,4624,8902,1278,5800,1279,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,338883,1261,97814,8039,17246,2287,2806,771,16843,2126,11079,1785,47579,4273,1278,401,983,416,241069,8000,25666,2659,5839,890,29820,2399,26854,2280,144394,4261,5584,904,2912,603,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,457058,1951,136042,12100,20626,2990,3721,1240,23638,3202,17555,3016,67926,6361,1864,706,712,409,321016,11604,34687,3028,5760,1573,38374,3171,36456,3380,194521,6349,7251,1385,3967,795,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,719154,2552,239624,13050,35648,3291,6682,1199,39268,3800,30599,3118,120820,7010,3868,1015,2739,779,479530,13510,43947,3156,7680,1202,48316,3963,49497,3587,306711,7479,13488,1424,9891,1214,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,130939,689,45166,4628,5963,970,1322,583,6779,1431,4839,1149,24220,2643,1513,508,530,357,85773,4616,7019,1026,1809,820,9879,1361,8314,1426,55373,2608,2035,512,1344,375,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,233168,1992,74479,7422,11982,2169,1351,677,13673,2415,9156,2313,37633,4392,546,425,138,159,158689,7249,16905,2570,2059,803,16570,2754,12814,2598,105071,4969,3610,1300,1660,566,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,21562,1168,5169,1519,1211,528,103,102,818,452,630,339,2264,1065,16,28,127,150,16393,1950,1434,449,122,105,1504,519,2170,668,10808,1413,156,108,199,150,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,290297,2801,97143,9003,18866,2645,4497,1413,13141,2061,9258,1923,49913,5210,505,467,963,659,193154,8584,20051,2992,3083,933,20764,2668,20147,2731,123536,5173,3678,1120,1895,748,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9606814,6914,2671021,51660,399943,13350,72940,4550,437203,13974,337287,12995,1303153,28735,62961,4230,57534,3296,6935793,50758,587830,14056,124777,6265,708426,11528,693819,14628,4391009,28184,271053,5117,158879,3610,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,364507,1952,103941,10907,18030,2691,3332,1025,15749,2608,11906,1998,54531,6477,240,249,153,165,260566,11231,27036,2740,5460,1311,32057,3274,30588,2443,154951,6572,6599,843,3875,784,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8438,515,1288,455,103,96,0,145,187,131,206,156,792,441,0,145,0,145,7150,669,662,215,98,114,731,271,796,423,4469,596,284,191,110,119,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,633222,3297,112662,10029,17807,3504,4012,1095,16604,3077,10651,1995,61234,5743,1477,598,877,375,520560,10519,48166,3459,9204,1689,53164,3803,46619,2768,345229,5924,10916,1436,7262,1202,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,773958,1984,225558,12345,37652,3637,5631,1165,33808,3135,30839,3671,112714,7412,3308,911,1606,504,548400,12159,56776,3741,12821,1873,65195,3932,59585,3975,336483,7395,12046,1487,5494,926,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,18409,1129,5398,1682,980,661,17,39,977,787,534,367,2782,970,76,96,32,55,13011,2059,1524,865,445,375,1038,595,1016,517,7821,1366,708,350,459,368,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,335072,1924,89287,7666,15506,2284,3376,932,15888,2305,12638,2123,40202,3612,799,313,878,470,245785,7828,25521,2268,4841,983,29680,2639,26631,2314,149792,3658,5072,719,4248,912,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,49983,420,8383,1658,1898,567,222,160,1128,555,1163,443,3790,819,133,130,49,87,41600,1709,3732,955,1002,828,5216,870,5063,876,24317,1155,1553,541,717,282,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3634169,4985,1658308,26906,131038,4858,26656,2489,160088,6252,177250,6185,946237,17482,120340,4143,96699,3799,1975861,27485,81637,4486,18482,2242,121569,6458,143981,6518,1273047,17375,201039,3823,136106,3807,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
