GEO_ID,C08526_001E,C08526_001M,C08526_002E,C08526_002M,C08526_003E,C08526_003M,C08526_004E,C08526_004M,C08526_005E,C08526_005M,C08526_006E,C08526_006M,C08526_007E,C08526_007M,C08526_008E,C08526_008M,C08526_009E,C08526_009M,C08526_010E,C08526_010M,C08526_011E,C08526_011M,C08526_012E,C08526_012M,C08526_013E,C08526_013M,C08526_014E,C08526_014M,C08526_015E,C08526_015M,C08526_016E,C08526_016M,C08526_017E,C08526_017M,C08526_018E,C08526_018M,C08526_019E,C08526_019M,C08526_020E,C08526_020M,C08526_021E,C08526_021M,C08526_022E,C08526_022M,C08526_023E,C08526_023M,C08526_024E,C08526_024M,C08526_025E,C08526_025M,C08526_026E,C08526_026M,C08526_027E,C08526_027M,C08526_028E,C08526_028M,C08526_029E,C08526_029M,C08526_030E,C08526_030M,C08526_031E,C08526_031M,C08526_032E,C08526_032M,C08526_033E,C08526_033M,C08526_034E,C08526_034M,C08526_035E,C08526_035M,C08526_036E,C08526_036M,C08526_037E,C08526_037M,C08526_038E,C08526_038M,C08526_039E,C08526_039M,C08526_040E,C08526_040M,C08526_041E,C08526_041M,C08526_042E,C08526_042M,C08526_043E,C08526_043M,C08526_044E,C08526_044M,C08526_045E,C08526_045M,C08526_046E,C08526_046M,C08526_047E,C08526_047M,C08526_048E,C08526_048M,C08526_049E,C08526_049M,C08526_050E,C08526_050M,C08526_051E,C08526_051M,C08526_052E,C08526_052M,C08526_053E,C08526_053M,C08526_054E,C08526_054M,C08526_055E,C08526_055M,C08526_056E,C08526_056M,C08526_057E,C08526_057M,C08526_058E,C08526_058M,C08526_059E,C08526_059M,C08526_060E,C08526_060M,C08526_061E,C08526_061M,C08526_062E,C08526_062M,C08526_063E,C08526_063M,C08526_064E,C08526_064M,C08526_065E,C08526_065M,C08526_066E,C08526_066M,C08526_067E,C08526_067M,C08526_068E,C08526_068M,C08526_069E,C08526_069M,C08526_070E,C08526_070M,C08526_071E,C08526_071M,C08526_072E,C08526_072M,C08526_073E,C08526_073M,C08526_074E,C08526_074M,C08526_075E,C08526_075M,C08526_076E,C08526_076M,C08526_077E,C08526_077M,C08526_078E,C08526_078M,C08526_079E,C08526_079M,C08526_080E,C08526_080M,C08526_081E,C08526_081M,C08526_082E,C08526_082M,C08526_083E,C08526_083M,C08526_084E,C08526_084M,NAME,C08526_001MA,C08526_001EA,C08526_002EA,C08526_002MA,C08526_003MA,C08526_003EA,C08526_004EA,C08526_004MA,C08526_005EA,C08526_005MA,C08526_006MA,C08526_006EA,C08526_007EA,C08526_007MA,C08526_008EA,C08526_008MA,C08526_009MA,C08526_009EA,C08526_010EA,C08526_010MA,C08526_011EA,C08526_011MA,C08526_012MA,C08526_012EA,C08526_013EA,C08526_013MA,C08526_014MA,C08526_014EA,C08526_015EA,C08526_015MA,C08526_016EA,C08526_016MA,C08526_017MA,C08526_017EA,C08526_018EA,C08526_018MA,C08526_019EA,C08526_019MA,C08526_020MA,C08526_020EA,C08526_021EA,C08526_021MA,C08526_022MA,C08526_022EA,C08526_023MA,C08526_023EA,C08526_024EA,C08526_024MA,C08526_025MA,C08526_025EA,C08526_026EA,C08526_026MA,C08526_027MA,C08526_027EA,C08526_028MA,C08526_028EA,C08526_029EA,C08526_029MA,C08526_030EA,C08526_030MA,C08526_031MA,C08526_031EA,C08526_032MA,C08526_032EA,C08526_033MA,C08526_033EA,C08526_034MA,C08526_034EA,C08526_035EA,C08526_035MA,C08526_036MA,C08526_036EA,C08526_037EA,C08526_037MA,C08526_038MA,C08526_038EA,C08526_039MA,C08526_039EA,C08526_040EA,C08526_040MA,C08526_041MA,C08526_041EA,C08526_042MA,C08526_042EA,C08526_043EA,C08526_043MA,C08526_044EA,C08526_044MA,C08526_045MA,C08526_045EA,C08526_046EA,C08526_046MA,C08526_047MA,C08526_047EA,C08526_048EA,C08526_048MA,C08526_049EA,C08526_049MA,C08526_050MA,C08526_050EA,C08526_051EA,C08526_051MA,C08526_052EA,C08526_052MA,C08526_053MA,C08526_053EA,C08526_054EA,C08526_054MA,C08526_055EA,C08526_055MA,C08526_056MA,C08526_056EA,C08526_057EA,C08526_057MA,C08526_058MA,C08526_058EA,C08526_059EA,C08526_059MA,C08526_060EA,C08526_060MA,C08526_061MA,C08526_061EA,C08526_062EA,C08526_062MA,C08526_063EA,C08526_063MA,C08526_064MA,C08526_064EA,C08526_065EA,C08526_065MA,C08526_066EA,C08526_066MA,C08526_067MA,C08526_067EA,C08526_068EA,C08526_068MA,C08526_069MA,C08526_069EA,C08526_070EA,C08526_070MA,C08526_071EA,C08526_071MA,C08526_072MA,C08526_072EA,C08526_073EA,C08526_073MA,C08526_074EA,C08526_074MA,C08526_075MA,C08526_075EA,C08526_076EA,C08526_076MA,C08526_077MA,C08526_077EA,C08526_078MA,C08526_078EA,C08526_079EA,C08526_079MA,C08526_080MA,C08526_080EA,C08526_081EA,C08526_081MA,C08526_082MA,C08526_082EA,C08526_083MA,C08526_083EA,C08526_084EA,C08526_084MA,state
0400000US01,1914756,17722,32646,3216,120451,5550,253434,8159,51049,3522,232806,8326,96928,6055,136207,6220,180998,6897,426419,11881,154166,7221,102994,6020,115183,4906,11475,1764,1626125,16768,24903,2821,90985,5059,215024,7482,45063,3648,201300,7437,87080,5628,119476,6018,147289,5484,370406,10704,125925,6329,85260,5208,104871,4715,8543,1662,188241,9426,4173,956,22171,2443,30102,3692,2741,826,20773,2954,4882,1093,7438,1260,18925,3624,38427,3998,18546,2817,10282,1983,8578,1841,1203,484,8782,1424,28,45,697,462,1170,570,57,80,1291,597,129,159,149,182,686,481,2548,869,1366,440,612,343,49,60,0,193,40482,3352,1911,944,2653,1066,3531,1118,252,176,4308,1132,3094,781,2772,1028,3125,1144,7854,1560,5728,1552,2482,850,1108,507,1664,281,51126,4304,1631,652,3945,1272,3607,1037,2936,871,5134,1425,1743,699,6372,1675,10973,2064,7184,1081,2601,825,4358,1187,577,323,65,107,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,355925,6110,18779,2214,26350,2903,12231,1879,7019,1347,38370,3169,23734,2427,19708,2468,29412,2532,78984,4285,28443,3199,14600,1872,41800,3151,16495,1782,239776,6215,6322,1356,18667,2490,4413,1090,5381,1014,27531,2871,16310,2009,14792,2250,20407,2104,57029,4024,16680,2321,9807,1648,31331,2779,11106,1822,43590,3508,2263,578,3712,1306,1476,687,1305,693,4345,1200,3007,921,1607,776,2789,959,9350,1791,3953,1542,1981,724,4897,1081,2905,898,6061,1575,678,485,237,231,301,357,0,193,1118,638,247,285,326,340,332,265,1331,625,858,514,267,228,366,318,0,193,49623,2737,7743,1557,2240,469,4860,1150,169,131,5045,1017,3262,793,1800,515,3002,948,8391,1028,5455,1211,1097,290,4868,1021,1691,589,16875,2033,1773,998,1494,602,1181,586,164,170,331,172,908,469,1183,551,2882,853,2883,895,1497,725,1448,524,338,176,793,655,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2623436,18031,44547,4625,171542,10034,194323,9950,66524,5537,313405,10461,126542,7766,266515,11508,305792,12617,557701,15115,272534,11103,131219,6468,157324,7662,15468,1809,1991552,20267,29522,3781,128148,8157,153866,9473,52028,4962,242788,9337,97460,6197,204889,9903,211858,9261,439852,13060,194974,9924,99716,5630,126966,6954,9485,1643,303211,12323,8383,2091,26902,3942,23759,3354,7367,2131,33447,3816,16196,4068,28026,4362,35668,4521,57745,5032,34252,5256,13573,2995,16504,2592,1389,594,52302,4776,1165,558,1223,589,1742,708,630,345,8900,1705,1966,888,3287,995,7226,1934,9298,1710,10105,2536,2953,915,3736,937,71,134,130589,8586,2956,1184,5962,1195,5240,1196,1660,675,17572,2953,6986,1782,6715,1420,15468,2889,27972,3276,24310,4200,6918,2035,5995,1588,2835,734,145782,8522,2521,1169,9307,2154,9716,2256,4839,1124,10698,2327,3934,1760,23598,3640,35572,4246,22834,2866,8893,1946,8059,1675,4123,1679,1688,493,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1214826,11798,43664,3684,73352,4609,167713,8152,32456,3056,169375,6303,68928,4760,81535,4883,81482,5089,284297,8823,91336,5548,56766,4235,58838,3659,5084,1115,1005949,12850,28161,2999,56790,4146,138248,7704,28393,2868,148785,6017,59941,4306,72382,4775,63178,4351,240581,7812,69889,4506,43255,3322,51865,3394,4481,1079,124777,6639,6573,1853,12247,1901,21541,2726,1759,871,14219,2705,4077,996,3691,996,8732,1493,27618,3412,12531,2461,6734,1927,4855,1172,200,183,5346,1194,229,282,113,130,903,651,128,154,319,234,137,149,139,162,177,156,1328,566,924,449,694,476,255,182,0,193,38185,3863,4171,1333,1459,749,4417,1413,890,490,2816,746,2695,696,1907,679,2069,878,8082,1161,5907,1666,2736,802,738,383,298,231,40569,3617,4530,934,2743,961,2604,1142,1286,723,3236,1026,2078,874,3416,1055,7326,1926,6688,1339,2085,752,3347,1218,1125,507,105,177,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16042489,40016,373888,13362,920304,18261,1589259,20555,499920,14901,1798659,27390,723655,18620,1443698,24199,2009364,27445,3317265,35467,1582037,25523,876337,17330,779286,15506,128817,5672,11759523,45850,218469,8908,663739,13817,1222600,18836,380024,13300,1354791,21398,582794,15164,1055321,21897,1359800,21330,2544334,32336,1094759,22441,606410,13545,599812,13808,76670,5372,1781154,26616,100146,7371,153282,8545,204326,9021,55192,4181,174983,9209,69409,5628,120986,7094,217480,9615,314056,9782,172930,9982,100429,5897,83260,5543,14675,2545,825845,15872,5383,1446,33483,3706,61902,4127,16450,2045,103063,6648,24833,2675,76364,4324,133272,6135,137743,5822,126101,7049,62419,4412,42464,3436,2368,826,818615,17235,30432,2845,30863,3653,52050,4373,16794,2122,108933,6951,26699,2770,63191,4568,91109,5541,164566,7034,141745,8894,48162,4452,24798,2909,19273,2657,857352,17561,19458,2488,38937,3102,48381,3738,31460,3509,56889,4191,19920,3293,127836,7089,207703,8284,156566,6568,46502,4083,58917,4814,28952,3371,15831,2584,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2462381,12823,60300,4542,171186,6180,170510,6890,65414,4563,280644,9487,112499,5763,249801,8571,324630,9571,491599,10294,251786,9615,126586,5326,127967,6856,29459,2215,1862725,13933,40268,3948,124561,5540,135084,5992,52368,4217,222831,8297,91333,5814,189664,7756,224358,8765,388091,10272,175908,8247,94188,5277,105432,6019,18639,2328,238625,8207,8158,1635,30264,3168,14330,2068,5578,1619,22007,2681,8787,1496,18953,2994,30104,3474,42892,3534,31473,3921,12583,1743,10907,1885,2589,721,76857,4987,1224,484,3230,1166,2780,922,1565,675,9560,2203,4308,1314,6928,1619,12600,1997,9884,1690,15651,2407,3426,966,5640,1116,61,105,129220,6854,4720,1166,5073,1335,8443,2056,1207,572,15077,2222,4972,1186,10109,1767,12169,1820,27100,2804,20551,3063,8212,1567,3724,941,7863,728,154954,7327,5930,1124,8058,1502,9873,1777,4696,1124,11169,2062,3099,1014,24147,2543,45399,3579,23632,2660,8203,1462,8177,1796,2264,765,307,336,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1710953,13550,7481,1524,96260,4899,190029,6304,42936,4030,189528,6747,65594,4016,193182,6845,178198,6907,445921,10225,144560,6562,82740,3859,65730,4219,8794,1188,1352837,13807,4918,1198,73235,3786,159603,5803,33974,3022,146545,5862,54901,3520,154998,5924,129951,5579,368679,9629,100486,5244,61722,3411,59293,4141,4532,1158,151893,8209,1115,679,14673,2498,18805,2666,3199,1011,18525,2489,5030,1244,11306,1923,15005,2340,32537,3212,18889,3360,9154,1996,3362,732,293,236,59778,4949,140,171,1661,929,3554,1208,1082,933,10549,1970,2072,913,7411,1639,5660,1197,12969,1942,10285,2001,3085,1070,1260,758,50,82,74010,5885,572,357,1621,746,3405,1036,2042,2181,9759,1670,2300,938,6086,1950,7488,1525,21642,2175,11109,2014,4176,1210,1258,518,2552,809,72435,4059,736,492,5070,1326,4662,1047,2639,639,4150,1075,1291,565,13381,1537,20094,1987,10094,1459,3791,815,4603,1096,557,258,1367,845,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,407733,7229,3924,1010,28126,2974,41389,3760,8442,1507,48222,3452,15559,2041,50873,4128,39208,3398,95691,4431,35888,3334,15839,1738,21477,2378,3095,802,333736,8376,2507,914,22324,2670,33248,3179,6493,1229,41662,3567,13463,1843,42827,3850,29366,2937,81031,4398,27580,2932,11724,1401,18631,2299,2880,778,36345,3475,203,175,3763,908,4260,1340,586,414,3819,1058,1175,502,3207,932,4525,1356,7814,1653,3189,1005,2017,714,1719,739,68,113,10449,2026,0,193,131,164,1203,899,473,436,798,583,183,177,1318,564,1398,665,2208,833,1732,692,483,498,461,264,61,109,12180,1842,595,389,479,407,1789,974,186,258,996,438,310,229,980,480,663,300,2094,748,2824,1048,723,491,455,349,86,76,15023,1984,619,470,1429,807,889,528,704,402,947,446,428,296,2541,804,3256,858,2544,779,563,366,892,294,211,265,0,193,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,805581,14168,935,477,30575,3561,12618,1973,3206,935,23303,3155,30223,3452,69281,4809,153352,7034,133067,6376,56167,4703,62736,4176,220621,8178,9497,1717,345873,10435,171,132,16644,2951,6311,1487,2281,868,10594,2121,17852,2371,29514,3121,58846,4449,68092,4746,20898,2648,24361,2786,84652,4682,5657,1377,80499,5357,300,480,5987,1439,1703,695,272,297,2055,698,2521,1414,4468,1274,13252,2194,13148,2372,5333,1351,4691,1155,25998,3037,771,412,306244,10741,398,305,6027,1618,3324,842,394,266,8540,1807,8252,2015,27398,3123,65625,5577,38616,4084,24392,3125,25457,2719,95946,5770,1875,733,58265,4008,66,85,1377,792,1180,551,0,193,1417,741,1419,525,5551,1354,11461,1844,11117,1948,4120,1138,6168,1121,13195,2038,1194,603,14700,2159,0,193,540,449,100,117,259,223,697,420,179,292,2350,876,4168,1042,2094,714,1424,773,2059,688,830,383,0,193,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7951248,35473,90478,6999,495000,16086,416376,12863,233236,10995,1061732,24870,400488,12882,750902,16463,988249,21840,1681705,28141,965576,21431,431244,15866,386336,13304,49926,3904,6346735,39773,50089,5119,361554,14323,342153,11841,183984,8740,874715,22594,333473,11246,616686,15492,723811,17277,1423163,26312,729540,17129,333439,13989,341823,12584,32305,3378,789125,21924,24532,4937,84347,7348,41307,5379,22266,3685,87017,6860,32043,4205,51753,4396,109827,8299,148174,7125,108893,7259,48427,6175,26484,3806,4055,1358,166437,9668,2880,1540,8065,1759,4142,1260,3044,1202,28086,4011,4873,1169,8200,1940,21278,4276,28810,3487,41057,4380,9880,2098,5675,1231,447,295,280838,11745,6931,1970,14820,2865,11485,1855,6525,2920,41978,4631,15585,2388,21104,1991,31092,3523,37757,4153,67984,6681,14661,2167,6720,1583,4196,965,368113,13214,6046,1470,26214,3438,17289,2219,17417,2715,29936,3717,14514,3002,53159,4800,102241,6311,43801,3833,18102,2355,24837,3957,5634,1524,8923,1196,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
