GEO_ID,B25013_001E,B25013_001M,B25013_002E,B25013_002M,B25013_003E,B25013_003M,B25013_004E,B25013_004M,B25013_005E,B25013_005M,B25013_006E,B25013_006M,B25013_007E,B25013_007M,B25013_008E,B25013_008M,B25013_009E,B25013_009M,B25013_010E,B25013_010M,B25013_011E,B25013_011M,NAME,B25013_001EA,B25013_001MA,B25013_002EA,B25013_002MA,B25013_003EA,B25013_003MA,B25013_004MA,B25013_004EA,B25013_005MA,B25013_005EA,B25013_006EA,B25013_006MA,B25013_007EA,B25013_007MA,B25013_008EA,B25013_008MA,B25013_009MA,B25013_009EA,B25013_010MA,B25013_010EA,B25013_011MA,B25013_011EA,state
0400000US01,1844546,11416,1289217,12212,181227,6873,364546,8700,394556,9348,348888,7519,555329,9348,115015,5497,164026,6535,188228,7374,88060,5076,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,257330,3380,162312,3867,10072,1285,34998,2614,64170,3554,53072,3323,95018,4471,8180,1469,25996,2631,41818,3073,19024,2067,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2356055,12130,1501528,15067,151372,6632,294651,10347,537172,12725,518333,11113,854527,15846,134497,7485,207171,9423,341777,11874,171082,8011,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1127621,7837,750984,9249,99462,4767,245440,6631,219112,6809,186970,6300,376637,8537,70183,4458,127779,6610,123628,5535,55047,3751,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12468743,22250,6843369,25886,741373,13290,1126526,15606,2208608,22491,2766862,21584,5625374,23999,1146980,15962,1129953,17997,1848258,19863,1500183,16733,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1975388,9057,1271804,10881,69387,4242,232451,6838,397122,8468,572844,10748,703584,11056,94223,5352,159287,5745,257165,8223,192909,7421,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1351643,7309,911059,6941,54800,3526,214524,6114,235993,6828,405742,7706,440584,7734,82154,4542,131372,5850,123782,5990,103276,5069,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,333192,3426,238560,4816,21151,1965,65822,3579,67701,3662,83886,3766,94632,4248,15049,2054,29070,2898,28862,2543,21651,2053,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,268670,3200,110625,3425,5668,926,12701,1334,17142,1904,75114,3000,158045,3930,24144,2588,29599,2607,29658,2470,74644,3471,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106283,31131,4741169,31771,461501,12974,1245866,21079,1490311,18735,1543491,20864,2365114,25972,380551,10528,689007,18963,795887,15232,499669,14075,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3494542,15336,2256703,18001,244883,8481,581493,12047,626408,13500,803919,13572,1237839,18123,223405,8036,364461,11445,396182,10885,253791,9451,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,448563,5562,254700,5244,18004,2052,56169,3097,85327,4176,95200,4868,193863,5082,18051,2175,52102,3453,73292,4625,50418,3447,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,580193,6204,398816,6649,33979,2543,96946,4859,143398,5405,124493,5565,181377,6700,22424,2666,49455,3590,75362,4796,34136,2791,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4737208,12865,3190282,18062,279679,6822,784112,11203,952909,15218,1173582,16360,1546926,16631,242331,7706,412988,10047,491527,10731,400080,9312,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2467111,11107,1720062,14287,155878,5343,580541,10054,512770,10088,470873,10365,747049,12479,124908,6040,248870,9030,249517,8199,123754,5771,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1216765,7072,880368,8898,61808,3071,277395,6022,281573,6578,259592,6300,336397,7489,42868,3147,105519,4434,124479,5452,63531,3513,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101701,5567,747079,8180,52973,2836,186982,4907,243310,6197,263814,7033,354622,5979,44446,3495,95740,4920,136100,5620,78336,3766,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1672134,9367,1151479,11521,164483,4687,368865,8287,323754,8865,294377,7372,520655,11195,109293,5120,157149,7244,175096,7747,79117,4740,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1702030,9725,1130694,10222,155136,5253,368461,7893,320933,6866,286164,7916,571336,10145,121283,5087,180931,7154,178193,7329,90929,5430,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,552051,5238,391697,5080,25155,1813,119434,4296,117269,3927,129839,3683,160354,5460,20880,1785,53041,3971,52694,3408,33739,2763,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2134517,9936,1437447,9760,99945,4047,313555,7714,381419,9009,642528,9567,697070,9889,102943,4947,176316,6018,206808,7500,211003,7908,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
