GEO_ID,B27013_001E,B27013_001M,B27013_002E,B27013_002M,B27013_003E,B27013_003M,B27013_004E,B27013_004M,B27013_005E,B27013_005M,B27013_006E,B27013_006M,B27013_007E,B27013_007M,B27013_008E,B27013_008M,B27013_009E,B27013_009M,B27013_010E,B27013_010M,B27013_011E,B27013_011M,B27013_012E,B27013_012M,B27013_013E,B27013_013M,B27013_014E,B27013_014M,B27013_015E,B27013_015M,B27013_016E,B27013_016M,B27013_017E,B27013_017M,B27013_018E,B27013_018M,B27013_019E,B27013_019M,B27013_020E,B27013_020M,B27013_021E,B27013_021M,B27013_022E,B27013_022M,B27013_023E,B27013_023M,B27013_024E,B27013_024M,B27013_025E,B27013_025M,B27013_026E,B27013_026M,B27013_027E,B27013_027M,B27013_028E,B27013_028M,B27013_029E,B27013_029M,B27013_030E,B27013_030M,B27013_031E,B27013_031M,B27013_032E,B27013_032M,B27013_033E,B27013_033M,B27013_034E,B27013_034M,B27013_035E,B27013_035M,B27013_036E,B27013_036M,B27013_037E,B27013_037M,B27013_038E,B27013_038M,B27013_039E,B27013_039M,B27013_040E,B27013_040M,B27013_041E,B27013_041M,B27013_042E,B27013_042M,B27013_043E,B27013_043M,B27013_044E,B27013_044M,B27013_045E,B27013_045M,B27013_046E,B27013_046M,NAME,B27013_001EA,B27013_001MA,B27013_002EA,B27013_002MA,B27013_003MA,B27013_003EA,B27013_004MA,B27013_004EA,B27013_005EA,B27013_005MA,B27013_006EA,B27013_006MA,B27013_007EA,B27013_007MA,B27013_008EA,B27013_008MA,B27013_009MA,B27013_009EA,B27013_010MA,B27013_010EA,B27013_011EA,B27013_011MA,B27013_012EA,B27013_012MA,B27013_013EA,B27013_013MA,B27013_014MA,B27013_014EA,B27013_015MA,B27013_015EA,B27013_016EA,B27013_016MA,B27013_017EA,B27013_017MA,B27013_018EA,B27013_018MA,B27013_019EA,B27013_019MA,B27013_020EA,B27013_020MA,B27013_021MA,B27013_021EA,B27013_022EA,B27013_022MA,B27013_023EA,B27013_023MA,B27013_024EA,B27013_024MA,B27013_025EA,B27013_025MA,B27013_026MA,B27013_026EA,B27013_027MA,B27013_027EA,B27013_028EA,B27013_028MA,B27013_029MA,B27013_029EA,B27013_030EA,B27013_030MA,B27013_031MA,B27013_031EA,B27013_032MA,B27013_032EA,B27013_033MA,B27013_033EA,B27013_034EA,B27013_034MA,B27013_035EA,B27013_035MA,B27013_036MA,B27013_036EA,B27013_037MA,B27013_037EA,B27013_038MA,B27013_038EA,B27013_039EA,B27013_039MA,B27013_040EA,B27013_040MA,B27013_041EA,B27013_041MA,B27013_042MA,B27013_042EA,B27013_043MA,B27013_043EA,B27013_044MA,B27013_044EA,B27013_045EA,B27013_045MA,B27013_046EA,B27013_046MA,state
0400000US01,3597942,3382,1423212,17980,795916,11795,765567,11278,645199,10942,120368,6942,30349,2527,24403,2127,5946,1326,627296,10865,610015,11106,534056,10817,75959,4848,17281,1633,13272,1465,4009,915,809868,14410,353592,8996,320864,8726,178778,6016,142086,6465,32728,2361,22414,2081,10314,1115,456276,10436,424490,10243,277454,9074,147036,6955,31786,2737,21795,2145,9991,1692,1364862,16240,544283,9446,328267,8155,129946,4789,198321,6345,216016,3815,142398,3644,73618,3031,820579,11692,494821,11317,242281,8029,252540,8794,325758,3472,200948,3879,124810,3963,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,511564,1925,223786,6600,124243,4574,120912,4589,95521,5239,25391,2668,3331,720,2600,686,731,277,99543,4265,97089,4229,77559,3792,19530,2417,2454,700,1656,543,798,453,167698,6136,84177,4008,78855,3995,39714,3148,39141,2574,5322,804,3644,744,1678,489,83521,4419,78645,4260,48328,3452,30317,2745,4876,1253,3265,1037,1611,603,120080,4979,49307,2507,30220,2376,10536,1367,19684,2018,19087,1061,11361,1170,7726,1010,70773,3756,48859,3508,25147,2470,23712,2558,21914,1168,12385,1136,9529,1082,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4756450,2424,1856480,22085,1059693,15282,1026298,14723,782310,15708,243988,11283,33395,3202,24402,2728,8993,1602,796787,15073,775152,14027,624798,13694,150354,8288,21635,2870,16843,2378,4792,1252,1118143,23015,521140,14545,470651,13457,224654,7835,245997,11421,50489,3968,30390,2951,20099,2665,597003,14992,552391,15202,317391,11488,235000,9345,44612,3545,27779,2721,16833,1891,1781827,19124,730444,14008,395516,13539,132280,7818,263236,10776,334928,4181,205530,5622,129398,5914,1051383,13323,625426,12344,281485,9637,343941,10991,425957,4325,248986,5310,176971,5071,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2176324,1917,878990,12897,492157,9453,475207,9021,373199,8722,102008,6411,16950,1944,13836,1607,3114,761,386833,7729,374597,7478,315252,7604,59345,4283,12236,1581,9424,1321,2812,832,495766,10562,230530,7929,207635,7652,98874,6080,108761,4959,22895,1979,14726,1383,8169,1309,265236,7628,243216,7212,135375,5806,107841,5206,22020,1853,15173,1673,6847,1070,801568,10190,323033,6362,181401,6136,62478,3867,118923,5099,141632,2547,86069,2581,55563,2576,478535,7765,281672,7595,115118,5179,166554,6617,196863,2129,116057,3572,80806,3296,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27909323,5329,10852493,43518,6359574,29470,6149646,28865,4761631,28101,1388015,20954,209928,6059,149678,5478,60250,3365,4492919,30418,4371416,29476,3638603,26298,732813,13625,121503,5199,90327,4335,31176,2916,7398888,49709,3442216,28183,3207292,27582,1618965,20497,1588327,20928,234924,6300,143636,4469,91288,4534,3956672,35510,3725404,33760,2267944,28084,1457460,20123,231268,6945,145326,4168,85942,4526,9657942,41763,3803730,22711,2359917,21445,924679,15758,1435238,18068,1443813,8489,760560,9767,683253,10123,5854212,32011,3793793,29460,1722869,25841,2070924,21501,2060419,8826,1035257,10533,1025162,10138,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3798057,3075,1688005,16353,976089,10386,947340,10393,790733,10663,156607,6945,28749,2268,22409,2059,6340,1126,711916,11537,692677,11371,600661,11347,92016,5278,19239,1786,14190,1696,5049,1221,1085606,15254,493956,10271,454326,10419,255100,9675,199226,9528,39630,2670,25106,2208,14524,1720,591650,9920,552553,9813,378436,9369,174117,6843,39097,2318,26097,2016,13000,1319,1024446,11719,398779,8377,216544,7558,98258,4743,118286,6920,182235,3573,118948,3757,63287,3431,625667,8334,375385,7844,208816,6576,166569,5542,250282,3316,160065,4394,90217,3940,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2720359,1220,1165186,12251,659870,7668,633298,7745,556215,8628,77083,4846,26572,1981,21597,1827,4975,1106,505316,8877,486870,8700,438352,8556,48518,3585,18446,1827,14595,1624,3851,968,750235,11581,319618,7702,283632,7379,178506,5827,105126,4838,35986,2167,26833,2125,9153,1334,430617,8105,396324,7831,287447,7795,108877,5519,34293,2342,22797,1878,11496,1372,804938,9839,317394,7609,168061,6725,74264,4305,93797,4676,149333,2886,98858,3395,50475,2735,487544,5992,259113,5850,143614,4932,115499,5013,228431,2876,150215,3863,78216,3481,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,687837,960,295025,6834,161542,4411,154534,4038,132208,3925,22326,2899,7008,1303,5571,1186,1437,578,133483,4819,129823,4696,113798,4304,16025,2062,3660,1035,2846,838,814,577,171117,5950,74318,4287,65799,4066,41002,3046,24797,2907,8519,1192,5659,967,2860,680,96799,4244,88295,4178,61967,3654,26328,3251,8504,1291,5921,1236,2583,628,221695,5120,88738,3504,46760,2928,21308,2149,25452,2516,41978,1600,31452,1971,10526,1429,132957,3867,72566,3535,36830,2634,35736,3236,60391,1503,42175,1839,18216,1865,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,502853,418,241679,5732,120226,3781,115279,3737,101826,3487,13453,2205,4947,836,4496,794,451,255,121453,4159,116942,4160,104827,3970,12115,2055,4511,825,4077,769,434,253,112647,5800,49673,3871,45664,3706,30524,2835,15140,2055,4009,879,2965,686,1044,525,62974,3715,59246,3676,41473,3139,17773,2100,3728,570,3015,602,713,324,148527,5340,61816,3287,43704,3280,19053,2681,24651,2283,18112,919,12588,1173,5524,908,86711,4189,54323,4083,24663,2645,29660,3149,32388,1183,23032,1356,9356,974,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14765348,4813,5607707,31759,3050193,23061,2922298,23615,2161968,26240,760330,16857,127895,6087,85383,4495,42512,4198,2557514,22943,2476746,22127,1976444,21984,500302,18589,80768,4076,55710,3790,25058,2850,3367103,32554,1563033,23473,1385933,21513,628070,15323,757863,18149,177100,7316,102242,5430,74858,4418,1804070,25028,1656745,23982,919826,18389,736919,17289,147325,6377,82831,4678,64494,4628,5790538,34890,2435673,21815,1267852,21000,448014,15394,819838,18258,1167821,9270,673009,10097,494812,10700,3354865,22113,1758913,20855,776471,15918,982442,19179,1595952,7887,862539,11786,733413,12756,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
