GEO_ID,C05003A_001E,C05003A_001M,C05003A_002E,C05003A_002M,C05003A_003E,C05003A_003M,C05003A_004E,C05003A_004M,C05003A_005E,C05003A_005M,C05003A_006E,C05003A_006M,C05003A_007E,C05003A_007M,C05003A_008E,C05003A_008M,C05003A_009E,C05003A_009M,C05003A_010E,C05003A_010M,C05003A_011E,C05003A_011M,C05003A_012E,C05003A_012M,C05003A_013E,C05003A_013M,C05003A_014E,C05003A_014M,C05003A_015E,C05003A_015M,NAME,C05003A_001EA,C05003A_001MA,C05003A_002EA,C05003A_002MA,C05003A_003EA,C05003A_003MA,C05003A_004EA,C05003A_004MA,C05003A_005EA,C05003A_005MA,C05003A_006EA,C05003A_006MA,C05003A_007EA,C05003A_007MA,C05003A_008MA,C05003A_008EA,C05003A_009MA,C05003A_009EA,C05003A_010EA,C05003A_010MA,C05003A_011EA,C05003A_011MA,C05003A_012EA,C05003A_012MA,C05003A_013MA,C05003A_013EA,C05003A_014MA,C05003A_014EA,C05003A_015EA,C05003A_015MA,state
0400000US18,5512023,8881,2713005,5964,645550,3580,640362,3744,5188,1421,2067455,4048,2006762,4128,60693,4080,2799018,4570,617815,3426,610898,3721,6917,2297,2181203,3218,2126176,3767,55027,3528,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2800812,4987,1381105,3481,322348,2369,319195,2328,3153,1058,1058757,2119,1034401,2394,24356,2506,1419707,2977,305137,2109,302396,2201,2741,955,1114570,1704,1087632,2436,26938,2389,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2442531,6705,1206970,4263,296270,2915,291079,2818,5191,1408,910700,2835,862774,4172,47926,4313,1235561,4045,279871,2887,276001,3116,3870,1172,955690,2279,910394,3477,45296,3297,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3837605,5487,1883150,3679,436603,2146,433387,2549,3216,1213,1446547,2876,1415877,2810,30670,3684,1954455,3406,415291,2106,412883,2261,2408,826,1539164,2273,1512641,2783,26523,2711,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2874839,6593,1419855,4783,317303,2764,314026,2931,3277,1192,1102552,3348,1060846,3890,41706,3877,1454984,4125,304307,2537,301194,2538,3113,996,1150677,2768,1115540,3609,35137,3326,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1264494,1599,618375,1218,127224,765,126588,789,636,393,491151,795,481255,1649,9896,1595,646119,1253,118756,704,118365,785,391,256,527363,794,512291,2017,15072,1913,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3414300,13228,1670411,7578,354664,3999,345848,4279,8816,1744,1315747,5187,1201777,5339,113970,6519,1743889,7059,343158,3696,333169,3460,9989,2103,1400731,4485,1278213,5076,122518,5773,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5305948,12504,2568181,7207,534405,4137,524785,4410,9620,1882,2033776,5455,1828337,8123,205439,7728,2737767,6900,510231,3785,499932,3692,10299,1699,2227536,4711,2010233,8657,217303,7357,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7830903,9530,3861710,5981,863901,3393,852710,3545,11191,2105,2997809,3811,2844042,6609,153767,5714,3969193,5253,818832,3248,807770,3329,11062,1702,3150361,3412,2982982,6458,167379,5831,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4577875,7618,2269016,4739,510224,2786,505555,2758,4669,1130,1758792,3013,1702371,3399,56421,3294,2308859,3898,485029,2274,480365,2480,4664,1098,1823830,2442,1764631,3424,59199,3542,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1770546,4486,872974,3989,198065,2967,196913,2953,1152,764,674909,2276,657530,1973,17379,2430,897572,3486,189762,2827,188316,2720,1446,654,707810,1546,695524,1686,12286,1716,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4991510,7231,2453418,4764,565208,2799,560936,2740,4272,1175,1888210,3400,1837157,4899,51053,4451,2538092,4033,536586,2620,531836,2810,4750,1207,2001506,2918,1948947,5663,52559,5440,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,891294,2197,448372,1661,96232,997,95933,1042,299,219,352140,1080,347219,1386,4921,1011,442922,1328,88908,890,88848,901,60,75,354014,997,346106,1701,7908,1421,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1624885,5966,804872,3995,194911,2629,191251,2676,3660,1135,609961,2163,583751,2287,26210,2659,820013,3351,184666,2078,181759,2110,2907,1082,635347,2192,609643,2334,25704,2521,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1948463,15765,993196,8529,222594,4351,214644,4593,7950,1546,770602,6205,642371,7728,128231,8288,955267,9413,211678,4970,203908,5079,7770,1946,743589,5727,612852,6740,130737,7326,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1240868,2868,612309,2061,130176,1279,129501,1339,675,433,482133,1291,465404,2411,16729,2003,628559,1481,123348,785,122604,796,744,339,505211,1016,484119,2241,21092,2057,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6104543,20959,2975490,11587,670192,5444,647686,5213,22506,2548,2305298,8539,1924536,10510,380762,11632,3129053,12584,636074,5679,619963,5783,16111,2489,2492979,8769,2086460,10271,406519,11302,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1492790,15175,736600,8010,172553,5313,165839,5283,6714,1623,564047,5211,502108,5212,61939,4567,756190,8801,164532,4690,159352,4658,5180,1496,591658,5829,527987,5875,63671,3809,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12710382,29843,6217071,17220,1308245,7941,1277425,8731,30820,3640,4908826,12064,4199115,12315,709711,12660,6493311,17508,1232689,7774,1204411,8206,28278,3274,5260622,12753,4485484,14884,775138,12576,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6768523,16949,3317972,10435,736182,5936,722721,6070,13461,2521,2581790,7009,2411931,6568,169859,7105,3450551,10986,709215,6641,695144,6575,14071,2397,2741336,6438,2585527,6712,155809,7722,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,614327,1430,310218,1069,63653,574,63292,720,361,398,246565,856,244065,1371,2500,1000,304109,844,62333,684,62072,786,261,263,241776,617,238541,1004,3235,697,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9566847,8300,4685292,5569,1065135,3222,1057132,3487,8003,1987,3620157,3753,3523163,5137,96994,4593,4881555,4509,1014598,3125,1005688,3308,8910,1828,3866957,2833,3765978,5185,100979,4940,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2792094,7616,1378857,4132,307724,2694,303082,2907,4642,1345,1071133,2988,1021216,3117,49917,3378,1413237,4753,291462,3337,287603,3238,3859,975,1121775,2452,1079454,2963,42321,2835,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3279357,12288,1619275,7309,343583,4028,335905,3879,7678,1382,1275692,4568,1192648,5092,83044,5251,1660082,6526,323929,3635,317702,3887,6227,1617,1336153,4020,1254498,5168,81655,5307,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10485910,11661,5118869,7266,1069157,4373,1057010,4877,12147,2410,4049712,5499,3900180,7475,149532,5951,5367041,6663,1018593,3663,1005570,4303,13023,2812,4348448,4682,4185004,8975,163444,8762,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,859000,5950,412329,3489,80502,1786,77903,1429,2599,1070,331827,2558,300957,2554,30870,3343,446671,3324,78247,1884,76162,1810,2085,848,368424,2213,335682,2687,32742,2724,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3135216,8956,1540424,5494,330820,3390,326272,3124,4548,1600,1209604,4145,1152250,5264,57354,4708,1594792,5370,315617,3701,311559,3526,4058,1305,1279175,3230,1224066,4142,55109,4169,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,707944,2394,352799,1786,79617,917,79285,968,332,281,273182,1262,269136,1340,4046,1084,355145,1805,76845,1024,76654,1006,191,154,278300,1168,273223,1013,5077,1282,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4990068,8309,2440774,4896,546789,3420,539613,3767,7176,1762,1893985,3622,1831408,3850,62577,4165,2549294,5510,520980,3697,514171,3975,6809,2240,2028314,3274,1966162,4003,62152,4108,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19149157,45618,9522332,24922,2556969,15260,2455593,16424,101376,7234,6965363,16088,5760445,24171,1204918,19406,9626825,25978,2425739,14459,2333565,15414,92174,5500,7201086,15989,6024690,23033,1176396,17500,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2486869,10393,1245381,6154,385497,3801,379606,3571,5891,1332,859884,3963,800624,4471,59260,4864,1241488,5489,368821,2928,363377,3246,5444,1377,872667,3460,811419,4534,61248,4647,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,596253,999,293593,738,59496,461,59305,511,191,162,234097,507,227804,1070,6293,1023,302660,847,56824,475,56674,492,150,158,245836,580,237524,1275,8312,1129,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5615742,14273,2784842,8869,605803,5662,591400,5514,14403,2522,2179039,6066,2023954,7010,155085,7356,2830900,8379,566017,4770,554020,4717,11997,1929,2264883,5257,2094058,7227,170825,6004,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5357161,15858,2674550,8727,574669,5128,558341,5655,16328,2338,2099881,6146,1937777,6179,162104,6098,2682611,9000,541516,4600,528007,4965,13509,2135,2141095,5505,1965726,7294,175369,7750,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1741915,2269,856037,2067,181030,1797,180661,1878,369,280,675007,1474,668049,1704,6958,1277,885878,2580,171444,2105,171013,2120,431,302,714434,1052,710418,1346,4016,894,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4980495,8349,2472059,4977,546727,2575,541556,2655,5171,1128,1925332,3293,1858605,5237,66727,5133,2508436,4928,518727,2856,513336,3043,5391,1100,1989709,2999,1927494,4619,62215,4427,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,515335,2893,260783,1990,60097,1604,59094,1442,1003,556,200686,1059,197180,1266,3506,969,254552,2058,57885,1450,56998,1500,887,532,196667,1191,192538,1402,4129,1063,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2539680,21485,1203186,11534,296178,5517,294719,5581,1459,812,907008,9307,882771,9872,24237,2661,1336494,13545,283522,6313,281706,6340,1816,696,1052972,9919,1024981,9995,27991,2804,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
