GEO_ID,B17012_001E,B17012_001M,B17012_002E,B17012_002M,B17012_003E,B17012_003M,B17012_004E,B17012_004M,B17012_005E,B17012_005M,B17012_006E,B17012_006M,B17012_007E,B17012_007M,B17012_008E,B17012_008M,B17012_009E,B17012_009M,B17012_010E,B17012_010M,B17012_011E,B17012_011M,B17012_012E,B17012_012M,B17012_013E,B17012_013M,B17012_014E,B17012_014M,B17012_015E,B17012_015M,B17012_016E,B17012_016M,B17012_017E,B17012_017M,B17012_018E,B17012_018M,B17012_019E,B17012_019M,B17012_020E,B17012_020M,B17012_021E,B17012_021M,B17012_022E,B17012_022M,B17012_023E,B17012_023M,B17012_024E,B17012_024M,B17012_025E,B17012_025M,B17012_026E,B17012_026M,B17012_027E,B17012_027M,B17012_028E,B17012_028M,B17012_029E,B17012_029M,B17012_030E,B17012_030M,B17012_031E,B17012_031M,B17012_032E,B17012_032M,B17012_033E,B17012_033M,B17012_034E,B17012_034M,B17012_035E,B17012_035M,NAME,B17012_001EA,B17012_001MA,B17012_002EA,B17012_002MA,B17012_003MA,B17012_003EA,B17012_004MA,B17012_004EA,B17012_005EA,B17012_005MA,B17012_006EA,B17012_006MA,B17012_007EA,B17012_007MA,B17012_008MA,B17012_008EA,B17012_009MA,B17012_009EA,B17012_010MA,B17012_010EA,B17012_011EA,B17012_011MA,B17012_012EA,B17012_012MA,B17012_013EA,B17012_013MA,B17012_014EA,B17012_014MA,B17012_015MA,B17012_015EA,B17012_016EA,B17012_016MA,B17012_017EA,B17012_017MA,B17012_018EA,B17012_018MA,B17012_019EA,B17012_019MA,B17012_020MA,B17012_020EA,B17012_021MA,B17012_021EA,B17012_022EA,B17012_022MA,B17012_023EA,B17012_023MA,B17012_024MA,B17012_024EA,B17012_025MA,B17012_025EA,B17012_026MA,B17012_026EA,B17012_027EA,B17012_027MA,B17012_028EA,B17012_028MA,B17012_029MA,B17012_029EA,B17012_030MA,B17012_030EA,B17012_031MA,B17012_031EA,B17012_032MA,B17012_032EA,B17012_033EA,B17012_033MA,B17012_034EA,B17012_034MA,B17012_035MA,B17012_035EA,state
0400000US13,2376008,17596,349145,12059,124409,7749,41157,3717,47036,5101,32067,3442,4149,1122,224736,7699,35436,3713,10778,1887,16670,2620,7341,1569,647,443,189300,7234,29929,2916,112808,6216,39501,4015,7062,1606,2026863,18425,1543289,19299,851406,15140,568328,14778,118169,7044,5386,1306,483574,11603,129516,7609,61516,4585,56220,5462,10602,2316,1178,672,354058,10443,143818,7041,184109,7484,24766,3161,1365,841,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,311789,5861,26678,2586,12044,1876,4774,1150,3265,944,3359,1211,646,432,14634,1743,2446,806,308,168,1299,615,544,445,295,303,12188,1686,1829,547,6621,1318,2859,895,879,450,285111,5942,217597,6067,121088,4595,75398,3930,18133,2058,2978,803,67514,3832,23322,2317,11830,1551,9476,1477,1942,810,74,84,44192,3276,21656,2400,19075,2090,3277,911,184,175,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398682,6942,46241,3273,20947,2134,7784,1316,7642,1618,4787,981,734,481,25294,2591,5017,1476,1480,1058,2794,869,656,522,87,140,20277,2217,1722,577,12722,1624,5086,1617,747,488,352441,7686,298323,7835,172038,5242,87890,4763,33247,3158,5148,1340,54118,4387,20177,2649,7535,1595,11206,1832,1267,751,169,212,33941,3204,13857,2041,17118,2176,2627,846,339,280,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3098864,16403,340244,8556,116829,6180,35381,3121,45441,4033,30840,2957,5167,1167,223415,6394,31836,2922,7818,1398,19052,2423,4025,889,941,585,191579,5790,27507,2711,108353,5716,47544,3184,8175,1484,2758620,16709,2152414,15822,1216335,14529,736593,11810,187199,6856,12287,1682,606206,11126,180270,6900,84364,3801,83139,5369,11840,2056,927,471,425936,8689,191392,7177,203962,6521,28201,2700,2381,934,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1641389,13221,192775,7271,60825,4203,22768,1904,20501,2341,13991,1863,3565,1086,131950,5949,21522,2725,3979,969,12625,2170,3995,1085,923,573,110428,5271,11295,1267,68480,4718,26465,2603,4188,1372,1448614,12106,1156209,13552,685447,9594,367111,8680,95656,4837,7995,1326,292405,8597,89268,5446,40831,3697,42205,3311,5817,1458,415,423,203137,6690,81367,4286,109214,4658,11579,1613,977,629,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,784895,8576,63772,3387,23116,1795,8221,1217,7194,1152,6422,1074,1279,557,40656,2949,6164,987,1146,484,3556,803,1214,483,248,310,34492,2881,2807,672,22059,2528,8227,1281,1399,642,721123,8768,602115,7711,366576,5724,178549,5480,52720,2700,4270,872,119008,4824,41067,3089,17473,2062,20851,2318,2656,723,87,104,77941,3456,27053,2228,44010,3245,6366,1116,512,365,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,722016,7825,66664,3600,23275,2196,6260,1069,9283,1538,6164,1126,1568,571,43389,2890,6011,1122,1147,478,4292,964,498,274,74,87,37378,2696,3027,759,24263,2287,9304,1427,784,410,655352,7579,534144,7448,306476,5550,172295,5590,51733,3527,3640,819,121208,5284,40949,3089,16539,1986,21517,2561,2668,1012,225,269,80259,4410,30563,2547,42992,3284,6147,1212,557,328,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1119880,11401,164243,6798,60437,4224,24724,2302,23907,2718,10304,1546,1502,538,103806,5455,17874,2034,3979,1027,10931,1773,2437,878,527,357,85932,4835,10762,1648,54874,3801,18303,2860,1993,805,955637,11084,767082,12072,464087,7742,248216,7241,51524,3400,3255,901,188555,6759,57193,3850,26146,2492,27285,2686,3580,1062,182,172,131362,5708,59865,3212,65190,4468,6186,1392,121,157,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1118217,11607,179881,6179,45961,3683,22205,2416,14740,2008,7314,1446,1702,671,133920,5904,17188,1969,5157,1322,9270,1344,2649,937,112,146,116732,5350,16286,1680,66229,4287,30014,3054,4203,1147,938336,11018,697177,9370,405898,6524,232085,7800,54659,4507,4535,1427,241159,7959,67404,4126,33384,3057,29480,3371,4346,1127,194,167,173755,6309,74349,4520,86530,4659,12011,1634,865,525,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,347960,7218,32495,2540,11639,1519,5276,1067,4255,828,1914,612,194,206,20856,2363,4282,1125,590,274,3119,911,464,418,109,139,16574,2027,2150,606,12008,1927,2195,556,221,353,315465,6969,259320,6868,171875,4999,73512,3419,13562,1676,371,215,56145,2947,18791,1878,7033,882,10776,1537,982,534,0,157,37354,2472,14975,1482,20807,2021,1513,684,59,104,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1415576,12103,99824,5151,25780,2759,10385,1698,8724,1609,5594,1528,1077,583,74044,4689,10410,2061,2826,872,6217,1546,1268,695,99,116,63634,3915,9785,1464,39424,3277,11884,1934,2541,859,1315752,12332,969436,11209,543932,8796,346644,8560,73640,4069,5220,1269,346316,9665,91124,5890,44469,3584,40272,3657,5763,1717,620,531,255192,7501,104332,5255,132722,6188,16847,2283,1291,677,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1597920,13701,132011,6211,38924,3012,16666,1666,14606,2170,5872,1381,1780,765,93087,4800,10286,2008,2470,872,6752,1605,1017,568,47,77,82801,4106,11059,1706,52438,3450,17534,2385,1770,707,1465909,13868,1135095,12468,635421,11020,412871,9405,83386,4894,3417,1012,330814,9535,89586,4303,49115,3107,36205,3096,4099,1051,167,178,241228,7846,108110,4861,119267,6342,13429,2152,422,316,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2472884,13827,309722,7285,103514,4778,36353,2364,36587,2662,25140,2454,5434,1047,206208,6478,38896,3339,10255,1395,22494,2617,5240,969,907,569,167312,6027,25448,2449,98793,4846,38426,2934,4645,1022,2163162,13062,1713940,12467,1051357,10226,521238,8533,130721,4634,10624,1702,449222,7991,133886,5590,63655,3909,63298,4090,6421,1494,512,349,315336,7189,146846,5317,149730,5024,17685,1897,1075,519,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1356466,10910,102942,4216,34155,2517,11857,1206,11391,1411,7887,1320,3020,784,68787,3575,13209,1507,2963,842,7708,1287,2221,633,317,198,55578,3132,5833,782,34811,2621,12174,1643,2760,761,1253524,10605,1032328,9338,601127,7113,333438,7059,90787,3744,6976,981,221196,7239,77025,4321,32054,2876,39132,2981,5424,1220,415,289,144171,5148,53442,3209,79010,4055,11030,1710,689,367,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,740958,10100,128617,4967,31441,2644,12891,1746,11527,1647,6480,1301,543,343,97176,4352,11649,1841,4753,1405,4532,1067,2095,716,269,301,85527,3691,14226,1927,50151,3731,18203,2441,2947,915,612341,10378,456068,9868,271319,6869,149806,6001,33343,3594,1600,593,156273,6456,38352,3292,18201,2288,18240,2289,1699,770,212,151,117921,5658,51597,3304,57518,4223,8500,1909,306,176,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1534831,12746,176069,6353,58276,3828,23015,2386,19503,1895,12795,2015,2963,881,117793,5568,19046,2263,4777,1167,11705,2021,2251,833,313,242,98747,4946,12656,1776,61867,3554,20970,2801,3254,1152,1358762,12420,1086528,11853,658310,9070,337307,7553,85207,4209,5704,1333,272234,8322,80234,4914,34054,3403,40581,3419,4657,1086,942,596,192000,6750,75599,4160,102241,4740,13650,2259,510,268,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,253131,4418,24521,2093,10023,1341,4424,956,3534,863,1850,673,215,141,14498,1836,2334,628,286,171,1569,587,467,214,12,22,12164,1674,1706,672,7356,1291,2622,914,480,270,228610,4454,189533,4811,123863,3967,49979,2924,14807,1871,884,417,39077,3246,13787,1879,5715,1250,7275,1531,722,354,75,98,25290,2442,11141,1866,12673,1704,1437,601,39,48,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,470445,6228,42692,3018,15632,1848,4665,814,5082,986,5026,1105,859,562,27060,2828,4506,1148,1079,496,2819,984,586,305,22,41,22554,2514,1646,601,13775,2065,5935,1075,1198,661,427753,5995,354351,5419,206853,4393,109562,4084,34623,2477,3313,752,73402,3936,25781,2201,9675,1304,14168,1904,1644,495,294,325,47621,3054,17058,1632,25840,2420,4404,1081,319,225,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,636981,10614,75701,5093,34154,3881,10764,2088,11255,2054,10123,2103,2012,934,41547,4127,9012,1686,2210,936,5063,1291,1475,622,264,245,32535,3653,4859,1410,20274,2969,6073,1257,1329,647,561280,9863,415918,8900,237204,6267,143054,7242,32338,4287,3322,1408,145362,7996,52495,5150,23121,3009,25162,3607,4023,1239,189,151,92867,5394,34343,3245,50243,4464,7574,1971,707,639,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,349501,4958,19729,2344,6559,1116,2762,706,1892,790,1905,669,0,184,13170,2186,1841,980,368,315,908,510,430,443,135,221,11329,1957,753,315,7914,1586,2507,828,155,206,329772,4735,270216,5282,165414,5054,88738,3576,15341,1795,723,461,59556,3590,19648,2473,8123,1492,10601,1852,924,461,0,184,39908,2755,16994,1834,20468,1898,2446,932,0,184,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2191404,14596,171559,6460,58552,3976,23716,2440,20214,2028,11372,1743,3250,908,113007,4941,18211,2040,4851,1123,9605,1664,3163,838,592,415,94796,4606,13191,1865,57987,3481,21266,2471,2352,833,2019845,14324,1548765,14701,843981,11558,578663,11522,118891,5219,7230,1634,471080,10900,134721,6769,71449,4316,56108,4428,7054,1259,110,107,336359,7382,153150,5834,163252,5539,18910,2418,1047,476,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,502498,8737,83298,5108,32113,2929,12623,1736,10817,1628,7185,1630,1488,610,51185,4128,11154,1739,3398,1029,5927,1267,1739,616,90,81,40031,3741,5389,1351,23504,3041,9454,1625,1684,792,419200,7648,317495,7466,195070,6004,92138,4437,27922,3074,2365,1002,101705,4110,32897,2982,15189,1894,15148,2150,2532,874,28,45,68808,3588,27583,2729,35875,3456,4950,1346,400,282,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4607636,22601,567575,11385,195635,7369,71762,3608,72579,5025,39171,2967,12123,1495,371940,10062,59275,3745,16725,2056,32426,2949,8444,1637,1680,780,312665,8998,53730,4082,186515,7753,61781,4470,10639,1605,4040061,22850,2971087,19682,1688534,16210,1033617,12144,227530,7280,21406,2227,1068974,17432,295764,10188,163959,6704,118437,6187,12469,1908,899,501,773210,14495,362373,9798,366332,9560,41925,3181,2580,847,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
