GEO_ID,B10001_001E,B10001_001M,B10001_002E,B10001_002M,B10001_003E,B10001_003M,B10001_004E,B10001_004M,NAME,B10001_001EA,B10001_001MA,B10001_002MA,B10001_002EA,B10001_003EA,B10001_003MA,B10001_004MA,B10001_004EA,state
0400000US01,111458,6848,47726,4633,35252,3101,28480,2981,Alabama,null,null,null,null,null,null,null,null,01
0400000US02,11042,1944,5634,1223,3085,685,2323,809,Alaska,null,null,null,null,null,null,null,null,02
0400000US04,155533,11057,72441,6183,44830,4731,38262,5146,Arizona,null,null,null,null,null,null,null,null,04
0400000US05,58593,5057,25887,2927,17903,2209,14803,2156,Arkansas,null,null,null,null,null,null,null,null,05
0400000US06,769851,17945,391094,11398,221768,8498,156989,7766,California,null,null,null,null,null,null,null,null,06
0400000US08,69536,6752,32894,3907,21468,3358,15174,2296,Colorado,null,null,null,null,null,null,null,null,08
0400000US09,40095,5030,20561,2696,10468,1893,9066,2252,Connecticut,null,null,null,null,null,null,null,null,09
0400000US10,18588,2543,8125,1362,6464,1569,3999,1154,Delaware,null,null,null,null,null,null,null,null,10
0400000US11,11857,1773,6294,1333,2201,704,3362,1150,District of Columbia,null,null,null,null,null,null,null,null,11
0400000US12,318845,13158,158476,8932,95038,6784,65331,4210,Florida,null,null,null,null,null,null,null,null,12
0400000US13,214128,13681,98756,7931,59952,5869,55420,5096,Georgia,null,null,null,null,null,null,null,null,13
0400000US15,46605,5104,21226,2929,14417,2335,10962,1723,Hawaii,null,null,null,null,null,null,null,null,15
0400000US16,22586,3159,10435,1704,6631,1676,5520,1321,Idaho,null,null,null,null,null,null,null,null,16
0400000US17,208976,9150,99254,5880,62096,3616,47626,3882,Illinois,null,null,null,null,null,null,null,null,17
0400000US18,116416,7041,54213,3791,32710,3347,29493,3775,Indiana,null,null,null,null,null,null,null,null,18
0400000US19,29435,3179,14288,2073,8486,1623,6661,1091,Iowa,null,null,null,null,null,null,null,null,19
0400000US20,40750,4076,20309,2630,12602,1912,7839,1380,Kansas,null,null,null,null,null,null,null,null,20
0400000US21,86522,5678,35720,3066,28730,3030,22072,2449,Kentucky,null,null,null,null,null,null,null,null,21
0400000US22,122096,7755,55149,4562,36513,3595,30434,3014,Louisiana,null,null,null,null,null,null,null,null,22
0400000US23,11557,2064,5824,1352,3070,917,2663,879,Maine,null,null,null,null,null,null,null,null,23
0400000US24,106835,5594,52730,3997,30335,2791,23770,2743,Maryland,null,null,null,null,null,null,null,null,24
0400000US25,77165,6136,39512,3570,21792,2904,15861,2287,Massachusetts,null,null,null,null,null,null,null,null,25
0400000US26,140513,6491,67540,4921,40401,3430,32572,2854,Michigan,null,null,null,null,null,null,null,null,26
0400000US27,51355,4558,26156,3241,15031,1933,10168,1414,Minnesota,null,null,null,null,null,null,null,null,27
0400000US28,87717,6327,39756,3529,26789,3519,21172,2917,Mississippi,null,null,null,null,null,null,null,null,28
0400000US29,92333,7420,45497,4147,26232,3271,20604,2758,Missouri,null,null,null,null,null,null,null,null,29
0400000US30,12591,1521,6526,1262,3685,816,2380,671,Montana,null,null,null,null,null,null,null,null,30
0400000US31,21374,2843,9888,1661,7091,1332,4395,772,Nebraska,null,null,null,null,null,null,null,null,31
0400000US32,44976,5349,22756,3906,12235,2399,9985,1931,Nevada,null,null,null,null,null,null,null,null,32
0400000US33,13783,2378,5936,1305,4194,1066,3653,1145,New Hampshire,null,null,null,null,null,null,null,null,33
0400000US34,112587,6241,53894,4185,32867,3278,25826,2327,New Jersey,null,null,null,null,null,null,null,null,34
0400000US35,48925,4968,23787,2843,13631,2094,11507,2280,New Mexico,null,null,null,null,null,null,null,null,35
0400000US36,301511,10886,148411,7144,87107,5128,65993,4624,New York,null,null,null,null,null,null,null,null,36
0400000US37,185171,11395,84118,6052,52778,4879,48275,4541,North Carolina,null,null,null,null,null,null,null,null,37
0400000US38,6552,1699,3192,992,1310,473,2050,965,North Dakota,null,null,null,null,null,null,null,null,38
0400000US39,182990,9964,83117,5368,54580,4791,45293,3581,Ohio,null,null,null,null,null,null,null,null,39
0400000US40,75566,5387,34530,3392,23120,2287,17916,1947,Oklahoma,null,null,null,null,null,null,null,null,40
0400000US41,50068,4803,22317,3246,15969,2594,11782,1722,Oregon,null,null,null,null,null,null,null,null,41
0400000US42,182167,9442,87427,6072,53435,4471,41305,3072,Pennsylvania,null,null,null,null,null,null,null,null,42
0400000US44,14115,2585,7396,1668,4231,1359,2488,810,Rhode Island,null,null,null,null,null,null,null,null,44
0400000US45,104466,7439,47672,4256,31798,3807,24996,2651,South Carolina,null,null,null,null,null,null,null,null,45
0400000US46,11526,2438,4418,1052,3554,1126,3554,1017,South Dakota,null,null,null,null,null,null,null,null,46
0400000US47,131485,8200,59428,4682,38477,3945,33580,3208,Tennessee,null,null,null,null,null,null,null,null,47
0400000US48,617279,19483,315563,13502,184239,9681,117477,6450,Texas,null,null,null,null,null,null,null,null,48
0400000US49,55555,5445,28111,3741,16900,2419,10544,1978,Utah,null,null,null,null,null,null,null,null,49
0400000US50,4850,961,2719,652,1107,377,1024,365,Vermont,null,null,null,null,null,null,null,null,50
0400000US51,127559,8625,59095,4840,37196,3350,31268,3517,Virginia,null,null,null,null,null,null,null,null,51
0400000US53,75517,5988,37797,4228,20182,2679,17538,2507,Washington,null,null,null,null,null,null,null,null,53
0400000US54,36231,3869,15941,2447,12069,2170,8221,1524,West Virginia,null,null,null,null,null,null,null,null,54
0400000US55,55971,4134,27519,3004,15989,1824,12463,1512,Wisconsin,null,null,null,null,null,null,null,null,55
0400000US56,6241,1341,2546,693,1468,606,2227,954,Wyoming,null,null,null,null,null,null,null,null,56
0400000US72,108621,6514,50849,4015,31846,3181,25926,2827,Puerto Rico,null,null,null,null,null,null,null,null,72
