GEO_ID,B15011_001E,B15011_001M,B15011_002E,B15011_002M,B15011_003E,B15011_003M,B15011_004E,B15011_004M,B15011_005E,B15011_005M,B15011_006E,B15011_006M,B15011_007E,B15011_007M,B15011_008E,B15011_008M,B15011_009E,B15011_009M,B15011_010E,B15011_010M,B15011_011E,B15011_011M,B15011_012E,B15011_012M,B15011_013E,B15011_013M,B15011_014E,B15011_014M,B15011_015E,B15011_015M,B15011_016E,B15011_016M,B15011_017E,B15011_017M,B15011_018E,B15011_018M,B15011_019E,B15011_019M,B15011_020E,B15011_020M,B15011_021E,B15011_021M,B15011_022E,B15011_022M,B15011_023E,B15011_023M,B15011_024E,B15011_024M,B15011_025E,B15011_025M,B15011_026E,B15011_026M,B15011_027E,B15011_027M,B15011_028E,B15011_028M,B15011_029E,B15011_029M,B15011_030E,B15011_030M,B15011_031E,B15011_031M,B15011_032E,B15011_032M,B15011_033E,B15011_033M,B15011_034E,B15011_034M,B15011_035E,B15011_035M,B15011_036E,B15011_036M,B15011_037E,B15011_037M,B15011_038E,B15011_038M,B15011_039E,B15011_039M,NAME,B15011_001MA,B15011_001EA,B15011_002MA,B15011_002EA,B15011_003EA,B15011_003MA,B15011_004EA,B15011_004MA,B15011_005EA,B15011_005MA,B15011_006EA,B15011_006MA,B15011_007MA,B15011_007EA,B15011_008MA,B15011_008EA,B15011_009EA,B15011_009MA,B15011_010EA,B15011_010MA,B15011_011EA,B15011_011MA,B15011_012MA,B15011_012EA,B15011_013MA,B15011_013EA,B15011_014MA,B15011_014EA,B15011_015EA,B15011_015MA,B15011_016EA,B15011_016MA,B15011_017EA,B15011_017MA,B15011_018MA,B15011_018EA,B15011_019MA,B15011_019EA,B15011_020EA,B15011_020MA,B15011_021EA,B15011_021MA,B15011_022EA,B15011_022MA,B15011_023MA,B15011_023EA,B15011_024MA,B15011_024EA,B15011_025MA,B15011_025EA,B15011_026EA,B15011_026MA,B15011_027EA,B15011_027MA,B15011_028EA,B15011_028MA,B15011_029MA,B15011_029EA,B15011_030MA,B15011_030EA,B15011_031EA,B15011_031MA,B15011_032EA,B15011_032MA,B15011_033EA,B15011_033MA,B15011_034MA,B15011_034EA,B15011_035EA,B15011_035MA,B15011_036MA,B15011_036EA,B15011_037EA,B15011_037MA,B15011_038EA,B15011_038MA,B15011_039MA,B15011_039EA,state
0400000US01,710532,12099,334978,7333,94004,5167,38084,3007,5370,1209,24832,2662,6735,1372,18983,2740,174613,6212,66995,3716,10973,1962,50573,3398,12554,1540,33518,2697,66361,3090,28135,2300,3995,995,17521,1942,6980,1334,9730,1256,375554,8359,131755,5541,30126,3290,19834,2615,27572,2722,24217,2780,30006,3000,193487,6611,36387,2858,28686,2706,42505,3905,53423,3722,32486,2916,50312,2795,5452,875,3650,746,5647,1153,24410,2485,11153,1555,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,120461,5752,56024,3678,15941,1950,6498,1104,746,404,3157,960,1501,833,4039,871,32108,2663,15736,2211,2655,812,4328,887,3311,891,6078,1395,7975,889,4363,761,209,121,1292,514,1387,522,724,310,64437,3139,23972,2165,8658,1763,3882,1059,3255,939,3718,1017,4459,1001,33759,2365,9276,1302,4662,1149,5211,1062,7385,1305,7225,1231,6706,923,1354,395,1274,526,236,132,2295,552,1547,506,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1119198,17134,569623,11882,156700,8546,69723,5856,8493,1811,39694,4637,7444,1722,31346,3831,275650,8485,118462,6768,16005,2985,78523,5665,17389,2337,45271,3459,137273,5572,58286,3729,7177,1591,33516,3401,16748,2169,21546,2726,549575,9961,172336,7479,48877,4695,16877,2022,35092,3618,29750,3937,41740,4560,276713,7739,60854,4625,38880,4255,55464,4202,60261,4468,61254,4850,100526,5753,13933,1957,15492,2148,8916,2118,40379,3397,21806,2854,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,394820,10674,191165,6546,58269,3830,21191,2307,3911,1113,16958,2971,2997,807,13212,2147,95018,4631,35605,2931,7128,1448,26014,2202,10313,1701,15958,2053,37878,2337,14045,1661,2313,614,9908,1301,6832,1188,4780,861,203655,6684,71036,3805,16763,2780,9105,1719,12680,1777,13736,1920,18752,2391,102431,4375,18115,2309,15271,2081,20029,2490,31933,2527,17083,2421,30188,2641,3729,843,3475,786,1791,662,14901,1902,6292,1335,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7406320,43401,3651419,30751,1132593,15903,567045,13100,51918,4458,215324,8422,22009,2593,276297,9659,1860146,22228,916271,15682,103412,5096,397199,10476,63975,4045,379289,9215,658680,10462,329324,7703,34449,2798,132650,5299,50501,3252,111756,4951,3754901,24169,1352851,15094,506434,12651,116940,5958,228468,8879,80570,5399,420439,11956,1864327,19389,566933,11323,220150,7132,347756,10335,192496,7097,536992,11624,537723,11043,116267,4682,66500,4121,49476,4052,154410,5581,151070,5832,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1243092,18741,623348,10482,193770,7024,90914,5203,9438,1807,44321,3376,3427,888,45670,4157,332133,7541,158707,5914,17205,2339,79308,4687,19216,2542,57697,3725,97445,3465,45968,2505,4769,967,21669,1943,11083,1711,13956,1505,619744,11796,216260,6444,79026,4476,21753,2981,34395,3148,21639,2637,59447,4251,325648,8297,93731,4611,37107,3188,63449,3780,54974,3283,76387,4623,77836,3256,15170,1698,10887,1437,5345,1069,27107,2342,19327,1947,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,884059,13371,424829,7894,110597,4939,48324,3396,5880,1544,26287,2425,4939,1223,25167,2740,235758,6239,106441,4324,10227,1463,60225,3562,11801,1628,47064,3248,78474,3078,37609,2431,2628,602,17127,1715,5693,829,15417,1705,459230,8631,141274,4793,51118,3315,14018,1650,23529,2740,15851,2034,36758,3210,252768,6141,66532,4458,31026,2410,47195,3123,43629,3217,64386,3414,65188,2831,13525,1641,7699,1080,3822,921,20560,1592,19582,1855,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,176243,5352,85063,3288,23871,2180,12228,1754,767,350,5590,1264,1088,585,4198,1023,42963,2130,18471,1619,1753,639,12719,1654,3606,961,6414,1001,18229,1525,9284,1296,1021,415,2713,662,2443,660,2768,728,91180,3858,29332,2325,9311,1404,3338,957,5804,1215,5299,1238,5580,1067,47384,2864,12599,1290,8453,1531,7826,1413,8448,1173,10058,1495,14464,1580,2712,1047,1563,562,1395,675,4379,866,4415,889,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,224764,4275,106671,2975,54147,2390,30419,2390,930,407,6724,1289,1016,612,15058,1755,39815,2525,18253,2008,960,469,6263,1554,1200,496,13139,1576,12709,871,6143,878,750,326,1302,477,801,322,3713,728,118093,3113,63994,1963,31586,2427,3143,929,6204,1473,1891,701,21170,1963,39986,2120,15784,1644,2334,641,4734,935,3084,828,14050,1571,14113,1214,4557,779,1000,489,1353,581,2729,738,4474,859,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3429229,32583,1694208,20722,403838,13212,158617,8700,23498,3682,109133,6279,18122,3030,94468,7278,841489,14627,335137,9754,56217,4574,249389,9902,50575,3980,150171,7321,448881,9134,187466,6867,21369,2506,127640,7029,47261,3641,65145,4480,1735021,24057,526962,14184,145707,7306,67182,6211,127274,7906,66618,5465,120181,7007,885624,16772,202649,8769,125835,7476,193343,7614,186702,7918,177095,7789,322435,8784,49859,3930,42145,3895,27212,2404,135020,6199,68199,4695,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
