GEO_ID,C27001G_001E,C27001G_001M,C27001G_002E,C27001G_002M,C27001G_003E,C27001G_003M,C27001G_004E,C27001G_004M,C27001G_005E,C27001G_005M,C27001G_006E,C27001G_006M,C27001G_007E,C27001G_007M,C27001G_008E,C27001G_008M,C27001G_009E,C27001G_009M,C27001G_010E,C27001G_010M,NAME,C27001G_001EA,C27001G_001MA,C27001G_002MA,C27001G_002EA,C27001G_003MA,C27001G_003EA,C27001G_004MA,C27001G_004EA,C27001G_005EA,C27001G_005MA,C27001G_006EA,C27001G_006MA,C27001G_007MA,C27001G_007EA,C27001G_008MA,C27001G_008EA,C27001G_009MA,C27001G_009EA,C27001G_010EA,C27001G_010MA,state
0400000US13,187615,12461,101182,9301,93075,8542,8107,2901,80499,6054,55780,5071,24719,4170,5934,1089,5596,1028,338,351,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,327159,13024,127287,6854,122484,6994,4803,1491,180293,7953,162341,7211,17952,2221,19579,2022,19558,2021,21,30,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,38583,4149,18635,3082,17249,2911,1386,716,17577,2465,13337,2111,4240,1092,2371,861,2371,861,0,195,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,260088,12226,129311,7603,125425,7567,3886,1393,119954,7385,95246,5982,24708,3546,10823,1549,10476,1593,347,258,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,138745,7309,76001,5384,72256,5165,3745,1179,58403,4219,44632,3467,13771,2211,4341,952,4296,949,45,81,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,59943,4846,35206,3627,33419,3439,1787,671,23799,2567,18326,2035,5473,1431,938,329,938,329,0,155,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,94821,6440,50079,4711,46552,4470,3527,1174,40869,3811,30082,3249,10787,1788,3873,798,3779,791,94,136,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,79075,6561,46791,5240,45364,5256,1427,628,29878,3220,22171,2832,7707,1521,2406,744,2376,744,30,50,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,75987,6508,37116,4999,36146,5035,970,544,34215,3125,25217,2527,8998,1485,4656,927,4656,927,0,198,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,24486,2663,13125,1813,12652,1782,473,304,9892,1583,8305,1453,1587,667,1469,597,1469,597,0,157,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,149215,8360,75801,5639,72841,5363,2960,1906,67377,5107,55524,4639,11853,2555,6037,1134,5888,1148,149,245,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,166294,11211,67663,5040,67180,5074,483,330,90686,8131,79825,7292,10861,2248,7945,1287,7834,1253,111,145,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,248924,10026,126046,6536,120955,6176,5091,1299,111610,5597,89626,5147,21984,2387,11268,1443,11158,1435,110,139,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,133514,8776,75371,6027,68405,5499,6966,1902,53785,4189,42861,3283,10924,1926,4358,1023,4122,1003,236,266,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,33671,4624,19820,3822,18745,3697,1075,600,11850,2071,8500,1647,3350,1045,2001,764,1964,772,37,86,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,142416,7949,70678,5337,65670,5216,5008,1402,65046,4382,47025,4017,18021,2578,6692,1055,6643,1036,49,79,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,23666,2795,11386,1893,9524,1797,1862,734,11182,1740,7265,1316,3917,1232,1098,448,1098,448,0,165,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,40036,3807,23507,2510,22606,2479,901,482,15111,2416,10757,1988,4354,1244,1418,636,1300,582,118,167,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,104221,10495,49733,6660,45744,6443,3989,1517,50557,5667,36859,4556,13698,2786,3931,804,3919,806,12,26,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,22083,2389,10806,1671,10527,1656,279,261,9817,1405,8158,1294,1659,693,1460,564,1460,564,0,184,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,215139,12921,93469,6400,88507,6304,4962,1459,112016,8109,82945,6261,29071,3632,9654,1546,9270,1522,384,301,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,63165,5945,28516,4598,26720,4476,1796,1198,30919,2864,21557,2581,9362,1791,3730,739,3679,741,51,83,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,519769,16812,214973,9713,205931,9150,9042,1973,273645,10010,218210,8612,55435,5647,31151,2786,30572,2763,579,411,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,199432,14431,111625,9817,107098,9541,4527,1528,80594,7064,55395,5389,25199,3498,7213,1483,7166,1487,47,83,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,12160,1851,6823,1398,6381,1395,442,340,4849,1006,3561,919,1288,459,488,242,488,242,0,143,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,263958,11356,150240,7912,143358,7336,6882,2091,104229,5712,79986,4705,24243,2632,9489,1302,9226,1234,263,296,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,294579,9211,127117,5580,112187,5592,14930,2165,148477,5294,96062,3964,52415,4389,18985,1348,18859,1315,126,120,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,131776,7009,53042,4226,49937,4045,3105,1043,71764,5193,55794,4064,15970,2401,6970,1388,6857,1377,113,162,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,241619,11225,136297,7534,131160,7551,5137,1603,97185,5534,77712,4524,19473,2799,8137,1373,7947,1364,190,163,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28084,4209,12362,2380,11681,2310,681,774,14310,2581,11856,2245,2454,832,1412,519,1412,519,0,207,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,81768,6982,46778,5111,40993,4324,5785,3316,32005,4123,20117,2879,11888,3075,2985,897,2985,897,0,217,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,19506,2789,9509,1781,8980,1855,529,366,9058,1738,5864,1344,3194,1188,939,520,939,520,0,155,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,120132,7644,61734,5504,57764,4903,3970,1798,52637,4598,36045,3465,16592,2830,5761,1276,5571,1264,190,169,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,588873,18642,276642,13025,250559,12431,26083,4612,282972,10643,200938,9802,82034,6469,29259,2485,28416,2487,843,556,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,68318,6354,37604,3952,33252,3756,4352,1684,28926,3828,21297,3150,7629,1730,1788,709,1788,709,0,192,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,13468,1492,5184,768,5184,768,0,145,7780,1237,6780,1174,1000,543,504,290,504,290,0,145,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,234512,14321,113904,8454,108578,8037,5326,1364,112524,7802,86838,6746,25686,4682,8084,1682,7973,1643,111,173,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,314046,12578,154071,8426,147198,8117,6873,1543,150408,8018,117189,7342,33219,3197,9567,1413,9519,1409,48,76,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,37501,2828,17728,1756,16544,1658,1184,554,17479,1703,12695,1452,4784,1187,2294,844,2294,844,0,184,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,115153,6061,60401,3947,58417,3946,1984,708,51540,3621,41264,3100,10276,1690,3212,933,3197,934,15,25,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15063,2482,6412,1637,6076,1604,336,300,7832,1693,4421,946,3411,1351,819,456,819,456,0,189,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,494116,15873,137783,7188,134339,7093,3444,1256,303083,10773,272740,10455,30343,3413,53250,4287,52980,4292,270,263,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
