GEO_ID,C27014_001E,C27014_001M,C27014_002E,C27014_002M,C27014_003E,C27014_003M,C27014_004E,C27014_004M,C27014_005E,C27014_005M,C27014_006E,C27014_006M,C27014_007E,C27014_007M,C27014_008E,C27014_008M,C27014_009E,C27014_009M,C27014_010E,C27014_010M,C27014_011E,C27014_011M,C27014_012E,C27014_012M,C27014_013E,C27014_013M,C27014_014E,C27014_014M,C27014_015E,C27014_015M,C27014_016E,C27014_016M,C27014_017E,C27014_017M,C27014_018E,C27014_018M,C27014_019E,C27014_019M,C27014_020E,C27014_020M,C27014_021E,C27014_021M,C27014_022E,C27014_022M,NAME,C27014_001EA,C27014_001MA,C27014_002MA,C27014_002EA,C27014_003MA,C27014_003EA,C27014_004MA,C27014_004EA,C27014_005EA,C27014_005MA,C27014_006EA,C27014_006MA,C27014_007MA,C27014_007EA,C27014_008MA,C27014_008EA,C27014_009MA,C27014_009EA,C27014_010EA,C27014_010MA,C27014_011EA,C27014_011MA,C27014_012EA,C27014_012MA,C27014_013MA,C27014_013EA,C27014_014MA,C27014_014EA,C27014_015EA,C27014_015MA,C27014_016EA,C27014_016MA,C27014_017EA,C27014_017MA,C27014_018MA,C27014_018EA,C27014_019MA,C27014_019EA,C27014_020EA,C27014_020MA,C27014_021EA,C27014_021MA,C27014_022EA,C27014_022MA,state
0400000US01,3597942,3382,1423212,17980,1375582,17618,52359,4161,1323223,17527,47630,2966,41536,2582,6094,1236,809868,14410,745354,14263,69972,5090,675382,13744,64514,3645,62815,3586,1699,621,1364862,16240,823088,15269,328823,11027,494265,11400,541774,5046,536972,5131,4802,1193,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,511564,1925,223786,6600,218001,6652,13705,2120,204296,7046,5785,1066,4356,1018,1429,553,167698,6136,157500,6235,18788,2161,138712,6035,10198,1536,9488,1494,710,367,120080,4979,79079,4558,24645,2719,54434,3623,41001,1606,39815,1609,1186,552,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4756450,2424,1856480,22085,1801450,20749,124631,6991,1676819,20296,55030,4995,44165,4808,10865,1891,1118143,23015,1023042,21997,205496,9802,817546,20780,95101,5193,91496,5136,3605,1084,1781827,19124,1020942,18401,400543,12362,620399,16673,760885,6092,744120,6667,16765,2837,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2176324,1917,878990,12897,849804,12432,32704,3246,817100,11804,29186,2639,25311,2431,3875,1087,495766,10562,450851,9947,53817,4007,397034,9965,44915,2792,44171,2762,744,430,801568,10190,463073,9857,196908,7454,266165,7962,338495,3532,336619,3528,1876,668,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27909323,5329,10852493,43518,10521062,42011,491207,10990,10029855,43015,331431,7901,252157,6359,79274,5193,7398888,49709,6932696,47433,882766,17545,6049930,46483,466192,10252,436558,9976,29634,2397,9657942,41763,6153710,38037,1934065,25568,4219645,32467,3504232,12961,3391219,13513,113013,6536,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3798057,3075,1688005,16353,1640017,15905,66148,4590,1573869,15165,47988,3113,39523,2911,8465,1338,1085606,15254,1006879,15556,113747,6145,893132,15662,78727,3680,74698,3814,4029,1249,1024446,11719,591929,10969,181523,7331,410406,9736,432517,5485,424271,5213,8246,1409,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2720359,1220,1165186,12251,1120168,11825,55009,4017,1065159,12632,45018,3004,35977,2775,9041,1335,750235,11581,679956,10793,106955,5727,573001,10468,70279,3437,66681,3346,3598,918,804938,9839,427174,8217,161386,5547,265788,7446,377764,4431,369904,4361,7860,1309,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,687837,960,295025,6834,284357,6512,16185,2114,268172,6356,10668,1557,8522,1314,2146,826,171117,5950,154094,5902,30144,3068,123950,5329,17023,1823,16634,1773,389,238,221695,5120,119326,4519,51785,3149,67541,3920,102369,2176,101266,2239,1103,608,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,502853,418,241679,5732,232221,5592,18898,2906,213323,5158,9458,1248,7322,1138,2136,648,112647,5800,104910,5566,23654,2784,81256,4940,7737,1059,7197,1056,540,298,148527,5340,98027,5304,51359,3517,46668,3452,50500,1442,47138,1690,3362,831,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14765348,4813,5607707,31759,5399044,31737,216091,10910,5182953,31207,208663,7099,172111,6086,36552,3525,3367103,32554,3042678,29339,333606,13212,2709072,27579,324425,9253,312322,9015,12103,1959,5790538,34890,3026765,32429,946283,23160,2080482,28248,2763773,12259,2691539,13384,72234,6288,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7135025,4919,2951061,25821,2871130,25140,89207,7152,2781923,25229,79931,4795,66222,4088,13709,2405,1684215,24508,1576032,22811,128824,7708,1447208,22146,108183,5529,104044,5664,4139,1354,2499749,27530,1641776,28035,487674,14035,1154102,24457,857973,6823,842833,7294,15140,2460,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1021988,2428,439427,8833,419702,8741,19098,2056,400604,8524,19725,2082,14921,1930,4804,1187,241146,7741,216945,7441,34344,3254,182601,7151,24201,2339,22409,2400,1792,773,341415,7547,187061,6894,66074,5049,120987,5500,154354,2553,150014,2327,4340,901,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1138581,1394,438264,9360,426732,9248,16191,2305,410541,9380,11532,1428,10244,1374,1288,553,339987,8934,314483,7963,28997,3346,285486,7796,25504,2216,24749,2230,755,442,360330,8855,197316,7931,62092,4784,135224,6543,163014,3125,161700,3113,1314,583,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9596119,2424,4061048,22671,3940857,21759,189189,7523,3751668,22246,120191,4684,95878,4496,24313,2572,2472956,21202,2279413,20961,301808,8657,1977605,20419,193543,5899,184298,5900,9245,1491,3062115,20212,1793825,19728,563516,13417,1230309,18081,1268290,6827,1239793,6959,28497,3125,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4824008,2611,1990388,16291,1939569,15373,72229,4872,1867340,16353,50819,3014,41844,2692,8975,1525,1287054,15159,1181314,15050,131608,6212,1049706,13817,105740,3798,102884,3673,2856,839,1546566,15571,883787,13929,299477,8497,584310,12089,662779,5401,656774,5098,6005,1655,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2295904,2279,1058049,11152,1026221,11046,43405,3077,982816,10752,31828,2226,28198,2058,3630,840,622872,10428,552571,9882,77808,4339,474763,8804,70301,3178,69351,3168,950,452,614983,7857,282619,7182,113141,5150,169478,4753,332364,3996,329514,4048,2850,744,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2092319,2123,973636,10236,937392,9853,26610,2629,910782,9769,36244,2270,31274,2146,4970,892,546965,10250,492194,9384,44438,3410,447756,9038,54771,2779,53680,2774,1091,548,571718,9122,298863,7981,93070,5383,205793,6749,272855,3617,269356,3920,3499,1167,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3261409,3402,1257766,12108,1222431,11861,44560,3240,1177871,11502,35335,2497,31220,2395,4115,968,792857,12579,731980,12126,75221,4674,656759,11951,60877,3213,59428,3251,1449,573,1210786,13622,735619,12313,326806,8966,408813,11089,475167,4602,471080,4591,4087,965,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
