GEO_ID,B15002A_001E,B15002A_001M,B15002A_002E,B15002A_002M,B15002A_003E,B15002A_003M,B15002A_004E,B15002A_004M,B15002A_005E,B15002A_005M,B15002A_006E,B15002A_006M,B15002A_007E,B15002A_007M,B15002A_008E,B15002A_008M,B15002A_009E,B15002A_009M,B15002A_010E,B15002A_010M,B15002A_011E,B15002A_011M,B15002A_012E,B15002A_012M,B15002A_013E,B15002A_013M,B15002A_014E,B15002A_014M,B15002A_015E,B15002A_015M,B15002A_016E,B15002A_016M,B15002A_017E,B15002A_017M,B15002A_018E,B15002A_018M,B15002A_019E,B15002A_019M,NAME,B15002A_001MA,B15002A_001EA,B15002A_002MA,B15002A_002EA,B15002A_003EA,B15002A_003MA,B15002A_004EA,B15002A_004MA,B15002A_005EA,B15002A_005MA,B15002A_006MA,B15002A_006EA,B15002A_007EA,B15002A_007MA,B15002A_008MA,B15002A_008EA,B15002A_009EA,B15002A_009MA,B15002A_010EA,B15002A_010MA,B15002A_011MA,B15002A_011EA,B15002A_012EA,B15002A_012MA,B15002A_013MA,B15002A_013EA,B15002A_014EA,B15002A_014MA,B15002A_015EA,B15002A_015MA,B15002A_016MA,B15002A_016EA,B15002A_017EA,B15002A_017MA,B15002A_018EA,B15002A_018MA,B15002A_019MA,B15002A_019EA,state
0400000US13,4053177,10658,1976625,6458,107648,6926,181511,8715,447295,10293,121668,6758,390924,9743,113271,6369,395140,10362,219168,7341,2076552,6764,100061,5641,175109,8944,524120,13632,98026,5906,419360,10867,154810,7288,388145,11422,216921,8817,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,259407,1916,139283,1209,1065,451,4523,1205,27971,2766,4430,1127,36388,2608,13613,2307,29666,2856,21627,2043,120124,1338,1276,434,3565,920,21644,2003,1822,584,31345,2750,13117,1936,28901,2290,18454,1990,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,935297,4019,461283,2487,19433,2070,30568,2948,99788,5093,23850,2555,124222,4785,37862,3601,82915,4317,42645,3955,474014,2175,15677,1698,31858,2644,112318,5173,23263,2599,130428,5224,47174,3731,84032,5063,29264,2440,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6443299,15360,3117818,9026,135968,4981,193810,7819,749962,12623,126075,5030,660537,15051,214398,6799,646884,11164,390184,9213,3325481,8443,141464,4974,181532,5991,841213,11902,101013,5135,706748,11928,277266,8766,671169,13580,405076,8737,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3712557,5319,1796190,3617,71191,3655,147230,5549,557492,8606,99804,4672,367212,8631,126682,5334,277638,7613,148941,5396,1916367,2811,64046,3437,149322,6656,604469,9733,84734,4321,396638,8993,171996,6991,289043,8573,156119,6246,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1901211,2912,920496,1846,31680,2336,53709,2644,281197,5481,40068,2759,190512,5584,87732,4158,161746,5720,73852,3930,980715,1712,27750,2226,47025,3261,280454,5299,34988,2755,217010,5646,114908,4976,183159,5195,75421,3518,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1626850,3887,787577,2388,29183,2126,43461,3565,190735,6377,39982,2586,189693,5234,50153,3099,158324,5013,86046,4587,839273,2207,27215,2391,43039,2692,191910,5004,33199,2813,211089,5822,71297,3632,177501,5696,84023,4258,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2629153,3505,1265534,2440,96173,4149,131063,5633,356426,8682,99561,4485,248149,6961,68235,4206,162447,6485,103480,4530,1363619,2218,87262,4500,126838,5478,355063,8010,92156,4859,295376,7283,116320,6228,164513,6093,126091,5285,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1983459,5107,966036,3511,51931,3350,91141,4771,267347,6224,61679,4087,210340,7538,45799,3690,158669,5788,79130,4406,1017423,2622,46226,3152,80765,4142,299178,7102,53560,4067,219526,6598,65416,4129,170881,6337,81871,4244,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,911737,1093,436461,708,17604,2006,26698,2440,131072,3666,22931,2057,83569,3690,33698,2272,76504,3510,44385,2600,475276,891,11109,1319,23659,2374,130975,4708,21385,2059,101392,3333,47226,2764,88286,4176,51244,2751,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2411388,7321,1159070,4363,39214,3937,69749,4022,253660,8015,37954,2817,217685,7872,61598,4338,258867,8067,220343,7026,1252318,3938,36351,3028,71160,4151,297366,7728,30869,2412,232462,7430,90195,4025,276875,7274,217040,6177,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3752396,8019,1779274,4726,63411,3467,94496,4327,418701,9188,58286,2870,289771,8245,120320,5675,428936,10411,305353,7592,1973122,4341,70517,4165,88883,5222,458089,9696,44350,3347,331576,8678,184346,6845,451804,8740,343557,7253,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5408770,4875,2621137,3266,82365,4041,193024,5190,698093,8241,114312,5109,630084,9088,197104,6128,439641,7471,266514,5614,2787633,2719,80849,4078,175648,6203,805967,11207,77823,3285,648494,11440,279737,7552,452749,7742,266366,7110,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3177405,3964,1552218,2615,37945,2317,71067,3360,383822,7491,55025,3277,338948,7440,156914,5309,342826,6292,165671,4967,1625187,2051,34573,2379,55303,3034,395270,7362,34674,2669,376603,6925,182493,5628,376490,6378,169781,4598,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1217952,3720,590542,3016,37460,2945,64082,4959,139294,5655,37067,2641,133940,6293,43702,3930,84858,4748,50139,4318,627410,1695,26415,2554,54386,3052,156076,5910,35887,2683,145163,5954,65950,4464,91537,5035,51996,3575,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3422691,4074,1653518,3037,61199,3492,134623,6147,449087,8891,83619,4937,362612,9595,108019,4706,290082,7581,164277,5312,1769173,2632,64303,4054,134160,4848,492806,8001,67781,3652,411978,7995,131503,5929,297725,7185,168917,6162,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,622267,1502,308856,900,6324,980,17239,2172,80721,3970,17440,2052,72605,3768,23716,2289,59433,3935,31378,2550,313411,993,5291,1108,16217,1939,78634,3536,11705,1597,82698,4002,27755,2567,66708,3345,24403,2042,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1086889,3181,529112,1833,17630,1855,24431,2133,139139,4521,19136,1570,126697,4219,52097,2546,101197,3652,48785,2881,557777,2301,15797,1747,22209,2027,147959,4000,14584,1471,139614,4022,56072,3153,112569,3939,48973,3108,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1350618,8426,685449,5162,35049,3613,60031,4761,171165,7070,34400,3694,176606,7478,48970,5100,103285,6256,55943,4672,665169,4652,35390,4076,56418,4882,170371,7568,22399,2694,174750,7581,49357,4151,102114,6909,54370,3780,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,871404,1503,423026,860,12367,1539,27710,2782,111383,4083,19106,2127,82179,3665,33951,2731,86287,3483,50043,2895,448378,1039,9991,1471,22162,2220,114792,3924,14500,1621,87263,4383,49513,3151,94951,4064,55206,2849,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4303265,12711,2049409,7126,91405,5239,113586,4691,531200,12829,60822,3778,367735,8486,111666,5811,480531,8928,292464,7461,2253856,7672,107521,4880,115632,5178,670600,10543,45616,3261,375407,8127,162312,6338,494745,8799,282023,7640,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1018476,8300,494220,5031,31441,2937,43831,2961,101697,6069,22144,2436,111530,5614,33978,2746,79705,5115,69894,4072,524256,4924,31311,3009,38373,3171,107974,5245,21226,2004,129996,6438,43201,3522,87527,4065,64648,3967,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8977998,18735,4306822,10380,179935,7439,283520,9834,1014137,15474,177887,6153,726548,12452,347588,9398,902695,13765,674512,10098,4671176,11276,199986,7305,273366,7054,1178835,14013,122152,5060,735831,11737,450677,10447,905040,14306,805289,12571,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4692723,10203,2256871,6523,122829,7014,202683,8974,498197,11762,111819,5905,474402,11502,174615,7400,435925,12314,236401,8069,2435852,6508,103243,5327,179456,7630,540834,11374,90060,4552,535274,11339,260675,8435,482205,11480,244105,7983,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,416367,974,207980,790,8710,864,10029,1483,53971,2677,7513,1072,48147,2699,27445,2392,38133,2396,14032,1550,208387,684,8950,1116,8028,1222,45761,2197,5603,1080,53029,2881,27326,1965,44834,2392,14856,2120,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6615853,4883,3177311,3295,105556,4620,247160,7072,999457,12860,134900,4868,650910,11675,211577,6547,525063,10730,302688,6786,3438542,2641,101101,4400,255952,7486,1116159,13751,108550,5036,704290,11642,305386,8342,534846,11672,312258,8318,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1928694,3689,936137,2540,44348,2788,81048,4086,243294,6730,47462,2823,219343,5727,59949,3622,159372,5282,81321,4039,992557,2288,35864,2086,79164,3741,272518,6190,42360,2803,243437,6783,73653,3795,168945,5605,76616,3547,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2321870,6069,1129913,3770,34737,3057,75581,4487,224579,7028,60200,4577,300791,8243,91025,4622,212779,6355,130221,5902,1191957,3369,30453,2992,65155,4098,261831,7112,41867,3220,337948,6653,103041,5427,224958,6764,126704,4858,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7418081,7009,3552802,4883,113208,5030,249189,6236,1206269,11337,152240,5445,569768,8566,249792,6414,625847,11242,386489,8526,3865279,4225,121001,4173,255056,7262,1362533,12507,120089,4502,616689,10741,329360,8151,657373,9784,403178,8110,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,606868,3478,285375,2134,14787,1803,24002,2406,61794,3736,13102,1723,51330,3054,22213,2270,58285,2729,39862,2796,321493,1998,14404,1517,24483,2212,73897,3586,13351,2121,61282,3480,30379,2905,62583,3724,41114,2968,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2190523,5549,1055041,3761,52268,4307,91558,5645,246810,8819,55556,3436,217500,8081,84104,5572,198459,8135,108786,4954,1135482,3081,46640,3456,88867,4636,286411,7151,44649,4198,244840,7091,115487,6132,202694,6541,105894,5895,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,482332,1504,237110,946,9868,1117,10588,1482,68657,3501,12249,1882,50915,3019,22131,2197,43264,2898,19438,1616,245222,1026,7436,973,9183,1568,64621,3119,8796,1611,58780,2608,26135,1959,50168,2687,20103,2460,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3474117,5134,1666344,3770,102807,5302,158172,6896,450443,8790,114305,5280,341530,9187,87482,5411,262625,8201,148980,6263,1807773,3255,99144,4700,152431,7452,499618,8908,107327,5025,378848,8099,128127,6001,291509,8466,150769,5617,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,12273453,25978,5988500,15711,553464,13698,544337,14283,1200915,18136,302389,9528,1334811,21926,371429,11254,1116142,17548,565013,12638,6284953,14524,556810,11214,535775,13650,1358303,19356,271722,8802,1449283,19476,433532,12473,1159602,19672,519926,10753,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1452068,4966,719398,3197,16611,2271,46423,3212,140706,5161,20981,1999,192314,5865,60045,3516,149045,4684,93273,4208,732670,2960,13392,2040,37800,3734,167551,5387,15708,1984,218633,6023,77853,4673,150512,4777,51221,3220,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,418990,807,202559,512,6057,639,13723,1418,59050,2304,8702,1139,35593,2127,13781,1365,39629,2504,26024,2036,216431,576,4459,668,8926,1045,53616,2411,5713,784,39288,2451,21281,1981,50369,2329,32779,2255,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3907995,8366,1903340,5583,88134,5109,125738,5900,387581,8148,89866,4808,359845,9560,115596,5200,407391,7913,329189,8172,2004655,4863,74733,4439,117243,6036,444036,9400,66337,4134,412118,9387,161436,7084,445288,8303,283464,7351,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3747445,7920,1843703,4939,52295,4442,101010,5453,361982,9550,84474,4866,444513,10855,171139,7074,399295,9854,228995,6711,1903742,4261,46132,3908,91918,4710,394494,9812,60710,3461,511595,9862,203186,7594,379932,9954,215775,7480,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1230990,1713,593647,1388,41034,2958,60856,3492,211958,5440,41616,3120,100463,4188,28125,2066,70197,3676,39398,2495,637343,1086,31161,2537,60599,3983,224134,6531,38896,2800,114756,4274,50721,3289,73532,4056,43544,3146,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3456245,4474,1691308,2775,51990,2831,104871,3902,508391,7850,71406,3692,349707,8054,154943,5589,292715,5716,157285,4983,1764937,2850,46803,2664,86726,4273,534690,8251,42021,2424,376502,6560,186041,5546,335523,7768,156631,5372,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,347456,1606,174139,1087,3007,958,9706,1231,44773,3049,11594,2069,46945,3396,14866,1583,29046,2609,14202,1595,173317,1196,2385,586,9786,1773,42703,2805,7260,1234,46188,3144,19925,2419,30495,2435,14575,1798,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1702235,14637,780070,8125,155071,5749,86442,4846,194187,5965,23573,2127,102374,5035,55714,3779,116328,5383,46381,3252,922165,9616,167093,5541,80449,4150,199438,6375,22421,2203,108453,5224,93831,5125,184586,5723,65894,3403,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
