GEO_ID,C17001I_001E,C17001I_001M,C17001I_002E,C17001I_002M,C17001I_003E,C17001I_003M,C17001I_004E,C17001I_004M,C17001I_005E,C17001I_005M,C17001I_006E,C17001I_006M,C17001I_007E,C17001I_007M,C17001I_008E,C17001I_008M,C17001I_009E,C17001I_009M,C17001I_010E,C17001I_010M,C17001I_011E,C17001I_011M,C17001I_012E,C17001I_012M,C17001I_013E,C17001I_013M,C17001I_014E,C17001I_014M,C17001I_015E,C17001I_015M,C17001I_016E,C17001I_016M,C17001I_017E,C17001I_017M,C17001I_018E,C17001I_018M,C17001I_019E,C17001I_019M,NAME,C17001I_001EA,C17001I_001MA,C17001I_002EA,C17001I_002MA,C17001I_003MA,C17001I_003EA,C17001I_004MA,C17001I_004EA,C17001I_005MA,C17001I_005EA,C17001I_006MA,C17001I_006EA,C17001I_007EA,C17001I_007MA,C17001I_008EA,C17001I_008MA,C17001I_009MA,C17001I_009EA,C17001I_010MA,C17001I_010EA,C17001I_011MA,C17001I_011EA,C17001I_012EA,C17001I_012MA,C17001I_013EA,C17001I_013MA,C17001I_014MA,C17001I_014EA,C17001I_015MA,C17001I_015EA,C17001I_016MA,C17001I_016EA,C17001I_017MA,C17001I_017EA,C17001I_018MA,C17001I_018EA,C17001I_019EA,C17001I_019MA,state
0400000US01,181684,1581,59640,6714,29051,3163,15856,2174,13039,1901,156,154,30589,4375,16045,2972,14069,2207,475,249,122044,6765,66604,4804,15133,2408,49005,3847,2466,834,55440,5042,19738,3233,32154,2791,3548,1237,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40694,394,2811,998,1248,613,755,553,438,215,55,80,1563,646,453,356,1015,470,95,90,37883,1064,19171,972,6990,722,11682,679,499,323,18712,932,6583,606,11486,586,643,118,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1900732,3860,563098,29233,264297,15541,135634,9656,120289,8118,8374,1427,298801,16797,122324,9539,166231,9564,10246,1856,1337634,29945,679527,15461,216869,9861,425752,7860,36906,1711,658107,17392,219042,10000,391569,9616,47496,1864,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,186093,1816,62124,9496,30573,5465,16147,3492,14047,2491,379,324,31551,5023,16027,2906,15353,2751,171,185,123969,9609,68341,5434,23251,3305,43339,2981,1751,671,55628,5250,19870,3259,34337,2608,1421,491,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14107699,7575,3297566,56745,1516792,29862,725092,16733,747295,17352,44405,3296,1780774,32958,724348,18356,980851,19775,75575,4034,10810133,55906,5567479,29958,1674029,16591,3606010,17347,287440,3679,5242654,32370,1582361,18203,3287235,19431,373058,3989,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1046607,2135,254054,15856,121883,8668,62117,5782,56812,4480,2954,733,132171,8598,53984,4770,73206,5548,4981,812,792553,16219,408372,9312,130585,6321,255549,4775,22238,1053,384181,8898,129545,5114,229536,5457,25100,1151,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,481123,1777,131564,9466,57477,4842,28729,2819,27452,3141,1296,463,74087,5953,27504,3320,42465,3487,4118,866,349559,9515,180651,5220,53084,2782,119591,3481,7976,602,168908,5984,50166,3159,109121,3555,9621,973,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,74285,1037,16059,3550,7601,1994,4143,1151,3416,1301,42,66,8458,1974,3612,1221,4629,1219,217,256,58226,3596,29899,2172,8732,1221,20087,1315,1080,408,28327,2024,10623,1167,16198,1261,1506,475,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,57263,589,10371,2887,5085,1838,1437,801,3385,1300,263,320,5286,1532,939,756,3587,1073,760,367,46892,2881,24733,1904,5743,820,18088,1353,902,320,22159,1539,5151,775,15894,1024,1114,367,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4292336,4679,973953,37574,449689,20354,172976,10994,242214,12059,34499,3492,524264,20956,166270,10235,294216,12843,63778,4261,3318383,36568,1663300,20463,394492,10926,1116147,12694,152661,4028,1655083,20403,373725,10891,1081696,12183,199662,4871,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,859310,3462,288826,19593,148407,11210,71658,6099,74983,7263,1766,869,140419,10187,63196,5284,74459,6333,2764,1077,570484,19893,311337,11560,95207,6401,209866,7655,6264,1229,259147,10844,89510,6225,161149,7169,8488,1631,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,122582,1001,24833,4095,9745,2017,5031,1328,4600,1356,114,112,15088,2615,6595,1558,7738,1652,755,573,97749,4143,52074,2301,18465,1441,30921,1569,2688,371,45675,2469,15680,1285,26662,1623,3333,588,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,175767,2045,54306,6396,26260,3942,14538,2370,11245,2219,477,272,28046,3485,13507,2056,13995,2164,544,291,121461,6789,65882,4050,23381,2450,40327,2358,2174,478,55579,3811,20034,2383,32689,2203,2856,559,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2049059,3235,462168,22531,212819,11364,110277,7080,98131,6024,4411,1087,249349,12945,106213,7484,133290,6632,9846,1663,1586891,22622,839470,11785,258288,7677,546097,5868,35085,1257,747421,13239,247841,7707,460621,6865,38959,1682,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,389487,2354,133221,9461,64822,4971,33720,3341,30027,3000,1075,611,68399,5832,32133,3415,34568,3164,1698,651,256266,9655,136404,5397,41961,3394,90244,3545,4199,889,119862,6343,46370,3734,68684,3498,4808,771,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,148367,1453,48344,5384,24069,3134,13227,2277,10657,1529,185,210,24275,2937,12099,1726,11526,1698,650,359,100023,5152,52783,2535,17892,1712,33239,1645,1652,418,47240,3630,18068,2288,26458,1842,2714,649,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,299780,1818,80352,7917,37118,4319,20677,2793,15913,2427,528,282,43234,4407,19797,2358,22185,2608,1252,631,219428,8021,116750,4447,41499,2850,71458,2682,3793,696,102678,4508,39308,2566,58824,2901,4546,801,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,125855,2540,41655,4560,22295,2654,11917,2032,9945,1572,433,365,19360,2705,9255,1623,9875,1759,230,250,84200,5126,43580,3110,13833,1976,28186,2280,1561,556,40620,3148,15481,1906,22322,1783,2817,820,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,190471,1643,40741,4662,19226,3013,7200,1490,11846,2667,180,133,21515,2685,7622,1691,12742,1861,1151,693,149730,4536,83071,3855,21320,1972,57195,3001,4556,540,66659,2791,19173,1841,40760,2075,6726,976,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17370,642,5324,1158,2663,668,1240,449,1389,476,34,67,2661,742,1209,384,1346,501,106,155,12046,1281,5139,970,2081,532,2809,721,249,164,6907,1035,2080,520,4195,824,632,344,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,477242,1928,73080,9693,32862,4774,13502,2561,18214,3361,1146,542,40218,6261,12954,3032,25190,3800,2074,796,404162,10084,212711,5376,61490,3039,144926,3448,6295,884,191451,6450,61839,3615,120179,3484,9433,1110,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,629494,2004,190430,12789,80578,6242,42790,3852,35335,3562,2453,737,109852,7949,42244,4097,62225,4343,5383,1023,439064,12728,226641,6543,64208,4003,153566,3783,8867,826,212423,7872,61465,3986,139083,4403,11875,1116,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,436670,1799,129375,8358,61074,4803,32687,3485,27844,2546,543,242,68301,4660,30725,2791,35886,2855,1690,647,307295,8453,159490,4815,54161,2900,97333,3006,7996,849,147805,5231,51374,3317,87322,2904,9109,981,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,250767,1457,62389,6335,32011,3860,17377,2512,14350,2018,284,173,30378,3439,13367,2196,16679,1888,332,148,188378,6515,98912,3941,34806,2707,62158,1999,1948,337,89466,3453,36798,2379,49961,2178,2707,509,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,72995,3035,25066,4236,13688,2614,6489,1929,6794,1645,405,352,11378,2368,4553,1245,6369,1592,456,359,47929,3843,26037,2538,7007,1474,17786,1789,1244,429,21892,2640,8960,1789,12051,1603,881,515,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,208494,2006,59189,6227,29311,3723,15049,2533,13892,1967,370,232,29878,3244,13377,1993,15621,1982,880,361,149305,6760,78901,4199,27448,2809,47978,2549,3475,727,70404,3808,26372,2384,40715,2351,3317,771,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,28016,752,6561,1411,3299,1006,1585,581,1591,771,123,156,3262,1031,1401,785,1773,686,88,129,21455,1621,10197,1325,4488,784,5210,1169,499,322,11258,1377,4259,986,6360,1082,639,335,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,168360,1154,47962,5034,21118,2868,12400,1852,8473,1616,245,254,26844,3101,12884,1817,13555,1905,405,323,120398,5091,65913,3302,23549,2245,40744,1749,1620,459,54485,3213,21256,2091,31354,1704,1875,526,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,727390,1837,167934,15068,83658,8607,39493,4700,42445,5193,1720,704,84276,7876,36823,4582,44507,4643,2946,969,559456,15338,286663,8894,94635,4856,179906,5298,12122,870,272793,7860,91284,4616,167904,4690,13605,1128,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,37368,1200,7745,2415,3466,1287,2019,1055,1397,648,50,86,4279,1420,1463,776,2732,947,84,135,29623,2538,15536,1626,5145,1037,9711,1214,680,317,14087,1798,4838,1063,8622,1307,627,361,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1575995,2599,309390,12793,140580,7287,64855,4765,68913,4222,6812,1169,168810,7330,57809,3760,100313,5380,10688,1476,1266605,12631,649876,7335,172282,4972,443150,4229,34444,1375,616729,7337,169123,3664,401500,5539,46106,1474,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,955217,1562,263333,15610,124464,8906,56080,5400,61566,5088,6818,1725,138869,8515,52215,5105,75935,4941,10719,1404,691884,15638,345518,9127,97739,5487,215358,5030,32421,1673,346366,8485,95335,4858,212369,4949,38662,1391,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3419648,4941,927486,26503,396307,14490,175292,6842,200424,10017,20591,2641,531179,16376,170103,6700,310373,10603,50703,3643,2492162,26628,1283474,14772,315755,7621,887885,9932,79834,2874,1208688,16017,299494,6560,803458,10562,105736,3920,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,812165,2148,283466,15881,138443,9295,69454,6325,68260,4748,729,540,145023,8604,68979,5205,74696,5128,1348,665,528699,16005,286313,9491,88683,5583,192049,6381,5581,1195,242386,8834,90737,5309,143596,5517,8053,1466,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13966,823,3573,1086,1231,537,405,235,801,510,25,58,2342,855,1153,471,1189,650,0,143,10393,1216,5700,916,1873,483,3565,861,262,192,4693,716,2130,504,2422,532,141,121,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,351192,2803,105410,7881,47799,4278,24905,2596,22381,2686,513,236,57611,5293,26799,3028,29922,3104,890,349,245782,7847,130350,4631,41905,2980,81612,3008,6833,850,115432,4867,40364,2726,67199,3372,7869,1057,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,338883,1261,97814,8039,49539,3983,24171,2500,24021,2801,1347,371,48275,4817,23803,3041,23558,2360,914,384,241069,8000,131152,4208,47475,3020,79993,2697,3684,543,109917,4662,40704,3063,64401,2494,4812,778,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,457058,1951,136042,12100,63725,6105,32613,3876,30092,3471,1020,544,72317,7607,32927,4453,37834,3834,1556,560,321016,11604,173354,6100,60913,3916,107232,3603,5209,1169,147662,7467,54364,4435,87289,3664,6009,828,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,719154,2552,239624,13050,106461,6215,55453,4207,48368,3709,2640,595,133163,8134,56744,4352,72452,4704,3967,1006,479530,13510,256440,7466,80237,4611,165618,4249,10585,1026,223090,8146,69203,4171,141093,5220,12794,1316,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,130939,689,45166,4628,19364,2495,9082,1611,9213,1618,1069,421,25802,3009,9821,1547,15007,1859,974,437,85773,4616,45621,2443,14506,1572,30029,1594,1086,454,40152,2975,12515,1582,25344,1796,2293,413,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,233168,1992,74479,7422,36230,4122,17861,3115,18212,2685,157,125,38249,4918,18301,3101,19421,2833,527,433,158689,7249,89324,4597,23130,3216,64085,3434,2109,716,69365,4982,25218,3234,40986,3081,3161,1199,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,21562,1168,5169,1519,2222,712,1320,490,881,515,21,24,2947,1116,1442,558,1383,841,122,149,16393,1950,9122,1441,2567,692,6383,1268,172,118,7271,1171,2663,726,4425,712,183,108,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,290297,2801,97143,9003,47296,5308,22407,3164,24452,3054,437,306,49847,4893,23355,3086,25461,3087,1031,726,193154,8584,107436,5356,32854,3099,72283,3727,2299,737,85718,4898,31191,3323,51253,3069,3274,966,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9606814,6914,2671021,51660,1230926,27584,634422,18935,550863,15889,45641,2508,1440095,28618,612951,16141,752290,16618,74854,3773,6935793,50758,3565117,27661,1079832,18956,2293092,16239,192193,2892,3370676,28540,1035020,15682,2097917,16354,237739,3992,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,364507,1952,103941,10907,50553,5597,25010,3301,25368,3411,175,201,53388,6479,24007,3459,29163,3762,218,230,260566,11231,136920,5649,48737,3279,83125,3466,5058,678,123646,6831,46404,3776,71826,3903,5416,612,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8438,515,1288,455,499,255,224,164,275,304,0,145,789,402,272,167,517,345,0,145,7150,669,3744,563,1118,430,2393,500,233,195,3406,561,1169,361,2076,462,161,122,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,633222,3297,112662,10029,51789,5136,25072,3475,26177,3636,540,317,60873,6429,24002,4023,35057,4198,1814,617,520560,10519,277546,6198,83527,4075,185845,4528,8174,1063,243014,7490,73626,4623,159384,4445,10004,1036,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
