GEO_ID,B27004_001E,B27004_001M,B27004_002E,B27004_002M,B27004_003E,B27004_003M,B27004_004E,B27004_004M,B27004_005E,B27004_005M,B27004_006E,B27004_006M,B27004_007E,B27004_007M,B27004_008E,B27004_008M,B27004_009E,B27004_009M,B27004_010E,B27004_010M,B27004_011E,B27004_011M,B27004_012E,B27004_012M,B27004_013E,B27004_013M,B27004_014E,B27004_014M,B27004_015E,B27004_015M,B27004_016E,B27004_016M,B27004_017E,B27004_017M,B27004_018E,B27004_018M,B27004_019E,B27004_019M,B27004_020E,B27004_020M,B27004_021E,B27004_021M,B27004_022E,B27004_022M,B27004_023E,B27004_023M,B27004_024E,B27004_024M,B27004_025E,B27004_025M,B27004_026E,B27004_026M,B27004_027E,B27004_027M,B27004_028E,B27004_028M,B27004_029E,B27004_029M,B27004_030E,B27004_030M,B27004_031E,B27004_031M,B27004_032E,B27004_032M,B27004_033E,B27004_033M,B27004_034E,B27004_034M,B27004_035E,B27004_035M,B27004_036E,B27004_036M,B27004_037E,B27004_037M,B27004_038E,B27004_038M,B27004_039E,B27004_039M,B27004_040E,B27004_040M,B27004_041E,B27004_041M,B27004_042E,B27004_042M,B27004_043E,B27004_043M,B27004_044E,B27004_044M,B27004_045E,B27004_045M,B27004_046E,B27004_046M,B27004_047E,B27004_047M,B27004_048E,B27004_048M,B27004_049E,B27004_049M,B27004_050E,B27004_050M,B27004_051E,B27004_051M,B27004_052E,B27004_052M,B27004_053E,B27004_053M,B27004_054E,B27004_054M,B27004_055E,B27004_055M,B27004_056E,B27004_056M,B27004_057E,B27004_057M,NAME,B27004_001MA,B27004_001EA,B27004_002MA,B27004_002EA,B27004_003EA,B27004_003MA,B27004_004EA,B27004_004MA,B27004_005EA,B27004_005MA,B27004_006EA,B27004_006MA,B27004_007EA,B27004_007MA,B27004_008MA,B27004_008EA,B27004_009EA,B27004_009MA,B27004_010EA,B27004_010MA,B27004_011EA,B27004_011MA,B27004_012EA,B27004_012MA,B27004_013MA,B27004_013EA,B27004_014MA,B27004_014EA,B27004_015EA,B27004_015MA,B27004_016MA,B27004_016EA,B27004_017EA,B27004_017MA,B27004_018MA,B27004_018EA,B27004_019MA,B27004_019EA,B27004_020MA,B27004_020EA,B27004_021MA,B27004_021EA,B27004_022EA,B27004_022MA,B27004_023MA,B27004_023EA,B27004_024MA,B27004_024EA,B27004_025MA,B27004_025EA,B27004_026EA,B27004_026MA,B27004_027EA,B27004_027MA,B27004_028MA,B27004_028EA,B27004_029MA,B27004_029EA,B27004_030MA,B27004_030EA,B27004_031MA,B27004_031EA,B27004_032EA,B27004_032MA,B27004_033EA,B27004_033MA,B27004_034MA,B27004_034EA,B27004_035MA,B27004_035EA,B27004_036MA,B27004_036EA,B27004_037EA,B27004_037MA,B27004_038EA,B27004_038MA,B27004_039MA,B27004_039EA,B27004_040MA,B27004_040EA,B27004_041MA,B27004_041EA,B27004_042EA,B27004_042MA,B27004_043EA,B27004_043MA,B27004_044EA,B27004_044MA,B27004_045MA,B27004_045EA,B27004_046MA,B27004_046EA,B27004_047EA,B27004_047MA,B27004_048EA,B27004_048MA,B27004_049EA,B27004_049MA,B27004_050MA,B27004_050EA,B27004_051MA,B27004_051EA,B27004_052MA,B27004_052EA,B27004_053EA,B27004_053MA,B27004_054EA,B27004_054MA,B27004_055EA,B27004_055MA,B27004_056EA,B27004_056MA,B27004_057EA,B27004_057MA,state
0400000US01,4720067,2155,2262898,5633,185616,4083,80389,3564,105227,4351,383491,4927,196293,5606,187198,5793,235435,3207,125922,4775,109513,5498,279980,4180,150376,5698,129604,5652,284399,3324,173883,4304,110516,4375,327164,3015,201104,4899,126060,4624,287720,1701,176185,3783,111535,3805,171501,1563,71437,2676,100064,3085,107592,1452,41562,2173,66030,2284,2457169,5482,172283,3590,69414,3680,102869,3914,380735,4774,190987,6441,189748,6784,239509,2334,125650,3767,113859,4268,309685,3586,161361,5544,148324,5302,313892,3440,193233,4476,120659,4877,349996,2883,226325,4799,123671,4710,316244,1782,196722,4404,119522,4403,204722,1433,74673,2945,130049,2949,170103,1485,50090,2700,120013,3173,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,699272,1868,353412,2409,33525,1292,14945,1709,18580,1510,62160,1391,28272,2323,33888,2348,36558,1332,16589,1918,19969,1789,49026,1853,23643,2265,25383,1862,43468,1474,26619,2512,16849,2033,53827,1388,31561,1974,22266,1888,47108,810,30153,1483,16955,1550,18879,724,9771,980,9108,1137,8861,529,3882,621,4979,675,345860,1555,30868,1199,11465,1457,19403,2007,61155,1241,28358,2220,32797,2181,33476,1036,14510,1481,18966,1619,49697,1598,24994,2003,24703,2086,45740,1542,28598,1827,17142,1876,52364,1319,33032,1861,19332,1681,43316,783,28797,1234,14519,1380,18371,919,7742,1001,10629,919,10873,414,4514,830,6359,727,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6378280,1787,3141397,5192,273955,4932,110781,7109,163174,6942,556165,5588,253907,9168,302258,10306,319414,2860,136266,6994,183148,6409,414109,3603,200326,7241,213783,7091,400454,2645,223213,7573,177241,7767,402493,2432,227210,7324,175283,7266,355995,1385,202131,4775,153864,4954,246149,1443,85996,4269,160153,4728,172663,1141,60478,3601,112185,3495,3236883,4797,264887,5678,118202,7176,146685,7326,526823,5632,255333,10192,271490,9801,308566,2324,130967,5299,177599,6344,420107,2813,218628,7436,201479,6976,403218,2656,222075,8061,181143,7823,425489,2111,249343,5747,176146,5799,395589,1465,228796,6518,166793,6536,274832,1575,87700,4146,187132,4264,217372,1632,64657,3901,152715,3934,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2885212,1095,1412433,4390,119246,3475,40195,3264,79051,3879,247467,3317,106540,4499,140927,5325,138726,3214,64020,3591,74706,4789,182262,3921,89753,4239,92509,4689,176043,3284,99770,3950,76273,4203,193582,2637,111153,4005,82429,3920,173630,1736,94559,3310,79071,3757,110563,1268,34849,1842,75714,2159,70914,1344,20391,1669,50523,1926,1472779,4226,114782,3103,40243,3441,74539,3926,227393,3102,102554,4583,124839,5089,138069,2317,62187,3578,75882,3630,189664,3210,95065,4432,94599,5034,181529,2798,107599,4151,73930,4069,203380,2183,123079,3425,80301,3369,186843,1581,104006,3696,82837,3610,124362,1227,34950,2125,89412,2409,106757,1364,23719,1799,83038,2241,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37161789,5236,18337173,8165,1559703,10345,695541,12883,864162,13948,3171950,9927,1539099,18400,1632851,16800,1971667,5732,881004,14642,1090663,15378,2650888,6226,1280844,17386,1370044,18094,2520280,4835,1439162,13017,1081118,12059,2562909,4671,1498863,12708,1064046,12525,2011111,2808,1168612,11882,842499,11694,1092291,2538,421435,8091,670856,8031,796374,2679,268041,5796,528333,5664,18824616,6478,1495945,9659,654783,12452,841162,12063,3024868,9757,1462208,17024,1562660,16674,1901869,3557,857141,13327,1044728,12654,2621136,4439,1352040,14945,1269096,14355,2564538,4815,1484155,14466,1080383,14448,2626928,3174,1565069,13851,1061859,13771,2176142,2641,1254450,9801,921692,10237,1262473,2583,416213,7388,846260,7696,1150717,2960,315193,7264,835524,7846,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5024885,2530,2498871,4767,211664,3709,102757,3946,108907,3670,418383,3952,235616,7244,182767,7129,245747,2706,124911,5188,120836,5674,360129,3347,192522,6030,167607,5971,349106,3094,220242,5159,128864,4957,358068,2229,225814,4932,132254,5291,305160,1537,184923,4587,120237,5069,154588,1301,62616,2844,91972,3030,96026,1395,34787,2216,61239,2150,2526014,4098,198790,3382,99803,4579,98987,4532,397991,3769,219366,7069,178625,6705,236420,2373,120008,4661,116412,4671,358145,3180,205683,5197,152462,5172,343791,2857,221172,5738,122619,5801,363502,2389,234949,4881,128553,4615,318757,1418,198841,4782,119916,4725,170177,1363,59615,2835,110562,3090,138441,1350,42414,2398,96027,2582,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3522709,1144,1707415,2399,120568,2238,68834,2938,51734,3005,289965,2513,193722,4829,96243,4718,163422,1483,101951,3769,61471,3817,204871,2089,116409,4698,88462,4451,221423,1747,154226,4008,67197,3892,275188,1739,195398,4467,79790,4118,220087,1154,160168,3136,59919,3049,120443,1037,58836,2668,61607,2747,91448,1083,39180,2160,52268,2035,1815294,2210,116657,2115,71640,3045,45017,2865,275160,2298,183111,5138,92049,4893,160873,1195,99407,3584,61466,3550,212676,1245,129978,3902,82698,3924,239207,1065,170681,3583,68526,3605,292900,1215,217859,4240,75041,4282,236651,935,168932,3008,67719,3047,140257,883,61933,2200,78324,2213,140913,1267,50994,2584,89919,2761,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892132,847,428892,1281,34100,1262,16823,1949,17277,1763,70194,1286,43433,2597,26761,2443,43346,836,27253,1873,16093,1698,52887,1079,29583,2073,23304,1963,54016,969,37737,2180,16279,2099,62592,966,45632,2095,16960,2077,54252,496,38631,1812,15621,1733,35027,624,20005,1398,15022,1395,22478,651,11748,1235,10730,1275,463240,1136,31943,1122,17598,1621,14345,1579,68058,1321,37649,3163,30409,2870,45488,579,26849,2028,18639,1978,57543,1078,33118,1826,24425,1842,57813,702,40606,2068,17207,2026,68876,651,49991,1918,18885,1913,60964,573,43609,1563,17355,1616,40223,612,20116,1349,20107,1396,32332,745,14985,1408,17347,1415,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608165,325,285171,863,21805,955,12188,1452,9617,1677,31651,1049,15086,1801,16565,1820,36002,693,22133,1700,13869,1484,60367,517,42194,2046,18173,2025,40822,805,27859,1734,12963,1567,37118,717,23263,1805,13855,1994,30338,525,18837,1558,11501,1524,16200,382,10009,768,6191,800,10868,549,6866,813,4002,722,322994,788,21186,899,11333,1213,9853,1187,30670,958,14029,1913,16641,2037,45955,307,29096,1703,16859,1735,70487,455,49611,1939,20876,1976,40935,517,27659,1541,13276,1424,37513,520,23359,1556,14154,1370,35621,334,22435,1251,13186,1269,21260,249,13439,1087,7821,1072,19367,539,10355,1012,9012,990,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18752294,3756,9088985,8711,664588,7751,258551,10455,406037,10959,1375498,8266,612211,14843,763287,14496,880382,5967,357750,10947,522632,11586,1109896,7423,481063,11998,628833,12821,1145398,5512,583716,11333,561682,11686,1311300,5846,696897,13669,614403,13501,1129107,3351,611319,12023,517788,12296,821680,3876,281366,7291,540314,8260,651136,2667,214351,6267,436785,6450,9663309,8195,633126,8002,242759,9800,390367,10415,1313734,8552,580974,13412,732760,14092,864757,5267,377963,11584,486794,12178,1147452,5987,556051,13382,591401,13478,1209801,4703,655975,13077,553826,12780,1389317,5047,792477,13460,596840,13911,1281077,3783,706026,10197,575051,10774,943420,3543,280124,7497,663296,7351,880625,2977,232425,7779,648200,7762,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
