GEO_ID,C23022_001E,C23022_001M,C23022_002E,C23022_002M,C23022_003E,C23022_003M,C23022_004E,C23022_004M,C23022_005E,C23022_005M,C23022_006E,C23022_006M,C23022_007E,C23022_007M,C23022_008E,C23022_008M,C23022_009E,C23022_009M,C23022_010E,C23022_010M,C23022_011E,C23022_011M,NAME,C23022_001MA,C23022_001EA,C23022_002MA,C23022_002EA,C23022_003MA,C23022_003EA,C23022_004MA,C23022_004EA,C23022_005EA,C23022_005MA,C23022_006EA,C23022_006MA,C23022_007EA,C23022_007MA,C23022_008MA,C23022_008EA,C23022_009MA,C23022_009EA,C23022_010MA,C23022_010EA,C23022_011EA,C23022_011MA,state
0400000US01,3135185,5080,1533892,5623,1123205,8160,779373,10918,343832,8556,410687,8251,1601293,4431,1050187,11300,612619,11236,437568,9829,551106,11438,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,496311,2003,258566,1555,220320,2844,135126,4468,85194,4119,38246,2628,237745,1638,183053,3852,99681,4284,83372,4272,54692,3569,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4121106,5055,2070237,3912,1549606,14343,1044427,14666,505179,14198,520631,14910,2050869,3956,1348832,12197,777656,14107,571176,15311,702037,12126,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1872619,3374,933438,3243,701184,6556,481343,9142,219841,7981,232254,6747,939181,2960,627019,7931,375902,7514,251117,7382,312162,7560,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25132744,11935,12653467,9216,9587986,22097,6260294,28339,3327692,27389,3065481,22932,12479277,8069,8183966,30080,4386843,29644,3797123,33754,4295311,29577,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3444775,4661,1750140,3682,1459595,8297,972811,10596,486784,10618,290545,9004,1694635,3763,1271736,9113,697732,11193,574004,9783,422899,9267,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2359452,3175,1165409,2364,948415,6608,641399,7651,307016,7603,216994,6853,1194043,2885,900669,6356,487685,8734,412984,8304,293374,6855,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,592825,1803,288626,1316,227867,3082,157488,4015,70379,4169,60759,3328,304199,1345,221954,3783,130422,4694,91532,4240,82245,3721,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,453335,925,216289,868,164379,3423,117309,3773,47070,3764,51910,3398,237046,547,178360,4259,117271,4176,61089,3730,58686,4277,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12186117,9136,6034562,7363,4412958,21985,2966420,23388,1446538,21745,1621604,23769,6151555,6544,4182194,21471,2485265,21997,1696929,24298,1969361,22111,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
