GEO_ID,C17020A_001E,C17020A_001M,C17020A_002E,C17020A_002M,C17020A_003E,C17020A_003M,C17020A_004E,C17020A_004M,C17020A_005E,C17020A_005M,C17020A_006E,C17020A_006M,C17020A_007E,C17020A_007M,C17020A_008E,C17020A_008M,C17020A_009E,C17020A_009M,NAME,C17020A_001EA,C17020A_001MA,C17020A_002EA,C17020A_002MA,C17020A_003MA,C17020A_003EA,C17020A_004MA,C17020A_004EA,C17020A_005MA,C17020A_005EA,C17020A_006EA,C17020A_006MA,C17020A_007EA,C17020A_007MA,C17020A_008EA,C17020A_008MA,C17020A_009MA,C17020A_009EA,state
0400000US01,3249176,8875,439025,17482,126114,9209,272169,11265,40742,3267,2810151,18415,576313,9888,1749373,11371,484465,3539,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,473209,2795,34515,4190,9610,2398,22483,2559,2422,736,438694,5052,94708,2778,303275,3106,40711,825,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5037547,23363,842838,30825,289926,16491,491679,18987,61233,4280,4194709,37610,870990,18251,2558062,22913,765657,4537,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2238738,8031,361654,14147,111278,7907,216882,9116,33494,2848,1877084,15015,386114,7953,1157838,9660,333132,3126,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23270926,64368,3422342,55990,1120600,27251,2032194,35278,269548,8440,19848584,68833,4224253,30596,12719941,43973,2904390,11137,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4232958,17051,499133,17778,146312,9744,316326,10086,36495,2474,3733825,19677,814037,10041,2444920,12532,474868,2766,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2712659,11697,209913,12835,49730,6159,132313,7777,27870,2620,2502746,14597,510819,6169,1575011,10469,416916,3062,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,623213,4791,53453,6171,13752,2949,35404,3973,4297,847,569760,7465,110171,3388,354955,4977,104634,1058,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,228001,4166,18136,3625,783,715,16725,3108,628,337,209865,3936,24034,1403,163929,3269,21902,555,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14278253,32495,1997079,45739,516229,21291,1222664,28584,258186,10878,12281174,48179,2142213,23610,7462036,31367,2676925,11938,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5831345,20465,816035,34003,235121,15290,519258,21348,61656,4394,5015310,38185,1093485,17642,3190284,23392,731541,4457,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,329553,3500,37452,3832,6532,1675,27471,2733,3449,956,292101,5213,42202,2432,202631,3533,47268,1123,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1435081,6025,221822,12363,72338,6725,136873,7619,12611,1787,1213259,13662,305252,7021,729395,8577,178612,1883,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9135147,27115,1007522,24080,303366,12869,620039,15275,84117,4104,8127625,35089,1716234,17114,5185321,22406,1226070,5217,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5360355,9780,706682,27302,226231,14234,431190,14428,49261,3920,4653673,26436,1013467,13263,2930733,14584,709473,4173,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2717708,5198,303926,11587,88402,6703,187191,6923,28333,1959,2413782,11249,528936,6450,1488511,7151,396335,2424,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2377075,6824,281756,12056,86276,6671,172677,7363,22803,2302,2095319,12427,479912,6803,1298651,8189,316756,2585,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3734822,5993,652107,20219,204568,10076,387638,11303,59901,4084,3082715,21016,629964,10741,1977718,11758,475033,3966,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2816201,7193,368576,15286,95845,6497,235394,10118,37337,2891,2447625,17866,518129,7838,1553048,11285,376448,3214,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1232270,2441,165547,7685,42251,3210,107407,5411,15889,1792,1066723,8508,198329,3758,678468,5655,189926,1874,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3337608,13546,231310,13407,55162,6749,147067,8506,29081,2664,3106298,19281,632092,9289,1992038,10840,482168,3202,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5135311,12169,461647,18790,114688,9238,285298,11187,61661,4046,4673664,21153,920383,9330,3014587,13336,738694,4546,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7681488,9910,1059434,21893,309387,12222,667068,12501,82979,4335,6622054,20659,1348090,11134,4175407,13366,1098557,4561,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4479720,7348,412188,12560,101551,5981,263686,9222,46951,2508,4067532,13553,881919,6245,2590513,9935,595100,2766,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1724664,5166,234297,13358,63057,5644,145581,8711,25659,2690,1490367,14121,317551,5830,919113,9214,253703,2743,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4858112,8399,644967,19023,193308,10393,396004,11055,55655,3048,4213145,19760,889297,10913,2637878,11042,685970,3500,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,871274,2505,108886,7509,28410,3677,69850,5122,10626,1518,762388,7946,153656,4107,479043,5134,129689,1602,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1580966,6193,174531,8549,53970,4743,103411,4994,17150,1737,1406435,9402,320388,5443,875502,5656,210545,1917,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1924277,15881,272366,15686,88574,8556,161685,9604,22107,2911,1651911,19334,340696,9715,1055438,12230,255777,3374,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1205460,2810,101273,7567,28260,4076,62507,4755,10506,1554,1104187,8594,221967,4401,719412,5331,162808,1658,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6005866,21662,459264,18968,134561,9889,261547,11151,63156,3764,5546602,24968,1160255,12007,3489792,16154,896555,4678,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1467977,15089,262581,14101,87580,7956,154063,8030,20938,2256,1205396,18407,246280,9188,746698,10615,212418,3126,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12397129,29608,1432653,30598,389488,15024,866482,18177,176683,7781,10964476,35767,2122045,14099,7033552,23617,1808879,7776,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6618276,17878,902104,27142,263736,12469,562959,16144,75409,4706,5716172,29649,1168735,13252,3613031,18785,934406,5159,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,593571,1558,56896,4405,11358,2124,36368,3044,9170,972,536675,4870,112805,2183,343392,3406,80478,1058,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9339915,8680,1235643,29633,375756,15850,764231,18100,95656,4913,8104272,32098,1671753,16687,5110028,18965,1322491,5403,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2719103,8223,387327,13406,113246,7145,239069,7951,35012,2865,2331776,14094,476528,7496,1458524,8536,396724,2943,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3218246,12718,503493,17455,136185,9062,332578,11685,34730,2809,2714753,19079,516944,10243,1721517,11590,476292,3405,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10191388,12132,1086711,26365,289962,12872,677393,16557,119356,4449,9104677,28238,1771509,13321,5726410,18169,1606758,4503,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,828468,5878,93950,8179,23671,3468,57116,5695,13163,1722,734518,8827,132832,3602,478278,6352,123408,1855,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3055692,9633,410712,17739,119479,9478,257879,10996,33354,2929,2644980,18062,520812,9682,1656299,11615,467869,3300,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,684864,2739,67957,5241,15483,2368,41110,3339,11364,1712,616907,5629,138525,2569,383079,3913,95303,1708,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4887824,10244,736055,24652,219162,11724,446696,15289,70197,3975,4151769,26257,836630,12085,2632343,16892,682796,3883,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18745793,45160,3149203,51473,1231477,30926,1702011,26431,215715,8247,15596590,59001,3696181,30160,9904797,36130,1995612,9075,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2449343,10224,295834,17732,101711,9243,182136,10230,11987,1601,2153509,18734,643986,10460,1278691,10225,230832,2082,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,574087,1512,63177,4479,15914,2304,41077,2758,6186,999,510910,4682,97794,2332,330125,2926,82991,1054,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5472171,14780,499883,18372,121844,8541,329847,11045,48192,3129,4972288,20346,1036883,10089,3195453,13328,739952,3628,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5252021,16548,614648,16202,164620,8836,395768,11994,54260,3889,4637373,21587,927541,10958,3009436,15450,700396,4390,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1700692,3296,301231,13134,84469,5747,190840,8913,25922,2618,1399461,13518,260150,7054,882683,8442,256628,2544,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4859386,9124,507213,17888,141156,9422,315057,10726,51000,2914,4352173,18480,905780,9636,2770987,11277,675406,2949,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,503891,3107,53685,5320,16675,2508,32915,3567,4095,833,450206,5678,98960,2964,288477,3651,62769,954,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2516981,21676,1109104,22599,319549,10900,628216,14219,161339,4644,1407877,25323,254596,10391,890840,16418,262441,6054,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
