GEO_ID,B15002H_001E,B15002H_001M,B15002H_002E,B15002H_002M,B15002H_003E,B15002H_003M,B15002H_004E,B15002H_004M,B15002H_005E,B15002H_005M,B15002H_006E,B15002H_006M,B15002H_007E,B15002H_007M,B15002H_008E,B15002H_008M,B15002H_009E,B15002H_009M,B15002H_010E,B15002H_010M,B15002H_011E,B15002H_011M,B15002H_012E,B15002H_012M,B15002H_013E,B15002H_013M,B15002H_014E,B15002H_014M,B15002H_015E,B15002H_015M,B15002H_016E,B15002H_016M,B15002H_017E,B15002H_017M,B15002H_018E,B15002H_018M,B15002H_019E,B15002H_019M,NAME,B15002H_001MA,B15002H_001EA,B15002H_002EA,B15002H_002MA,B15002H_003EA,B15002H_003MA,B15002H_004MA,B15002H_004EA,B15002H_005MA,B15002H_005EA,B15002H_006MA,B15002H_006EA,B15002H_007MA,B15002H_007EA,B15002H_008EA,B15002H_008MA,B15002H_009EA,B15002H_009MA,B15002H_010EA,B15002H_010MA,B15002H_011MA,B15002H_011EA,B15002H_012MA,B15002H_012EA,B15002H_013EA,B15002H_013MA,B15002H_014EA,B15002H_014MA,B15002H_015EA,B15002H_015MA,B15002H_016MA,B15002H_016EA,B15002H_017MA,B15002H_017EA,B15002H_018MA,B15002H_018EA,B15002H_019EA,B15002H_019MA,state
0400000US13,3783800,3771,1829305,2540,71047,4502,156675,8291,411136,10152,115934,6700,375972,9653,105937,6146,380434,10414,212170,7244,1954495,2090,68182,4028,158254,8554,496317,12780,94865,5798,404214,10638,149361,6801,373214,10962,210088,8623,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,242709,788,130425,367,802,362,4051,1163,25167,2665,4176,1098,34333,2499,12190,2121,28354,2724,21352,2014,112284,625,691,307,3152,829,20173,1936,1540,550,29421,2748,12027,1848,27686,2183,17594,1898,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,872822,1976,429178,1079,9544,1512,26067,2914,93701,5009,21492,2349,118926,4795,36320,3326,81454,4280,41674,3839,443644,1051,7313,1368,27104,2519,106495,5086,21325,2504,125505,5002,45519,3728,81833,5055,28550,2304,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5793573,4002,2786438,3775,63272,3701,147433,6332,665891,11301,110702,4510,606402,13824,198090,6501,618651,11342,375997,9235,3007135,1716,74224,3717,143604,5153,765257,11075,87767,4654,652315,11049,259131,8273,636611,13013,388226,8655,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3608453,1603,1739247,1125,59634,3090,139525,5472,541218,8865,96569,4466,358817,8208,124562,5261,271926,7341,146996,5318,1869206,747,54653,3211,142832,6573,593862,9619,82540,4307,388170,8743,168882,7020,284061,8497,154206,6144,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1859074,825,899452,574,25736,1989,50702,2695,276631,5416,39615,2788,188090,5505,86637,4084,159226,5622,72815,3852,959622,608,22341,1947,44208,3115,275736,5121,34207,2678,213657,5481,113666,4981,181379,5230,74428,3479,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1527375,1455,738221,922,16046,1540,36636,3060,180111,6054,37302,2542,181907,5065,48625,2922,153950,4824,83644,4427,789154,858,17009,1758,35206,2093,180231,4654,31415,2630,201629,5287,68833,3683,172330,5597,82501,4187,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2591207,1827,1245376,1343,92822,4060,127767,5458,351136,8630,97940,4512,245112,6641,67623,4148,161203,6506,101773,4436,1345831,982,84624,4291,124365,5474,350528,8021,91026,4762,292957,7324,114780,6142,162633,6054,124918,5197,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1903090,2163,922220,1307,45796,3025,85744,4695,255423,5959,60153,3992,201560,7265,44013,3634,152872,5846,76659,4423,980870,1476,41229,2607,76253,3985,290111,7015,51720,4039,213050,6701,63568,4120,166136,6341,78803,4223,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,904964,477,433719,151,17233,2014,26419,2466,130116,3590,22889,2060,83433,3641,33407,2239,76284,3497,43938,2661,471245,427,10974,1317,23508,2384,130249,4721,21164,2047,100271,3298,46723,2682,87444,4160,50912,2723,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2266724,1711,1086854,943,24785,2378,60341,3617,241799,7400,36508,2543,203454,7099,59188,4273,248222,7843,212557,6654,1179870,1063,23636,2407,61848,3898,284823,7383,28813,2103,219512,6687,87234,3796,265085,6574,208919,6062,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3589266,4284,1700910,2180,49203,3275,82627,4656,402517,9007,55475,3006,278598,7660,117974,5534,417874,10207,296642,7183,1888356,2480,55674,3762,80252,4909,440021,9639,41824,3145,315757,8604,179379,6875,439612,8388,335837,7058,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5264527,1568,2548984,1075,70947,3765,182019,5137,680842,8007,110645,5012,617313,9235,192857,6147,432576,7544,261785,5368,2715543,746,71015,3599,165665,5898,790715,11343,73811,3017,632471,10965,275213,7305,444193,7550,262460,7014,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3102215,1068,1512950,767,30324,1973,65229,3128,372707,7073,52678,3099,333761,7347,154912,5207,339956,6290,163383,4926,1589265,550,28177,2057,50023,2796,386303,7299,33142,2513,371309,6822,179946,5622,371942,6219,168423,4637,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1189140,2576,572680,2011,31367,2840,60216,4928,135894,5609,36411,2619,132043,6391,43283,3909,84227,4726,49239,4224,616460,1306,23973,2444,52616,2910,154564,5991,35535,2681,143628,5829,64768,4326,90239,4933,51137,3436,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3356945,2063,1618737,1569,54373,3166,130270,6130,442422,8667,82440,4804,356098,9688,106420,4687,285478,7503,161236,5158,1738208,1180,59453,3914,130261,4771,487464,7922,66878,3567,404902,7975,129528,5991,293946,7051,165776,6097,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,614682,594,305508,478,6211,978,16880,2038,80095,3931,17028,2025,71594,3667,23312,2278,59010,3879,31378,2550,309174,263,5086,1085,15851,1887,77683,3545,11445,1594,81743,3903,27334,2531,65778,3355,24254,2023,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1032339,814,500755,562,9282,1315,19897,1755,132590,4525,17971,1612,122893,4274,51070,2613,99334,3619,47718,2936,531584,593,8577,1149,17329,1523,142046,3806,13678,1323,135469,3947,55237,2951,110874,3797,48374,3143,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1088730,1305,552895,777,8342,1919,33398,3490,132685,6218,30352,3264,155986,6729,43980,4591,95561,5825,52591,4538,535835,842,8462,2185,33726,3962,137863,6447,18326,2541,151503,7392,43500,3740,91391,6305,51064,3698,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,857046,788,415947,376,11776,1501,26670,2702,109920,3984,18701,2059,80804,3565,33685,2715,84791,3426,49600,2877,441099,473,9739,1430,21199,2216,112947,3741,14091,1583,85513,4432,49149,3196,93954,4141,54507,2787,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3739920,3656,1777108,2236,46826,3778,85432,4132,446843,10615,51366,3486,319301,7712,99925,5451,450344,8661,277071,7059,1962812,1850,60553,4169,89761,4385,586321,9462,37432,2921,325778,7780,141370,6012,455557,8868,266040,7567,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,636971,2194,309431,1766,5068,1128,14185,2205,56094,4139,11246,1642,76533,4591,22297,2313,63827,4709,60181,3623,327540,1231,4467,952,13303,1929,60105,3364,10872,1850,85125,4173,30457,3020,68043,3375,55168,3796,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8076808,3446,3866499,1944,105297,4126,221158,8003,906393,14533,154768,5672,656784,12249,323718,8790,851359,12708,647022,9721,4210309,2059,121754,6106,215448,6506,1075391,12905,107123,5028,662979,11166,415283,10288,845605,12604,766726,12658,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4451196,3483,2127980,2258,81419,5279,183404,8540,469433,10880,107054,5729,458577,11421,170528,7346,425263,11960,232302,7722,2323216,2156,72282,3642,163026,7363,520717,10964,87367,4378,516807,10457,254491,8091,469285,11233,239241,7897,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,412482,365,205669,65,8623,849,9488,1420,53259,2636,7433,1050,47572,2708,27340,2381,38085,2399,13869,1579,206813,355,8887,1101,7781,1205,45505,2161,5603,1080,52457,2909,27101,2018,44623,2351,14856,2120,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6501405,1667,3119159,1141,95522,4129,240428,7016,986053,12746,131896,4907,640196,11413,208016,6558,518964,10650,298084,6930,3382246,980,94504,4255,248828,7384,1104703,13433,106003,5077,692075,11626,300716,8267,527599,11458,307818,8137,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1827005,1130,882115,713,27679,2064,73254,3676,232046,6093,45211,2657,211767,5539,57284,3338,155411,5083,79463,3900,944890,727,24842,1683,73862,3509,261990,6060,40775,2738,234539,6488,70745,3784,163393,5338,74744,3384,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2194015,1970,1062093,1274,17804,2002,66156,4170,212057,6295,56533,4322,287188,7791,87469,4394,207659,6393,127227,5897,1131922,1027,18100,2233,57643,3821,249436,6460,38490,2958,326494,6632,99440,5093,218876,6786,123443,4878,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7204475,2974,3446209,2440,95640,4428,235269,6325,1178562,11096,145515,5354,553129,8206,244761,6386,614472,10800,378861,8225,3758266,1278,105253,4057,238867,6928,1337781,11866,115008,4211,594218,10284,322226,8022,647086,9805,397827,8202,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,575747,1182,270691,730,11540,1545,21662,2361,58664,3645,12937,1700,48331,3005,21729,2244,56967,2745,38861,2826,305056,715,10677,1287,22723,2178,71255,3443,12882,2128,57682,3280,29908,2866,59607,3491,40322,2976,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2116225,1962,1014546,1353,43630,3882,87587,5646,235833,8428,54270,3375,210428,7862,81925,5400,194643,8214,106230,4776,1101679,950,40555,2998,84344,4571,278869,7133,43702,4161,238287,7019,113128,6055,198912,6724,103882,5721,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,476892,889,234554,671,9263,1073,10257,1459,67745,3458,12147,1854,50677,3011,21996,2203,43134,2907,19335,1602,242338,525,6455,797,8930,1561,64195,3172,8720,1594,58230,2671,25962,1962,49810,2708,20036,2461,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3391408,1906,1621094,1576,93908,4809,152399,6336,437683,8553,110365,5088,334619,8915,86296,5483,258632,8141,147192,6274,1770314,1015,93878,4409,147972,7469,489552,8971,106623,4963,370866,7855,125618,6025,286746,8294,149059,5473,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8166413,4558,3973179,3663,83576,4584,210566,8419,758182,14021,202208,6826,991982,17319,278050,9451,953683,16512,494932,11652,4193234,2666,84799,4927,230231,8900,928597,15017,171029,6434,1061766,17092,323348,9647,950816,17258,442648,10393,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1339574,964,661364,570,6792,1338,34982,2816,125018,4716,20054,2011,181318,5469,57207,3353,144556,4598,91437,4054,678210,453,4645,1102,30155,3073,152148,4841,14439,1809,208488,5806,74980,4558,144298,4729,49057,3116,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,415049,434,200587,184,5911,615,13693,1415,58662,2283,8702,1139,35364,2133,13747,1359,39249,2501,25259,2055,214462,275,4459,668,8926,1045,53255,2360,5713,784,38739,2465,21095,1972,49698,2279,32577,2239,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3680813,3031,1784907,2315,68731,3645,111670,5282,361560,8101,84766,4853,339940,9106,110805,4976,391094,7526,316341,7653,1895906,2054,58494,3459,106257,4890,420103,9011,64091,4059,390695,8810,155313,6658,428345,8333,272608,6763,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3533559,1649,1733879,1231,25941,2781,87791,4746,338958,9167,79375,4927,425624,10173,163854,6928,389931,9787,222405,6381,1799680,709,25670,2803,76466,4159,377576,9045,55795,3219,492403,9862,194659,7413,368085,9790,209026,7144,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1223266,1722,589816,1269,40457,2933,60650,3528,211229,5391,41267,3159,99858,4174,27949,2050,69456,3653,38950,2454,633450,884,31041,2517,60071,3973,223225,6543,38779,2780,113790,4275,50430,3299,72716,3972,43398,3145,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3340854,1375,1631733,759,39265,2300,94917,4018,495094,7404,67683,3515,339037,7839,152314,5458,288310,5730,155113,4994,1709121,777,36940,2346,79658,3909,521493,8082,38887,2231,366390,6291,182904,5504,329539,7546,153310,5177,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,333606,230,168285,95,2697,953,8960,1169,43260,2851,10984,1996,45382,3290,14529,1542,28388,2639,14085,1595,165321,211,1723,496,8573,1406,40529,2844,6929,1200,44266,2958,19607,2438,29515,2351,14179,1761,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,20015,2746,10586,1716,1009,429,1102,528,1063,488,619,463,1219,606,1664,667,2174,730,1736,619,9429,1624,1100,579,992,514,2197,1000,197,196,1020,458,622,324,1977,706,1324,569,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
