GEO_ID,B19001H_001E,B19001H_001M,B19001H_002E,B19001H_002M,B19001H_003E,B19001H_003M,B19001H_004E,B19001H_004M,B19001H_005E,B19001H_005M,B19001H_006E,B19001H_006M,B19001H_007E,B19001H_007M,B19001H_008E,B19001H_008M,B19001H_009E,B19001H_009M,B19001H_010E,B19001H_010M,B19001H_011E,B19001H_011M,B19001H_012E,B19001H_012M,B19001H_013E,B19001H_013M,B19001H_014E,B19001H_014M,B19001H_015E,B19001H_015M,B19001H_016E,B19001H_016M,B19001H_017E,B19001H_017M,NAME,B19001H_001EA,B19001H_001MA,B19001H_002EA,B19001H_002MA,B19001H_003EA,B19001H_003MA,B19001H_004EA,B19001H_004MA,B19001H_005EA,B19001H_005MA,B19001H_006EA,B19001H_006MA,B19001H_007EA,B19001H_007MA,B19001H_008MA,B19001H_008EA,B19001H_009MA,B19001H_009EA,B19001H_010EA,B19001H_010MA,B19001H_011EA,B19001H_011MA,B19001H_012EA,B19001H_012MA,B19001H_013EA,B19001H_013MA,B19001H_014MA,B19001H_014EA,B19001H_015EA,B19001H_015MA,B19001H_016EA,B19001H_016MA,B19001H_017EA,B19001H_017MA,state
0400000US01,1286491,7642,95306,5414,80140,4847,75548,4342,82328,3971,73598,4575,69803,4583,65590,4480,66384,3974,58232,3786,103832,5148,133048,6021,152498,5219,98762,5226,47522,3272,44691,3389,39209,2978,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,187736,3035,6564,1254,6155,1233,4791,912,6321,1110,5930,1119,6891,1244,6265,1236,7908,1202,6916,1435,14737,1873,24465,2392,29946,2458,21493,2104,13821,1906,15988,2199,9545,1547,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1599922,10824,107621,6463,75881,4393,82532,5636,96965,5730,81330,4816,84697,5810,81933,5073,82513,5225,69008,5649,134011,6560,167794,7955,200794,7867,127674,6615,75451,5226,68597,5438,63121,4488,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,881638,6825,73324,4128,67474,4037,61177,3260,57904,3863,53680,3645,52770,3190,48526,3197,48075,3313,41138,3528,75020,3795,86227,4243,93801,4132,53648,3519,27377,2480,23925,2638,17572,2291,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6342944,23757,333490,9968,300435,9324,275352,9076,287009,8956,252981,8106,259363,8518,240330,7497,247350,8707,236076,7796,427467,11162,607066,10669,804766,15280,628796,13290,404351,10697,475597,11798,562515,10472,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1512644,8700,83185,4169,66657,3646,64003,3622,71573,4628,60080,4251,72064,4468,70102,4379,70534,4088,62232,4248,127134,6338,158859,6781,198401,7166,143964,5335,84293,4814,95429,5003,84134,4099,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1024871,6455,44511,2841,36973,3257,42398,3154,37547,2668,35463,2962,36796,3278,32222,2824,42454,2928,34717,3015,72860,3578,99879,4630,144723,6100,107186,4741,70139,3466,86213,3575,100790,4063,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235336,3305,8706,1176,8694,1452,10832,1497,10116,1517,9615,1376,10693,1466,8335,1361,11892,1381,11188,1473,19410,1976,25684,2450,35770,2891,24937,2484,14380,1730,13105,1694,11979,1429,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108891,2764,4982,1099,1345,588,677,299,1878,579,1587,633,1595,587,2987,1028,2790,891,2379,787,6372,1359,9029,1568,13814,2057,14419,1985,8630,1357,11925,1510,24482,1795,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4653758,18488,308017,8911,258653,9913,273049,8419,282198,8555,271223,9479,266364,10935,249743,8554,236316,9440,214367,7865,394580,13362,486564,14460,531450,12538,330889,9546,181571,7875,180359,7745,188415,8087,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2113444,12920,145117,6636,113149,5963,106396,5370,110220,6133,97860,6247,104936,5908,106161,5895,100491,5936,86365,5119,173668,7373,230180,8146,266129,7974,172924,8266,102152,6056,100515,5631,97181,4751,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,139054,3164,9556,2123,4908,958,4707,1080,5753,1117,4741,948,6015,1766,5082,1182,6931,1685,7175,1382,12482,1607,16197,1941,19165,1851,12123,1847,6935,1639,9114,1763,8170,1393,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,514805,5358,38165,3695,30340,2861,33303,2978,31499,2983,35288,3642,31653,3122,29602,2788,26890,2645,26254,2394,44031,3760,55307,3820,59030,3777,37071,3687,15143,2012,12336,1979,8893,1588,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3334107,12174,183181,6884,149210,5342,166618,6424,168358,6724,150091,5975,153415,5676,142815,5504,146715,5932,135780,5436,267887,7438,360015,8373,441689,9954,308097,7624,178568,5410,188436,7071,193232,6165,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2092704,9400,136123,5853,118241,5650,116522,5044,122196,4675,118841,4510,127050,5475,109324,5535,109143,4359,100426,5298,193495,7093,238868,6395,263121,7716,152456,6463,76175,4672,58277,3975,52446,3782,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1118930,6271,67818,4156,64715,3295,59758,3295,60115,3399,61710,3157,65767,3548,59558,3097,61070,3072,48363,3172,101753,4048,128449,4242,146314,4947,86802,4176,41387,2471,36655,2468,28696,2291,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,916400,5449,53536,3327,46913,3166,48613,2602,51344,3166,51259,2990,50864,3346,46960,2859,50791,3632,43818,2881,79166,3745,99811,4899,119168,4247,74663,3471,36666,2576,33449,2738,29379,2488,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1480088,8037,149226,6268,106326,5123,100749,5354,93327,4020,85639,3376,86588,4326,74833,4293,77522,4072,69409,4276,116855,5219,148209,5371,158269,5552,92221,4493,49996,3168,37173,3096,33746,2611,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1088796,6682,81631,5047,67241,3832,57579,4191,60423,3579,56910,4022,55765,3885,51383,3772,49733,3265,45599,2862,80799,4316,112220,5285,141893,5512,92123,4829,50889,3667,46590,3150,38018,2765,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,531992,4900,38022,2843,38346,3007,32071,2293,36532,2318,32835,2735,27645,2034,26167,2126,25764,2357,25327,2085,43399,2175,54997,3144,67967,3534,36970,2732,17764,1798,15187,2039,12999,1599,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1263331,7665,48490,3668,42532,2988,42218,3513,44676,3180,39804,3097,45304,3481,39370,3139,42705,3399,39904,3803,92678,4284,124144,5187,172686,6343,142984,4860,103359,4639,116610,5338,125867,4862,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2032259,8588,106492,4424,98053,5580,86433,5236,88320,5217,77580,4547,79812,4662,72984,4489,76470,4077,72275,4379,139475,6039,195278,5417,265676,8447,211067,7687,137534,4897,161145,5476,163665,5716,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3012696,12256,199714,6524,166361,5672,173429,5518,182421,5366,165766,5694,170015,5368,156203,5569,154463,5179,134341,4662,258220,6248,321675,7258,377064,7049,231633,5606,120904,4178,110236,5026,90251,4023,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1842365,7098,96647,3877,82248,3488,82525,3198,83946,3406,83429,3768,84688,3643,85365,3918,85236,3247,78425,3281,160436,4449,215377,6018,262755,6277,174214,5121,100198,3722,88504,3483,78372,3457,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,668556,6411,52141,3349,43747,3318,41143,3883,40787,3296,38254,3639,40071,3353,37889,3291,34574,3245,29171,2857,57217,3973,70827,3781,77411,4159,45386,3429,21686,2541,20382,2332,17870,2183,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1957216,10147,137262,5381,112853,5140,116858,4666,117369,4869,111519,5217,112905,5120,106768,4135,109833,5241,89463,4150,175733,6393,196507,6451,232688,6907,136238,6280,76550,4246,68285,3700,56385,2949,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,368788,4385,23624,1863,25114,2434,23251,2426,25019,2494,23916,2211,20809,1855,19390,1821,20466,2184,20782,1928,32691,3051,39560,2937,43525,3223,22419,2479,11471,1735,8936,1323,7815,1278,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,626001,4847,38136,2945,31999,2356,32995,2285,34717,2363,31913,2154,33482,2605,31859,2296,32662,2497,27573,2148,54989,2703,70271,3189,86148,3303,51224,2599,24728,2216,22449,2080,20856,2039,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,626602,7999,38036,3819,29625,3162,30450,3221,31202,3337,33684,3617,30980,3492,29972,2808,34422,3879,32434,3823,54114,4752,64444,5163,79771,5413,55346,4290,31138,3099,27072,3125,23912,3446,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,484881,4321,22603,2079,21980,2237,18856,2139,23141,2152,22742,2764,23201,2290,22024,2370,19605,2195,19598,2176,34964,2962,54418,3248,69231,3683,49413,3435,30497,2632,28835,2569,23773,2297,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2043703,10154,78368,4602,67013,3613,81906,5153,79387,3949,72007,4010,74141,4091,69874,4077,74659,4319,71401,3800,140047,5769,192175,5620,276130,7809,222955,6044,157647,5328,183792,6217,202201,6320,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,377685,5476,26185,2960,20528,2456,21787,2376,23357,2405,18216,1842,18562,2187,18609,2083,17994,2419,16939,2092,28553,2680,39026,2691,46483,3487,29240,2402,18254,2226,18104,1838,15848,2125,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4620102,14874,258817,7820,216581,6594,216774,5522,218387,6340,197766,6110,196545,5553,184030,7021,189862,6992,163586,5527,344208,9241,461214,9651,598978,12889,425514,10516,269807,6491,310056,8363,367977,8629,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2574147,15093,177111,7606,148300,7433,141165,5872,150222,6841,141866,6212,144131,6942,128793,6574,133860,6987,114198,6191,215444,8235,272276,9428,302243,8840,195575,8351,112319,7199,105084,7533,91560,5004,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,261563,2318,17790,2110,13588,1525,11648,1292,16051,1782,11449,1395,14623,1765,13614,1725,12637,1752,10999,1517,22178,2546,29835,2164,36093,2300,23689,1861,10639,1200,8058,1058,8672,1415,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3771572,13198,256417,8520,217573,6166,215252,5247,225638,7095,212434,6967,215762,6524,196075,6969,189125,5851,168513,6452,327269,7192,416963,7461,458879,7154,279517,7047,149255,5555,136186,5429,106714,4233,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1078254,6710,78351,3822,69768,3779,65590,3770,66509,3776,65266,3438,62928,3460,56674,3752,56259,3499,52739,3026,92818,4337,111263,4316,122917,5122,76298,3773,39864,3343,30512,2454,30498,1912,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1284950,7694,98267,5178,73108,5152,73958,4542,77014,4829,68891,4183,74302,3806,70400,4770,65650,4227,57262,3879,103884,5311,143978,5803,155865,6014,91840,4221,49479,3115,42508,3517,38544,2717,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4097686,11517,232753,6645,218146,5287,224820,5880,231048,6539,213878,6279,210355,6261,203044,6238,202462,7541,178741,5359,358208,9331,439468,8935,520372,9281,334155,6846,186226,5282,178679,5676,165331,5612,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,336309,3466,20832,2331,19043,2114,17001,2172,16345,1642,13856,1742,14825,1754,13657,1910,15750,2125,12312,1585,25045,2285,35267,3023,43191,3075,33901,2809,19110,2054,20532,2341,15642,1837,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1205142,9511,81983,5015,70077,4801,67215,4705,65463,4145,65301,3760,64228,3634,65737,4743,61965,4324,55002,3963,109719,6089,129972,5970,145169,6750,96475,5208,50807,3725,41678,3999,34351,3194,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,289315,3169,16076,1890,16913,1933,14669,1603,18977,2205,14078,1783,18534,2214,15159,1779,13967,1588,13239,1779,25767,2079,35657,2513,39216,2835,21601,2408,9340,1327,8655,1346,7467,1133,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1945266,11527,155175,5598,121463,5290,126408,6284,125955,4927,120132,5712,118442,5342,103431,5094,100502,5321,90145,4875,166138,6454,187974,7126,221532,6763,129775,5873,61757,4137,59045,4034,57392,3770,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4705466,15228,262302,10229,208768,6784,197159,7196,225881,8274,206594,7798,218415,7114,208988,8418,216371,7832,190180,7663,363403,10224,489355,14089,613374,14040,458613,11560,260485,8917,283361,9170,302217,10606,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,745771,5561,37485,2862,30804,2812,29457,2541,37321,3189,33557,2935,37323,2735,36401,2841,37353,3190,33020,2751,70328,4134,97360,5253,107140,4212,65224,3496,35273,2761,30309,2580,27416,2758,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,246753,2433,13077,1359,14442,1657,12313,1422,14283,1296,12375,1443,13045,1501,12838,1611,13204,1451,10843,1207,20220,1843,28494,2128,34320,2318,19818,1485,9828,1149,10170,1304,7483,1001,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2086109,12208,99283,4666,80813,3998,82361,4711,86917,4568,86638,5290,90474,5165,85154,5030,85144,5199,78829,4740,159044,6769,209723,6851,282686,9598,204399,6184,129920,5419,155392,6260,169332,5849,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2077341,8641,113282,5607,91603,4750,86224,4552,97607,5485,90664,4805,105447,4385,94843,4875,95758,4797,90873,4856,174626,6691,233850,8774,286086,8251,186857,6688,116952,4752,112837,5806,99832,4386,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,697748,5773,72501,3764,55436,3884,53454,3397,50388,3484,47441,3493,40144,2529,35554,2542,38635,2862,28024,2552,52851,3432,65104,4002,70098,3216,39940,2873,19925,2230,16607,1844,11646,1901,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1994069,7630,109852,4727,101298,4205,103060,4934,112377,4250,100908,3825,108244,3901,105503,3800,102756,4389,92538,3314,181167,5657,236692,5929,274067,6191,162076,4663,79423,4296,70065,3904,54043,2313,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,200768,3059,8409,1278,8146,1278,8436,1206,11034,1529,10586,1614,10778,1397,10809,1469,9679,1418,8693,1299,17781,1983,23409,1864,29929,2912,18761,1981,11518,1383,7490,1245,5310,1021,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,9521,1455,1986,660,1050,531,962,549,1069,549,383,250,262,211,316,271,368,302,567,367,816,430,644,411,688,369,135,129,109,147,166,195,0,210,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
