GEO_ID,B24091_001E,B24091_001M,B24091_002E,B24091_002M,B24091_003E,B24091_003M,B24091_004E,B24091_004M,B24091_005E,B24091_005M,B24091_006E,B24091_006M,B24091_007E,B24091_007M,B24091_008E,B24091_008M,B24091_009E,B24091_009M,NAME,B24091_001EA,B24091_001MA,B24091_002EA,B24091_002MA,B24091_003MA,B24091_003EA,B24091_004EA,B24091_004MA,B24091_005EA,B24091_005MA,B24091_006EA,B24091_006MA,B24091_007EA,B24091_007MA,B24091_008MA,B24091_008EA,B24091_009EA,B24091_009MA,state
0400000US40,36295,306,35625,417,35238,441,50344,1419,35906,841,36004,963,37614,1033,53272,2180,30459,984,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,41408,360,40076,636,39507,847,49589,2862,43417,2033,50406,1124,46598,1827,54232,2202,31229,1170,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,42415,192,41742,219,41484,220,54154,3527,42717,814,46954,775,48083,1264,56497,934,31428,638,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,45300,962,42398,968,42223,789,48510,5324,46700,3829,61346,2322,56036,6033,58945,6664,34671,5197,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,36530,411,35817,516,35468,500,49831,3583,36523,1663,36481,1017,41451,1285,51837,1586,30846,1309,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,36046,403,34757,1056,34366,1160,41474,2970,37597,1686,37588,1832,39550,4955,51162,2198,33620,4175,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,37009,290,36159,369,35873,375,55857,9943,40888,913,39076,955,38647,2184,55426,2247,31971,964,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,40222,173,38745,502,37866,503,60345,2060,41041,770,43748,732,41306,501,55383,1125,31255,629,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,41620,396,40236,481,39674,957,51660,3735,47701,2583,44206,3200,45149,2195,58994,1900,31627,2963,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,41325,601,40410,786,39607,1087,60441,10476,45004,2215,45454,2983,44978,2704,60026,5725,27929,3181,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,47253,366,44061,795,43089,811,60908,1443,50424,1162,44523,827,42086,1236,82300,2071,30670,895,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,48519,602,46842,479,46441,502,60068,5156,46404,1365,59460,2036,51128,1024,59113,2984,32195,2558,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,36593,632,35482,853,35215,952,43167,6196,35911,1554,36283,1683,37441,1499,56559,2723,26609,4591,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,41392,207,40654,246,40429,252,51025,1047,42623,1085,49815,878,48039,1707,52102,803,27657,2009,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,43509,1721,41755,989,41623,1027,50228,14545,37379,4445,50234,2602,46571,1905,51420,8892,35573,6326,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22287,305,20511,393,20205,386,32702,3435,22943,1013,17951,1058,27434,687,36693,3812,19584,2307,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
