GEO_ID,B24091_001E,B24091_001M,B24091_002E,B24091_002M,B24091_003E,B24091_003M,B24091_004E,B24091_004M,B24091_005E,B24091_005M,B24091_006E,B24091_006M,B24091_007E,B24091_007M,B24091_008E,B24091_008M,B24091_009E,B24091_009M,NAME,B24091_001EA,B24091_001MA,B24091_002EA,B24091_002MA,B24091_003MA,B24091_003EA,B24091_004EA,B24091_004MA,B24091_005EA,B24091_005MA,B24091_006EA,B24091_006MA,B24091_007EA,B24091_007MA,B24091_008MA,B24091_008EA,B24091_009EA,B24091_009MA,state
0400000US01,37468,514,35849,429,35323,449,54613,6381,37647,2218,41115,846,44518,1759,58750,3772,28002,2753,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,47828,2396,43953,2412,43904,2341,46197,15181,44367,3622,56706,5203,55430,6307,57413,5207,40760,1545,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40209,349,39268,812,38315,833,53890,8739,41252,1434,42097,904,40736,885,52538,2329,28826,2772,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,34846,635,33243,808,32513,744,51120,3047,35548,1678,36418,1327,37509,1604,50614,3162,26965,3673,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,46080,185,42357,167,41884,179,65579,3289,50341,538,60670,429,57161,1055,58479,1771,35195,997,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,46022,395,45145,590,44310,1038,51991,1656,46232,1477,48714,1979,48704,2321,61866,2168,35123,3194,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,53770,1008,52495,1021,52076,455,74023,5553,50155,1768,61095,1009,64856,2221,60197,3580,41663,1027,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,45749,806,45672,1004,45407,1194,49572,4780,45260,2643,50735,3096,43235,3080,55189,4246,34205,5202,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,62876,2054,60459,2913,59232,4435,99202,36043,57874,3287,56893,5393,57104,5925,83897,8945,31553,12902,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,37096,222,35840,278,35237,289,48773,2213,39920,1255,42325,450,40595,737,55366,1415,26431,774,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,40258,217,39083,565,38332,604,51438,1449,42439,2124,41042,594,41402,1065,58974,2019,28393,3531,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,41514,527,39211,1591,38227,1589,51695,10260,41507,1372,51751,3706,47085,1440,56209,4290,33823,4979,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36665,650,35864,798,35420,820,50090,6924,41785,5040,37329,1980,37192,1157,55936,3202,27351,6003,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,45199,301,43212,638,42433,376,60137,3534,44265,1003,52399,842,52007,780,57182,1544,31544,652,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,40295,218,39711,551,39245,547,49517,4165,41459,822,41947,825,41060,1126,55809,2219,31941,1325,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,40010,427,37856,648,37399,437,49264,4257,39200,1706,44717,1294,49354,1562,55396,3061,32013,1345,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,39716,657,39271,886,38559,896,50315,2042,40233,1358,40331,928,40988,932,52455,2673,30718,1188,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,37492,588,36654,497,36405,534,50040,5868,39504,1920,40375,1268,39478,1425,55349,2516,30049,2850,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,38773,835,37310,528,36868,442,57029,7281,38873,2978,39234,1778,42551,1686,50972,1930,35804,1451,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,40149,586,38929,1720,37715,1622,51111,2936,37648,2589,42715,2132,43464,2818,55740,2458,30203,2112,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,52268,283,48617,1237,47537,1069,62038,6107,52218,1062,55554,1762,50478,1252,84803,2255,37180,3230,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,52285,213,51699,304,51377,315,68801,6448,52388,1057,59958,1688,59268,2155,61464,1380,39058,4063,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,42712,505,41564,252,41259,251,53843,3616,44523,1368,50606,651,52728,1198,58575,2178,30210,1244,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,45586,336,44930,580,44446,683,51674,1508,46420,1044,50495,678,50409,1150,60290,2131,33834,2444,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,34901,659,33644,908,32703,857,56363,8609,36011,1767,32027,1199,36368,793,51341,1833,31316,1667,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,39160,469,38762,579,38358,590,46872,3444,40663,885,40712,663,36357,825,52278,1810,30374,1586,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,36766,673,35933,1013,35532,1058,41402,2587,38137,3303,37903,2204,40888,2100,54479,3807,22901,2469,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,38502,738,37381,596,36923,517,50897,3186,39203,1483,41745,910,40830,1140,55329,3244,31764,757,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,38860,1488,35755,656,35296,703,53981,6478,44858,5772,54839,3229,52015,2430,52320,3750,30027,4961,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,47685,1127,47486,1569,46952,1088,65533,7342,46674,2553,50944,1526,46258,2745,60084,3551,37252,3725,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,53425,661,51985,357,51632,350,66918,4109,53928,1855,60105,1279,61355,1041,63152,3533,42101,1539,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,36955,640,34581,1183,33743,1201,53156,4430,37270,2021,38699,2936,42356,2235,56652,3359,27185,5504,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,46470,242,43542,569,42401,234,61153,1227,46691,566,56356,647,57005,870,58428,1773,31234,702,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,38280,480,37239,409,36724,434,50416,1617,43231,1825,38311,1091,40207,1032,52165,1036,28434,2895,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,39278,1135,37256,1105,36795,823,51025,2988,37671,3042,39251,1911,42373,3273,51572,2233,40533,2962,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,41244,184,40224,228,40002,340,50973,1255,41867,707,47523,1008,47451,1338,59122,1923,30793,734,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
