GEO_ID,B24081_001E,B24081_001M,B24081_002E,B24081_002M,B24081_003E,B24081_003M,B24081_004E,B24081_004M,B24081_005E,B24081_005M,B24081_006E,B24081_006M,B24081_007E,B24081_007M,B24081_008E,B24081_008M,B24081_009E,B24081_009M,NAME,B24081_001MA,B24081_001EA,B24081_002EA,B24081_002MA,B24081_003EA,B24081_003MA,B24081_004EA,B24081_004MA,B24081_005MA,B24081_005EA,B24081_006MA,B24081_006EA,B24081_007MA,B24081_007EA,B24081_008EA,B24081_008MA,B24081_009EA,B24081_009MA,state
0400000US01,29900,432,27842,619,27278,398,47289,5498,27681,1684,36467,1251,39386,2193,54403,2631,20159,1523,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,38762,2014,35074,2455,33665,2891,45442,8118,38342,2977,42046,2464,50168,2472,52196,5588,30514,3375,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31078,286,30277,350,29673,578,44160,3759,32398,1396,37540,1104,34939,1757,50732,1919,18607,1867,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,27031,358,26167,427,25734,450,42825,5597,26501,1217,32914,1500,34335,1744,45904,2504,16900,918,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32910,242,31366,135,30875,137,52362,1278,37896,1142,47894,863,45819,961,55292,759,23049,589,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,34856,545,33479,711,32600,598,44537,4035,35668,1460,40558,911,40697,1506,56767,3970,21546,797,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40906,333,40490,386,39980,704,60523,5006,38319,1832,50037,1507,56809,1817,57626,4186,27410,2369,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36696,620,36120,692,35854,730,45422,6584,36353,2783,42185,5028,40050,2270,52469,5912,26415,2682,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,52332,1126,45870,3578,43935,3698,76725,12420,49715,3754,49696,5092,52437,6132,76761,4664,24254,1937,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,29474,303,27449,267,26853,227,40181,1154,32280,642,40074,427,36643,973,52202,1065,17446,819,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,30843,225,30129,285,29645,530,40877,2394,33206,2022,36259,1154,35598,1054,54856,1954,18343,1673,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,33620,1039,31276,607,30904,612,42039,3993,35960,1368,46361,3332,40882,1244,52092,2561,22244,2040,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,26717,569,25753,720,25258,749,37305,7407,26994,2310,31018,1000,31228,2019,50650,2461,18943,3244,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,34013,371,32465,284,32089,196,49149,3141,34055,996,44134,1424,41802,971,54045,1466,21909,578,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,31146,191,30803,229,30579,230,41543,1503,32112,854,35273,756,33700,1560,52832,1780,20814,787,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,31094,245,30647,259,30305,277,43581,4173,28628,1518,37400,1490,41820,1075,51773,1806,23083,1561,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,30863,288,30515,379,30145,441,45073,5052,30832,856,34463,1683,33267,1845,47571,2895,21267,847,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,29140,506,27678,608,27302,409,41086,3736,31541,944,32709,1789,34079,1274,51079,1611,19812,1360,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,30576,270,29303,677,28280,690,46680,5757,30146,1572,34436,1982,37682,1886,47750,2373,24938,1739,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,30297,528,29016,1232,28303,1342,42478,5191,31783,1063,37464,1541,37412,3264,52244,1778,19478,1724,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,42088,269,36895,481,36297,503,51783,2125,43887,1967,50657,949,45803,1600,81464,1577,23582,1822,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,40269,243,38601,753,37643,735,57451,3790,40972,605,49823,1529,50217,1200,57307,1515,25844,1137,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,30555,173,29374,377,28700,387,43548,3105,33333,1313,39961,1107,43840,1415,55346,1167,17436,916,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,35075,252,34229,519,33566,532,45348,4292,34858,1067,41270,673,41631,717,55180,1738,23355,1496,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27597,569,26661,431,26214,429,47303,5536,29123,1927,26990,1406,33068,1700,47354,3596,21547,1209,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,30410,248,29691,473,29208,469,39548,2187,31699,795,34861,947,32609,997,50068,1528,20791,614,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,26519,587,25072,761,24077,912,35245,3469,27970,1619,33814,2111,36468,1687,42993,6292,17491,1747,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,30732,273,29589,574,28853,553,42466,3410,31743,908,36095,996,34555,1885,52001,2442,24638,1489,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,30986,485,29372,803,28823,804,46757,6993,32294,3524,47122,1901,48444,4191,50705,2335,20250,3423,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,36620,594,36288,824,35763,833,51506,4379,36797,1640,41350,1288,36452,2715,55549,3538,26791,2178,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,41653,235,40186,320,39234,683,55954,4361,41045,757,52091,623,56274,1237,60113,1985,28153,1836,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,28278,783,26022,595,25595,599,40944,4933,28258,1812,33362,2671,36096,1610,52138,2648,16621,1812,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,36182,197,33418,416,32396,210,51661,682,36932,433,50036,618,51482,636,56380,665,22134,497,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,30103,231,28348,487,27576,438,43338,3519,32835,1361,34220,760,35334,850,50572,1032,20382,807,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,31257,401,30352,604,29863,1219,48959,3266,30188,1713,35118,2268,36031,2092,49659,4868,31703,1688,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,31309,158,30342,194,30081,207,41967,1108,31637,435,41035,648,40571,759,56432,1152,20462,529,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,28819,384,27268,346,26860,352,41149,1785,28866,1241,31517,1048,34216,972,50027,2530,21212,926,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,30457,295,29414,749,28499,731,41422,1980,32048,1123,40995,850,37234,1586,48561,2554,20041,1554,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,32837,326,31829,199,31509,200,48269,3402,33630,837,41194,543,44223,1229,53510,1263,21999,466,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,35488,799,32040,745,31561,704,42259,4707,38329,3377,51657,4211,50202,3746,53944,2410,26764,4279,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,29209,591,27764,711,27277,421,40683,3095,27323,1173,32340,1006,36387,1392,49348,2247,20766,998,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,29953,614,27401,900,27102,660,36510,7333,30860,2395,31610,1125,34908,3146,45178,5185,30923,1038,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,29621,460,28048,618,27560,562,47890,4935,31879,734,34488,986,34603,1246,50184,2255,21582,800,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,31116,134,30293,180,29842,330,50400,795,31909,712,40143,608,36515,740,52045,851,21094,478,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,29969,472,28074,736,27289,475,41917,3861,31068,1938,30903,1854,38099,2491,55466,2595,15430,1732,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,32015,467,31178,598,30596,647,46898,4652,35909,1279,36832,4011,38562,3823,50389,4887,21953,1793,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,36794,270,33537,509,32807,515,51621,1461,39158,1677,40206,559,36627,917,78329,3073,20756,807,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,36160,297,34602,537,33733,524,47186,3515,36322,937,49188,1353,42259,1255,55342,1763,21209,1015,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,28530,625,26777,558,26484,602,40068,7556,28646,1983,31552,998,32236,1347,54244,2885,15929,1877,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,31678,192,31097,218,30850,226,42390,2107,32385,766,41838,631,39153,1703,47542,3219,20926,626,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,34512,1680,32367,1492,32198,1378,36354,14106,30367,4016,42075,3486,41670,1544,46840,7599,22853,3869,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17221,201,16228,200,16103,209,22402,2593,18338,1737,16462,470,26515,657,30106,4227,10758,505,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
