GEO_ID,B25093_001E,B25093_001M,B25093_002E,B25093_002M,B25093_003E,B25093_003M,B25093_004E,B25093_004M,B25093_005E,B25093_005M,B25093_006E,B25093_006M,B25093_007E,B25093_007M,B25093_008E,B25093_008M,B25093_009E,B25093_009M,B25093_010E,B25093_010M,B25093_011E,B25093_011M,B25093_012E,B25093_012M,B25093_013E,B25093_013M,B25093_014E,B25093_014M,B25093_015E,B25093_015M,B25093_016E,B25093_016M,B25093_017E,B25093_017M,B25093_018E,B25093_018M,B25093_019E,B25093_019M,B25093_020E,B25093_020M,B25093_021E,B25093_021M,B25093_022E,B25093_022M,B25093_023E,B25093_023M,B25093_024E,B25093_024M,B25093_025E,B25093_025M,B25093_026E,B25093_026M,B25093_027E,B25093_027M,B25093_028E,B25093_028M,B25093_029E,B25093_029M,NAME,B25093_001MA,B25093_001EA,B25093_002MA,B25093_002EA,B25093_003MA,B25093_003EA,B25093_004EA,B25093_004MA,B25093_005EA,B25093_005MA,B25093_006EA,B25093_006MA,B25093_007MA,B25093_007EA,B25093_008MA,B25093_008EA,B25093_009EA,B25093_009MA,B25093_010EA,B25093_010MA,B25093_011EA,B25093_011MA,B25093_012MA,B25093_012EA,B25093_013MA,B25093_013EA,B25093_014MA,B25093_014EA,B25093_015EA,B25093_015MA,B25093_016EA,B25093_016MA,B25093_017EA,B25093_017MA,B25093_018MA,B25093_018EA,B25093_019MA,B25093_019EA,B25093_020EA,B25093_020MA,B25093_021EA,B25093_021MA,B25093_022EA,B25093_022MA,B25093_023MA,B25093_023EA,B25093_024MA,B25093_024EA,B25093_025MA,B25093_025EA,B25093_026EA,B25093_026MA,B25093_027EA,B25093_027MA,B25093_028EA,B25093_028MA,B25093_029MA,B25093_029EA,state
0400000US01,1289217,12212,16671,2297,7588,1602,1879,711,1674,720,767,422,4492,1167,271,232,128185,5074,59625,4002,21548,2865,11285,1678,10037,2079,24610,2674,1080,567,786638,8589,421853,8296,98722,4652,65790,4066,44911,3409,147763,6112,7599,1282,357723,5218,207275,4842,36868,2649,24363,2197,18699,1786,68217,3815,2301,680,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162312,3867,1777,626,651,391,319,410,101,91,482,304,224,159,0,149,22446,2168,7639,1221,4544,1054,2563,866,1810,641,5846,1505,44,68,108485,2895,58010,2530,13967,1765,10709,1354,6754,1214,18962,1892,83,66,29604,1551,17650,1317,2808,706,2088,566,1677,555,5328,908,53,68,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1501528,15067,16905,2292,5639,1559,1951,809,1667,786,1075,809,5923,1469,650,422,139034,7161,48987,4602,26775,3805,17262,2599,11759,2048,33029,4098,1222,678,876985,13186,373555,10437,122441,6182,85157,6183,64848,5673,218140,8620,12844,2640,468604,6320,253814,5891,51081,3493,32429,3280,24188,2873,102993,4965,4099,1096,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,750984,9249,10765,1801,2848,874,1367,669,1414,644,1076,640,3313,1065,747,526,79415,4360,39040,2857,11597,1812,9205,1515,5385,1427,13441,1995,747,515,437200,7875,258632,7527,50229,3699,34252,3191,20660,2481,68608,4694,4819,1187,223604,3779,141273,3754,22581,1952,14038,1732,10452,1533,33767,2348,1493,507,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6843369,25886,46947,4001,12215,2055,4852,1253,3964,1019,4226,1485,20576,2617,1114,470,521113,12812,115620,5566,82952,4982,77417,4427,63862,4634,179086,7925,2176,995,4409527,24435,1413502,17770,583559,14327,515441,10457,403762,9516,1446451,19268,46812,3542,1865782,12083,916468,12112,177700,5484,131865,5882,109055,4644,519371,9126,11323,1486,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1271804,10881,12277,1874,3381,844,1959,688,1125,496,867,563,4450,1209,495,382,142598,5657,52479,4025,24483,2832,22324,2538,13747,1922,28546,2805,1019,662,833793,9091,376128,7589,122355,5448,86884,5111,61063,4375,181136,7426,6227,1542,283136,4111,150994,4151,25219,1887,23722,1807,17997,1839,63873,3841,1331,582,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,911059,6941,3543,889,780,383,250,183,387,262,267,254,1771,623,88,170,66822,3998,15632,2005,14188,1781,11243,1818,6068,1307,19279,2569,412,369,603926,6639,239143,5313,87576,4036,67626,3562,52070,3522,153916,5343,3595,1035,236768,4134,91326,3680,25832,2239,22758,2093,19530,1773,76146,3649,1176,398,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,238560,4816,1730,733,396,313,32,54,231,235,141,140,930,468,0,192,19297,1822,4988,1069,3371,998,3742,986,1944,621,5155,1092,97,142,150061,4188,69549,3458,23854,2534,13759,1758,10410,1564,31806,2862,683,421,67472,2361,40037,2440,5942,934,4574,1012,2967,875,13647,1575,305,213,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110625,3425,322,236,22,38,0,200,85,139,0,200,215,187,0,200,14339,1760,4175,886,2359,577,2434,634,2127,912,3030,1026,214,211,66346,2866,30442,2185,9234,1292,6900,1041,5120,1216,14472,1631,178,188,29618,1446,15796,1267,2877,709,1798,492,1359,479,7572,1150,216,161,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4741169,31771,32798,3516,6939,1394,4105,1130,3632,1244,2410,1083,13508,2513,2204,993,325733,9993,99846,5315,54690,4905,44768,4827,30853,3468,92203,5445,3373,1109,2725416,25037,1058119,17512,343017,8613,273420,10832,198962,9254,814354,15711,37544,4270,1657222,14430,798500,12655,167903,7021,134014,6828,96935,5447,441953,9938,17917,2326,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
