GEO_ID,C19001A_001E,C19001A_001M,C19001A_002E,C19001A_002M,C19001A_003E,C19001A_003M,C19001A_004E,C19001A_004M,C19001A_005E,C19001A_005M,C19001A_006E,C19001A_006M,C19001A_007E,C19001A_007M,C19001A_008E,C19001A_008M,C19001A_009E,C19001A_009M,C19001A_010E,C19001A_010M,C19001A_011E,C19001A_011M,NAME,C19001A_001EA,C19001A_001MA,C19001A_002EA,C19001A_002MA,C19001A_003EA,C19001A_003MA,C19001A_004EA,C19001A_004MA,C19001A_005MA,C19001A_005EA,C19001A_006EA,C19001A_006MA,C19001A_007EA,C19001A_007MA,C19001A_008EA,C19001A_008MA,C19001A_009EA,C19001A_009MA,C19001A_010MA,C19001A_010EA,C19001A_011EA,C19001A_011MA,state
0400000US01,1314768,8237,97540,5521,81677,4934,164534,5680,147346,6218,194712,6490,240976,7442,153845,5191,148149,5380,45926,3538,40063,3033,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,193742,3154,6805,1296,6231,1233,11562,1493,13334,1646,22159,2283,40121,3053,31087,2473,36151,2645,16449,2235,9843,1570,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1980030,12659,147665,8041,103503,5463,237229,9218,220589,8541,299345,10165,367023,10663,231080,8517,228992,7533,77538,5547,67066,4730,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,909536,6940,75476,4198,70532,4273,126235,4844,109933,5178,142561,5296,163906,5339,95797,4359,82486,3999,24384,2634,18226,2342,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8488352,27903,462182,12298,432234,11202,847568,15606,789378,17239,1071824,16091,1443831,18095,1036195,17761,1256506,17208,545328,12449,603306,10763,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1730551,11052,104161,4838,77229,4106,165619,6469,163914,7186,240291,7317,325951,10494,221233,7376,244321,7113,99785,5134,88047,4191,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1102216,6222,53145,3316,42243,3350,90756,4017,81196,5253,122667,4674,183173,5333,151633,6248,184955,5822,89076,3621,103372,4098,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,248392,3571,9548,1296,9017,1479,22187,2021,22268,2390,33858,2422,46767,3053,37453,3038,40914,3238,13490,1728,12890,1589,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119021,3301,5523,1278,1587,622,3760,1097,3707,950,8926,1674,17124,2032,14582,2008,25529,2314,12348,1445,25935,1856,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5746158,23697,416149,10107,339582,10671,720927,13615,684756,16270,873232,16036,1061660,21758,628515,14401,599329,13829,210065,8468,211943,8770,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2242220,13717,153258,7035,123110,6711,241414,8556,222784,8385,314548,10809,426890,11500,275018,8037,282539,9585,103334,5823,99325,4998,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,149615,3335,10112,2110,5659,996,11255,1436,12192,1990,21518,2446,30834,2664,19935,1995,20210,2473,9486,1800,8414,1427,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,547153,5924,40865,3783,32573,2861,70232,3851,72624,5052,89233,4186,105141,5097,61138,3977,53599,4186,12662,1901,9086,1584,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3638039,13344,204505,7162,163804,5937,375415,9975,348182,7865,476932,9908,687023,11707,476990,10256,510049,10493,196388,7115,198751,6192,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2146166,9731,141330,6210,123082,5840,245566,7338,253287,7249,327692,8687,442116,9333,267484,7951,233489,7627,59335,3979,52785,3820,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1144189,6133,69704,4275,66903,3455,123761,5153,132199,4751,172705,5495,234654,5535,148702,5098,129302,4151,37230,2481,29029,2262,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,970810,5530,57765,3314,50003,3260,108871,3584,111005,4617,151759,5646,188844,6130,124195,4281,114345,4256,33964,2847,30059,2505,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1499418,8349,151314,6306,107903,5143,197799,7082,174615,5365,225334,7041,267647,7046,159553,5637,143941,5138,37414,3093,33898,2644,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1128955,7421,84216,5167,70258,3922,123604,6101,117395,6268,152148,5126,200076,7339,146393,5905,147636,6344,47807,3105,39422,2795,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,536015,4941,38488,2796,38594,3025,69522,3081,60894,3367,77781,3471,98859,4012,68274,3531,55278,3258,15221,2038,13104,1620,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1327546,8262,50470,3625,44058,3060,93834,4405,90936,4563,132123,5785,228785,6694,179372,6722,257605,7127,121098,5492,129265,5031,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2123858,9273,120208,4970,104513,5478,187616,7390,165625,6654,233085,7541,350071,8312,275395,8714,355446,8987,164960,5652,166939,5872,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3088992,12597,207257,6638,172456,5678,368362,8250,347807,7737,456162,9400,592386,10508,383554,7140,357659,6607,112065,4975,91284,4060,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1881399,7401,100127,4013,83856,3573,172688,4937,174573,4403,256553,6505,382056,7582,266049,6174,276955,6485,89446,3493,79096,3476,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,681076,7020,53175,3374,44722,3389,83941,5402,79793,4621,103189,5127,130929,5294,78226,4170,68183,4297,20839,2343,18079,2232,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1992811,10607,139578,5400,115115,5350,240440,6601,228712,7629,311568,8497,379457,8937,236043,6790,215192,6839,69165,3783,57541,3070,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,374690,4494,23986,1843,25726,2496,49242,3443,45656,2592,61639,3878,73094,3344,44316,3300,34200,3176,9016,1332,7815,1278,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,656444,4793,40653,3195,33352,2422,73525,3071,70255,2979,97240,3884,131756,3774,88131,3319,77449,3391,23055,2118,21028,1992,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,750768,9815,47410,4451,36393,3257,81132,5627,84522,5297,116644,6558,143662,7523,91822,5904,93633,5238,30081,3421,25469,3492,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,492522,4400,23461,2177,22314,2328,43017,2934,47193,3420,61830,3472,90400,3920,70394,3727,80819,3837,29179,2602,23915,2332,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2311885,10724,100874,5557,81668,3809,191559,7630,177394,5648,251971,6714,380080,8424,309452,8456,411786,8501,194498,6254,212603,6800,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,590335,7041,52224,3478,37721,3286,78124,4435,65728,3874,86994,4978,99287,4795,64538,3867,64294,3782,22520,2063,18905,2199,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
