GEO_ID,C19001A_001E,C19001A_001M,C19001A_002E,C19001A_002M,C19001A_003E,C19001A_003M,C19001A_004E,C19001A_004M,C19001A_005E,C19001A_005M,C19001A_006E,C19001A_006M,C19001A_007E,C19001A_007M,C19001A_008E,C19001A_008M,C19001A_009E,C19001A_009M,C19001A_010E,C19001A_010M,C19001A_011E,C19001A_011M,NAME,C19001A_001EA,C19001A_001MA,C19001A_002EA,C19001A_002MA,C19001A_003EA,C19001A_003MA,C19001A_004EA,C19001A_004MA,C19001A_005MA,C19001A_005EA,C19001A_006EA,C19001A_006MA,C19001A_007EA,C19001A_007MA,C19001A_008EA,C19001A_008MA,C19001A_009EA,C19001A_009MA,C19001A_010MA,C19001A_010EA,C19001A_011EA,C19001A_011MA,state
0400000US36,5068665,16566,317196,9373,247620,6876,491798,9724,437723,8718,589197,12443,879805,14624,645064,13029,745604,12781,330235,8836,384423,8958,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2700445,16195,185977,7627,157045,7743,316022,9562,307410,9401,399412,11139,507831,13291,311834,9193,314356,10767,106746,7473,93812,5025,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,263699,2425,17822,2108,13804,1523,28069,2028,26574,2037,37677,2425,52224,2983,36363,2322,34346,1827,8058,1058,8762,1403,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3833890,13053,263928,8261,222709,6108,449650,8402,434616,9446,564529,9271,753125,9966,465949,7170,433670,8148,137951,5422,107763,4276,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1130297,7157,82419,4092,74499,3994,141358,5741,136191,5021,173149,5763,212511,5775,128766,5326,119666,4818,30814,2454,30924,1934,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1349599,7298,102725,5244,77456,5193,160515,5940,153865,5601,204662,7376,260024,8066,161890,6015,145032,5492,43588,3563,39842,2839,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4213142,12194,249737,7216,227889,5981,472467,9053,438547,8818,599310,12295,818366,12805,528959,9487,529247,8977,181503,5758,167117,5577,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,354489,3824,24041,2438,20305,2171,36045,2952,31121,2569,44838,3029,62144,3914,44512,3116,55003,3856,20687,2341,15793,1847,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1243544,9962,86172,4989,72311,4795,140010,6354,135107,5000,187336,6803,246213,8038,148137,6770,150624,6836,42390,3991,35244,3249,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,292718,3207,16489,1915,17011,1933,33989,2505,33623,2765,42852,3109,62357,3213,39313,2835,30962,2538,8655,1346,7467,1133,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1986001,11874,159222,5654,124696,5360,260500,7846,244765,8147,299970,8269,359960,8983,224994,6927,194557,6690,59584,4076,57753,3806,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6776510,19825,470007,11590,364481,9094,751472,15190,705194,14820,942540,15739,1222479,20731,799305,16149,867187,14541,324661,9826,329184,10877,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,800109,6025,41216,3248,34883,3098,73650,4530,79298,4203,114931,5359,179501,6221,112386,4412,105034,4501,31686,2698,27524,2766,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,248798,2477,13141,1363,14601,1661,26697,1828,25709,2225,37051,2468,49168,2793,34657,2331,29787,1808,10358,1283,7629,1003,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2188551,12501,103485,4870,85638,4553,178830,6612,186668,6420,262764,8996,388757,9798,296295,9821,350015,7480,161900,6330,174199,5961,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2192292,9698,121731,6009,98464,5000,198991,7975,212158,7174,300211,9325,430147,10426,298201,8180,314553,7524,115484,5723,102352,4347,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,701683,5722,72815,3804,55617,3911,104493,4099,87891,4255,102856,4354,119003,5106,70631,3238,60008,3541,16707,1814,11662,1900,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2057111,8000,115083,4736,105237,4255,224944,6186,218510,5370,310753,5519,430269,8761,280162,6314,245779,5881,71515,4122,54859,2473,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,207666,3228,9045,1457,8607,1389,20323,2110,22459,2101,30102,2152,42235,2677,30939,2931,31083,2506,7490,1245,5383,1030,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,857626,9765,246349,6651,106527,4656,162192,5557,102683,4242,97516,4354,79558,4508,28535,2778,22066,2206,6713,1230,5487,963,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
