GEO_ID,C24040_001E,C24040_001M,C24040_002E,C24040_002M,C24040_003E,C24040_003M,C24040_004E,C24040_004M,C24040_005E,C24040_005M,C24040_006E,C24040_006M,C24040_007E,C24040_007M,C24040_008E,C24040_008M,C24040_009E,C24040_009M,C24040_010E,C24040_010M,C24040_011E,C24040_011M,C24040_012E,C24040_012M,C24040_013E,C24040_013M,C24040_014E,C24040_014M,C24040_015E,C24040_015M,C24040_016E,C24040_016M,C24040_017E,C24040_017M,C24040_018E,C24040_018M,C24040_019E,C24040_019M,C24040_020E,C24040_020M,C24040_021E,C24040_021M,C24040_022E,C24040_022M,C24040_023E,C24040_023M,C24040_024E,C24040_024M,C24040_025E,C24040_025M,C24040_026E,C24040_026M,C24040_027E,C24040_027M,C24040_028E,C24040_028M,C24040_029E,C24040_029M,C24040_030E,C24040_030M,C24040_031E,C24040_031M,C24040_032E,C24040_032M,C24040_033E,C24040_033M,C24040_034E,C24040_034M,C24040_035E,C24040_035M,C24040_036E,C24040_036M,C24040_037E,C24040_037M,C24040_038E,C24040_038M,C24040_039E,C24040_039M,C24040_040E,C24040_040M,C24040_041E,C24040_041M,C24040_042E,C24040_042M,C24040_043E,C24040_043M,C24040_044E,C24040_044M,C24040_045E,C24040_045M,C24040_046E,C24040_046M,C24040_047E,C24040_047M,C24040_048E,C24040_048M,C24040_049E,C24040_049M,C24040_050E,C24040_050M,C24040_051E,C24040_051M,C24040_052E,C24040_052M,C24040_053E,C24040_053M,C24040_054E,C24040_054M,C24040_055E,C24040_055M,NAME,C24040_001EA,C24040_001MA,C24040_002MA,C24040_002EA,C24040_003MA,C24040_003EA,C24040_004MA,C24040_004EA,C24040_005EA,C24040_005MA,C24040_006EA,C24040_006MA,C24040_007EA,C24040_007MA,C24040_008MA,C24040_008EA,C24040_009MA,C24040_009EA,C24040_010MA,C24040_010EA,C24040_011EA,C24040_011MA,C24040_012EA,C24040_012MA,C24040_013EA,C24040_013MA,C24040_014MA,C24040_014EA,C24040_015MA,C24040_015EA,C24040_016EA,C24040_016MA,C24040_017EA,C24040_017MA,C24040_018EA,C24040_018MA,C24040_019EA,C24040_019MA,C24040_020MA,C24040_020EA,C24040_021MA,C24040_021EA,C24040_022EA,C24040_022MA,C24040_023EA,C24040_023MA,C24040_024EA,C24040_024MA,C24040_025MA,C24040_025EA,C24040_026MA,C24040_026EA,C24040_027EA,C24040_027MA,C24040_028EA,C24040_028MA,C24040_029MA,C24040_029EA,C24040_030MA,C24040_030EA,C24040_031MA,C24040_031EA,C24040_032MA,C24040_032EA,C24040_033EA,C24040_033MA,C24040_034MA,C24040_034EA,C24040_035MA,C24040_035EA,C24040_036MA,C24040_036EA,C24040_037MA,C24040_037EA,C24040_038EA,C24040_038MA,C24040_039EA,C24040_039MA,C24040_040EA,C24040_040MA,C24040_041MA,C24040_041EA,C24040_042MA,C24040_042EA,C24040_043MA,C24040_043EA,C24040_044EA,C24040_044MA,C24040_045EA,C24040_045MA,C24040_046MA,C24040_046EA,C24040_047MA,C24040_047EA,C24040_048MA,C24040_048EA,C24040_049MA,C24040_049EA,C24040_050EA,C24040_050MA,C24040_051EA,C24040_051MA,C24040_052MA,C24040_052EA,C24040_053MA,C24040_053EA,C24040_054MA,C24040_054EA,C24040_055EA,C24040_055MA,state
0400000US01,1413424,18010,791093,11866,24168,2531,16304,2253,7864,1153,80003,4749,167534,6360,32490,2761,74031,4600,64894,4535,44100,3647,20794,2452,16144,2095,33833,3064,22562,2882,11271,2009,81829,4863,46744,3249,245,175,34840,3650,76234,4571,38791,3485,37443,3493,33816,3355,6082,1423,27734,3364,41035,3343,65082,4263,622331,10822,3360,948,2852,889,508,293,7113,1438,57354,4698,11378,1880,70444,3918,15677,2146,10758,1875,4919,1142,9933,1528,53169,3665,43934,3099,9235,1473,54693,4202,36285,3315,321,316,18087,2434,235319,7974,82726,5142,152593,5872,36432,3235,3227,759,33205,3080,26629,3122,40830,3337,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,222348,6529,123388,4488,7691,1452,2612,995,5079,1181,15854,2273,4417,1113,4736,1250,13431,2043,12480,1795,10571,1544,1909,645,1428,482,4422,1086,2431,926,1991,705,11961,1736,7846,1547,125,131,3990,954,13817,1943,6168,1242,7649,1261,7865,1546,1517,643,6348,1334,5862,1363,19424,2317,98960,4281,1141,442,472,259,669,339,1321,462,1568,756,1181,438,9661,1492,4565,1168,3795,1109,770,329,3130,869,6353,1532,4692,1355,1661,747,7050,1359,5069,1260,212,211,1769,495,36518,3017,11831,1733,24687,2651,6228,1322,658,294,5570,1339,3754,907,16490,1755,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1845139,22207,1052444,15240,27302,3585,15780,2906,11522,2190,100515,6578,124696,7705,42243,3939,113332,6934,77291,5993,60239,5552,17052,2693,25347,3712,78632,6402,56946,5356,21686,3337,135278,8835,65956,4546,618,533,68704,6911,115254,6755,48462,4989,66792,5315,80584,6694,23079,3040,57505,5901,47212,4205,84758,6144,792695,15393,6106,1829,2905,1008,3201,1538,11459,2327,43731,4884,14629,2577,77849,5574,29915,4100,24435,3995,5480,1452,11710,1917,100721,6894,79601,6514,21120,3111,84281,6309,50663,4852,365,249,33253,3852,261456,10913,85391,5717,176065,9128,59059,4965,12759,2345,46300,4442,32506,3361,59273,4709,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,873712,12831,489228,9447,30415,3004,23199,2237,7216,1543,48086,3656,98042,5786,21187,2398,63687,4315,47094,3635,35280,3355,11814,1947,9141,1812,20150,2159,13428,2041,6722,1189,31696,2789,17367,2101,620,451,13709,1958,48997,4182,23199,2533,25798,3129,20889,3104,3472,842,17417,3007,20169,2492,29675,2814,384484,7727,4214,1136,3026,956,1188,525,3555,884,40276,3439,5692,1290,46962,3483,13057,2078,9494,1899,3563,1036,7316,1345,30097,2808,23780,2729,6317,1284,24426,2462,15852,2036,554,312,8020,1711,153049,6072,55008,4002,98041,5202,19324,2340,3133,965,16191,2381,14033,1783,22483,2082,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10773167,42923,6315700,28951,187439,8206,164429,7785,23010,2947,523826,13485,933517,13915,276364,10351,641673,14106,459259,13742,376969,12243,82290,4802,210873,8196,380688,12194,241349,9132,139339,6883,912444,16080,567104,14071,4638,1191,340702,10136,648377,14510,271153,8402,377224,11532,467446,12986,134671,7262,332775,11257,287483,10137,386311,9869,4457467,30205,38258,3407,35034,3280,3224,843,46376,3617,408481,10854,123198,6404,428143,10686,132353,6958,102694,5222,29659,3686,114664,7224,413999,11229,298275,9519,115724,5923,511108,12308,364740,11013,3421,923,142947,6689,1417362,18817,435246,9056,982116,16063,321290,10215,84079,5772,237211,8412,210361,8138,291874,10363,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1675442,16365,968034,10496,40061,3361,18469,2267,21592,2651,102352,4990,106201,5406,41401,3429,96060,6042,67097,4043,50406,3462,16691,2117,37957,3543,64676,3971,41882,3622,22794,2298,143150,6982,102065,6030,930,481,40155,3636,95823,5192,47309,3360,48514,4455,64228,4445,17115,2341,47113,4007,42886,3194,66142,4419,707408,11457,8335,1437,4967,1123,3368,882,10466,1869,37904,3448,13296,2043,71333,4225,21494,2499,15973,1998,5521,1516,21414,2955,73672,4646,53997,3874,19675,2759,83321,5094,59321,4406,921,439,23079,2566,229140,6989,82908,4902,146232,6289,53256,4358,10829,1564,42427,4205,32189,3195,51588,4527,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1158553,12256,655956,7852,2972,825,2092,646,880,518,56656,3531,115157,4986,26556,3150,62996,3789,37944,3111,28293,3007,9651,1465,18645,1969,67763,3931,55655,3703,12108,1694,81370,4245,56660,3420,1122,536,23588,2625,87149,5259,41267,3366,45882,3877,39258,4017,13541,1908,25717,3493,25612,2540,33878,2581,502597,8796,1431,603,1360,576,71,117,5018,985,45600,3362,8670,1866,40571,2997,12253,1870,9137,1675,3116,829,11448,1700,66165,3561,58686,3168,7479,1515,48763,3632,34604,3049,1228,464,12931,2061,192119,6242,65992,3421,126127,5415,28387,3124,8491,1446,19896,2982,18807,2255,23365,2537,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,293128,6715,160413,4384,2735,979,2735,979,0,192,18042,2306,25730,3375,5080,1268,16500,2590,10945,1503,8271,1279,2674,964,5857,1763,13072,2000,9700,1820,3372,735,17181,2089,10637,1680,177,217,6367,1621,18486,2372,10181,1912,8305,1554,8384,1552,1969,881,6415,1438,6075,1173,12326,1975,132715,4737,1021,499,1021,499,0,192,1363,491,10928,1413,1559,499,12800,1857,3607,946,3177,947,430,210,1888,555,18300,2286,16646,2246,1654,600,10351,1684,7101,1385,181,114,3069,890,48858,3539,14209,1641,34649,2973,9230,1758,2630,926,6600,1504,3511,825,9299,1736,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,238362,5837,118391,3847,72,120,72,120,0,200,6982,1855,1726,688,960,487,4243,1314,6622,1507,5843,1566,779,408,6489,1404,9687,2283,5418,1269,4269,1560,25917,2615,21379,2182,124,146,4414,1087,14102,1825,7585,1469,6517,1261,9341,1964,2784,1009,6557,1745,8918,1237,23332,2173,119971,4171,36,60,36,60,0,200,1270,851,1418,539,491,314,3125,906,2317,892,2241,878,76,91,4561,897,6340,1199,4011,990,2329,745,25529,2598,21362,2485,48,81,4119,1038,28140,2518,11927,1694,16213,1899,7184,1342,2927,886,4257,1046,13264,1700,26296,2347,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5570022,32482,3031622,23272,48799,4683,43777,4719,5022,1110,304074,12040,249518,9470,133044,7903,362370,14171,250974,10737,202249,9199,48725,5381,76663,5202,223210,9875,137478,7842,85732,6172,419826,12846,220554,7817,1165,603,198107,10310,321131,12638,133889,7483,187242,9308,283461,11647,82565,6388,200896,10310,147727,7881,210825,8130,2538400,23933,13778,2545,12683,2434,1095,786,36451,4906,101486,6131,61434,4576,283439,12262,79611,5908,66393,5060,13218,2589,51692,4529,260831,8419,195270,7245,65561,5150,286143,10751,173730,7391,2008,773,110405,7142,882176,18119,280156,10563,602020,15819,224072,10823,49045,4926,175027,9887,112039,7641,145248,7078,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
